osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,bridge,maxspeed,junction,width
1115517204,False,2,UG-06,Пролетерска Бригада,tertiary,True,29.313,"LINESTRING (20.6761986 41.1784151, 20.6762419 41.1786767)",,,,
42782522,True,,,Елпида Караманди,residential,False,52.984,"LINESTRING (20.6761986 41.1784151, 20.6759297 41.1784306, 20.6755672 41.1784497)",,,,
"[43472627, 1115517204]",False,2,UG-06,"['15. Корпус', 'Пролетерска Бригада']",tertiary,False,179.549,"LINESTRING (20.6761986 41.1784151, 20.6761134 41.1780033, 20.6760281 41.1775914, 20.6760894 41.1769626, 20.676104 41.1768124)",,,,
1115517204,False,2,UG-06,Пролетерска Бригада,tertiary,True,125.07,"LINESTRING (20.6762644 41.1797334, 20.6761157 41.1808526)",,,,
51790166,False,,,,residential,True,62.498000000000005,"LINESTRING (20.6762644 41.1797334, 20.6761844 41.1797347, 20.6755178 41.1797454)",,,,
1115517204,False,2,UG-06,Пролетерска Бригада,tertiary,False,92.616,"LINESTRING (20.6762644 41.1797334, 20.67631 41.1793087, 20.6763117 41.1792743, 20.6763201 41.1791154, 20.6762931 41.178903)",,,,
579816704,False,2,,Цветан Димов,residential,False,75.091,"LINESTRING (20.6736649 41.1785189, 20.6736594 41.1778436)",,,,
579816704,False,2,,Цветан Димов,residential,True,48.191,"LINESTRING (20.6736649 41.1785189, 20.6736819 41.1789521)",,,,
1115570586,False,2,,Елпида Караманди,residential,True,103.608,"LINESTRING (20.6736649 41.1785189, 20.6737958 41.1785157, 20.6747596 41.178492, 20.6749022 41.1784885)",,,,
"[194742553, 40775302, 40775303]",False,2,R1208,Партизанска,secondary,False,426.62199999999996,"LINESTRING (20.6768046 41.174409, 20.6773018 41.1744305, 20.6776327 41.1744107, 20.6777708 41.1744001, 20.6779101 41.1743829, 20.6783327 41.1743151, 20.6784516 41.1742966, 20.678514 41.1742869, 20.6785186 41.1742862, 20.6790536 41.1742029, 20.67955 41.1741257, 20.6802175 41.1740218, 20.6805297 41.1739732, 20.6806815 41.1739496, 20.6818142 41.1737733)",yes,,,
580956762,True,,R1208,Партизанска,secondary,False,26.538,"LINESTRING (20.6768046 41.174409, 20.6766071 41.1744218, 20.6764886 41.1744286)",,,,
507975516,False,,,Маркс и Енгелс,residential,False,93.292,"LINESTRING (20.6823196 41.1751925, 20.6821064 41.174369)",,,,
507975516,False,,,Маркс и Енгелс,residential,True,71.265,"LINESTRING (20.6823196 41.1751925, 20.6824909 41.1758203)",,,,
511320724,False,,,Маркс и Енгелс,residential,False,116.376,"LINESTRING (20.6823196 41.1751925, 20.6836983 41.1750567)",,,,
507975516,False,,,Маркс и Енгелс,residential,False,58.825,"LINESTRING (20.6821064 41.174369, 20.6819611 41.1738514)",,,,
507975516,False,,,Маркс и Енгелс,residential,True,93.292,"LINESTRING (20.6821064 41.174369, 20.6823196 41.1751925)",,,,
992933002,False,2,UG-06,15. Корпус,tertiary,False,131.544,"LINESTRING (20.676104 41.1768124, 20.6762178 41.1756325)",,,,
"[43472627, 1115517204]",False,2,UG-06,"['15. Корпус', 'Пролетерска Бригада']",tertiary,True,179.54899999999998,"LINESTRING (20.676104 41.1768124, 20.6760894 41.1769626, 20.6760281 41.1775914, 20.6761134 41.1780033, 20.6761986 41.1784151)",,,,
580954016,True,,,Димитар Влахов,residential,False,78.119,"LINESTRING (20.676104 41.1768124, 20.6752531 41.1767545, 20.6751744 41.1767492)",,,,
579390073,True,1,,Ѓуро Салај,residential,False,129.52,"LINESTRING (20.6751744 41.1767492, 20.6752627 41.1755863)",,,,
507975516,False,,,Маркс и Енгелс,residential,False,71.265,"LINESTRING (20.6824909 41.1758203, 20.6823196 41.1751925)",,,,
511320726,False,1,,Јово Стефаноски - Риле,residential,False,101.813,"LINESTRING (20.6824909 41.1758203, 20.6836881 41.175658)",,,,
