osmid,oneway,ref,highway,junction,reversed,length,geometry,name,tunnel,maxspeed,access
33452616,True,R2432,secondary,roundabout,False,14.580000000000002,"LINESTRING (22.642953 41.4374745, 22.6430108 41.4374883, 22.6430537 41.4375106, 22.6430918 41.4375473)",,,,
33452616,True,R2432,secondary,roundabout,False,14.107,"LINESTRING (22.6430495 41.4377217, 22.6429934 41.4377469, 22.6429374 41.4377561, 22.642891 41.4377539)",,,,
260892325,False,,residential,,True,6.488,"LINESTRING (22.6396389 41.4431877, 22.6396536 41.4431304)",,,,
1267267337,False,,tertiary,,False,8.748,"LINESTRING (22.6432711 41.4362136, 22.6433595 41.436256)",Гоце Делчев,,,
38691354,False,,tertiary,,True,168.993,"LINESTRING (22.6432711 41.4362136, 22.6430689 41.4361001, 22.6416822 41.4352699)",Гоце Делчев,,,
33452616,True,R2432,secondary,roundabout,False,9.568,"LINESTRING (22.6427376 41.4376281, 22.6427418 41.4375821, 22.6427612 41.4375449)",,,,
248662326,True,,tertiary,,False,7.975,"LINESTRING (22.6386944 41.4387989, 22.638664 41.4387309)",Ленинова,,,
394158636,True,R2432,secondary,,False,33.624,"LINESTRING (22.6386944 41.4387989, 22.6385475 41.4388354, 22.638308 41.4388854)",,,,
394158588,True,,tertiary,,False,30.347,"LINESTRING (22.638664 41.4387309, 22.6385563 41.4384702)",Ленинова,,,
394158613,True,R2432,secondary,,False,5.94,"LINESTRING (22.638664 41.4387309, 22.6387319 41.4387147)",Булевар Маршал Тито,,,
"[33526253, 232225151]",True,R2432,secondary,,False,84.231,"LINESTRING (22.6374364 41.4390911, 22.6375169 41.4390365, 22.6380245 41.4388995, 22.6383656 41.4388077)",,yes,,
"[232225156, 181126916]",False,,tertiary,,False,206.376,"LINESTRING (22.6374364 41.4390911, 22.6369551 41.4393067, 22.6367933 41.4394186, 22.6365529 41.4395923, 22.6364619 41.439658, 22.6361655 41.4398668, 22.6360708 41.4399532, 22.6357975 41.4402025, 22.6356469 41.4403506)",Моша Пијаде,yes,,
"[181126937, 232225158]",False,R2432,secondary,,False,97.142,"LINESTRING (22.6374364 41.4390911, 22.6373211 41.4390415, 22.6370897 41.4389388, 22.6369355 41.438819, 22.6366243 41.4385811, 22.6365564 41.4385292)",Невена Стојкова,yes,40,
38691859,True,R2432,secondary,roundabout,False,10.786999999999999,"LINESTRING (22.6355392 41.4376465, 22.6355524 41.4376759, 22.635548 41.4377113, 22.6355217 41.4377345)",,,,
181126933,False,,tertiary,,False,152.296,"LINESTRING (22.6355392 41.4376465, 22.6358546 41.4375344, 22.6365489 41.4373477, 22.6372494 41.4371682)",,,,
1267266292,False,,tertiary,,False,7.003,"LINESTRING (22.63989 41.4416046, 22.6399698 41.4415849)",24 Октомври,,,
248662326,True,,tertiary,,False,294.909,"LINESTRING (22.63989 41.4416046, 22.6395413 41.4407861, 22.639385 41.4404192, 22.6392811 41.4401754, 22.6389901 41.4394593, 22.6389253 41.4393145, 22.6388189 41.439077)",Ленинова,,,
"[33526712, 1267266290]",False,,residential,,True,188.04899999999998,"LINESTRING (22.63989 41.4416046, 22.6387732 41.4418799, 22.6386747 41.4419452, 22.6386386 41.4420316, 22.6386601 41.442101, 22.6390348 41.4425037, 22.6390771 41.4425529)",24 Октомври,,,
185806926,False,,tertiary,,False,77.687,"LINESTRING (22.6422333 41.4400264, 22.6414623 41.4396339)",Братство и Единство,,,
1013210089,False,,residential,,True,60.76,"LINESTRING (22.6422333 41.4400264, 22.6418462 41.4404894)",Панче Пешев,,40,yes
34323085,False,,residential,,True,104.024,"LINESTRING (22.6414623 41.4396339, 22.6402723 41.4399156)",4 Јули,,,
185806926,False,,tertiary,,False,91.874,"LINESTRING (22.6414623 41.4396339, 22.6411221 41.438848)",Братство и Единство,,,
185806926,False,,tertiary,,True,77.687,"LINESTRING (22.6414623 41.4396339, 22.6422333 41.4400264)",Братство и Единство,,,
1267267337,False,,tertiary,,True,8.748,"LINESTRING (22.6433595 41.436256, 22.6432711 41.4362136)",Гоце Делчев,,,
1267267334,True,,tertiary,,False,140.447,"LINESTRING (22.6433595 41.436256, 22.6430371 41.437031, 22.6429587 41.4372717, 22.6429517 41.4373032, 22.6429463 41.43739, 22.642953 41.4374745)",Балканска,,,
33686049,True,,tertiary,,False,34.977,"LINESTRING (22.6387614 41.4387823, 22.6388917 41.4390813)",Ленионова,,,
704717492,True,R2432,secondary,,False,5.882,"LINESTRING (22.6387614 41.4387823, 22.6386944 41.4387989)",,,,
