osmid,oneway,highway,reversed,length,geometry,ref,bridge,name,junction,lanes,maxspeed,access
35814743,True,tertiary_link,False,45.157999999999994,"LINESTRING (21.772917 41.7190277, 21.7727772 41.7189082, 21.772677 41.7188607, 21.7725832 41.7188366, 21.7724702 41.7188277)",,,,,,,
159310471,False,tertiary,False,32.59,"LINESTRING (21.772917 41.7190277, 21.7728747 41.7189425, 21.7728312 41.7188644, 21.7727506 41.7187633)",VE-02,,,,,,
"[159310472, 38626522, 159310471]",False,tertiary,"[False, True]",192.88299999999998,"LINESTRING (21.772917 41.7190277, 21.7729599 41.7191177, 21.7729744 41.7193009, 21.7729514 41.7193752, 21.772898 41.7194621, 21.7728266 41.7195454, 21.7727385 41.719613, 21.7726305 41.7197022, 21.7724755 41.7198471, 21.7722687 41.7200916, 21.7719589 41.7205301)",VE-02,viaduct,Васа Кошулчева,,,,
272795058,False,tertiary,True,24.349,"LINESTRING (21.7724702 41.7188277, 21.7727506 41.7187633)",10131,,АСНОМ,,,,
"[149432553, 150593193, 38626533]",False,tertiary,False,68.889,"LINESTRING (21.7724702 41.7188277, 21.7720913 41.7189048, 21.7717935 41.7189849, 21.7716808 41.7190172)",10131,yes,АСНОМ,,,,
149432555,True,residential,False,31.448,"LINESTRING (21.7724702 41.7188277, 21.7725511 41.7187584, 21.7725832 41.718705, 21.7726043 41.7186638, 21.772612 41.7186253, 21.7726169 41.7185761)",,,,,,,
1013865674,True,tertiary,False,22.636,"LINESTRING (21.7720719 41.7174101, 21.771936 41.7172336)",VE-02,,Наум Наумовски Борче,,,,
749957048,False,tertiary,False,137.39000000000001,"LINESTRING (21.7720719 41.7174101, 21.7725266 41.7184243, 21.7726169 41.7185761)",VE-02,,Наум Наумовски Борче,,,,
1013865673,True,tertiary,False,25.359,"LINESTRING (21.7720526 41.7171825, 21.7720719 41.7174101)",VE-02,,Наум Наумовски Борче,,,,
1013865675,True,tertiary,False,12.739999999999998,"LINESTRING (21.7720526 41.7171825, 21.7720425 41.7172041, 21.7720229 41.7172218, 21.7719965 41.7172334, 21.7719663 41.7172375, 21.771936 41.7172336)",VE-02,,,roundabout,,,
174892940,False,tertiary,False,15.531,"LINESTRING (21.7724011 41.7163897, 21.7723067 41.7165103)",VE-02,,Наум Наумовски Борче,,,,
750191978,True,secondary,False,189.23999999999998,"LINESTRING (21.7724011 41.7163897, 21.7731099 41.7166649, 21.773745 41.7169015, 21.7740897 41.7170252, 21.7741864 41.7170523, 21.7744577 41.7171186)",R1312,,Благој Ѓорев,,2,,
272795058,False,tertiary,False,24.349,"LINESTRING (21.7727506 41.7187633, 21.7724702 41.7188277)",10131,,АСНОМ,,,,
749957048,False,tertiary,True,23.589,"LINESTRING (21.7727506 41.7187633, 21.7726169 41.7185761)",VE-02,,Наум Наумовски Борче,,,,
159310471,False,tertiary,True,32.59,"LINESTRING (21.7727506 41.7187633, 21.7728312 41.7188644, 21.7728747 41.7189425, 21.772917 41.7190277)",VE-02,,,,,,
379363101,False,residential,True,67.753,"LINESTRING (21.7648647 41.7224052, 21.7656461 41.7225816)",,,Вардарска,,,60,
627759744,False,tertiary,False,73.336,"LINESTRING (21.7648647 41.7224052, 21.7646139 41.7230376)",10131,,АСНОМ,,,,
627759744,False,tertiary,True,275.337,"LINESTRING (21.7648647 41.7224052, 21.764956 41.7222254, 21.7650595 41.7220778, 21.7651689 41.7219176, 21.7653274 41.721716, 21.7656099 41.7214384, 21.7657789 41.7213098, 21.7659395 41.7211998, 21.7668157 41.7205772, 21.7669229 41.7205027)",10131,,АСНОМ,,,,
38626535,False,residential,True,94.778,"LINESTRING (21.7686059 41.7198543, 21.7682075 41.7190555)",,,Борис Трајковски,,,,
734746894,False,tertiary,True,148.889,"LINESTRING (21.7686059 41.7198543, 21.7702931 41.7193994)",10131,,АСНОМ,,,,
734746894,False,tertiary,False,75.063,"LINESTRING (21.7686059 41.7198543, 21.7680347 41.7200182, 21.7677685 41.7201086)",10131,,АСНОМ,,,,
36875202,False,residential,False,47.47,"LINESTRING (21.7675057 41.714562, 21.7672297 41.7149359)",,,Борис Трајковски,,,,
"[272795053, 435754677]",True,secondary,False,145.47400000000002,"LINESTRING (21.7675057 41.714562, 21.7675927 41.7145964, 21.7676959 41.7146372, 21.7678246 41.7146941, 21.768009 41.7147774, 21.768382 41.7149325, 21.7687999 41.7151038, 21.7688808 41.7151297, 21.7689272 41.7151431, 21.7689775 41.7151559, 21.7690498 41.715177)",R1312,,Благој Ѓорев,,2,,
150039422,False,residential,True,141.601,"LINESTRING (21.7673972 41.7173406, 21.7690112 41.716928)",,,3 та Кумановска Ударна Бригада,,,,
271750860,False,residential,True,17.21,"LINESTRING (21.7673972 41.7173406, 21.7673307 41.717194)",,,Борис Трајковски,,,,
"[38626534, 38626535]",False,residential,False,110.957,"LINESTRING (21.7673972 41.7173406, 21.7675358 41.7176167, 21.7678374 41.7182827)",,yes,Борис Трајковски,,,,
150039422,False,residential,False,141.601,"LINESTRING (21.7690112 41.716928, 21.7673972 41.7173406)",,,3 та Кумановска Ударна Бригада,,,,
150039422,False,residential,True,97.415,"LINESTRING (21.7690112 41.716928, 21.7690545 41.7169444, 21.769094 41.7169593, 21.7692254 41.7170074, 21.7695326 41.7170975, 21.7701021 41.7172487)",,,3 та Кумановска Ударна Бригада,,,,
150039430,False,residential,False,27.869,"LINESTRING (21.7690112 41.716928, 21.7690041 41.7167392, 21.7689904 41.7166783)",,,Тодор Христов Офицерчето,,,,
223248671,False,residential,True,91.133,"LINESTRING (21.7695437 41.7178357, 21.7699146 41.7186071)",,,Панко Брашнар,,,,
379358953,False,residential,False,56.79900000000001,"LINESTRING (21.7695437 41.7178357, 21.770098 41.7176882, 21.7701883 41.7176642)",,,Методија Андонов Ченто,,,,
379358953,False,residential,True,150.091,"LINESTRING (21.7695437 41.7178357, 21.7693337 41.7178907, 21.7678374 41.7182827)",,,Методија Андонов Ченто,,,,
150588373,False,residential,False,85.994,"LINESTRING (21.7701021 41.7172487, 21.7705496 41.7165512)",,,Кумановска,,,,
150039422,False,residential,False,97.415,"LINESTRING (21.7701021 41.7172487, 21.7695326 41.7170975, 21.7692254 41.7170074, 21.769094 41.7169593, 21.7690545 41.7169444, 21.7690112 41.716928)",,,3 та Кумановска Ударна Бригада,,,,
150039422,False,residential,True,141.765,"LINESTRING (21.7701021 41.7172487, 21.7706954 41.7174381, 21.7707691 41.7174569, 21.7708478 41.7174603, 21.7709674 41.7174283, 21.7712706 41.7173267, 21.7715684 41.7172436, 21.7716896 41.7172113)",,,3 та Кумановска Ударна Бригада,,,,
150588373,False,residential,True,85.994,"LINESTRING (21.7705496 41.7165512, 21.7701021 41.7172487)",,,Кумановска,,,,
150588374,False,residential,False,146.636,"LINESTRING (21.7705496 41.7165512, 21.7706706 41.7165635, 21.7708622 41.7165762, 21.7710973 41.7165635, 21.7718009 41.7165045, 21.7720856 41.7164888, 21.7723067 41.7165103)",,,Оливер Китаноски,,,,
150588374,False,residential,True,151.522,"LINESTRING (21.7705496 41.7165512, 21.7703976 41.7165159, 21.7702557 41.7164699, 21.7697015 41.7162826, 21.7688863 41.7159922)",,,Оливер Китаноски,,,,
174892940,False,tertiary,True,15.531,"LINESTRING (21.7723067 41.7165103, 21.7724011 41.7163897)",VE-02,,Наум Наумовски Борче,,,,
150588374,False,residential,True,146.636,"LINESTRING (21.7723067 41.7165103, 21.7720856 41.7164888, 21.7718009 41.7165045, 21.7710973 41.7165635, 21.7708622 41.7165762, 21.7706706 41.7165635, 21.7705496 41.7165512)",,,Оливер Китаноски,,,,
174892940,False,tertiary,False,52.556999999999995,"LINESTRING (21.7723067 41.7165103, 21.7722378 41.7166338, 21.7720711 41.716949)",VE-02,,Наум Наумовски Борче,,,,
149180595,False,residential,False,35.787,"LINESTRING (21.7744861 41.7161377, 21.7742421 41.7160279, 21.7741187 41.7159693)",,,Пајак Планина,,,90,yes
150039436,False,residential,True,50.377,"LINESTRING (21.7744861 41.7161377, 21.7744901 41.7163308, 21.7744845 41.7165222, 21.7744801 41.7165906)",,,Љубљанска,,,,
271750854,False,residential,False,115.78099999999999,"LINESTRING (21.7729545 41.7147232, 21.7730562 41.7148725, 21.7732542 41.7151967, 21.7733746 41.7153931, 21.7735433 41.715667)",,,Костурска,,,,yes
272795062,False,residential,True,248.21699999999996,"LINESTRING (21.7729545 41.7147232, 21.7727641 41.7146493, 21.7725326 41.7145708, 21.7722832 41.7144871, 21.772068 41.7144328, 21.7718218 41.7143996, 21.7713363 41.7143635, 21.7710641 41.7143485, 21.7708032 41.7143408, 21.77071 41.7143525, 21.7706215 41.7143776, 21.770525 41.7144216, 21.7704029 41.7145137, 21.7703319 41.7145828, 21.7702498 41.7146821)",,,Мирка Гинова,,,60,yes
52219030,True,secondary,False,174.88,"LINESTRING (21.7744577 41.7171186, 21.7746313 41.7171382, 21.7753183 41.7172015, 21.7753458 41.7172038, 21.7754416 41.7172119, 21.7755762 41.7172232, 21.7765439 41.7173371)",R1312,,Благој Ѓорев,,2,,
150039436,False,residential,False,58.867999999999995,"LINESTRING (21.7744577 41.7171186, 21.7744737 41.7170373, 21.7744854 41.7169514, 21.7744882 41.7168351, 21.7744801 41.7165906)",,,Љубљанска,,,,
149180595,False,residential,False,303.321,"LINESTRING (21.7735433 41.715667, 21.7732394 41.7155619, 21.772718 41.7153369, 21.7725849 41.7152715, 21.7724477 41.7151943, 21.7722349 41.7150611, 21.7720525 41.7149782, 21.7718426 41.7148823, 21.7717722 41.7148551, 21.7717049 41.7148389, 21.7716019 41.7148321, 21.771415 41.7148433, 21.7711589 41.7148627, 21.7710252 41.7148621, 21.7709145 41.7148553, 21.7707878 41.7148341, 21.7706283 41.7147974, 21.7702498 41.7146821)",,,Пајак Планина,,,90,yes
149180595,False,residential,True,58.408,"LINESTRING (21.7735433 41.715667, 21.7737512 41.7157799, 21.7738977 41.7158568, 21.7741187 41.7159693)",,,Пајак Планина,,,90,yes
271750854,False,residential,True,115.78099999999999,"LINESTRING (21.7735433 41.715667, 21.7733746 41.7153931, 21.7732542 41.7151967, 21.7730562 41.7148725, 21.7729545 41.7147232)",,,Костурска,,,,yes
149179587,True,residential,False,410.68899999999996,"LINESTRING (21.7744801 41.7165906, 21.7704193 41.7151326, 21.7700152 41.7149993)",,,Лазо Осмаков,,,,yes
150039436,False,residential,False,50.376999999999995,"LINESTRING (21.7744801 41.7165906, 21.7744845 41.7165222, 21.7744901 41.7163308, 21.7744861 41.7161377)",,,Љубљанска,,,,
