osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,junction
15069198,2,D38,Trg Zrinskog i Frankopana,primary,False,False,82.608,"LINESTRING (17.8033991 45.2864576, 17.8031985 45.2864758, 17.8030717 45.2864869, 17.8027197 45.2865117, 17.8024786 45.2865267, 17.8023485 45.2865275)",,
"[503356759, 15069198, 101982207]",2,D38,Trg Zrinskog i Frankopana,primary,False,True,175.051,"LINESTRING (17.8033991 45.2864576, 17.8039813 45.2863778, 17.804309 45.2863271, 17.8047655 45.2862386, 17.8048922 45.2862221, 17.8049851 45.2862183, 17.8054814 45.2862792, 17.8055878 45.286298)",yes,
127097793,2,,Mlinska ulica,residential,False,True,261.872,"LINESTRING (17.8033991 45.2864576, 17.8033888 45.2863987, 17.8033964 45.2863518, 17.8034682 45.286108, 17.803521 45.285929, 17.8037168 45.2852646, 17.8040452 45.2841501)",,
88830857,2,D49,Ulica Matije Gupca,primary,False,True,171.063,"LINESTRING (17.801317 45.2836787, 17.8035034 45.2836922)",,
15069180,,D49,Ulica Stjepana Radića,primary,False,False,127.267,"LINESTRING (17.801317 45.2836787, 17.8005021 45.2836605, 17.7996958 45.2837243)",,
101988497,2,41072,Ulica Ljudevita Gaja,tertiary,False,False,21.624,"LINESTRING (17.79749 45.2843378, 17.7975502 45.2845276)",,
15069180,,D49,Ulica Stjepana Radića,primary,False,False,183.014,"LINESTRING (17.79749 45.2843378, 17.7972925 45.284352, 17.7970952 45.2843542, 17.7968504 45.2843304, 17.7965741 45.2842647, 17.7958672 45.2840956, 17.795252 45.2839314)",,
15069180,,D49,Ulica Stjepana Radića,primary,False,True,185.82999999999998,"LINESTRING (17.79749 45.2843378, 17.7977081 45.2843026, 17.7980663 45.2841984, 17.7989979 45.2839108, 17.7993908 45.2838068, 17.7996958 45.2837243)",,
26243550,2,41054,Vinogradska ulica,tertiary,False,True,4.58,"LINESTRING (17.8016378 45.2865254, 17.801621 45.2865089, 17.8015966 45.286497)",,
80934498,,D38,Trg Zrinskog i Frankopana,primary,False,False,35.762,"LINESTRING (17.8016378 45.2865254, 17.8016372 45.2866142, 17.8016466 45.2867531, 17.8016566 45.2868466)",,
1141802829,2,D38,Trg Zrinskog i Frankopana,primary,False,True,55.599999999999994,"LINESTRING (17.8016378 45.2865254, 17.8017278 45.2865259, 17.8023485 45.2865275)",,
26243550,2,41054,Vinogradska ulica,tertiary,False,False,68.003,"LINESTRING (17.7988332 45.2864639, 17.7997024 45.2864581)",,
26243550,2,41054,Vinogradska ulica,tertiary,False,True,95.812,"LINESTRING (17.7988332 45.2864639, 17.798112 45.2865101, 17.7978783 45.2865269, 17.7977417 45.2865417, 17.7976172 45.2865607)",,
126758317,,,Prilaz,residential,False,False,131.877,"LINESTRING (17.7988332 45.2864639, 17.7988391 45.2865173, 17.7989644 45.2876463)",,
