osmid,oneway,lanes,ref,highway,reversed,length,geometry,name,maxspeed,bridge
42488543,False,2,D45,primary,True,72.691,"LINESTRING (16.7818395 45.4812686, 16.7815838 45.4813183, 16.7813438 45.4813652, 16.7809377 45.4814343)",,,
252548462,False,2,D45,primary,False,150.882,"LINESTRING (16.7818395 45.4812686, 16.781809 45.4811718, 16.7817699 45.4810479, 16.7817139 45.4808221, 16.7816854 45.4807305, 16.7816121 45.4805175, 16.7815019 45.4802177, 16.7814131 45.4799455)",Ulica kneza Ljudevita Posavskog,50,
689114396,False,,,residential,False,9.953,"LINESTRING (16.7763654 45.4792649, 16.7763038 45.4791865)",Kolodvorska ulica,,
660525593,True,,3124,secondary,False,17.016,"LINESTRING (16.7763654 45.4792649, 16.7762831 45.4792959, 16.7761732 45.4793374)",Ulica kralja Petra Krešimira IV,,
660525594,False,,,residential,True,23.894,"LINESTRING (16.7763654 45.4792649, 16.7764042 45.4793147, 16.7765156 45.4794522)",Kolodvorska ulica,,
235709468,False,,,residential,False,6.73,"LINESTRING (16.7701682 45.4816063, 16.7701059 45.4815644)",Ulica Stjepana Radića,,
"[1012556160, 41711569]",False,,,residential,True,252.484,"LINESTRING (16.7701682 45.4816063, 16.7702218 45.4816299, 16.7704877 45.4817268, 16.7707177 45.4818125, 16.7708098 45.4818568, 16.7709024 45.4819223, 16.7710547 45.4820653, 16.771195 45.482209, 16.7714692 45.4824765, 16.771921 45.4829206, 16.7720599 45.4830713, 16.7721632 45.4831401, 16.7722426 45.4831973, 16.7723287 45.483244)",Ulica Stjepana Radića,,
41711555,False,,,residential,False,229.958,"LINESTRING (16.7747715 45.4834354, 16.774794 45.4834757, 16.7748955 45.4836854, 16.7750673 45.4840709, 16.7752056 45.4843427, 16.7752968 45.4845222, 16.7753618 45.4846569, 16.7755168 45.4849783, 16.7756281 45.4851902, 16.7757577 45.4853829)",Ulica Augusta Šenoe,,
1082652098,False,,,residential,False,69.618,"LINESTRING (16.7747715 45.4834354, 16.7751914 45.4832504, 16.775407 45.4831614, 16.7755336 45.4831092)",Trg kralja Tomislava,50,
"[1082652098, 237150018]",False,,,residential,True,76.102,"LINESTRING (16.7747715 45.4834354, 16.7743174 45.4836563, 16.774125 45.483732, 16.7740982 45.4837416, 16.7739443 45.4837966)","['Ulica Antuna Gustava Matoša', 'Trg kralja Tomislava']",50,
