osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,bridge,junction
629023088,22052,Bregovita ulica,tertiary,False,True,45.192,"LINESTRING (16.080541 46.095009, 16.0799555 46.0950269)",,,
524924635,,Ulica Antuna Gustava Matoša,residential,False,True,452.743,"LINESTRING (16.080541 46.095009, 16.0804215 46.0923526, 16.0804053 46.0918046, 16.0803951 46.0915957, 16.0803661 46.0915337, 16.0803071 46.0915063, 16.0802132 46.0914983, 16.0800844 46.0914909, 16.0798806 46.0914853, 16.0797981 46.0914832, 16.0795266 46.0914762)",,,
222783678,,,tertiary_link,False,True,18.89,"LINESTRING (16.0797272 46.0949653, 16.0799555 46.0950269)",,,
87600934,2169,Varaždinska ulica,secondary,False,False,110.309,"LINESTRING (16.0797272 46.0949653, 16.0795319 46.0947907, 16.0793388 46.0946344, 16.0790196 46.0943722, 16.0788161 46.0942007)",,,
87613422,2169,Varaždinska ulica,secondary,False,False,18.714,"LINESTRING (16.0797272 46.0949653, 16.0797867 46.0950436, 16.0798213 46.0951197)",,,
87601222,22053,Martinečka ulica,tertiary,False,False,76.27,"LINESTRING (16.0754491 46.0896272, 16.0754072 46.0889419)",,,
87601222,22053,Martinečka ulica,tertiary,False,True,101.17500000000001,"LINESTRING (16.0754491 46.0896272, 16.0754845 46.0899897, 16.0755247 46.0901441, 16.0755864 46.0902743, 16.0756842 46.0903931, 16.0757699 46.0904925)",,,
222783683,,Ulica braće Radić,residential,False,False,311.77799999999996,"LINESTRING (16.0754491 46.0896272, 16.0750738 46.0895433, 16.0750041 46.0895879, 16.0745897 46.090098, 16.0742088 46.0905519, 16.0740921 46.0907859, 16.0738507 46.0912286, 16.0737596 46.0913402, 16.073486 46.0914481, 16.0731266 46.0915895)",,,
87601222,22053,Martinečka ulica,tertiary,False,True,76.27,"LINESTRING (16.0754072 46.0889419, 16.0754491 46.0896272)",,,
222783684,,Ulica Većeslava Holjevca,residential,False,True,237.98399999999998,"LINESTRING (16.0754072 46.0889419, 16.0758731 46.088922, 16.0765866 46.0888253, 16.0772397 46.0887326, 16.0775294 46.0887363, 16.0778151 46.0887955, 16.0781946 46.0888814, 16.078408 46.0889551)",,,
524926991,D29,Zagrebačka ulica,primary,False,False,15.581,"LINESTRING (16.0783466 46.0890886, 16.078408 46.0889551)",2,,
294700733,,Ulica Vladimira Nazora,residential,True,False,172.39000000000001,"LINESTRING (16.0783466 46.0890886, 16.078402 46.089101, 16.0793719 46.0893187, 16.0798709 46.0894308, 16.0804734 46.089566)",,,
524926991,D29,Zagrebačka ulica,primary,False,True,151.668,"LINESTRING (16.0783466 46.0890886, 16.0781554 46.0894436, 16.0778472 46.0899669, 16.077642 46.0903618)",2,,
184189603,,Ulica Ljudevita Gaja,residential,False,True,137.664,"LINESTRING (16.0795266 46.0914762, 16.0777416 46.0914582)",,,
524924635,,Ulica Antuna Gustava Matoša,residential,False,False,452.743,"LINESTRING (16.0795266 46.0914762, 16.0797981 46.0914832, 16.0798806 46.0914853, 16.0800844 46.0914909, 16.0802132 46.0914983, 16.0803071 46.0915063, 16.0803661 46.0915337, 16.0803951 46.0915957, 16.0804053 46.0918046, 16.0804215 46.0923526, 16.080541 46.095009)",,,
294700734,,Ulica kralja Petra Krešimira IV.,residential,True,False,224.615,"LINESTRING (16.0804734 46.089566, 16.0797224 46.0910556, 16.0795266 46.0914762)",,,
222783678,,,tertiary_link,False,False,14.614,"LINESTRING (16.0798213 46.0951197, 16.0799555 46.0950269)",,,
87613422,2169,Varaždinska ulica,secondary,False,True,18.714,"LINESTRING (16.0798213 46.0951197, 16.0797867 46.0950436, 16.0797272 46.0949653)",,,
"[524926992, 87600934]",2169,"['Varaždinska ulica', 'Trg slobode']",secondary,False,True,185.801,"LINESTRING (16.0770876 46.0930752, 16.0772748 46.0931278, 16.0774508 46.0931887, 16.0775197 46.0932179, 16.0776325 46.0932708, 16.0777103 46.0933106, 16.0777737 46.0933491, 16.0778985 46.0934269, 16.0779937 46.0934951, 16.0780507 46.0935433, 16.078282 46.0937388, 16.0788161 46.0942007)",,,
618457040,2169,Trg slobode,secondary,True,False,20.765,"LINESTRING (16.0770876 46.0930752, 16.0770065 46.0930522, 16.0768642 46.0929739)",1,,
222783678,,,tertiary_link,False,False,18.89,"LINESTRING (16.0799555 46.0950269, 16.0797272 46.0949653)",,,
222783678,,,tertiary_link,False,True,14.614,"LINESTRING (16.0799555 46.0950269, 16.0798213 46.0951197)",,,
629023088,22052,Bregovita ulica,tertiary,False,False,45.192,"LINESTRING (16.0799555 46.0950269, 16.080541 46.095009)",,,
618457030,D29,Trg slobode,primary,False,False,102.364,"LINESTRING (16.077039 46.0926695, 16.0771161 46.0925727, 16.0771855 46.0924876, 16.0772383 46.0923972, 16.0772736 46.0923253, 16.0772977 46.0922647, 16.0773073 46.0922405, 16.0773258 46.0921333, 16.0773457 46.0920093, 16.0773574 46.0918741, 16.0773559 46.0917915)",2,,
618457038,,,primary,True,False,21.16,"LINESTRING (16.077039 46.0926695, 16.0770163 46.0927379, 16.076989 46.0927908, 16.0769597 46.0928514)",,,
222783683,,Ulica braće Radić,residential,False,True,311.77799999999996,"LINESTRING (16.0731266 46.0915895, 16.073486 46.0914481, 16.0737596 46.0913402, 16.0738507 46.0912286, 16.0740921 46.0907859, 16.0742088 46.0905519, 16.0745897 46.090098, 16.0750041 46.0895879, 16.0750738 46.0895433, 16.0754491 46.0896272)",,,
