osmid,highway,oneway,reversed,length,ref,name,maxspeed,geometry,lanes,access,bridge
102994061,residential,False,False,74.488,,,,"LINESTRING (16.2546399 43.5150845, 16.2548181 43.5144272)",,,
27849553,secondary,False,True,190.991,6134,Obala kralja Zvonimira,30,"LINESTRING (16.2546399 43.5150845, 16.254355 43.5150857, 16.2541399 43.5150896, 16.253636 43.5151288, 16.2532936 43.5151391, 16.2527179 43.5151148, 16.252517 43.5151099, 16.252447 43.5151061, 16.2523886 43.5151023, 16.2522805 43.5150799)",,,
72775961,secondary,False,False,37.002,6134,Ulica kralja Tomislava,30,"LINESTRING (16.2498762 43.5134841, 16.249566 43.5132389)",,,
72775961,secondary,False,True,79.36599999999999,6134,Ulica kralja Tomislava,30,"LINESTRING (16.2498762 43.5134841, 16.2500025 43.5135646, 16.2501552 43.5136355, 16.2503603 43.5137417, 16.2504567 43.5138241, 16.2505458 43.5139808)",,,
145263172,residential,False,False,247.78400000000002,,Put Cumbrijana,,"LINESTRING (16.2498762 43.5134841, 16.2497386 43.5134699, 16.2485301 43.513182, 16.2483321 43.5131132, 16.2481201 43.5130342, 16.2479363 43.5130078, 16.2477039 43.5129285, 16.2474751 43.5128574, 16.2470022 43.5127177)",,,
41220349,residential,False,False,142.281,,Ulica kardinala Alojzija Stepinca,,"LINESTRING (16.2466077 43.5184613, 16.246511 43.5189167, 16.2464313 43.5193506, 16.2462889 43.5197174)",,,
674873759,secondary,False,False,49.843,6133,Ulica kardinala Alojzija Stepinca,,"LINESTRING (16.2466077 43.5184613, 16.246471 43.5184553, 16.2462362 43.5184371, 16.2459934 43.5184131)",2,,
674873759,secondary,False,True,35.047,6133,Ulica kardinala Alojzija Stepinca,,"LINESTRING (16.2466077 43.5184613, 16.2466727 43.5184626, 16.2470422 43.5184696)",2,,
41269681,residential,False,False,142.362,,Ulica kardinala Alojzija Stepinca,,"LINESTRING (16.2459934 43.5184131, 16.2458763 43.5189064, 16.245824 43.518963, 16.2457549 43.5193285, 16.2456867 43.5196676)",,,
674873759,secondary,False,False,49.403999999999996,6133,Ulica kardinala Alojzija Stepinca,,"LINESTRING (16.2459934 43.5184131, 16.2457363 43.5183844, 16.2456561 43.5183702, 16.2453928 43.5183268)",2,,
674873759,secondary,False,True,49.842999999999996,6133,Ulica kardinala Alojzija Stepinca,,"LINESTRING (16.2459934 43.5184131, 16.2462362 43.5184371, 16.246471 43.5184553, 16.2466077 43.5184613)",2,,
24558556,residential,False,False,110.799,,Ulica kneza Domagoja,,"LINESTRING (16.2541547 43.5186844, 16.2541404 43.5187264, 16.253878 43.5196604)",,,
"[521325568, 219690914]",secondary,False,False,225.36100000000005,6133,Ulica kneza Trpimira,"['50', '30']","LINESTRING (16.2541547 43.5186844, 16.2538111 43.518579, 16.2537965 43.518574, 16.253443 43.518515, 16.2532249 43.5184989, 16.2530467 43.5184857, 16.2527017 43.5184945, 16.2524852 43.5185171, 16.2523264 43.5185336, 16.2522677 43.5185397, 16.2519949 43.5185841, 16.2519199 43.5185907, 16.2514147 43.5186079)",2,,
