osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes,bridge,access,junction
34207157,False,Ulica Nikole Šubića Zrinskog,residential,50,False,118.704,"LINESTRING (17.7053127 45.7005871, 17.7053835 45.7006367, 17.7063969 45.7013396)",,,,,
49709376,False,Kralja Zvonimira,secondary,50,False,117.349,"LINESTRING (17.7053127 45.7005871, 17.7053832 45.7005574, 17.7058597 45.7003567, 17.7066066 45.700042)",4296,,,,
147663567,False,Šetalište Jurja Bürgera,secondary,50,True,182.82500000000002,"LINESTRING (17.7053127 45.7005871, 17.7046991 45.7009097, 17.7040631 45.7011604, 17.7038857 45.7012281, 17.7033071 45.7014406)",4296,2,,,
34207157,False,Ulica Nikole Šubića Zrinskog,residential,50,True,144.035,"LINESTRING (17.7078024 45.7021841, 17.7065269 45.7014097, 17.7064719 45.701385, 17.7063969 45.7013396)",,,,,
153031509,False,Ulica braće Radića,primary,50,False,303.202,"LINESTRING (17.6955047 45.7030293, 17.6976038 45.7026171, 17.6982997 45.7024872, 17.6992674 45.7023015)",D69;4296,,,,
49709375,False,Vladimira Nazora,primary,50,False,258.064,"LINESTRING (17.7021738 45.7048163, 17.7021606 45.7047873, 17.7013334 45.7029012, 17.701193 45.7025989)",D69,,,,
152798546,False,Trg Ruđera Boškovića,residential,50,True,109.61,"LINESTRING (17.7021738 45.7048163, 17.7020942 45.7048358, 17.700842 45.7051429)",,,,,
82668715,False,Potočani,residential,,True,77.647,"LINESTRING (17.7074752 45.6972749, 17.707281 45.697619, 17.707201 45.6977916, 17.707202 45.6979386)",,,,,
147669565,False,Ribnjak,residential,,True,186.847,"LINESTRING (17.7074752 45.6972749, 17.706667 45.6975939, 17.7061928 45.6976492, 17.7055499 45.6976481, 17.7052678 45.6977973)",,,,,
82668715,False,Potočani,residential,,False,67.53200000000001,"LINESTRING (17.7074816 45.6985129, 17.7073019 45.6981016, 17.707202 45.6979386)",,,,,
147657435,False,Matice Hrvatske,residential,,False,142.15,"LINESTRING (17.7074816 45.6985129, 17.7059793 45.6991939, 17.705946 45.6992086)",,,,,
83897887,False,Trg svetog Josipa,secondary,50,True,38.363,"LINESTRING (17.7026601 45.7016182, 17.7021941 45.7017327)",4296,,,,
83897887,False,Trg svetog Josipa,secondary,50,False,54.016999999999996,"LINESTRING (17.7026601 45.7016182, 17.7027673 45.7015927, 17.702975 45.7015402, 17.7033071 45.7014406)",4296,,,,
89082363,False,Ulica bana Josipa Jelačića,residential,50,True,77.659,"LINESTRING (17.7026601 45.7016182, 17.7027194 45.7016957, 17.7031324 45.7022338)",,,,,
89082371,False,Ulica Vatroslava Lisinskog,residential,50,False,162.803,"LINESTRING (17.7061971 45.7031273, 17.7043362 45.7038016)",,,,,
147668566,False,Ulica Ljudevita Jonkea,residential,50,False,87.465,"LINESTRING (17.7061971 45.7031273, 17.7056944 45.7024234)",,,,,
147668566,False,Ulica Ljudevita Jonkea,residential,50,True,14.552,"LINESTRING (17.7061971 45.7031273, 17.7062904 45.7032408)",,,,,
89082363,False,Ulica bana Josipa Jelačića,residential,50,False,197.814,"LINESTRING (17.7043362 45.7038016, 17.7031324 45.7022338)",,,,,
89082371,False,Ulica Vatroslava Lisinskog,residential,50,True,162.803,"LINESTRING (17.7043362 45.7038016, 17.7061971 45.7031273)",,,,,
89082363,False,Ulica bana Josipa Jelačića,residential,50,True,206.878,"LINESTRING (17.7043362 45.7038016, 17.7048078 45.7044147, 17.7055946 45.7053822, 17.7056326 45.7054268)",,,,,
82668714,False,Kolodvorska ulica,residential,50,True,159.143,"LINESTRING (17.7056326 45.7054268, 17.7057888 45.7053486, 17.7072922 45.7045871)",,,,,
89082363,False,Ulica bana Josipa Jelačića,residential,50,False,206.878,"LINESTRING (17.7056326 45.7054268, 17.7055946 45.7053822, 17.7048078 45.7044147, 17.7043362 45.7038016)",,,,,
153035806,False,Ulica Ante Kovačevića,residential,,False,61.593,"LINESTRING (17.7001675 45.7002681, 17.6999481 45.6997358)",,,,,
95738080,False,Ulica Ane Katarine Zrinske,residential,50,True,128.839,"LINESTRING (17.7001675 45.7002681, 17.7000079 45.7003073, 17.6986023 45.7006522)",,,,,
153035806,False,Ulica Ante Kovačevića,residential,,True,127.175,"LINESTRING (17.7001675 45.7002681, 17.7001798 45.7002966, 17.7006312 45.701365)",,,,,
153031509,False,Ulica braće Radića,primary,50,True,303.202,"LINESTRING (17.6992674 45.7023015, 17.6982997 45.7024872, 17.6976038 45.7026171, 17.6955047 45.7030293)",D69;4296,,,,
230371518,True,,primary,,False,128.272,"LINESTRING (17.6992674 45.7023015, 17.699784 45.7021924, 17.7007343 45.7020265, 17.7007875 45.7020164, 17.7008255 45.7020066, 17.7008579 45.7019943)",D69;4296,,,,
82668715,False,Potočani,residential,,False,77.64699999999999,"LINESTRING (17.707202 45.6979386, 17.707201 45.6977916, 17.707281 45.697619, 17.7074752 45.6972749)",,,,,
82668715,False,Potočani,residential,,True,67.53200000000001,"LINESTRING (17.707202 45.6979386, 17.7073019 45.6981016, 17.7074816 45.6985129)",,,,,
133334966,False,Ulica grofa Janka Draškovića,residential,50,False,361.45700000000005,"LINESTRING (17.7011859 45.6979553, 17.7014946 45.6982112, 17.7016488 45.6983134, 17.7017575 45.6983854, 17.7021732 45.698415, 17.7028175 45.6983995, 17.7033435 45.6983521, 17.7038483 45.6982528, 17.7042018 45.6981367, 17.7044501 45.6980499, 17.7047154 45.6980136, 17.7049437 45.6980763, 17.7050899 45.6981835, 17.7052573 45.6983569)",,,,,
147657453,False,Papučka,residential,50,True,187.937,"LINESTRING (17.7011859 45.6979553, 17.7008772 45.6981876, 17.700731 45.698365, 17.7006883 45.6985413, 17.7007103 45.6987283, 17.7007305 45.6989456, 17.7008273 45.6991631, 17.7009895 45.6995012)",,,,,
82668712,False,Jakova Gotovca,residential,50,True,108.765,"LINESTRING (17.7052573 45.6983569, 17.705946 45.6992086)",,,,,
82668712,False,Jakova Gotovca,residential,50,False,63.145,"LINESTRING (17.7052573 45.6983569, 17.7052352 45.6980862, 17.705217 45.6978781, 17.7052678 45.6977973)",,,,,
133334966,False,Ulica grofa Janka Draškovića,residential,50,False,92.392,"LINESTRING (17.7052573 45.6983569, 17.7052508 45.6985507, 17.7051779 45.6986736, 17.7049482 45.6988377, 17.7046229 45.6989918)",,,,,
133334966,False,Ulica grofa Janka Draškovića,residential,50,True,361.457,"LINESTRING (17.7052573 45.6983569, 17.7050899 45.6981835, 17.7049437 45.6980763, 17.7047154 45.6980136, 17.7044501 45.6980499, 17.7042018 45.6981367, 17.7038483 45.6982528, 17.7033435 45.6983521, 17.7028175 45.6983995, 17.7021732 45.698415, 17.7017575 45.6983854, 17.7016488 45.6983134, 17.7014946 45.6982112, 17.7011859 45.6979553)",,,,,
133334981,False,Ulica Miroslava Kraljevića,residential,50,True,228.05200000000002,"LINESTRING (17.7011646 45.698763, 17.7014343 45.6987856, 17.7016867 45.6988219, 17.7020601 45.6989463, 17.7020826 45.6989538, 17.7024264 45.699141, 17.7028832 45.6993185, 17.7033893 45.699409, 17.7038767 45.6994053)",,,,,
82668712,False,Jakova Gotovca,residential,50,False,108.765,"LINESTRING (17.705946 45.6992086, 17.7052573 45.6983569)",,,,,
82668712,False,Jakova Gotovca,residential,50,True,105.922,"LINESTRING (17.705946 45.6992086, 17.7062951 45.699649, 17.706461 45.6998583, 17.7066066 45.700042)",,,,,
147657435,False,Matice Hrvatske,residential,,False,158.726,"LINESTRING (17.705946 45.6992086, 17.705841 45.6992467, 17.7045183 45.699724, 17.7041304 45.6998641)",,,,,
