osmid,oneway,lanes,ref,highway,reversed,length,geometry,name,junction
228154677,True,1,D203,primary,False,27.384,"LINESTRING (14.8035423 45.3950413, 14.8035357 45.3951192, 14.8035308 45.3952874)",,
228127965,False,2,D3,primary,True,37.548,"LINESTRING (14.8035654 45.3947987, 14.8040053 45.3949351)",Lujzinska cesta,
1190395957,False,3,D3,primary,False,8.772,"LINESTRING (14.8035654 45.3947987, 14.8034643 45.3947643)",Lujzinska cesta,
228154677,True,1,D203,primary,False,27.348,"LINESTRING (14.8035654 45.3947987, 14.8035795 45.394836, 14.8035766 45.3948985, 14.8035586 45.3949675, 14.8035423 45.3950413)",,
228117771,False,,D203,primary,True,193.58999999999997,"LINESTRING (14.8057255 45.3958668, 14.8041152 45.3956557, 14.803966 45.3956278, 14.8038132 45.3955797, 14.8037146 45.3955272, 14.8036414 45.3954777, 14.8035851 45.3954058, 14.8035308 45.3952874)",,
345184320,False,,,residential,True,112.78800000000001,"LINESTRING (14.8057255 45.3958668, 14.8056136 45.3962656, 14.8055549 45.3965695, 14.8055166 45.3967329, 14.8054866 45.3968126, 14.8054397 45.3968543)",Šetalište Ivana Gorana Kovačića,
"[123476499, 424621367]",False,,58113,tertiary,False,75.03900000000002,"LINESTRING (14.8057255 45.3958668, 14.8057732 45.3957015, 14.8057934 45.3956537, 14.805828 45.3956185, 14.8058807 45.3956075, 14.8059515 45.3956142, 14.8062221 45.3956937, 14.8063797 45.3957369)",,
123477283,False,,,residential,False,114.00200000000001,"LINESTRING (14.8008594 45.3938715, 14.8006839 45.3941278, 14.8005299 45.3943494, 14.8003832 45.3945142, 14.8002108 45.3946567, 14.800096 45.3947358)",Prolaz Hrvatskih šuma,
"[1190395957, 424621374]",False,"['2', '3']",D3,primary,True,226.338,"LINESTRING (14.8008594 45.3938715, 14.8023812 45.3943878, 14.8028192 45.39454, 14.8031833 45.3946666, 14.8034643 45.3947643)",Lujzinska cesta,
123477279,False,,,residential,False,22.547,"LINESTRING (14.800096 45.3947358, 14.8002662 45.3948996)",Ulica Franje Supila,
123477283,False,,,residential,True,114.002,"LINESTRING (14.800096 45.3947358, 14.8002108 45.3946567, 14.8003832 45.3945142, 14.8005299 45.3943494, 14.8006839 45.3941278, 14.8008594 45.3938715)",Prolaz Hrvatskih šuma,
123477271,False,,,residential,True,80.108,"LINESTRING (14.801881 45.397714, 14.8011873 45.3980066, 14.8009853 45.3980618)",Sajmišna ulica,
123477279,False,,,residential,True,269.679,"LINESTRING (14.801881 45.397714, 14.801365 45.3967266, 14.8010228 45.3960633, 14.8008232 45.3956531, 14.8007086 45.3954328)",Ulica Franje Supila,
345184319,False,,,residential,False,87.084,"LINESTRING (14.801881 45.397714, 14.802248 45.3983211, 14.8023201 45.3984339)",Ulica Franje Supila,
345184320,False,,,residential,False,295.92600000000004,"LINESTRING (14.801881 45.397714, 14.8024225 45.3974761, 14.8029 45.3973557, 14.8031836 45.3972975, 14.8037398 45.3971897, 14.804025 45.3971335, 14.8046678 45.3970295, 14.8050267 45.3969559, 14.8053054 45.3969044, 14.805387 45.3968822, 14.8054397 45.3968543)",Šetalište Ivana Gorana Kovačića,
123477273,False,,,residential,False,123.886,"LINESTRING (14.8009853 45.3980618, 14.8002292 45.3970823)",Amerikanska ulica,
123477271,False,,,residential,False,80.108,"LINESTRING (14.8009853 45.3980618, 14.8011873 45.3980066, 14.801881 45.397714)",Sajmišna ulica,
123477271,False,,,residential,True,65.804,"LINESTRING (14.8009853 45.3980618, 14.8007083 45.3981445, 14.8001945 45.3982652)",Sajmišna ulica,
123477287,False,,,residential,True,100.28300000000002,"LINESTRING (14.8009853 45.3980618, 14.8009893 45.3982505, 14.8010056 45.3983818, 14.8010398 45.3985118, 14.8011113 45.3986208, 14.801181 45.3987146, 14.8013498 45.3989039)",Frankopanska ulica,
123477276,False,,,residential,True,64.387,"LINESTRING (14.8023271 45.4002731, 14.8016633 45.4006167)",Ulica bana Josipa Jelačića,
123477287,False,,,residential,False,174.12900000000002,"LINESTRING (14.8023271 45.4002731, 14.8023051 45.4000671, 14.8022171 45.3998353, 14.8018796 45.3993614, 14.8014372 45.3989796, 14.8013498 45.3989039)",Frankopanska ulica,
