osmid,highway,oneway,reversed,length,geometry,name,ref,junction,lanes
116083057,residential,False,False,57.238,"LINESTRING (9.6635538 37.0397176, 9.6632494 37.0392638)",,,,
30022738,secondary,False,False,62.53,"LINESTRING (9.6635538 37.0397176, 9.6637945 37.0395607, 9.664117 37.0393804)",,,,
30022738,secondary,False,True,74.538,"LINESTRING (9.6635538 37.0397176, 9.6634619 37.0398246, 9.6633989 37.0398979, 9.6633265 37.039983, 9.6632815 37.0400435, 9.6631957 37.040157, 9.6630985 37.0402806)",,,,
116084552,residential,True,False,4.688,"LINESTRING (9.6627342 37.0368841, 9.6627042 37.0368494)",شارع الطيب المهيري,,,
116084256,primary,True,False,31.128,"LINESTRING (9.6708981 37.0377996, 9.671072 37.03787, 9.6712025 37.0379378)",الطريق الوطنية بنزرت - ببوش,RN11,,
116085798,primary,False,False,147.40699999999998,"LINESTRING (9.6708981 37.0377996, 9.6703378 37.0375653, 9.6696665 37.0373624, 9.6693677 37.0372953)",الطريق الوطنية بنزرت - ببوش,RN11,,
116084690,residential,False,True,11.549,"LINESTRING (9.6643182 37.0393401, 9.6642429 37.0392554)",شارع الطيب المهيري,,,
30022738,secondary,False,False,63.775,"LINESTRING (9.6643182 37.0393401, 9.6644634 37.039329, 9.6645918 37.0393311, 9.6647367 37.0393484, 9.6648681 37.0393782, 9.6650203 37.0394204)",,,,
30022738,secondary,False,True,18.478,"LINESTRING (9.6643182 37.0393401, 9.6642669 37.0393456, 9.6642046 37.039356, 9.664117 37.0393804)",,,,
95691303,unclassified,False,False,38.694,"LINESTRING (9.662153 37.0430858, 9.6621497 37.0430082, 9.6621443 37.0427379)",,,,
116083752,residential,False,False,10.749,"LINESTRING (9.6621585 37.0387169, 9.6621953 37.038809)",,,,
116084173,residential,False,False,61.253,"LINESTRING (9.6621585 37.0387169, 9.662493 37.0385839, 9.662781 37.0384793)",,,,
116084436,residential,False,False,68.092,"LINESTRING (9.6633184 37.0418194, 9.6635504 37.0421283, 9.6637154 37.0423434)",,,,
116084436,residential,False,True,57.894999999999996,"LINESTRING (9.6633184 37.0418194, 9.6630174 37.0416417, 9.6627947 37.041509)",,,,
116085478,residential,False,False,75.048,"LINESTRING (9.6633184 37.0418194, 9.6630616 37.0420373, 9.6628014 37.0422578, 9.6627729 37.0422899, 9.6627542 37.0423199)",,,,
116085478,residential,False,True,63.215,"LINESTRING (9.6633184 37.0418194, 9.6635732 37.0416252, 9.663826 37.0414207)",,,,
116086332,residential,False,True,29.957,"LINESTRING (9.6650871 37.0349288, 9.6651568 37.0351924)",,,,
116086332,residential,False,False,74.059,"LINESTRING (9.6650871 37.0349288, 9.6647293 37.0349296, 9.6647132 37.0349334, 9.6647008 37.0349406, 9.6646943 37.0349513, 9.6646831 37.0351212, 9.6646766 37.035127, 9.6646676 37.0351309, 9.6646253 37.0351357, 9.6646012 37.0351352, 9.6645831 37.0351377, 9.664511 37.0352053)",,,,
709521560,residential,False,False,45.708999999999996,"LINESTRING (9.6650871 37.0349288, 9.6650947 37.0348434, 9.6651256 37.0348231, 9.6651685 37.0348124, 9.6654836 37.0347567)",,,,
30022738,secondary,False,False,31.162,"LINESTRING (9.666558 37.0391346, 9.6668765 37.0390167)",,,,
30022738,secondary,False,True,119.415,"LINESTRING (9.666558 37.0391346, 9.6663634 37.0392176, 9.6661094 37.039306, 9.6658699 37.0393814, 9.6655568 37.0394665, 9.665495 37.0394762, 9.665428 37.0394826, 9.6652991 37.0394784)",,,,
116084042,residential,False,True,130.383,"LINESTRING (9.666558 37.0391346, 9.666346 37.0389104, 9.6663138 37.038889, 9.666291 37.0388761, 9.66624 37.0388676, 9.6661837 37.0388697, 9.6660496 37.0388719, 9.6660053 37.0388719, 9.6659766 37.0388596, 9.6656119 37.0383569)",,,,
116085378,residential,False,True,39.624,"LINESTRING (9.6716773 37.0349769, 9.6720309 37.0347594)",,,,
116086463,residential,False,False,10.21,"LINESTRING (9.6694493 37.039532, 9.6695416 37.0395868)",,,,
116084565,residential,False,False,59.445,"LINESTRING (9.6639725 37.0355906, 9.6642468 37.0351029)",,,,
116084575,residential,False,True,17.233,"LINESTRING (9.6639725 37.0355906, 9.6638225 37.035689)",,,,
116084575,residential,False,False,87.1,"LINESTRING (9.6639725 37.0355906, 9.6644644 37.0357845, 9.6648318 37.0359669)",,,,
30022738,secondary,False,False,22.432,"LINESTRING (9.662206 37.0411681, 9.662387 37.0410273)",,,,
30022738,secondary,False,True,15.449,"LINESTRING (9.662206 37.0411681, 9.6620866 37.0412692)",,,,
116085903,residential,False,False,31.717,"LINESTRING (9.6638919 37.0379962, 9.6641938 37.0378436)",,,,
116083076,residential,False,False,24.579,"LINESTRING (9.6638919 37.0379962, 9.6638164 37.0379089, 9.6637456 37.0378677, 9.6636993 37.037842)",,,,
116083076,residential,False,True,45.111,"LINESTRING (9.6638919 37.0379962, 9.6640578 37.0382323, 9.6641579 37.0383411)",,,,
116084986,residential,False,False,24.336,"LINESTRING (9.6712865 37.0395272, 9.6715523 37.0395809)",,,,
116086109,residential,False,False,19.088,"LINESTRING (9.662139 37.0343294, 9.6622707 37.0344651)",,,,
709521562,residential,False,False,35.015,"LINESTRING (9.662139 37.0343294, 9.6625109 37.0342244)",,,,
116083980,primary,True,False,3.149,"LINESTRING (9.6665902 37.0368445, 9.6665583 37.0368321)",,RN11,roundabout,
116084496,residential,False,True,39.865,"LINESTRING (9.663425 37.0405268, 9.6630985 37.0402806)",,,,
116084496,residential,False,False,99.341,"LINESTRING (9.663425 37.0405268, 9.6635685 37.040651, 9.6636825 37.0407442, 9.6638327 37.0409058, 9.663936 37.0410535, 9.6640842 37.0412435)",,,,
116085807,residential,False,False,86.97999999999999,"LINESTRING (9.663425 37.0405268, 9.6636946 37.0403267, 9.663822 37.0402635, 9.6641921 37.040043)",,,,
116084028,residential,False,True,46.81,"LINESTRING (9.6708212 37.0405814, 9.671249 37.0403352)",,,,
116083745,residential,False,True,60.93600000000001,"LINESTRING (9.6708212 37.0405814, 9.6704887 37.0404268, 9.6702278 37.0403058)",,,,
116084028,residential,False,False,50.383,"LINESTRING (9.6708212 37.0405814, 9.6707139 37.0406617, 9.6705785 37.0407902, 9.6704417 37.0409176)",,,,
116083525,residential,False,False,26.069,"LINESTRING (9.6642468 37.0351029, 9.664511 37.0352053)",,,,
116083525,residential,False,True,62.047,"LINESTRING (9.6642468 37.0351029, 9.6636195 37.0348567)",,,,
116084565,residential,False,True,59.445,"LINESTRING (9.6642468 37.0351029, 9.6639725 37.0355906)",,,,
116084565,residential,False,False,66.138,"LINESTRING (9.6642468 37.0351029, 9.6642533 37.0350469, 9.6642538 37.0349419, 9.6642887 37.0347921, 9.6643249 37.0346989, 9.6643437 37.0346261, 9.6643564 37.0345173)",,,,
116084552,residential,True,False,89.457,"LINESTRING (9.6632442 37.037578, 9.6627342 37.0368841)",شارع الطيب المهيري,,,
116083476,residential,False,True,23.271,"LINESTRING (9.6693863 37.0360957, 9.669195 37.0359526)",,,,
116086399,residential,False,False,85.833,"LINESTRING (9.6693863 37.0360957, 9.6687078 37.0366457)",,,,
116086399,residential,False,True,34.532,"LINESTRING (9.6693863 37.0360957, 9.6696577 37.0358732)",,,,
116083782,residential,False,False,69.221,"LINESTRING (9.6661294 37.0356806, 9.6653781 37.0358475)",,,,
116083782,residential,False,True,6.063,"LINESTRING (9.6661294 37.0356806, 9.6661958 37.0356678)",,,,
116084493,primary,True,False,56.101,"LINESTRING (9.6661294 37.0356806, 9.6660087 37.0353129, 9.6659752 37.0351914)",الطريق الوطنية بنزرت - ببوش,RN11,,
116083904,primary,False,True,18.827,"LINESTRING (9.6733133 37.0379692, 9.6731015 37.0379783)",شارع 20 مارس 1956,RN11,,
116084236,residential,False,True,38.021,"LINESTRING (9.6651764 37.0372689, 9.6649637 37.0375657)",,,,
116083404,residential,False,False,62.621,"LINESTRING (9.6689323 37.0405172, 9.6689638 37.0405108, 9.6689986 37.0404969, 9.6690269 37.0404776, 9.6691696 37.0403272, 9.6692408 37.0402742, 9.6693072 37.0402383, 9.6693457 37.0402306, 9.6694031 37.0402271, 9.6694493 37.0402303, 9.6694869 37.0402395)",,,,
116083404,residential,False,True,42.531,"LINESTRING (9.6689323 37.0405172, 9.6686681 37.0405065, 9.6684535 37.0405097)",,,,
116084453,residential,False,True,70.852,"LINESTRING (9.6689323 37.0405172, 9.6687372 37.0402785, 9.6684421 37.0400167)",,,,
30022738,secondary,False,True,25.572,"LINESTRING (9.6652991 37.0394784, 9.6650203 37.0394204)",,,,
30022738,secondary,False,False,119.41499999999999,"LINESTRING (9.6652991 37.0394784, 9.665428 37.0394826, 9.665495 37.0394762, 9.6655568 37.0394665, 9.6658699 37.0393814, 9.6661094 37.039306, 9.6663634 37.0392176, 9.666558 37.0391346)",,,,
116084581,residential,False,False,244.745,"LINESTRING (9.6652991 37.0394784, 9.6654488 37.0396223, 9.6658135 37.0398942, 9.666065 37.0400542, 9.666228 37.0399728, 9.6663379 37.0399065, 9.6665566 37.0397753, 9.6666363 37.0397246, 9.6667101 37.0396662, 9.6670586 37.0393684, 9.6671922 37.0393011, 9.6672955 37.0392765, 9.6674109 37.0392626)",,,,
116084339,residential,False,False,34.219,"LINESTRING (9.6622707 37.0344651, 9.6625109 37.0342244)",,,,
116086109,residential,False,True,19.088,"LINESTRING (9.6622707 37.0344651, 9.662139 37.0343294)",,,,
"[116084449, 116086109]",residential,False,"[False, True]",38.119,"LINESTRING (9.6622707 37.0344651, 9.6623092 37.0345561, 9.6623913 37.0347179, 9.6623952 37.0347507, 9.6623887 37.0347896)",,,,
116086259,residential,False,True,38.599,"LINESTRING (9.6626874 37.0412783, 9.662387 37.0410273)",,,,
116083817,residential,False,True,64.272,"LINESTRING (9.6626874 37.0412783, 9.6626029 37.0413554, 9.6625128 37.0414204, 9.6624983 37.0414242, 9.6624833 37.0414242, 9.662468 37.0414204, 9.6624514 37.0414129, 9.6623391 37.0413519, 9.6622546 37.0413195, 9.6620866 37.0412692)",,,,
116086259,residential,False,False,23.032,"LINESTRING (9.6626874 37.0412783, 9.66278 37.0413629, 9.6628581 37.0414343)",,,,
116083334,residential,False,False,33.442,"LINESTRING (9.6719929 37.0389175, 9.6717783 37.0391647)",,,,
