osmid,oneway,highway,reversed,length,ref,geometry,name,junction,bridge
26995065,True,primary,False,119.362,RR28,"LINESTRING (10.5569252 36.4049066, 10.5566493 36.404933, 10.5564056 36.4049637, 10.5561679 36.4049998, 10.5559812 36.4050273, 10.5556121 36.4050912)",,,
617705950,False,primary_link,True,11.751,RR 28 طج,"LINESTRING (10.5541935 36.4054438, 10.5541587 36.4053419)",,,
26254332,True,primary,False,187.139,RN1,"LINESTRING (10.5600372 36.4043704, 10.5599843 36.4041555, 10.5599199 36.4039763, 10.5597912 36.4035079, 10.5597067 36.4031808, 10.5596155 36.4027231)",شارع الزعيم ياسر عرفات,,
128241064,True,primary,False,25.333,RR28,"LINESTRING (10.5606685 36.4048545, 10.5603855 36.4048494)",شارع محمد الخامس,,
173530121,True,primary_link,False,43.921,,"LINESTRING (10.5606685 36.4048545, 10.5605541 36.4048902, 10.5604569 36.4049505, 10.5603849 36.4050305, 10.5603439 36.4051235)",,,
128241064,True,primary,False,51.556,RR28,"LINESTRING (10.5612443 36.404869, 10.5606685 36.4048545)",شارع محمد الخامس,,
235958376,False,residential,True,40.836,,"LINESTRING (10.5612443 36.404869, 10.561324 36.4052306)",,,
235958376,False,residential,False,12.608,,"LINESTRING (10.5613406 36.4053432, 10.561324 36.4052306)",,,
235958376,False,residential,True,44.667,,"LINESTRING (10.5613406 36.4053432, 10.5614175 36.4057401)",,,
238137047,False,residential,True,12.929,,"LINESTRING (10.5524117 36.4049543, 10.552462 36.4050633)",,,
106152205,True,secondary,False,162.83999999999997,RR28,"LINESTRING (10.5524117 36.4049543, 10.5525648 36.40497, 10.5527546 36.40499, 10.5530279 36.4050366, 10.5537005 36.4051915, 10.5541587 36.4053419)",الطريق الجهوية مجاز الباب - نابل,,
238137047,False,residential,False,198.237,,"LINESTRING (10.5524117 36.4049543, 10.5523846 36.4048962, 10.5523822 36.4048736, 10.5523903 36.4048496, 10.5524104 36.404832, 10.5524439 36.4048272, 10.5526417 36.4048293, 10.5528282 36.4048309, 10.5528728 36.4048285, 10.5529043 36.4048142, 10.552923 36.4047913, 10.5529294 36.4047635, 10.5529314 36.4046558, 10.5529131 36.4044026, 10.5528782 36.4040899, 10.552846 36.4038004, 10.5528407 36.4035746)",,,
238137047,False,residential,False,12.929,,"LINESTRING (10.552462 36.4050633, 10.5524117 36.4049543)",,,
617705951,True,secondary,False,55.486999999999995,RR28,"LINESTRING (10.552462 36.4050633, 10.5523903 36.4050352, 10.552332 36.4050152, 10.5522703 36.404999, 10.5521539 36.4049829, 10.5518603 36.4049728)",الطريق الجهوية مجاز الباب - نابل,,
538967611,False,residential,True,92.669,,"LINESTRING (10.5572221 36.4054312, 10.5582569 36.405401)",,,
709204547,False,residential,False,26.22,,"LINESTRING (10.5572221 36.4054312, 10.5572504 36.4056659)",,,
709204547,False,residential,True,61.354,,"LINESTRING (10.5572221 36.4054312, 10.557166 36.4049649, 10.557156 36.404882)",,,
106152160,True,primary,False,82.031,RR28,"LINESTRING (10.5586325 36.4047384, 10.5595491 36.4047399)",,,
538967608,False,residential,False,9.704,,"LINESTRING (10.5586325 36.4047384, 10.5586486 36.4048247)",,,
538967608,False,residential,True,42.581,,"LINESTRING (10.5586325 36.4047384, 10.5585526 36.4043609)",,,
26995065,True,primary,False,59.618,RR28,"LINESTRING (10.5586486 36.4048247, 10.5579827 36.4048397)",,,
538967608,False,residential,False,62.973,,"LINESTRING (10.5586486 36.4048247, 10.5587303 36.4053872)",,,
538967608,False,residential,True,9.704,,"LINESTRING (10.5586486 36.4048247, 10.5586325 36.4047384)",,,
538967610,False,residential,True,24.289,,"LINESTRING (10.5582569 36.405401, 10.558272 36.4056191)",,,
538967611,False,residential,False,92.669,,"LINESTRING (10.5582569 36.405401, 10.5572221 36.4054312)",,,
538967611,False,residential,True,42.394,,"LINESTRING (10.5582569 36.405401, 10.5587303 36.4053872)",,,
538967608,False,residential,True,62.973,,"LINESTRING (10.5587303 36.4053872, 10.5586486 36.4048247)",,,
538967611,False,residential,False,42.394,,"LINESTRING (10.5587303 36.4053872, 10.5582569 36.405401)",,,
538967610,False,residential,False,24.289,,"LINESTRING (10.558272 36.4056191, 10.5582569 36.405401)",,,
538967612,False,residential,False,91.575,,"LINESTRING (10.558272 36.4056191, 10.5572504 36.4056659)",,,
538967612,False,residential,True,91.575,,"LINESTRING (10.5572504 36.4056659, 10.558272 36.4056191)",,,
709204547,False,residential,True,26.22,,"LINESTRING (10.5572504 36.4056659, 10.5572221 36.4054312)",,,
538967608,False,residential,False,42.581,,"LINESTRING (10.5585526 36.4043609, 10.5586325 36.4047384)",,,
538967613,False,residential,False,169.194,,"LINESTRING (10.5577902 36.4032404, 10.5579105 36.4042396, 10.5579725 36.4047549)",,,
106152160,True,primary,False,59.095,RR28,"LINESTRING (10.5579725 36.4047549, 10.5586325 36.4047384)",,,
538967613,False,residential,False,9.473,,"LINESTRING (10.5579725 36.4047549, 10.5579827 36.4048397)",,,
538967613,False,residential,True,169.194,,"LINESTRING (10.5579725 36.4047549, 10.5579105 36.4042396, 10.5577902 36.4032404)",,,
538967613,False,residential,True,9.473,,"LINESTRING (10.5579827 36.4048397, 10.5579725 36.4047549)",,,
26995065,True,primary,False,74.141,RR28,"LINESTRING (10.5579827 36.4048397, 10.5572675 36.4048733, 10.557156 36.404882)",,,
106152160,True,primary,False,24.6,RR28,"LINESTRING (10.5595491 36.4047399, 10.5598238 36.404732)",,,
538967616,False,residential,False,56.272,,"LINESTRING (10.5595491 36.4047399, 10.5595124 36.4042347)",,,
538967616,False,residential,True,56.272,,"LINESTRING (10.5595124 36.4042347, 10.5595491 36.4047399)",,,
235958376,False,residential,False,40.836,,"LINESTRING (10.561324 36.4052306, 10.5612443 36.404869)",,,
235958376,False,residential,True,12.608,,"LINESTRING (10.561324 36.4052306, 10.5613406 36.4053432)",,,
235958376,False,residential,False,44.667,,"LINESTRING (10.5614175 36.4057401, 10.5613406 36.4053432)",,,
538971127,False,residential,False,227.08599999999996,,"LINESTRING (10.562183 36.4009551, 10.5616734 36.4015903, 10.5613663 36.4020787, 10.5613294 36.4021629, 10.5612617 36.4024673, 10.5612335 36.4025391, 10.5611839 36.4026125, 10.5610599 36.4027639)",,,
538971128,False,residential,False,218.59699999999998,,"LINESTRING (10.5578486 36.4015913, 10.5577299 36.4017031, 10.5577165 36.4017295, 10.5577138 36.4017576, 10.5577252 36.401783, 10.5577413 36.4018032, 10.5577654 36.4018224, 10.5583803 36.402259, 10.5592998 36.4029665)",,,
538971129,False,residential,False,39.126,,"LINESTRING (10.5592998 36.4029665, 10.5596155 36.4027231)",,,
538971128,False,residential,True,218.59699999999998,,"LINESTRING (10.5592998 36.4029665, 10.5583803 36.402259, 10.5577654 36.4018224, 10.5577413 36.4018032, 10.5577252 36.401783, 10.5577138 36.4017576, 10.5577165 36.4017295, 10.5577299 36.4017031, 10.5578486 36.4015913)",,,
538971129,False,residential,True,45.293,,"LINESTRING (10.5592998 36.4029665, 10.5591218 36.4031084, 10.5589403 36.4032532)",,,
538971129,False,residential,False,45.293,,"LINESTRING (10.5589403 36.4032532, 10.5591218 36.4031084, 10.5592998 36.4029665)",,,
538971129,False,residential,True,39.126,,"LINESTRING (10.5596155 36.4027231, 10.5592998 36.4029665)",,,
26254332,True,primary,False,487.06499999999994,RN1,"LINESTRING (10.5596155 36.4027231, 10.5595122 36.4023583, 10.5594076 36.4020636, 10.5592936 36.4017765, 10.5591689 36.401498, 10.5590858 36.4013415, 10.5589141 36.4010608, 10.5583913 36.400291, 10.5576763 36.3992765, 10.55748 36.3990308, 10.5572774 36.3987991)",شارع الزعيم ياسر عرفات,,
55910570,True,primary,False,86.928,RN1,"LINESTRING (10.5600042 36.403904, 10.5600807 36.4041301, 10.5601637 36.4043824, 10.5601962 36.404461, 10.5602359 36.404536, 10.5603243 36.4046352)",شارع الزعيم ياسر عرفات,,
538971127,False,residential,True,158.25599999999997,,"LINESTRING (10.5600042 36.403904, 10.5601518 36.4037219, 10.5604041 36.4034269, 10.5605637 36.4032521, 10.5610599 36.4027639)",,,
538971134,False,residential,False,57.938,,"LINESTRING (10.561571 36.4030837, 10.5610599 36.4027639)",,,
538971134,False,residential,True,57.938,,"LINESTRING (10.5610599 36.4027639, 10.561571 36.4030837)",,,
538971127,False,residential,False,158.25599999999997,,"LINESTRING (10.5610599 36.4027639, 10.5605637 36.4032521, 10.5604041 36.4034269, 10.5601518 36.4037219, 10.5600042 36.403904)",,,
538971127,False,residential,True,227.08599999999998,,"LINESTRING (10.5610599 36.4027639, 10.5611839 36.4026125, 10.5612335 36.4025391, 10.5612617 36.4024673, 10.5613294 36.4021629, 10.5613663 36.4020787, 10.5616734 36.4015903, 10.562183 36.4009551)",,,
26254394,True,primary,False,86.17599999999999,RN1,"LINESTRING (10.557096 36.3986224, 10.5570231 36.3984183, 10.5569668 36.398292, 10.556889 36.3981722, 10.5567938 36.3980524, 10.5566859 36.3979288)",الطريق الوطنية تونس - رأس جدير,,
26254398,True,primary,False,26.474,RN1,"LINESTRING (10.557096 36.3986224, 10.5571106 36.3985763, 10.5571414 36.3985357, 10.5571856 36.398504, 10.5572394 36.3984842, 10.5572981 36.3984779)",,roundabout,
26254398,True,primary,False,8.483,RN1,"LINESTRING (10.5572981 36.3984779, 10.557345 36.398483, 10.5573892 36.3984969)",,roundabout,
26254398,True,primary,False,15.594,RN1,"LINESTRING (10.5574942 36.3986269, 10.5574901 36.3986735, 10.5574695 36.3987172, 10.5574341 36.3987543)",,roundabout,
538973514,True,secondary,False,25.499000000000002,,"LINESTRING (10.5587018 36.3980168, 10.5586456 36.398022, 10.5585902 36.3980107, 10.558543 36.397985, 10.5585095 36.3979478, 10.5584938 36.3979036)",,roundabout,
538973516,True,secondary,False,127.689,,"LINESTRING (10.5587018 36.3980168, 10.5583103 36.3982342, 10.5579074 36.3984377, 10.5574942 36.3986269)",,,
538973514,True,secondary,False,17.847,,"LINESTRING (10.5587131 36.3977648, 10.5587699 36.3977926, 10.5588084 36.3978362, 10.5588224 36.3978885)",,roundabout,
538973514,True,secondary,False,16.763,,"LINESTRING (10.5584938 36.3979036, 10.5584955 36.3978659, 10.5585104 36.3978302, 10.5585372 36.3977993, 10.5585736 36.3977756)",,roundabout,
538973514,True,secondary,False,15.045,,"LINESTRING (10.5588224 36.3978885, 10.5588134 36.397933, 10.5587864 36.3979725, 10.5587445 36.3980025)",,roundabout,
538973515,True,secondary,False,107.09300000000002,,"LINESTRING (10.5588224 36.3978885, 10.5589496 36.3978554, 10.5590764 36.3978257, 10.5591535 36.3978122, 10.5592239 36.397802, 10.5593151 36.3977912, 10.5594237 36.3977863, 10.5595525 36.3977885, 10.5596718 36.3977993, 10.5598059 36.3978203, 10.5599876 36.3978748)",,,
538973514,True,secondary,False,4.139,,"LINESTRING (10.5587445 36.3980025, 10.5587018 36.3980168)",,roundabout,
707001579,True,secondary,False,114.547,,"LINESTRING (10.5599816 36.397939, 10.5598234 36.3978948, 10.5597027 36.39787, 10.5595216 36.397857, 10.5593365 36.3978603, 10.5591689 36.3978797, 10.5590174 36.3979153, 10.5588806 36.3979563, 10.5587445 36.3980025)",,,
1005826181,False,residential,False,127.169,,"LINESTRING (10.5599816 36.397939, 10.5596825 36.3984291, 10.559586 36.3985803, 10.559472 36.3987433, 10.5593178 36.3989494)",,,
26995067,False,tertiary,False,8.026,,"LINESTRING (10.5589195 36.3972557, 10.5589577 36.3971904)",,,
26995067,False,tertiary,True,41.691,,"LINESTRING (10.5589195 36.3972557, 10.5586952 36.3975843)",,,
538973518,False,residential,False,118.895,,"LINESTRING (10.5589195 36.3972557, 10.5596792 36.3976309, 10.5597811 36.3976843, 10.5598374 36.397721, 10.5599876 36.3978748)",,,
538973515,True,secondary,False,44.07900000000001,,"LINESTRING (10.5599876 36.3978748, 10.5600212 36.3978851, 10.5601204 36.3979256, 10.5601969 36.397965, 10.5602612 36.3980054, 10.5603135 36.3980432, 10.5603852 36.3981023)",,,
538973518,False,residential,True,118.89500000000001,,"LINESTRING (10.5599876 36.3978748, 10.5598374 36.397721, 10.5597811 36.3976843, 10.5596792 36.3976309, 10.5589195 36.3972557)",,,
617705950,False,primary_link,False,11.751,RR 28 طج,"LINESTRING (10.5541587 36.4053419, 10.5541935 36.4054438)",,,
"[617705952, 106152160, 106152295]",True,primary,False,132.311,RR28,"LINESTRING (10.5541587 36.4053419, 10.5543875 36.4052927, 10.5549026 36.4051656, 10.5555737 36.4049975)",,,yes
238137047,False,residential,True,124.328,,"LINESTRING (10.5528207 36.4024566, 10.55283 36.4029724, 10.5528354 36.4032725, 10.5528407 36.4035746)",,,
26254327,True,motorway_link,False,427.99999999999994,,"LINESTRING (10.5532845 36.401182, 10.553685 36.4017992, 10.5540394 36.402442, 10.5544806 36.403397, 10.5546428 36.4037436, 10.5547892 36.4040225, 10.5548969 36.4041793, 10.5550362 36.4043329, 10.5551547 36.4044414, 10.5552631 36.4045294, 10.5553747 36.4046087)",,,
106152160,True,primary,False,94.678,RR28,"LINESTRING (10.5569186 36.4048275, 10.5571468 36.4048058, 10.5572494 36.4047993, 10.5579725 36.4047549)",,,
26995065,True,primary,False,20.836,RR28,"LINESTRING (10.557156 36.404882, 10.5569252 36.4049066)",,,
709204547,False,residential,False,61.354,,"LINESTRING (10.557156 36.404882, 10.557166 36.4049649, 10.5572221 36.4054312)",,,
26254398,True,primary,False,28.249,RN1,"LINESTRING (10.5572774 36.3987991, 10.5572162 36.3987867, 10.5571628 36.3987596, 10.5571226 36.3987205, 10.5570995 36.3986732, 10.557096 36.3986224)",,roundabout,
26995067,False,tertiary,True,8.026,,"LINESTRING (10.5589577 36.3971904, 10.5589195 36.3972557)",,,
708918495,True,tertiary,False,23.894,,"LINESTRING (10.5585736 36.3977756, 10.5586952 36.3975843)",,,
538973514,True,secondary,False,12.905000000000001,,"LINESTRING (10.5585736 36.3977756, 10.5586181 36.397761, 10.558666 36.3977573, 10.5587131 36.3977648)",,roundabout,
238137047,False,residential,False,124.32799999999999,,"LINESTRING (10.5528407 36.4035746, 10.5528354 36.4032725, 10.55283 36.4029724, 10.5528207 36.4024566)",,,
238137047,False,residential,True,198.23699999999997,,"LINESTRING (10.5528407 36.4035746, 10.552846 36.4038004, 10.5528782 36.4040899, 10.5529131 36.4044026, 10.5529314 36.4046558, 10.5529294 36.4047635, 10.552923 36.4047913, 10.5529043 36.4048142, 10.5528728 36.4048285, 10.5528282 36.4048309, 10.5526417 36.4048293, 10.5524439 36.4048272, 10.5524104 36.404832, 10.5523903 36.4048496, 10.5523822 36.4048736, 10.5523846 36.4048962, 10.5524117 36.4049543)",,,
709204546,False,residential,True,180.86100000000002,,"LINESTRING (10.5528407 36.4035746, 10.5523267 36.4036384, 10.5516272 36.4037252, 10.551599 36.4037345, 10.5515789 36.4037491, 10.5515655 36.4037702, 10.5515628 36.4037982, 10.55177 36.404312)",,,
709204546,False,residential,False,180.861,,"LINESTRING (10.55177 36.404312, 10.5515628 36.4037982, 10.5515655 36.4037702, 10.5515789 36.4037491, 10.551599 36.4037345, 10.5516272 36.4037252, 10.5523267 36.4036384, 10.5528407 36.4035746)",,,
55910570,True,primary,False,235.04699999999997,RN1,"LINESTRING (10.5594559 36.4018391, 10.5595364 36.4020453, 10.5596128 36.4022471, 10.5596571 36.4024015, 10.5598247 36.4031171, 10.5600042 36.403904)",شارع الزعيم ياسر عرفات,,
1005826182,False,residential,False,84.635,,"LINESTRING (10.5594559 36.4018391, 10.5595793 36.4017452, 10.5596249 36.4016934, 10.5596665 36.4016351, 10.5599615 36.4012022)",,,
558307156,False,primary_link,True,10.971,,"LINESTRING (10.5556121 36.4050912, 10.5555737 36.4049975)",,,
"[26995065, 106152333, 106152318]",True,primary,False,132.874,RR28,"LINESTRING (10.5556121 36.4050912, 10.5549017 36.4052677, 10.5543602 36.4054012, 10.5541935 36.4054438)",,,yes
558307155,True,motorway_link,False,77.82499999999999,,"LINESTRING (10.5556121 36.4050912, 10.5556683 36.4051297, 10.5556993 36.4051669, 10.5557152 36.4052196, 10.5557053 36.4053031, 10.5554027 36.4056905)",,,
1005826181,False,residential,True,127.169,,"LINESTRING (10.5593178 36.3989494, 10.559472 36.3987433, 10.559586 36.3985803, 10.5596825 36.3984291, 10.5599816 36.397939)",,,
1005826182,False,residential,True,84.63499999999999,,"LINESTRING (10.5599615 36.4012022, 10.5596665 36.4016351, 10.5596249 36.4016934, 10.5595793 36.4017452, 10.5594559 36.4018391)",,,
55910570,True,primary,False,65.729,RN1,"LINESTRING (10.5591846 36.4012898, 10.5594559 36.4018391)",شارع الزعيم ياسر عرفات,,
1005826183,False,residential,True,99.03699999999999,,"LINESTRING (10.5591846 36.4012898, 10.5593996 36.4011105, 10.5595699 36.4009518, 10.5596316 36.4008795, 10.5596893 36.400805, 10.5598354 36.4005773)",,,
1005826183,False,residential,False,99.03699999999999,,"LINESTRING (10.5598354 36.4005773, 10.5596893 36.400805, 10.5596316 36.4008795, 10.5595699 36.4009518, 10.5593996 36.4011105, 10.5591846 36.4012898)",,,
