osmid,lanes,highway,oneway,reversed,length,ref,name,geometry,junction
29997022,2,tertiary,False,True,71.766,,,"LINESTRING (8.7815069 36.4993852, 8.7809636 36.4998604)",
279088894,2,secondary,True,False,136.271,,,"LINESTRING (8.7815069 36.4993852, 8.7802237 36.4987235)",
698259450,2,tertiary,False,False,7.783,,,"LINESTRING (8.7815069 36.4993852, 8.7815668 36.4993344)",
705100618,,primary_link,False,True,11.831,,,"LINESTRING (8.7764397 36.4964739, 8.776308 36.4964633)",
29996676,2,primary,True,False,35.671,RN17,الطريق الوطنية طبرقة - تلابت,"LINESTRING (8.7764397 36.4964739, 8.7764487 36.4965795, 8.7765142 36.4967879)",
279317358,2,primary,True,False,52.59,RN17,الطريق الوطنية طبرقة - تلابت,"LINESTRING (8.7758848 36.4973275, 8.7761383 36.4969007)",
279156024,2,primary,False,True,73.46600000000001,RN17,الطريق الوطنية طبرقة - تلابت,"LINESTRING (8.7758848 36.4973275, 8.7756179 36.4975377, 8.7755428 36.4975938, 8.7754624 36.4976466, 8.7753559 36.4977055, 8.7752551 36.4977459)",
279156022,2,primary,True,False,8.032,RN17,الطريق الوطنية طبرقة - تلابت,"LINESTRING (8.7742635 36.4979925, 8.7741995 36.4980432)",
279156024,2,primary,False,False,9.494,RN17,الطريق الوطنية طبرقة - تلابت,"LINESTRING (8.7742635 36.4979925, 8.7743649 36.4979671)",
29997026,2,residential,False,False,22.894,,,"LINESTRING (8.7782395 36.5009161, 8.7781187 36.5008309, 8.7780543 36.5007743)",
45060741,2,primary,True,False,45.953,RN17,الطريق الوطنية طبرقة - تلابت,"LINESTRING (8.7763075 36.4970923, 8.7758848 36.4973275)",
45060740,2,primary,True,False,28.389,RN17,,"LINESTRING (8.7763075 36.4970923, 8.7762486 36.4970733, 8.7761987 36.4970416, 8.7761619 36.497, 8.7761413 36.4969517, 8.7761383 36.4969007)",roundabout
45060743,2,secondary,True,False,28.605,,,"LINESTRING (8.7765655 36.4968469, 8.7768607 36.4969462)",
45060740,2,primary,True,False,30.899,RN17,,"LINESTRING (8.7765655 36.4968469, 8.7765827 36.4969007, 8.7765786 36.4969562, 8.7765536 36.497008, 8.7765101 36.4970512, 8.7764522 36.4970816)",roundabout
45060740,2,primary,True,False,8.046,RN17,,"LINESTRING (8.7765142 36.4967879, 8.7765436 36.4968153, 8.7765655 36.4968469)",roundabout
29996782,2,primary,True,False,40.013,RN17,الطريق الوطنية طبرقة - تلابت,"LINESTRING (8.7761833 36.4968089, 8.776308 36.4964633)",
45060740,2,primary,True,False,33.296,RN17,,"LINESTRING (8.7761833 36.4968089, 8.7762379 36.4967681, 8.7763061 36.496744, 8.7763803 36.4967393, 8.7764524 36.4967545, 8.7765142 36.4967879)",roundabout
45060740,2,primary,True,False,11.08,RN17,,"LINESTRING (8.7761383 36.4969007, 8.7761528 36.4968522, 8.7761833 36.4968089)",roundabout
45060740,2,primary,True,False,9.801,RN17,,"LINESTRING (8.7764163 36.4970918, 8.7763619 36.4970975, 8.7763075 36.4970923)",roundabout
99275008,2,tertiary,False,False,222.222,,نهج تونس,"LINESTRING (8.7764163 36.4970918, 8.776534 36.4972295, 8.777014 36.4990198)",
279137434,2,residential,False,False,94.2,,,"LINESTRING (8.7792537 36.4963507, 8.7802898 36.496196)",
279137434,2,residential,False,True,72.184,,,"LINESTRING (8.7792537 36.4963507, 8.7784571 36.4964571)",
99274995,2,residential,False,True,95.574,,,"LINESTRING (8.7792537 36.4963507, 8.7796345 36.4969372, 8.7797686 36.4971032)",
279156076,2,residential,False,False,4.098,,,"LINESTRING (8.7746414 36.5012374, 8.7746857 36.5012279)",
279156076,2,residential,False,True,143.022,,,"LINESTRING (8.7746414 36.5012374, 8.7731237 36.50083)",
279156028,2,tertiary,False,False,158.67899999999997,,,"LINESTRING (8.7746414 36.5012374, 8.7749804 36.5004352, 8.7750822 36.5001779, 8.7751145 36.5001224, 8.775152 36.500079, 8.7752187 36.5000415, 8.7752961 36.5000054, 8.7753616 36.4999803)",
99274916,2,residential,False,True,42.323,,,"LINESTRING (8.7786308 36.4956732, 8.778162 36.4956199)",
99274928,2,residential,False,False,75.574,,,"LINESTRING (8.7786308 36.4956732, 8.7793293 36.4952903)",
279137413,2,residential,False,False,88.564,,,"LINESTRING (8.7786308 36.4956732, 8.7784866 36.4963601, 8.7784571 36.4964571)",
99275024,2,residential,False,False,55.66,,,"LINESTRING (8.7812207 36.496011, 8.7816398 36.4963812)",
279137461,2,tertiary,False,False,48.837,,,"LINESTRING (8.7812207 36.496011, 8.7816131 36.4957054)",
279137461,2,tertiary,False,True,13.719,,,"LINESTRING (8.7812207 36.496011, 8.7811058 36.4960928)",
99274928,2,residential,False,False,29.191,,,"LINESTRING (8.7797884 36.4950386, 8.7800582 36.4948907)",
99274928,2,residential,False,True,49.674,,,"LINESTRING (8.7797884 36.4950386, 8.7793293 36.4952903)",
99275007,2,residential,False,False,121.349,,,"LINESTRING (8.7797884 36.4950386, 8.7790259 36.4941357)",
99274933,2,residential,False,False,40.518,,,"LINESTRING (8.7792693 36.4996194, 8.7789745 36.4998962)",
99274933,2,residential,False,True,79.538,,,"LINESTRING (8.7792693 36.4996194, 8.7798481 36.4990761)",
99274999,2,residential,False,False,137.08,,,"LINESTRING (8.7792693 36.4996194, 8.7804414 36.5004144)",
99274999,2,residential,False,True,169.68099999999998,,,"LINESTRING (8.7792693 36.4996194, 8.7783927 36.4990244, 8.7780789 36.4988131, 8.7778281 36.4986266)",
99274933,2,residential,False,False,78.078,,,"LINESTRING (8.7785918 36.5002208, 8.7780543 36.5007743)",
99274933,2,residential,False,True,49.729,,,"LINESTRING (8.7785918 36.5002208, 8.7789745 36.4998962)",
99275008,2,tertiary,False,False,144.963,,نهج تونس,"LINESTRING (8.7785918 36.5002208, 8.7793322 36.5006812, 8.7798641 36.5010291)",
99275008,2,tertiary,False,True,157.56099999999998,,نهج تونس,"LINESTRING (8.7785918 36.5002208, 8.7781677 36.4999642, 8.7772704 36.4994055, 8.7771904 36.4993615)",
99274921,2,residential,False,True,97.286,,,"LINESTRING (8.7723523 36.4986837, 8.7730675 36.4993432)",
279156096,2,residential,False,True,16.604,,,"LINESTRING (8.7723523 36.4986837, 8.7721895 36.4987556)",
279156096,2,residential,False,False,49.189,,,"LINESTRING (8.7723523 36.4986837, 8.7724382 36.498646, 8.7726031 36.4985888, 8.7728593 36.4985134)",
279137417,2,residential,False,True,8.423,,,"LINESTRING (8.7781545 36.4976616, 8.7781605 36.497586)",
279088894,2,secondary,True,False,130.97500000000002,,,"LINESTRING (8.7781545 36.4976616, 8.7774013 36.4972956, 8.7771663 36.4971815, 8.7770173 36.4971279, 8.7770058 36.4971237, 8.7768769 36.4970922)",
279156029,2,residential,False,False,17.851,,,"LINESTRING (8.7716402 36.5003385, 8.7717918 36.500234)",
279156029,2,residential,False,True,49.324,,,"LINESTRING (8.7716402 36.5003385, 8.7712204 36.5006264)",
"[99274969, 699671926]",2,residential,False,False,101.806,,,"LINESTRING (8.7716402 36.5003385, 8.7709476 36.4997406, 8.7709261 36.499702, 8.7708993 36.49965)",
