osmid,ref,highway,oneway,reversed,length,geometry,junction,bridge
111470138,RL518,tertiary,False,False,27.336,"LINESTRING (10.0410687 36.9073005, 10.0408709 36.9071123)",,
111470129,RL518,tertiary,True,False,103.977,"LINESTRING (10.0410687 36.9073005, 10.0413188 36.9075048, 10.0414435 36.9076163, 10.0416809 36.9078244, 10.041872 36.9079798)",,
111470047,,residential,False,False,85.266,"LINESTRING (10.0409947 36.908299, 10.0402659 36.9078006)",,
111470170,,residential,False,False,71.867,"LINESTRING (10.0409947 36.908299, 10.0415159 36.907805)",,
111470170,,residential,False,True,28.94,"LINESTRING (10.0409947 36.908299, 10.0408038 36.9085098)",,
111469911,,residential,False,False,28.698,"LINESTRING (10.0416554 36.9110295, 10.0414073 36.9108644)",,
111469911,,residential,False,True,31.652,"LINESTRING (10.0416554 36.9110295, 10.0419384 36.9112022)",,
111469962,,residential,False,True,70.33,"LINESTRING (10.0416554 36.9110295, 10.0411901 36.911541)",,
111469961,,residential,False,True,93.548,"LINESTRING (10.0408709 36.9071123, 10.0402659 36.9078006)",,
111470138,RL518,tertiary,False,True,27.336,"LINESTRING (10.0408709 36.9071123, 10.0410687 36.9073005)",,
111470138,RL518,tertiary,False,False,82.441,"LINESTRING (10.0408709 36.9071123, 10.0406979 36.9069386, 10.0405034 36.9067584, 10.0402821 36.9065397)",,
111469908,RL518,tertiary,True,False,59.663,"LINESTRING (10.0428531 36.9087047, 10.0433499 36.9090654)",,
111470089,,residential,False,False,57.023,"LINESTRING (10.0428531 36.9087047, 10.0432675 36.9083133)",,
111469956,,residential,False,False,41.977,"LINESTRING (10.0444241 36.9050346, 10.0448646 36.9051704)",,
111470163,,residential,False,False,75.125,"LINESTRING (10.0444241 36.9050346, 10.0441014 36.905659)",,
111470163,,residential,False,True,43.931,"LINESTRING (10.0444241 36.9050346, 10.044622 36.9046726)",,
111470017,,residential,False,False,38.116,"LINESTRING (10.0411344 36.909132, 10.0407857 36.9089326)",,
111470017,,residential,False,True,41.402,"LINESTRING (10.0411344 36.909132, 10.0415267 36.9093326)",,
111470147,,residential,False,True,43.384,"LINESTRING (10.0411344 36.909132, 10.0408287 36.9094361)",,
707323010,,residential,False,False,33.031,"LINESTRING (10.0419357 36.9119721, 10.0421522 36.9117307)",,
707323015,,residential,False,False,50.457,"LINESTRING (10.0419357 36.9119721, 10.0414838 36.9116976)",,
707323015,,residential,False,True,95.312,"LINESTRING (10.0419357 36.9119721, 10.0423394 36.9122144, 10.0427878 36.9124922)",,
111469929,RL518,tertiary,True,False,68.321,"LINESTRING (10.0473498 36.9109105, 10.0480726 36.9111191)",,
