osmid,ref,name,highway,oneway,reversed,length,geometry,junction,bridge,lanes,maxspeed
26149826,RR37,C37,secondary,False,True,21.549999999999997,"LINESTRING (10.1147811 36.7752955, 10.1147618 36.7752081, 10.1147497 36.7751035)",,,,
26149949,RR37,,secondary,True,False,37.42,"LINESTRING (10.1147811 36.7752955, 10.1149195 36.7755088, 10.1149402 36.7756035)",,,,
28685731,,نهج ألمانيا,residential,False,False,23.817,"LINESTRING (10.1156677 36.7734936, 10.1158504 36.77365)",,,,
1199247315,,نهج ألمانيا,residential,False,False,33.194,"LINESTRING (10.1190399 36.7751968, 10.1194087 36.7751538)",,,,
700892519,,,residential,False,True,72.80199999999999,"LINESTRING (10.1190399 36.7751968, 10.1188977 36.7751377, 10.1188226 36.7750883, 10.1187636 36.7750378, 10.1187073 36.774983, 10.1183875 36.7748112)",,,,
1199247315,,نهج ألمانيا,residential,False,True,59.869,"LINESTRING (10.1190399 36.7751968, 10.1186965 36.7751936, 10.1185681 36.7751829, 10.1184849 36.7751448, 10.1183975 36.7750999)",,,,
28685743,,,residential,False,False,56.864,"LINESTRING (10.1162933 36.7740291, 10.1167919 36.7737097)",,,,
28685731,,نهج ألمانيا,residential,False,False,51.983,"LINESTRING (10.1162933 36.7740291, 10.1165488 36.7741703, 10.116779 36.7742882)",,,,
28685731,,نهج ألمانيا,residential,False,True,57.733000000000004,"LINESTRING (10.1162933 36.7740291, 10.116007 36.773784, 10.1158504 36.77365)",,,,
28685748,,نهج مالطا,residential,False,False,43.226,"LINESTRING (10.116779 36.7742882, 10.117071 36.7739777)",,,,
28685731,,نهج ألمانيا,residential,False,False,72.068,"LINESTRING (10.116779 36.7742882, 10.1171017 36.774455, 10.1171809 36.7744891, 10.1174564 36.774642)",,,,
28685731,,نهج ألمانيا,residential,False,True,51.983,"LINESTRING (10.116779 36.7742882, 10.1165488 36.7741703, 10.1162933 36.7740291)",,,,
28685748,,نهج مالطا,residential,False,True,43.226,"LINESTRING (10.117071 36.7739777, 10.116779 36.7742882)",,,,
28685750,,نهج الأمم المتحدة,residential,False,False,33.538,"LINESTRING (10.117071 36.7739777, 10.117332 36.7741951)",,,,
28685750,,نهج الأمم المتحدة,residential,False,True,38.807,"LINESTRING (10.117071 36.7739777, 10.1167919 36.7737097)",,,,
28685743,,,residential,False,True,56.864,"LINESTRING (10.1167919 36.7737097, 10.1162933 36.7740291)",,,,
28685750,,نهج الأمم المتحدة,residential,False,False,38.807,"LINESTRING (10.1167919 36.7737097, 10.117071 36.7739777)",,,,
700892516,,,residential,False,True,36.337,"LINESTRING (10.1167919 36.7737097, 10.116542 36.7734514)",,,,
28685750,,نهج الأمم المتحدة,residential,False,True,33.538,"LINESTRING (10.117332 36.7741951, 10.117071 36.7739777)",,,,
