osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,access,junction
28730125,True,2,شارع الشيخ عيسى,tertiary,False,29.494,,"LINESTRING (50.5850042 26.2210736, 50.5848829 26.2213155)",,
318517233,True,2,شارع السلمانية,primary,False,11.23,50,"LINESTRING (50.5850042 26.2210736, 50.5848986 26.2210386)",,
64660996,True,2,شارع المتنبي,secondary,False,13.547,,"LINESTRING (50.5787656 26.2193029, 50.5786827 26.2193994)",,
571174667,True,2,شارع السلمانية,primary,False,46.452,50,"LINESTRING (50.5787656 26.2193029, 50.5788585 26.2193318, 50.5792062 26.2194381)",,
571174667,True,2,شارع السلمانية,primary,False,194.939,50,"LINESTRING (50.5825424 26.2203143, 50.5844198 26.220801)",,
318517233,True,2,شارع السلمانية,primary,False,27.239,50,"LINESTRING (50.5825004 26.2204106, 50.5822375 26.2203444)",,
100102442,True,,طريق 907,residential,False,137.80700000000002,,"LINESTRING (50.5825004 26.2204106, 50.5824155 26.2206519, 50.5823923 26.220742, 50.5823772 26.2208363, 50.5823718 26.2209226, 50.5823706 26.221056, 50.5823491 26.2216344)",,
59585057,False,,طريق 915,residential,True,32.094,,"LINESTRING (50.5801923 26.2198837, 50.5801739 26.2199803, 50.5801553 26.2201702)",,
"[318517233, 571174931]",True,2,شارع السلمانية,primary,False,159.942,50,"LINESTRING (50.5801923 26.2198837, 50.5795431 26.2196662, 50.5788731 26.2194608, 50.5786827 26.2193994)",,
571174658,True,2,شارع السلمانية,primary,False,8.861,50,"LINESTRING (50.5786827 26.2193994, 50.5785966 26.2193798)",,
1051795927,True,2,شارع الشيخ عيسى,secondary,False,24.47,60,"LINESTRING (50.5857113 26.2199999, 50.5858587 26.219824)",,
59585059,True,,شارع دلمون,residential,False,21.715,,"LINESTRING (50.5857113 26.2199999, 50.5857115 26.2199265, 50.5857059 26.2198972, 50.5856934 26.2198686, 50.5856527 26.2198192)",,
571174659,True,2,شارع المتنبي,secondary,False,14.024,,"LINESTRING (50.5785966 26.2193798, 50.5786799 26.2192782)",,
571176045,True,2,شارع السلمانية,primary,False,78.06299999999999,50,"LINESTRING (50.5779044 26.2191879, 50.578583 26.2192581, 50.5786799 26.2192782)",,
571174664,True,2,شارع السلمانية,primary,False,8.979,50,"LINESTRING (50.5786799 26.2192782, 50.5787656 26.2193029)",,
571174667,True,2,شارع السلمانية,primary,False,347.379,50,"LINESTRING (50.5792062 26.2194381, 50.5802192 26.2197922, 50.5809997 26.219981, 50.581284 26.2200416, 50.5817577 26.2201428, 50.5825424 26.2203143)",,
38488234,True,2,شارع المتنبي,secondary,False,82.922,40,"LINESTRING (50.5782644 26.2200555, 50.5783185 26.2198305, 50.5783843 26.2197058, 50.5784619 26.2195818, 50.5785966 26.2193798)",,
1046533242,True,,شارع المتنبي,secondary,False,84.054,,"LINESTRING (50.5782644 26.2200555, 50.5783881 26.219859, 50.5784612 26.2197381, 50.5785385 26.2196193, 50.5786097 26.219508, 50.5786827 26.2193994)",,
484023337,True,2,شارع الشيخ دعيج,tertiary,False,5.298,,"LINESTRING (50.5865321 26.2235304, 50.586479 26.2235295)",,
53377393,True,2,شارع المعارف,tertiary,False,13.817,,"LINESTRING (50.5865321 26.2235304, 50.586524 26.2236068, 50.586519 26.2236541)",,
101381314,True,2,شارع المعارف,tertiary,False,16.47,,"LINESTRING (50.5860709 26.2263702, 50.5860154 26.2265097)",,
484023337,True,2,شارع الشيخ دعيج,tertiary,False,32.56,,"LINESTRING (50.5870783 26.223557, 50.586752 26.2235494)",,
114705867,True,1,طريق 823,residential,False,78.477,,"LINESTRING (50.5840447 26.2270417, 50.5848253 26.2271298)",,
64309165,True,1,شارع أحمد الفاتح,unclassified,False,102.655,,"LINESTRING (50.5840447 26.2270417, 50.5841431 26.226695, 50.5842474 26.2263351, 50.5842638 26.2262857, 50.5842762 26.2262403, 50.584307 26.2261491)",,
114705867,True,1,طريق 823,residential,False,30.807,,"LINESTRING (50.5858103 26.2272648, 50.5861157 26.2273061)",,
64660994,False,,طريق 2706,residential,True,46.316,,"LINESTRING (50.5847622 26.219616, 50.5848535 26.2192076)",,
483747798,False,2,شارع دلمون,residential,True,114.163,,"LINESTRING (50.5847622 26.219616, 50.5836529 26.2193635)",,
483747798,False,2,شارع دلمون,residential,False,48.242,,"LINESTRING (50.5847622 26.219616, 50.5849725 26.219664, 50.5850955 26.2196921, 50.5852304 26.2197246)",,
59585054,False,,طريق 919,residential,False,72.01599999999999,,"LINESTRING (50.5781259 26.2210092, 50.578677 26.2210931, 50.5788371 26.2211204)",,
"[64661075, 1046533243]",True,2,شارع المتنبي,secondary,False,106.98299999999999,40,"LINESTRING (50.5781259 26.2210092, 50.5781666 26.2208049, 50.5782019 26.2204941, 50.5782607 26.2200887, 50.5782644 26.2200555)",,
59585054,False,,طريق 919,residential,True,18.305,,"LINESTRING (50.5790173 26.2211515, 50.5788371 26.2211204)",,
59585054,False,,طريق 919,residential,False,59.875,,"LINESTRING (50.5790173 26.2211515, 50.5795175 26.2212498, 50.5796031 26.2212688)",,
59585056,False,,طريق 918,residential,True,103.517,,"LINESTRING (50.5790173 26.2211515, 50.5790243 26.2211198, 50.5791161 26.2207793, 50.5792268 26.2203071, 50.579232 26.2202933, 50.5792457 26.2202708, 50.5792666 26.2202534)",,
59585054,False,,طريق 919,residential,False,38.354,,"LINESTRING (50.5800781 26.2213687, 50.5804499 26.2214566)",,
59585054,False,,طريق 919,residential,True,48.704,,"LINESTRING (50.5800781 26.2213687, 50.5799828 26.2213416, 50.5796031 26.2212688)",,
59585057,False,,طريق 915,residential,False,42.914,,"LINESTRING (50.5800781 26.2213687, 50.5800683 26.2212106, 50.5800811 26.2209833)",,
59585057,False,,طريق 915,residential,True,26.8,,"LINESTRING (50.5800781 26.2213687, 50.5800856 26.2214445, 50.5801027 26.2216087)",,
59585056,False,,طريق 918,residential,False,31.433,,"LINESTRING (50.5801341 26.2203398, 50.5799035 26.2203113, 50.5798226 26.2202976)",,
59585057,False,,طريق 915,residential,False,18.979,,"LINESTRING (50.5801341 26.2203398, 50.5801486 26.2202146, 50.5801553 26.2201702)",,
