osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,junction
1204790668,True,2,طريق 1315,tertiary,False,11.639,,"LINESTRING (50.5538422 26.1288384, 50.5538724 26.1289395)",
1075683454,True,2,شارع الرفاع,primary,False,56.863,70,"LINESTRING (50.5538422 26.1288384, 50.5542818 26.128736, 50.5543898 26.1286994)",
100125494,True,2,شارع الرفاع,primary,False,60.44499999999999,70,"LINESTRING (50.5544561 26.1287966, 50.5541699 26.1288776, 50.5538724 26.1289395)",
289970479,True,1,,primary_link,False,80.302,,"LINESTRING (50.5544561 26.1287966, 50.5541702 26.1289357, 50.5540841 26.1290005, 50.554045 26.1290558, 50.5540201 26.1291253, 50.5540065 26.1291859, 50.5539875 26.1293138)",
1079192016,True,,طريق 1627,residential,False,13.025,,"LINESTRING (50.5473314 26.1347389, 50.5473345 26.1346218)",
1204789651,True,2,شارع مشتان,tertiary,False,7.975,60,"LINESTRING (50.5476633 26.1347528, 50.5475835 26.1347495)",
1076563920,True,1,شارع نون,residential,False,10.43,,"LINESTRING (50.5518662 26.1350374, 50.5518806 26.1349445)",
1204789651,True,2,شارع مشتان,tertiary,False,15.652000000000001,60,"LINESTRING (50.5518662 26.1350374, 50.5517436 26.1350181, 50.5517116 26.135014)",
1204789646,True,1,شارع الشيخ محمد أحمد سلمان,residential,False,11.513,,"LINESTRING (50.5536058 26.1352924, 50.5536117 26.135189)",
1204789648,True,2,شارع مشتان,tertiary,False,169.619,60,"LINESTRING (50.5536058 26.1352924, 50.5519289 26.1350464)",
1205417172,True,2,شارع مشتان,tertiary,False,6.71,60,"LINESTRING (50.5536725 26.1352999, 50.5536058 26.1352924)",
487536539,False,,طريق 1431,residential,True,36.068,,"LINESTRING (50.5462536 26.1325169, 50.5462611 26.1321926)",
479382197,False,2,طريق 1401,residential,False,146.123,,"LINESTRING (50.5462536 26.1325169, 50.5469713 26.1325564, 50.5477146 26.1325973)",
100422823,False,,طريق 1405,residential,True,83.067,,"LINESTRING (50.5477146 26.1325973, 50.547705 26.1328071, 50.5476875 26.1331623, 50.5476803 26.1333437)",
479382197,False,2,طريق 1401,residential,False,173.199,,"LINESTRING (50.5477146 26.1325973, 50.5486253 26.1326319, 50.549448 26.1326635)",
479382197,False,2,طريق 1401,residential,True,146.123,,"LINESTRING (50.5477146 26.1325973, 50.5469713 26.1325564, 50.5462536 26.1325169)",
100422828,False,,طريق 1412,residential,False,103.292,,"LINESTRING (50.549448 26.1326635, 50.5494099 26.1335918)",
479382197,False,2,طريق 1401,residential,False,106.053,,"LINESTRING (50.549448 26.1326635, 50.5505094 26.1327039)",
479382197,False,2,طريق 1401,residential,True,173.199,,"LINESTRING (50.549448 26.1326635, 50.5486253 26.1326319, 50.5477146 26.1325973)",
100422829,False,,طريق 1412,residential,False,102.515,,"LINESTRING (50.5505094 26.1327039, 50.5504428 26.1336239)",
479382197,False,2,طريق 1401,residential,True,106.053,,"LINESTRING (50.5505094 26.1327039, 50.549448 26.1326635)",
479382197,False,2,طريق 1401,residential,False,114.287,,"LINESTRING (50.5505094 26.1327039, 50.5506762 26.1327103, 50.5508859 26.1327183, 50.551573 26.1327442, 50.5516532 26.1327475)",
479382197,False,2,طريق 1401,residential,False,36.708,,"LINESTRING (50.5521497 26.1327685, 50.5525171 26.1327821)",
479382197,False,2,طريق 1401,residential,True,43.693,,"LINESTRING (50.5521497 26.1327685, 50.5517125 26.13275)",
1046340640,False,,,residential,False,82.403,,"LINESTRING (50.5521497 26.1327685, 50.5521418 26.1328517, 50.5521077 26.1334149, 50.5521116 26.1334471, 50.552123 26.1334724, 50.552144 26.1335005)",
479382197,False,2,طريق 1401,residential,True,37.815,,"LINESTRING (50.5529395 26.132818, 50.5525625 26.1327849)",
1075994954,False,2,طريق 1401,residential,True,5.333,,"LINESTRING (50.5529395 26.132818, 50.5529929 26.1328194)",
"[1075771848, 1075994955]",True,1,شارع الشيخ محمد أحمد سلمان,residential,False,143.036,20,"LINESTRING (50.5529395 26.132818, 50.5529368 26.1327662, 50.5529428 26.1327277, 50.5529529 26.1326922, 50.5530078 26.1325649, 50.5531899 26.1322112, 50.5534736 26.1316319)",
479382195,True,1,شارع الشيخ محمد أحمد سلمان,residential,False,23.273,,"LINESTRING (50.5534586 26.132951, 50.5534331 26.1329972, 50.553416 26.1330464, 50.5534077 26.1330974, 50.5534048 26.133152)",
479382196,True,,,residential,False,13.480999999999998,,"LINESTRING (50.5534586 26.132951, 50.5534237 26.1329596, 50.5533939 26.1329546, 50.5533654 26.1329462, 50.5533369 26.1329229)",roundabout
1076024476,False,2,شارع الشيخ محمد أحمد سلمان,residential,False,44.786,,"LINESTRING (50.5535429 26.1337484, 50.553636 26.1341424)",
1076024475,True,2,شارع الشيخ محمد أحمد سلمان,residential,False,28.832,,"LINESTRING (50.5535429 26.1337484, 50.5535278 26.1337249, 50.5535146 26.1337005, 50.5535035 26.1336753, 50.5534943 26.1336495, 50.5534561 26.1335026)",
100422835,False,,طريق 1411,residential,False,63.150999999999996,,"LINESTRING (50.5535339 26.1343308, 50.5531039 26.1343964, 50.5529101 26.1344252)",
488302429,True,,,residential,False,14.974,,"LINESTRING (50.5535339 26.1343308, 50.5535812 26.1342937, 50.5536076 26.134259, 50.5536255 26.1342265)",
100422772,False,,طريق 1419,residential,True,76.872,,"LINESTRING (50.5542869 26.1300002, 50.5535348 26.1298519)",
1075771846,True,1,شارع الشيخ محمد أحمد سلمان,residential,False,20.422,20,"LINESTRING (50.5542869 26.1300002, 50.5543635 26.1298299)",
1075765229,True,2,طريق 1315,tertiary,False,17.695,,"LINESTRING (50.5544391 26.1296939, 50.5542753 26.1296331)",
1075771846,True,1,شارع الشيخ محمد أحمد سلمان,residential,False,6.106,20,"LINESTRING (50.5544391 26.1296939, 50.5544615 26.1296428)",
1075765227,True,2,طريق 1315,tertiary,False,8.006,,"LINESTRING (50.5544615 26.1296428, 50.5545346 26.1296724)",
100422750,False,2,طريق 1311,residential,False,7.872,,"LINESTRING (50.5540937 26.132718, 50.5541696 26.1326988)",
100422750,False,2,طريق 1311,residential,True,42.317,,"LINESTRING (50.5540937 26.132718, 50.5536873 26.1328262)",
100422848,True,,طريق 1311,residential,False,107.60099999999998,,"LINESTRING (50.5540937 26.132718, 50.5540778 26.132623, 50.5540638 26.1325865, 50.5540494 26.1325649, 50.5539745 26.1325294, 50.5533389 26.1322674, 50.553301 26.132261, 50.5532625 26.1322614, 50.5532247 26.1322686)",
100422750,False,2,طريق 1311,residential,False,39.961,,"LINESTRING (50.5543158 26.1326621, 50.5546997 26.1325603)",
100422750,False,2,طريق 1311,residential,True,15.155,,"LINESTRING (50.5543158 26.1326621, 50.5541696 26.1326988)",
100422843,False,,طريق 1371,residential,True,99.173,,"LINESTRING (50.5543158 26.1326621, 50.5545432 26.1335303)",
100422750,False,2,طريق 1311,residential,False,12.066,,"LINESTRING (50.5546997 26.1325603, 50.5548187 26.1325413)",
100422750,False,2,طريق 1311,residential,True,39.961,,"LINESTRING (50.5546997 26.1325603, 50.5543158 26.1326621)",
100422768,False,,طريق 1361,residential,True,12.008,,"LINESTRING (50.5546997 26.1325603, 50.5546639 26.1324572)",
100422750,False,2,طريق 1311,residential,True,12.066,,"LINESTRING (50.5548187 26.1325413, 50.5546997 26.1325603)",
