osmid,name,highway,oneway,reversed,length,lanes,geometry,bridge
31620276,Calle 12,residential,False,False,4.728,,"LINESTRING (-74.2589673 4.7339639, -74.2589461 4.733927)",
31620276,Calle 12,residential,False,True,46.156,,"LINESTRING (-74.2589673 4.7339639, -74.2591793 4.7343212)",
31620276,Calle 12,residential,False,False,46.156,,"LINESTRING (-74.2591793 4.7343212, -74.2589673 4.7339639)",
31620276,Calle 12,residential,False,True,25.853,,"LINESTRING (-74.2591793 4.7343212, -74.2592957 4.7345227)",
31294526,Calle 11,residential,False,False,67.042,,"LINESTRING (-74.260486 4.7345943, -74.2601798 4.7340743)",
31620540,Carrera 6,tertiary,False,False,31.573,2,"LINESTRING (-74.260486 4.7345943, -74.2607329 4.7344526)",
31620540,Carrera 6,tertiary,False,True,13.676,2,"LINESTRING (-74.260486 4.7345943, -74.2603768 4.7346516)",
31294526,Calle 11,residential,False,True,84.97,,"LINESTRING (-74.2597531 4.7334394, -74.2601798 4.7340743)",
31620216,Carrera 4,residential,False,False,32.072,,"LINESTRING (-74.2597531 4.7334394, -74.2595056 4.7335889)",
31620216,Carrera 4,residential,False,True,68.26,,"LINESTRING (-74.2597531 4.7334394, -74.2603024 4.7331616)",
31294527,Carrera 5,residential,False,False,61.551,,"LINESTRING (-74.2611507 4.733537, -74.2606604 4.7337971)",
587528265,Calle 9,residential,False,False,82.354,,"LINESTRING (-74.2611507 4.733537, -74.2607835 4.7328931)",
"[587528267, 31294527]",Carrera 5,residential,False,"[False, True]",165.406,,"LINESTRING (-74.2611507 4.733537, -74.2617158 4.73323, -74.2617298 4.7332134, -74.2617326 4.7331972, -74.2617309 4.7331815, -74.2610723 4.7327379)",
587528265,Calle 9,residential,False,True,64.772,,"LINESTRING (-74.2611507 4.733537, -74.2614148 4.7339644, -74.2614572 4.734033)",
31294526,Calle 11,residential,False,False,84.97,,"LINESTRING (-74.2601798 4.7340743, -74.2597531 4.7334394)",
