osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,bridge
47682572,False,2,Calle 31,tertiary,False,37.267,"LINESTRING (-75.5119575 5.071787, -75.5118047 5.0714884)",,
47682572,False,2,Calle 31,tertiary,True,172.078,"LINESTRING (-75.5119575 5.071787, -75.5116226 5.0721813, -75.5113909 5.0724856, -75.5112246 5.0727822, -75.5112004 5.0728236, -75.5112004 5.0728637, -75.5112299 5.0729398, -75.5112916 5.0730654)",,
47682572,False,2,Calle 31,tertiary,True,37.267,"LINESTRING (-75.5118047 5.0714884, -75.5119575 5.071787)",,
47682572,False,2,Calle 31,tertiary,False,31.75,"LINESTRING (-75.5118047 5.0714884, -75.5118073 5.0713802, -75.5118106 5.0713081, -75.5118381 5.0712066)",,
407661555,True,2,Avenida Marcelino Palacio,primary,False,69.998,"LINESTRING (-75.5119409 5.0705648, -75.5125726 5.0705461)",30,
1056938616,True,,Calle 31,residential,False,67.376,"LINESTRING (-75.5119409 5.0705648, -75.5119244 5.0699591)",,
563708280,False,,Carrera 13B,residential,False,42.337,"LINESTRING (-75.5112112 5.0735022, -75.5108338 5.0734418)",,
47682572,False,2,Calle 31,tertiary,False,51.62599999999999,"LINESTRING (-75.5112112 5.0735022, -75.5113081 5.073274, -75.5113229 5.0731583, -75.5113171 5.0731108, -75.5112916 5.0730654)",,
29386681,False,,Carrera 19,residential,False,66.849,"LINESTRING (-75.5106535 5.0700525, -75.5110138 5.0700313, -75.511256 5.070017)",,
"[825874019, 825874020]",False,,Calle 33,residential,True,44.516,"LINESTRING (-75.5106535 5.0700525, -75.510661 5.0701374, -75.5106573 5.0701813, -75.5106117 5.070194, -75.5105324 5.0701994, -75.5103873 5.0702068)",,
29386681,False,,Carrera 19,residential,False,70.455,"LINESTRING (-75.5119244 5.0699591, -75.5125605 5.0699601)",,
29386681,False,,Carrera 19,residential,True,74.311,"LINESTRING (-75.5119244 5.0699591, -75.511256 5.070017)",,
29386681,False,,Carrera 19,residential,True,70.455,"LINESTRING (-75.5125605 5.0699601, -75.5119244 5.0699591)",,
407661556,False,,Calle 30,residential,True,65.174,"LINESTRING (-75.5125605 5.0699601, -75.5125726 5.0705461)",,
29386681,False,,Carrera 19,residential,False,74.311,"LINESTRING (-75.511256 5.070017, -75.5119244 5.0699591)",,
842899997,True,,Calle 32,residential,False,67.096,"LINESTRING (-75.511256 5.070017, -75.5112673 5.0706203)",,
29386681,False,,Carrera 19,residential,True,66.849,"LINESTRING (-75.511256 5.070017, -75.5110138 5.0700313, -75.5106535 5.0700525)",,
407661556,False,,Calle 30,residential,False,65.174,"LINESTRING (-75.5125726 5.0705461, -75.5125605 5.0699601)",,
407661555,True,2,Avenida Marcelino Palacio,primary,False,74.863,"LINESTRING (-75.5112673 5.0706203, -75.5119409 5.0705648)",30,
926832200,False,1,Calle 31,tertiary,False,21.68,"LINESTRING (-75.5116452 5.0706687, -75.5117412 5.070714, -75.5117788 5.0707367, -75.5118139 5.0707656)",,
47682572,False,2,Calle 31,tertiary,True,3.646,"LINESTRING (-75.5118448 5.0711745, -75.5118381 5.0712066)",,
926832202,False,2,Calle 31,tertiary,False,31.68,"LINESTRING (-75.5118448 5.0711745, -75.5119051 5.070896)",,
926832203,False,,Carrera 17,residential,True,84.566,"LINESTRING (-75.5118448 5.0711745, -75.5126083 5.0711709)",,
477707812,True,2,Avenida Marcelino Palacio,secondary,False,22.708,"LINESTRING (-75.5118139 5.0707656, -75.5120188 5.0707587)",,
926832200,False,1,Calle 31,tertiary,False,17.671,"LINESTRING (-75.5118139 5.0707656, -75.5119051 5.070896)",,
926832200,False,1,Calle 31,tertiary,True,21.68,"LINESTRING (-75.5118139 5.0707656, -75.5117788 5.0707367, -75.5117412 5.070714, -75.5116452 5.0706687)",,
477716559,False,,Calle 30,residential,False,50.365,"LINESTRING (-75.5126083 5.0711709, -75.5125806 5.0707188)",,
926832203,False,,Carrera 17,residential,False,84.566,"LINESTRING (-75.5126083 5.0711709, -75.5118448 5.0711745)",,
563708280,False,,Carrera 13B,residential,True,42.337,"LINESTRING (-75.5108338 5.0734418, -75.5112112 5.0735022)",,
477716559,False,,Calle 30,residential,True,50.365,"LINESTRING (-75.5125806 5.0707188, -75.5126083 5.0711709)",,
"[825874019, 825874020]",False,,Calle 33,residential,False,44.516000000000005,"LINESTRING (-75.5103873 5.0702068, -75.5105324 5.0701994, -75.5106117 5.070194, -75.5106573 5.0701813, -75.510661 5.0701374, -75.5106535 5.0700525)",,
47682572,False,2,Calle 31,tertiary,False,172.078,"LINESTRING (-75.5112916 5.0730654, -75.5112299 5.0729398, -75.5112004 5.0728637, -75.5112004 5.0728236, -75.5112246 5.0727822, -75.5113909 5.0724856, -75.5116226 5.0721813, -75.5119575 5.071787)",,
47682572,False,2,Calle 31,tertiary,True,51.626,"LINESTRING (-75.5112916 5.0730654, -75.5113171 5.0731108, -75.5113229 5.0731583, -75.5113081 5.073274, -75.5112112 5.0735022)",,
"[825889250, 825889251]",False,,Carrera 14,residential,True,60.501999999999995,"LINESTRING (-75.5112916 5.0730654, -75.5110479 5.0731619, -75.5109077 5.073167, -75.5109043 5.0730239)",,
"[825889250, 825889251]",False,,Carrera 14,residential,False,60.501999999999995,"LINESTRING (-75.5109043 5.0730239, -75.5109077 5.073167, -75.5110479 5.0731619, -75.5112916 5.0730654)",,
926832200,False,1,Calle 31,tertiary,True,17.671,"LINESTRING (-75.5119051 5.070896, -75.5118139 5.0707656)",,
926832201,True,1,Calle 31,tertiary,False,19.791,"LINESTRING (-75.5119051 5.070896, -75.5120188 5.0707587)",,
926832202,False,2,Calle 31,tertiary,True,31.68,"LINESTRING (-75.5119051 5.070896, -75.5118448 5.0711745)",,
477707812,True,2,Avenida Marcelino Palacio,secondary,False,62.383,"LINESTRING (-75.5120188 5.0707587, -75.5125806 5.0707188)",,
"[407661552, 407661555, 561900533]",True,2,Avenida Marcelino Palacio,primary,False,205.778,"LINESTRING (-75.5095627 5.0701609, -75.509601 5.0701759, -75.5097416 5.0702658, -75.5098212 5.0703188, -75.5100028 5.070486, -75.5101683 5.0705998, -75.5102802 5.0706313, -75.5104408 5.0706531, -75.5110361 5.0706291, -75.5112673 5.0706203)",30,yes
633016373,True,2,Avenida Colón,secondary,False,79.72099999999999,"LINESTRING (-75.5095627 5.0701609, -75.5096347 5.0702447, -75.5097236 5.070348, -75.5099087 5.0705351, -75.5100876 5.0706422)",,
"[477707812, 633016373]",True,2,"['Avenida Marcelino Palacio', 'Avenida Colón']",secondary,False,193.25199999999998,"LINESTRING (-75.5100876 5.0706422, -75.5101592 5.0706745, -75.510307 5.0707042, -75.5105002 5.0707487, -75.5108938 5.0707934, -75.5112875 5.0707954, -75.5118139 5.0707656)",,
926832214,True,,,residential,False,19.715,"LINESTRING (-75.5100876 5.0706422, -75.5101168 5.0707049, -75.5101275 5.0707317, -75.5101369 5.0707717, -75.510139 5.0708099)",,
47682572,False,2,Calle 31,tertiary,False,3.646,"LINESTRING (-75.5118381 5.0712066, -75.5118448 5.0711745)",,
