osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed
507860486,False,Calle 6,tertiary,False,79.255,"LINESTRING (-75.7047527 5.4201122, -75.7040666 5.4199085)",,,
507860486,False,Calle 6,tertiary,True,94.576,"LINESTRING (-75.7047527 5.4201122, -75.7055724 5.420352)",,,
508250914,False,Carrera 5,residential,False,87.48,"LINESTRING (-75.7047527 5.4201122, -75.7049632 5.4193539)",,,
508250914,False,Carrera 5,residential,True,75.052,"LINESTRING (-75.7047527 5.4201122, -75.7045569 5.4207584)",,,
507860486,False,Calle 6,tertiary,True,47.125,"LINESTRING (-75.7036623 5.4197758, -75.7040666 5.4199085)",,,
508257206,False,Carrera 7,residential,False,97.614,"LINESTRING (-75.7036623 5.4197758, -75.7041052 5.4190167)",,,
508257206,False,Carrera 7,residential,True,100.808,"LINESTRING (-75.7036623 5.4197758, -75.7032064 5.4205606)",,,
508262554,True,Calle 6,tertiary,False,97.38300000000001,"LINESTRING (-75.7036623 5.4197758, -75.7034623 5.4196848, -75.7029261 5.4194166, -75.7028832 5.4193752)",,,
507860486,False,Calle 6,tertiary,False,47.125,"LINESTRING (-75.7040666 5.4199085, -75.7036623 5.4197758)",,,
507860486,False,Calle 6,tertiary,True,79.255,"LINESTRING (-75.7040666 5.4199085, -75.7047527 5.4201122)",,,
508841054,False,Carrera 6,residential,True,94.181,"LINESTRING (-75.7040666 5.4199085, -75.704362 5.4191142)",,,
508248958,False,Carrera 4A,primary,True,125.655,"LINESTRING (-75.7055144 5.4228158, -75.7052127 5.4217264)",2,25,
508248972,False,Calle 10,residential,True,24.73,"LINESTRING (-75.7055144 5.4228158, -75.7057197 5.4229035)",,,
508296605,False,Calle 10,residential,True,68.417,"LINESTRING (-75.7055144 5.4228158, -75.7049901 5.42249)",,,
"[508248958, 508248959]",False,"['Carrera 3', 'Carrera 4A']",primary,False,65.872,"LINESTRING (-75.7055144 5.4228158, -75.7055882 5.4231789, -75.705552 5.4233979)",2,25,
508248959,False,Carrera 3,primary,False,144.959,"LINESTRING (-75.705552 5.4233979, -75.7054594 5.423713, -75.7054251 5.4240333, -75.7053575 5.4244166, -75.7053252 5.4245175, -75.705277 5.4246682)",2,25,
"[508248958, 508248959]",False,"['Carrera 4A', 'Carrera 3']",primary,True,65.872,"LINESTRING (-75.705552 5.4233979, -75.7055882 5.4231789, -75.7055144 5.4228158)",2,25,
508296606,True,Calle 11,residential,False,104.67699999999999,"LINESTRING (-75.705552 5.4233979, -75.7051227 5.4231148, -75.7049498 5.4229963, -75.7048675 5.4229401, -75.7047728 5.4228652)",,,
508248958,False,Carrera 4A,primary,False,125.655,"LINESTRING (-75.7052127 5.4217264, -75.7055144 5.4228158)",2,25,
