osmid,oneway,highway,junction,reversed,length,name,geometry,ref
176536802,True,trunk,roundabout,False,9.151,,"LINESTRING (23.9627112 32.0813515, 23.9627794 32.0812929)",
176540059,True,secondary,,False,44.065,شارع السلام,"LINESTRING (23.9636137 32.0813477, 23.9637339 32.0813928, 23.9638328 32.081438, 23.9639388 32.0814562, 23.9640537 32.0814679)",
608132573,False,residential,,True,28.377,,"LINESTRING (23.9601651 32.0818632, 23.9601444 32.0816086)",
176536813,True,trunk,,False,250.238,شارع السلام,"LINESTRING (23.9601651 32.0818632, 23.9613694 32.0817746, 23.9615947 32.0817524, 23.9618146 32.0817053, 23.9620064 32.081661, 23.9621432 32.0816121, 23.9623658 32.0815201, 23.9627112 32.0813515)",طس A1
1029996138,True,trunk,,False,33.711,الطريق الساحلي - طبرق إمساعد,"LINESTRING (23.9637731 32.0800922, 23.9637318 32.0802571, 23.9637059 32.0803899)",طس A1
1262201265,True,unclassified,,False,72.73299999999999,,"LINESTRING (23.9637731 32.0800922, 23.963839 32.0801684, 23.9639222 32.0802326, 23.964012 32.0802764, 23.964171 32.0802934, 23.9642575 32.0802957, 23.9644455 32.0803471)",
176536818,True,trunk,,False,36.411,الطريق الساحلي - طبرق إمساعد,"LINESTRING (23.96423 32.076893, 23.9643002 32.076571)",طس A1
662372231,True,tertiary,,False,190.207,شارع عمر المختار,"LINESTRING (23.958455 32.0771691, 23.9604715 32.077088)",
662153810,False,residential,,False,155.966,,"LINESTRING (23.958455 32.0771691, 23.9584457 32.0770111, 23.9584834 32.0769156, 23.9585799 32.0768088, 23.958706 32.0767065, 23.9588374 32.0766293, 23.9596233 32.0763406)",
176556150,True,tertiary,,False,151.015,شارع عمر المختار,"LINESTRING (23.9550946 32.0772194, 23.9556549 32.0772293, 23.9562169 32.0772156, 23.9566969 32.0772054)",
662322892,False,residential,,False,124.919,,"LINESTRING (23.9550946 32.0772194, 23.9551225 32.076477, 23.9551292 32.0764509, 23.9551453 32.0764293, 23.9551735 32.0764111, 23.9555103 32.0763241)",
662370609,False,residential,,True,39.698,,"LINESTRING (23.9588941 32.0772596, 23.9589144 32.0776162)",
668879384,True,tertiary,,False,58.662,شارع عمر المختار,"LINESTRING (23.9588941 32.0772596, 23.9582718 32.0772764)",
241986483,False,residential,,True,70.907,,"LINESTRING (23.9640855 32.0728921, 23.9633777 32.0731087)",
241986506,False,residential,,False,71.725,,"LINESTRING (23.9640855 32.0728921, 23.9642681 32.0735183)",
262099844,False,residential,,True,56.458,,"LINESTRING (23.9632727 32.0729675, 23.9626887 32.0730811)",
241986508,False,residential,,False,18.572000000000003,,"LINESTRING (23.9632727 32.0729675, 23.9633207 32.0730383, 23.9633777 32.0731087)",
241986483,False,residential,,False,70.907,,"LINESTRING (23.9633777 32.0731087, 23.9640855 32.0728921)",
241986508,False,residential,,False,154.058,,"LINESTRING (23.9633777 32.0731087, 23.9634255 32.0733005, 23.9636643 32.0744726)",
241986508,False,residential,,True,18.572000000000003,,"LINESTRING (23.9633777 32.0731087, 23.9633207 32.0730383, 23.9632727 32.0729675)",
262099844,False,residential,,False,56.458,,"LINESTRING (23.9626887 32.0730811, 23.9632727 32.0729675)",
241986500,False,residential,,False,171.50300000000001,,"LINESTRING (23.9626887 32.0730811, 23.9629368 32.0742675, 23.9630076 32.0745996)",
262099850,False,residential,,False,202.849,,"LINESTRING (23.9626887 32.0730811, 23.962563 32.0731133, 23.9624208 32.073169, 23.9622857 32.0732583, 23.9621805 32.0733912, 23.9621419 32.0735372, 23.9621372 32.0736712, 23.9622598 32.0742816, 23.9623382 32.0746478)",
241986486,False,residential,,True,130.134,,"LINESTRING (23.9593117 32.0731634, 23.9580262 32.0735913)",
662319412,False,residential,,True,51.367,,"LINESTRING (23.9593117 32.0731634, 23.9594942 32.0735987)",
"[662319410, 662319411, 662319412]",False,residential,,False,223.93300000000002,,"LINESTRING (23.9593117 32.0731634, 23.9591646 32.0728428, 23.9591029 32.0727996, 23.9590332 32.0727951, 23.9589313 32.0728087, 23.9578074 32.0731996, 23.9577806 32.0732337, 23.9577752 32.0732815, 23.957894 32.0736031)",
241986486,False,residential,,False,130.134,,"LINESTRING (23.9580262 32.0735913, 23.9593117 32.0731634)",
262099842,False,residential,,False,12.525,,"LINESTRING (23.9580262 32.0735913, 23.957894 32.0736031)",
262099842,False,residential,,True,49.222,,"LINESTRING (23.9580262 32.0735913, 23.9581759 32.0740154)",
