osmid,name,highway,oneway,reversed,length,lanes,geometry,access
239609635,شارع البريقة ( التخفيضات ),tertiary,False,True,54.854,,"LINESTRING (20.2244151 30.7564248, 20.2240439 30.7560485)",
34148413,شارع الملك إدريس,trunk,True,False,122.768,3,"LINESTRING (20.2244151 30.7564248, 20.2248752 30.7560273, 20.225298 30.7556232)",
660179697,شارع عمر الختار,tertiary,True,False,11.306,,"LINESTRING (20.2211127 30.7594846, 20.221028 30.7594136)",
34148468,شارع طرابلس,secondary,True,False,23.42,,"LINESTRING (20.2195527 30.7535095, 20.219656 30.7537005)",
239612341,,residential,False,False,47.895,,"LINESTRING (20.2195527 30.7535095, 20.2199032 30.7532016)",
239612344,,residential,False,False,32.67,,"LINESTRING (20.2210902 30.7560666, 20.2213113 30.7558425)",
34148468,شارع طرابلس,secondary,True,False,142.98399999999998,,"LINESTRING (20.2210902 30.7560666, 20.2211817 30.7561516, 20.2212781 30.7562325, 20.2213788 30.7563094, 20.222208 30.7569202)",
34148468,شارع طرابلس,secondary,True,False,42.05,,"LINESTRING (20.2227568 30.7573516, 20.2230807 30.7576076)",
323463435,,residential,False,True,190.057,,"LINESTRING (20.2227568 30.7573516, 20.2240439 30.7560485)",
34148516,شارع طرابلس,secondary,True,False,77.157,,"LINESTRING (20.2194578 30.7535132, 20.2191102 30.7528869)",
239612377,,residential,False,True,75.797,,"LINESTRING (20.2194578 30.7535132, 20.2187624 30.7538411)",
34148413,شارع الملك إدريس,trunk,True,False,10.05,3,"LINESTRING (20.2230086 30.7576734, 20.2230807 30.7576076)",
34148516,شارع طرابلس,secondary,True,False,141.853,,"LINESTRING (20.2230086 30.7576734, 20.2219234 30.7568029)",
34148468,شارع طرابلس,secondary,True,False,12.914,,"LINESTRING (20.2230807 30.7576076, 20.2231802 30.7576862)",
34148413,شارع الملك إدريس,trunk,True,False,183.195,3,"LINESTRING (20.2230807 30.7576076, 20.2237433 30.7570334, 20.2244151 30.7564248)",
34148413,شارع الملك إدريس,trunk,True,False,131.231,3,"LINESTRING (20.2254407 30.7554783, 20.2259186 30.7550776, 20.2264077 30.7546405)",
