osmid,oneway,ref,name,highway,reversed,length,access,geometry,bridge,junction
95647218,True,N6,Sonac Street,trunk,False,11.246,,"LINESTRING (10.1519545 5.9614758, 10.151853 5.961482)",,
95647233,False,N6,Sonac Street,trunk,False,22.672,,"LINESTRING (10.1519545 5.9614758, 10.1521584 5.9614547)",,
284507583,False,,Longla Street,secondary,True,232.10500000000002,yes,"LINESTRING (10.1514792 5.9617121, 10.1512277 5.9620402, 10.1509126 5.9624404, 10.1508066 5.9626325, 10.1507275 5.9628446, 10.1506738 5.9630206, 10.15057 5.9635478)",,
608418266,True,,Longla Street,secondary,False,23.752,yes,"LINESTRING (10.1514792 5.9617121, 10.1514922 5.9616837, 10.1515682 5.9615177)",,
284507577,False,N6,Food Market Road,trunk,False,37.497,,"LINESTRING (10.1483688 5.9588595, 10.1484488 5.9591872)",,
284507577,False,N6,Food Market Road,trunk,True,71.472,,"LINESTRING (10.1483688 5.9588595, 10.1482855 5.9582221)",,
"[93389617, 284507676, 284507663]",True,,,secondary,False,115.14,,"LINESTRING (10.1483688 5.9588595, 10.147945 5.9590003, 10.1476046 5.9591424, 10.1475176 5.959173, 10.1473913 5.9592139)",yes,
284507577,False,N6,Food Market Road,trunk,False,26.007,,"LINESTRING (10.1500158 5.9609862, 10.1502397 5.9610577)",,
284507577,False,N6,Food Market Road,trunk,True,70.076,,"LINESTRING (10.1500158 5.9609862, 10.1497696 5.9608189, 10.1494907 5.9606335)",,
322727591,False,,,residential,False,163.941,,"LINESTRING (10.1500158 5.9609862, 10.149789 5.9616908, 10.1495956 5.9623997)",,
284507583,False,,Longla Street,secondary,False,36.001,yes,"LINESTRING (10.1496801 5.9657203, 10.1497713 5.9654095)",,
322727592,False,,,residential,False,43.477,,"LINESTRING (10.1496801 5.9657203, 10.1500408 5.9658758)",,
95647219,False,,Unification Street,residential,False,5.498,,"LINESTRING (10.1489392 5.9601032, 10.1489771 5.9600712)",,
284507577,False,N6,Food Market Road,trunk,False,17.479,,"LINESTRING (10.1489392 5.9601032, 10.1490547 5.9602105)",,
284507577,False,N6,Food Market Road,trunk,True,116.074,,"LINESTRING (10.1489392 5.9601032, 10.1487733 5.9598804, 10.1486646 5.9597003, 10.1485427 5.9594374, 10.1484488 5.9591872)",,
93471733,True,,Commercial Avenue,secondary,False,101.238,,"LINESTRING (10.1515516 5.9581895, 10.1515301 5.9572793)",,
97257111,False,,Ngwafang Street,residential,False,71.11,,"LINESTRING (10.1515516 5.9581895, 10.1509141 5.9581062)",,
163210149,False,,,residential,True,8.906,yes,"LINESTRING (10.1515516 5.9581895, 10.1516321 5.9581874)",,
284507577,False,N6,Food Market Road,trunk,False,70.076,,"LINESTRING (10.1494907 5.9606335, 10.1497696 5.9608189, 10.1500158 5.9609862)",,
284507577,False,N6,Food Market Road,trunk,True,67.383,,"LINESTRING (10.1494907 5.9606335, 10.1492566 5.9603953, 10.1490547 5.9602105)",,
322727539,False,,,residential,False,204.453,,"LINESTRING (10.1494907 5.9606335, 10.1493555 5.9609598, 10.1492536 5.9612546, 10.1492234 5.961366, 10.1491785 5.9615841, 10.1491211 5.9620056, 10.1490645 5.9624124)",,
284507680,False,,,residential,False,159.24499999999998,,"LINESTRING (10.1531415 5.9612786, 10.1532722 5.9616234, 10.153356 5.9618135, 10.1534446 5.9620222, 10.1534814 5.9621009, 10.1535317 5.9621756, 10.1538191 5.9625268)",,
289025329,False,N6,Sonac Street,trunk,False,206.45100000000002,,"LINESTRING (10.1531415 5.9612786, 10.1535237 5.9611192, 10.1538248 5.9609832, 10.1540916 5.9608338, 10.1547791 5.9603977)",,
"[289025329, 289025349, 95647233]",False,N6,Sonac Street,trunk,True,110.576,,"LINESTRING (10.1531415 5.9612786, 10.153027 5.961307, 10.1529131 5.9613353, 10.1528384 5.9613508, 10.1527552 5.961368, 10.152717 5.9613746, 10.1521584 5.9614547)",yes,
95647229,True,N6,Food Market Road,trunk,False,37.92,,"LINESTRING (10.151206 5.9613453, 10.1515473 5.961378)",,
284507577,False,N6,Food Market Road,trunk,True,89.968,,"LINESTRING (10.151206 5.9613453, 10.1509961 5.9613097, 10.1507277 5.961221, 10.1504269 5.9611192)",,
284507583,False,,Longla Street,secondary,False,49.232,yes,"LINESTRING (10.1497713 5.9654095, 10.1499632 5.96501)",,
284507583,False,,Longla Street,secondary,True,36.001,yes,"LINESTRING (10.1497713 5.9654095, 10.1496801 5.9657203)",,
163074152,False,,Vicky Street,residential,True,336.64599999999996,yes,"LINESTRING (10.1497713 5.9654095, 10.1493997 5.9654205, 10.1491497 5.9653909, 10.1488982 5.9653228, 10.1486863 5.9652055, 10.1485428 5.9650427, 10.1484959 5.96493, 10.1484563 5.9647866, 10.1484335 5.9645766, 10.1484297 5.9642814, 10.1484186 5.9636721, 10.1484212 5.9633682)",,
93386909,False,,Treasury Street,residential,False,73.281,,"LINESTRING (10.1515301 5.9572793, 10.1508688 5.9572379)",,
93386909,False,,Treasury Street,residential,True,8.761,,"LINESTRING (10.1515301 5.9572793, 10.1516093 5.9572777)",,
93386909,False,,Treasury Street,residential,False,8.761,,"LINESTRING (10.1516093 5.9572777, 10.1515301 5.9572793)",,
93712106,True,,Commercial Avenue,secondary,False,101.185,,"LINESTRING (10.1516093 5.9572777, 10.151626 5.9579226, 10.1516321 5.9581874)",,
93712107,True,N6,City Chemist Roundabout,trunk,False,15.77,,"LINESTRING (10.1515633 5.9615121, 10.1515405 5.9614706, 10.151535 5.9614236, 10.1515473 5.961378)",,roundabout
95647216,True,N6,Food Market Road,trunk,False,43.650999999999996,,"LINESTRING (10.1515633 5.9615121, 10.1513552 5.961415, 10.151206 5.9613453)",,
93712107,True,N6,City Chemist Roundabout,trunk,False,16.32,,"LINESTRING (10.151776 5.9614814, 10.1517568 5.9615128, 10.1517293 5.9615372, 10.1516958 5.9615526, 10.1516593 5.9615577)",,roundabout
93461840,True,N6,Sonac Street,trunk,False,20.944,,"LINESTRING (10.1517814 5.9613994, 10.1519545 5.9614758)",,
93712107,True,N6,City Chemist Roundabout,trunk,False,9.292,,"LINESTRING (10.1517814 5.9613994, 10.1517858 5.9614269, 10.151784 5.9614547, 10.151776 5.9614814)",,roundabout
93712107,True,N6,City Chemist Roundabout,trunk,False,12.248000000000001,,"LINESTRING (10.1515473 5.961378, 10.1515682 5.9613477, 10.151597 5.9613248, 10.1516313 5.9613112)",,roundabout
93471733,True,,Commercial Avenue,secondary,False,146.971,,"LINESTRING (10.1516313 5.9613112, 10.1516166 5.9606904, 10.1516066 5.9599897)",,
93712107,True,N6,City Chemist Roundabout,trunk,False,8.362,,"LINESTRING (10.1516313 5.9613112, 10.1516641 5.9613078, 10.1517061 5.9613151)",,roundabout
608418264,True,,Longla Street,secondary,False,26.296,yes,"LINESTRING (10.1516593 5.9615577, 10.1514792 5.9617121)",,
93712107,True,N6,City Chemist Roundabout,trunk,False,11.289000000000001,,"LINESTRING (10.1516593 5.9615577, 10.1516228 5.961552, 10.1515896 5.9615361, 10.1515682 5.9615177)",,roundabout
95647219,False,,Unification Street,residential,True,70.841,,"LINESTRING (10.1516066 5.9599897, 10.1509662 5.9600033)",,
626091165,False,,Unification Street,residential,False,9.133,,"LINESTRING (10.1516066 5.9599897, 10.1516891 5.9599861)",,
93471733,True,,Commercial Avenue,secondary,False,99.765,,"LINESTRING (10.1516066 5.9599897, 10.1515904 5.9593739, 10.151583 5.9590928)",,
626091165,False,,Unification Street,residential,True,9.133,,"LINESTRING (10.1516891 5.9599861, 10.1516066 5.9599897)",,
93712106,True,,Commercial Avenue,secondary,False,147.79700000000003,,"LINESTRING (10.1516891 5.9599861, 10.1516971 5.9607871, 10.1517065 5.9611379, 10.1517061 5.9613151)",,
97257110,False,,,residential,False,112.345,,"LINESTRING (10.1489687 5.9581461, 10.148978 5.9591564)",,
97257110,False,,,residential,True,98.157,,"LINESTRING (10.1489687 5.9581461, 10.1489477 5.9572636)",,
97257111,False,,Ngwafang Street,residential,False,76.029,,"LINESTRING (10.1489687 5.9581461, 10.1482855 5.9582221)",,
97257111,False,,Ngwafang Street,residential,True,70.4,,"LINESTRING (10.1489687 5.9581461, 10.1496049 5.9581249)",,
97257111,False,,Ngwafang Street,residential,True,76.029,,"LINESTRING (10.1482855 5.9582221, 10.1489687 5.9581461)",,
284507577,False,N6,Food Market Road,trunk,False,71.472,,"LINESTRING (10.1482855 5.9582221, 10.1483688 5.9588595)",,
284507577,False,N6,Food Market Road,trunk,True,104.05,,"LINESTRING (10.1482855 5.9582221, 10.1481753 5.9572928)",,
93386909,False,,Treasury Street,residential,False,68.528,,"LINESTRING (10.1489477 5.9572636, 10.1483282 5.9572763)",,
93386909,False,,Treasury Street,residential,True,72.097,,"LINESTRING (10.1489477 5.9572636, 10.1495996 5.9572616)",,
97257110,False,,,residential,False,98.157,,"LINESTRING (10.1489477 5.9572636, 10.1489687 5.9581461)",,
97680480,False,,Angwafo Street,residential,False,101.299,,"LINESTRING (10.1502806 5.9591097, 10.1503078 5.9600203)",,
97680480,False,,Angwafo Street,residential,True,108.379,,"LINESTRING (10.1502806 5.9591097, 10.1502684 5.9581351)",,
97680482,False,,Fomukong Street,residential,False,71.309,,"LINESTRING (10.1502806 5.9591097, 10.1509252 5.9590944)",,
97680482,False,,Fomukong Street,residential,True,70.582,,"LINESTRING (10.1502806 5.9591097, 10.1496424 5.9591134)",,
97680482,False,,Fomukong Street,residential,False,58.627,,"LINESTRING (10.1484488 5.9591872, 10.148978 5.9591564)",,
284507577,False,N6,Food Market Road,trunk,True,37.497,,"LINESTRING (10.1484488 5.9591872, 10.1483688 5.9588595)",,
284507577,False,N6,Food Market Road,trunk,False,116.07400000000001,,"LINESTRING (10.1484488 5.9591872, 10.1485427 5.9594374, 10.1486646 5.9597003, 10.1487733 5.9598804, 10.1489392 5.9601032)",,
97257111,False,,Ngwafang Street,residential,False,70.4,,"LINESTRING (10.1496049 5.9581249, 10.1489687 5.9581461)",,
97257111,False,,Ngwafang Street,residential,True,73.388,,"LINESTRING (10.1496049 5.9581249, 10.1502684 5.9581351)",,
97680479,False,,,residential,False,109.995,,"LINESTRING (10.1496049 5.9581249, 10.1496424 5.9591134)",,
97680479,False,,,residential,True,95.997,,"LINESTRING (10.1496049 5.9581249, 10.1495996 5.9572616)",,
95647219,False,,Unification Street,residential,False,72.84,,"LINESTRING (10.1503078 5.9600203, 10.1509662 5.9600033)",,
95647219,False,,Unification Street,residential,True,69.161,,"LINESTRING (10.1503078 5.9600203, 10.1496828 5.9600413)",,
97680480,False,,Angwafo Street,residential,True,101.299,,"LINESTRING (10.1503078 5.9600203, 10.1502806 5.9591097)",,
97680480,False,,Angwafo Street,residential,False,116.20599999999999,,"LINESTRING (10.1503078 5.9600203, 10.1503251 5.9603129, 10.1503278 5.9604743, 10.1503225 5.960577, 10.1502397 5.9610577)",,
97680479,False,,,residential,False,103.275,,"LINESTRING (10.1496424 5.9591134, 10.1496828 5.9600413)",,
97680479,False,,,residential,True,109.995,,"LINESTRING (10.1496424 5.9591134, 10.1496049 5.9581249)",,
97680482,False,,Fomukong Street,residential,False,70.582,,"LINESTRING (10.1496424 5.9591134, 10.1502806 5.9591097)",,
97680482,False,,Fomukong Street,residential,True,73.634,,"LINESTRING (10.1496424 5.9591134, 10.148978 5.9591564)",,
93471733,True,,Commercial Avenue,secondary,False,76.078,,"LINESTRING (10.151583 5.9590928, 10.1515631 5.9584089)",,
626091164,False,,Fomukong Street,residential,False,8.706,,"LINESTRING (10.151583 5.9590928, 10.1516616 5.9590884)",,
97680482,False,,Fomukong Street,residential,True,72.77499999999999,,"LINESTRING (10.151583 5.9590928, 10.1515205 5.9590879, 10.1509252 5.9590944)",,
93386909,False,,Treasury Street,residential,False,69.896,,"LINESTRING (10.1508688 5.9572379, 10.1502368 5.9572359)",,
