osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,junction
607130697,tertiary,False,True,10.047,"LINESTRING (9.2329989 4.1538134, 9.2330365 4.1538956)",,,,,
261283590,tertiary,False,True,14.465,"LINESTRING (9.2329989 4.1538134, 9.2330003 4.1537411, 9.2330164 4.1536856)",,,,,
365839900,trunk,True,False,181.461,"LINESTRING (9.2329989 4.1538134, 9.2330915 4.153794, 9.2332095 4.1538154, 9.2333423 4.1538715, 9.2337111 4.1541284, 9.2339846 4.1542648, 9.234273 4.154341, 9.2344943 4.1543718)",4,N8A,Iya Avenue D-61,30,
607071604,residential,False,False,7.8,"LINESTRING (9.2344943 4.1543718, 9.2344694 4.1544374)",,,,,
261577836,residential,False,True,146.166,"LINESTRING (9.2344943 4.1543718, 9.2345353 4.1538306, 9.2345412 4.1533793, 9.2345627 4.1530596)",,,,,
365839900,trunk,True,False,133.939,"LINESTRING (9.2344943 4.1543718, 9.235433 4.1544815, 9.2356946 4.1545042)",4,N8A,Iya Avenue D-61,30,
261577822,residential,False,False,87.816,"LINESTRING (9.2325556 4.1603438, 9.2325966 4.1602424, 9.2326456 4.1602076, 9.2327998 4.1601769, 9.2332584 4.1601013)",,,,,
607400001,residential,False,False,98.959,"LINESTRING (9.2325556 4.1603438, 9.2323004 4.1602671, 9.2321886 4.1602654, 9.2320628 4.1603543, 9.2319981 4.1604606, 9.2319859 4.1606148, 9.2319562 4.1606889)",,,,,
79639825,secondary,False,False,41.677,"LINESTRING (9.2333503 4.1600672, 9.2336051 4.1603427)",2,D61,Market Road,30,
79639825,secondary,False,True,236.38999999999996,"LINESTRING (9.2333503 4.1600672, 9.2327369 4.1594029, 9.2325339 4.1591853, 9.2323203 4.1589395, 9.2321785 4.1587097, 9.2320602 4.158401)",2,D61,Market Road,30,
261577822,residential,False,True,11.122,"LINESTRING (9.2333503 4.1600672, 9.2333101 4.1600933, 9.2332584 4.1601013)",,,,,
