osmid,oneway,ref,name,highway,width,reversed,length,geometry,junction
223869815,False,N5,Douala-Bafoussam (N5),trunk,7,False,24.983,"LINESTRING (10.3699747 5.3371589, 10.3700585 5.3372331, 10.3701443 5.3373071)",
223869815,False,N5,Douala-Bafoussam (N5),trunk,7,True,68.422,"LINESTRING (10.3699747 5.3371589, 10.369927 5.3371055, 10.3698573 5.3370334, 10.3697272 5.3368919, 10.3695707 5.3366939)",
609556304,False,,,residential,,False,153.453,"LINESTRING (10.3699747 5.3371589, 10.3697754 5.3375101, 10.3692886 5.338358)",
212290333,False,,,residential,,False,41.7,"LINESTRING (10.3658535 5.3327313, 10.3654908 5.3326302)",
212338926,False,,,residential,,False,63.49,"LINESTRING (10.3658535 5.3327313, 10.366043 5.3321924)",
212290333,False,,,residential,,True,57.283,"LINESTRING (10.3658535 5.3327313, 10.3662165 5.3328039, 10.3663619 5.3328264)",
212280180,False,,,residential,,True,54.522,"LINESTRING (10.3697803 5.3327886, 10.3696966 5.3330603, 10.3696013 5.3332433)",
212338917,False,,,residential,,False,72.524,"LINESTRING (10.3667658 5.3328672, 10.3668245 5.3322176)",
212290333,False,,,residential,,False,44.947,"LINESTRING (10.3667658 5.3328672, 10.3665664 5.3328462, 10.3663619 5.3328264)",
212290333,False,,,residential,,True,50.156,"LINESTRING (10.3667658 5.3328672, 10.3670485 5.3329012, 10.3672153 5.3329233)",
212280176,False,,,residential,,False,107.02799999999999,"LINESTRING (10.3672153 5.3329233, 10.3672255 5.3327253, 10.367279 5.3319629)",
212290333,False,,,residential,,False,50.156,"LINESTRING (10.3672153 5.3329233, 10.3670485 5.3329012, 10.3667658 5.3328672)",
610835707,False,,,residential,,True,39.797,"LINESTRING (10.3672153 5.3329233, 10.3673311 5.3329387, 10.3675726 5.3329619)",
216166639,False,,Vers l'église Catholique,residential,,False,100.285,"LINESTRING (10.368228 5.3329748, 10.3682278 5.3328031, 10.3682216 5.3326337, 10.368192 5.3320738)",
610835707,False,,,residential,,False,72.61,"LINESTRING (10.368228 5.3329748, 10.3680768 5.3329794, 10.3678026 5.3329737, 10.3675726 5.3329619)",
610835707,False,,,residential,,True,56.381,"LINESTRING (10.368228 5.3329748, 10.3683864 5.3329762, 10.368501 5.3329789, 10.3686235 5.332995, 10.368728 5.3330369)",
212280184,False,,,residential,,False,105.159,"LINESTRING (10.3675726 5.3329619, 10.3675761 5.3328882, 10.3675817 5.3328203, 10.3675872 5.3327172, 10.3676128 5.3320171)",
610835707,False,,,residential,,False,39.797,"LINESTRING (10.3675726 5.3329619, 10.3673311 5.3329387, 10.3672153 5.3329233)",
610835707,False,,,residential,,True,72.61,"LINESTRING (10.3675726 5.3329619, 10.3678026 5.3329737, 10.3680768 5.3329794, 10.368228 5.3329748)",
212280178,False,,,residential,,False,27.735,"LINESTRING (10.3693535 5.3332067, 10.3696013 5.3332433)",
610824364,False,,,residential,,False,62.62,"LINESTRING (10.3693535 5.3332067, 10.3688027 5.3330787)",
609548618,False,,,residential,,True,129.35299999999998,"LINESTRING (10.3693535 5.3332067, 10.3693392 5.333282, 10.3692826 5.3336271, 10.3692149 5.3340107, 10.3691848 5.3342344, 10.3691736 5.3343557)",
212280178,False,,,residential,,True,27.735,"LINESTRING (10.3696013 5.3332433, 10.3693535 5.3332067)",
212280178,False,,,residential,,False,54.353,"LINESTRING (10.3696013 5.3332433, 10.3697142 5.333255, 10.3699609 5.3332811, 10.3700885 5.3333021)",
212280180,False,,,residential,,False,54.522,"LINESTRING (10.3696013 5.3332433, 10.3696966 5.3330603, 10.3697803 5.3327886)",
"[212338955, 212280181]",False,,,residential,,"[False, True]",94.81,"LINESTRING (10.3703262 5.3333344, 10.3703689 5.3331173, 10.3704303 5.3329003, 10.370501 5.3326563, 10.3705449 5.3325107)",
212280183,False,,,residential,,False,43.921,"LINESTRING (10.3703262 5.3333344, 10.370441 5.3333149, 10.3707188 5.3333517)",
212280183,False,,,residential,,True,26.564999999999998,"LINESTRING (10.3703262 5.3333344, 10.3702 5.3333195, 10.3700885 5.3333021)",
212280178,False,,,residential,,True,54.353,"LINESTRING (10.3700885 5.3333021, 10.3699609 5.3332811, 10.3697142 5.333255, 10.3696013 5.3332433)",
212280183,False,,,residential,,False,26.564999999999998,"LINESTRING (10.3700885 5.3333021, 10.3702 5.3333195, 10.3703262 5.3333344)",
610824374,False,,,residential,,True,66.874,"LINESTRING (10.3700885 5.3333021, 10.370096 5.3333974, 10.3700932 5.3334706, 10.3699742 5.333722, 10.3699037 5.3338598)",
212280177,True,,Marché Vers le Centre Administratif,tertiary,,False,22.656,"LINESTRING (10.3685363 5.3342386, 10.3685188 5.3344416)",
212280186,False,,,residential,,False,71.767,"LINESTRING (10.3685363 5.3342386, 10.3686156 5.3342578, 10.3687753 5.3342875, 10.3689958 5.3343251, 10.3691736 5.3343557)",
212280186,False,,,residential,,False,60.927,"LINESTRING (10.3691736 5.3343557, 10.3697098 5.334479)",
212280186,False,,,residential,,True,71.767,"LINESTRING (10.3691736 5.3343557, 10.3689958 5.3343251, 10.3687753 5.3342875, 10.3686156 5.3342578, 10.3685363 5.3342386)",
