osmid,oneway,ref,highway,width,reversed,length,geometry,access,junction
209341495,False,D 64,secondary,6,False,16.135,"LINESTRING (10.3298816 5.3890207, 10.3297529 5.3889526)",,
613039344,True,,residential,,False,14.446,"LINESTRING (10.3298816 5.3890207, 10.3297542 5.3890488)",,
209341495,False,D 64,secondary,6,True,134.38400000000001,"LINESTRING (10.3298816 5.3890207, 10.3299456 5.3890534, 10.3300311 5.3890838, 10.3301324 5.3891049, 10.3303014 5.3891329, 10.3305012 5.3891529, 10.3306085 5.3891636, 10.3307466 5.389189, 10.3308405 5.3892143, 10.3309424 5.3892531, 10.3310507 5.3893066)",,
209341495,False,D 64,secondary,6,True,16.135,"LINESTRING (10.3297529 5.3889526, 10.3298816 5.3890207)",,
373033904,False,D 64,secondary,5,False,11.736,"LINESTRING (10.3297529 5.3889526, 10.3296597 5.3889023)",,
209074979,True,,residential,,False,42.272000000000006,"LINESTRING (10.3297529 5.3889526, 10.3297453 5.3888187, 10.3296965 5.3885775)",,
208699909,False,D 64,secondary,5,False,4.173,"LINESTRING (10.3318657 5.3894995, 10.3319032 5.3894957)",,
208699909,False,D 64,secondary,5,True,75.338,"LINESTRING (10.3318657 5.3894995, 10.3318044 5.389487, 10.3315955 5.3894366, 10.3314561 5.3894066, 10.3313491 5.3893902, 10.3311997 5.3893616)",,
209375365,False,,residential,,False,83.805,"LINESTRING (10.3318657 5.3894995, 10.3317281 5.3895486, 10.3316306 5.3895872, 10.3315404 5.3896363, 10.3314372 5.3896871, 10.3313272 5.3897485, 10.3311803 5.3898162)",,
211315485,False,,residential,,False,101.062,"LINESTRING (10.3296429 5.3850779, 10.3293733 5.3852208, 10.3290327 5.3854304, 10.3288577 5.3855406)",,
209074980,False,,residential,,True,220.994,"LINESTRING (10.3306836 5.3887099, 10.3306143 5.3886235, 10.3305098 5.3884966, 10.32998 5.3877783, 10.3296447 5.3873764, 10.329528 5.3872469, 10.329433 5.3871649)",,
422041440,False,D63,secondary,2.5,False,48.34,"LINESTRING (10.3306836 5.3887099, 10.3307225 5.3887951, 10.3308029 5.388938, 10.3309116 5.3890785)",yes,
422041440,False,D63,secondary,2.5,True,188.89000000000001,"LINESTRING (10.3306836 5.3887099, 10.3306608 5.3885975, 10.3306326 5.388452, 10.3306138 5.3883037, 10.3306098 5.3881622, 10.3306225 5.3879716, 10.3306621 5.3875069, 10.3306959 5.3870206)",yes,
211315485,False,,residential,,True,28.926,"LINESTRING (10.3283072 5.3860787, 10.3284909 5.3858937)",,
209383031,False,,residential,,True,62.422000000000004,"LINESTRING (10.3283072 5.3860787, 10.3281225 5.3860678, 10.3280825 5.38606, 10.3280563 5.3860494, 10.3279882 5.3860381, 10.3278403 5.3860267, 10.3277479 5.3860286)",,
