osmid,highway,oneway,reversed,length,name,geometry,ref,maxspeed,junction,bridge
59067614,tertiary,False,False,56.731,,"LINESTRING (9.7062546 4.0396018, 9.7057869 4.0393953)",,,,
228388118,secondary,False,False,43.891,Avenue du Docteur Jamot (N° 1.407),"LINESTRING (9.7062546 4.0396018, 9.7062587 4.0392071)",,,,
228388118,secondary,False,True,118.571,Avenue du Docteur Jamot (N° 1.407),"LINESTRING (9.7062546 4.0396018, 9.7062472 4.0405901, 9.7062461 4.0406681)",,,,
59065537,primary,True,False,112.679,Boulevard de l'unité,"LINESTRING (9.7072182 4.0429776, 9.706203 4.0429408)",P14,,,
59069723,residential,False,False,13.388,,"LINESTRING (9.7072182 4.0429776, 9.7072182 4.0428572)",,,,
59069723,residential,False,True,67.805,,"LINESTRING (9.7072182 4.0429776, 9.7072079 4.0435873)",,,,
59066217,residential,False,False,32.531,Rue 1.368,"LINESTRING (9.7097377 4.0441544, 9.7100308 4.044165)",,,,
59066217,residential,False,True,32.005,Rue 1.368,"LINESTRING (9.7097377 4.0441544, 9.7094492 4.0441491)",,,,
59066336,residential,False,False,93.082,1.453,"LINESTRING (9.7097377 4.0441544, 9.7097509 4.0433174)",,,,
59068826,unclassified,False,True,99.68,Rue 1.366,"LINESTRING (9.7057906 4.0464364, 9.7050154 4.0459829)",,,,
59072410,residential,False,False,109.0,Rue 1.435,"LINESTRING (9.7057906 4.0464364, 9.7058172 4.0454565)",,,,
59068826,unclassified,False,False,58.933,Rue 1.366,"LINESTRING (9.7057906 4.0464364, 9.7061822 4.0466611, 9.7062512 4.0467006)",,,,
59073818,residential,False,False,29.057,,"LINESTRING (9.7097216 4.0421221, 9.7094598 4.0421128)",,,,
59073818,residential,False,True,24.199,,"LINESTRING (9.7097216 4.0421221, 9.7099394 4.0421347)",,,,
1083177589,residential,False,True,183.962,,"LINESTRING (9.7097216 4.0421221, 9.7097535 4.040468)",,,,
59066217,residential,False,True,49.735,Rue 1.368,"LINESTRING (9.7104791 4.0441743, 9.7100308 4.044165)",,,,
59073697,residential,False,False,126.218,Rue 1.457,"LINESTRING (9.7104791 4.0441743, 9.7104529 4.0453091)",,,,
59073697,residential,False,True,57.5,Rue 1.457,"LINESTRING (9.7104791 4.0441743, 9.7104878 4.0438706, 9.7104928 4.0438268, 9.7105022 4.0437739, 9.7105341 4.0436629)",,,,
59069637,residential,False,False,51.222,rue 1.360,"LINESTRING (9.7076469 4.043602, 9.7081085 4.0436155)",,,,
59069637,residential,False,True,48.721,rue 1.360,"LINESTRING (9.7076469 4.043602, 9.7072079 4.0435873)",,,,
59073048,residential,False,True,110.224,Rue 1.443,"LINESTRING (9.7076469 4.043602, 9.7076353 4.0445932)",,,,
59066296,residential,False,True,53.597,,"LINESTRING (9.7033205 4.0389808, 9.7033426 4.0384993)",,,,
59071270,tertiary,False,False,6.088,Rue 2.770,"LINESTRING (9.7033205 4.0389808, 9.7032659 4.0389864)",,,,
59067614,tertiary,False,True,195.609,,"LINESTRING (9.7033205 4.0389808, 9.7039727 4.0388953, 9.704248 4.0388733, 9.7044288 4.0388677, 9.7045773 4.0388792, 9.7047239 4.0389118, 9.7049291 4.0389887, 9.7050495 4.0390384)",,,,
59070187,residential,False,True,132.7,,"LINESTRING (9.705395 4.0450037, 9.7043188 4.0444824)",,,,
228388118,secondary,False,False,53.453,Avenue du Docteur Jamot (N° 1.407),"LINESTRING (9.705395 4.0450037, 9.7054888 4.0447676, 9.705576 4.0445582)",,,,
228388118,secondary,False,True,48.608999999999995,Avenue du Docteur Jamot (N° 1.407),"LINESTRING (9.705395 4.0450037, 9.7053199 4.0452177, 9.7052414 4.045413)",,,,
59065238,residential,False,False,55.75,,"LINESTRING (9.7090535 4.04047, 9.7085513 4.0404905)",,,,
