osmid,lanes,highway,width,oneway,reversed,length,geometry
1024376764,1,tertiary,7,False,False,40.058,"LINESTRING (-86.2304391 13.5537977, -86.2300743 13.553861)"
1024376760,,tertiary,7,False,True,27.582,"LINESTRING (-86.2304391 13.5537977, -86.2304632 13.5536413, -86.2304905 13.5535554)"
1024376764,1,tertiary,7,False,True,40.058,"LINESTRING (-86.2300743 13.553861, -86.2304391 13.5537977)"
224892129,,residential,,False,False,224.834,"LINESTRING (-86.2300743 13.553861, -86.2299563 13.554143, -86.2301226 13.5544194, -86.2299778 13.5547897, -86.2296344 13.5550296, -86.2295379 13.5549461, -86.2292053 13.5547949, -86.229119 13.5547276)"
1024376764,1,tertiary,7,False,False,164.981,"LINESTRING (-86.2300743 13.553861, -86.2298383 13.5539412, -86.2291516 13.5542749, -86.2290336 13.5545148, -86.229119 13.5547276)"
224892129,,residential,,False,True,203.45000000000002,"LINESTRING (-86.2281323 13.5533764, -86.2280627 13.553658, -86.2281646 13.5539605, -86.2283684 13.5542213, -86.2286742 13.5544559, -86.2289907 13.5546854, -86.229119 13.5547276)"
224892330,,residential,,False,False,335.93399999999997,"LINESTRING (-86.2281323 13.5533764, -86.2276657 13.5532095, -86.2266518 13.5530531, -86.226448 13.5529696, -86.2262763 13.5527923, -86.2258793 13.5526046, -86.2256165 13.5525733, -86.2252249 13.5526776)"
224892330,,residential,,False,True,264.249,"LINESTRING (-86.2281323 13.5533764, -86.2287922 13.5536007, -86.2289746 13.5536163, -86.2294359 13.5534546, -86.2295056 13.5534285, -86.2296076 13.5534233, -86.2298221 13.5534389, -86.2302513 13.5534963, -86.2304905 13.5535554)"
224892330,,residential,,False,True,335.934,"LINESTRING (-86.2252249 13.5526776, -86.2256165 13.5525733, -86.2258793 13.5526046, -86.2262763 13.5527923, -86.226448 13.5529696, -86.2266518 13.5530531, -86.2276657 13.5532095, -86.2281323 13.5533764)"
224892330,,residential,,False,False,264.249,"LINESTRING (-86.2304905 13.5535554, -86.2302513 13.5534963, -86.2298221 13.5534389, -86.2296076 13.5534233, -86.2295056 13.5534285, -86.2294359 13.5534546, -86.2289746 13.5536163, -86.2287922 13.5536007, -86.2281323 13.5533764)"
1024376760,,tertiary,7,False,False,27.582,"LINESTRING (-86.2304905 13.5535554, -86.2304632 13.5536413, -86.2304391 13.5537977)"
224892129,,residential,,False,False,203.45,"LINESTRING (-86.229119 13.5547276, -86.2289907 13.5546854, -86.2286742 13.5544559, -86.2283684 13.5542213, -86.2281646 13.5539605, -86.2280627 13.553658, -86.2281323 13.5533764)"
224892129,,residential,,False,True,224.834,"LINESTRING (-86.229119 13.5547276, -86.2292053 13.5547949, -86.2295379 13.5549461, -86.2296344 13.5550296, -86.2299778 13.5547897, -86.2301226 13.5544194, -86.2299563 13.554143, -86.2300743 13.553861)"
1024376764,1,tertiary,7,False,True,164.98100000000002,"LINESTRING (-86.229119 13.5547276, -86.2290336 13.5545148, -86.2291516 13.5542749, -86.2298383 13.5539412, -86.2300743 13.553861)"
