osmid,highway,oneway,reversed,length,lanes,ref,name,geometry,bridge,access
1011047857,unclassified,False,False,38.328,,,,"LINESTRING (-86.5852601 13.4826679, -86.5850528 13.4823883)",,
27623441,trunk,False,False,66.292,2,NIC-1,Carretera Panamericana Norte,"LINESTRING (-86.5852601 13.4826679, -86.5850183 13.4830652, -86.5849481 13.4831811)",,
27623441,trunk,False,True,185.828,2,NIC-1,Carretera Panamericana Norte,"LINESTRING (-86.5852601 13.4826679, -86.5856687 13.4820865, -86.5862843 13.4813271)",,
27623441,trunk,False,False,83.441,2,NIC-1,Carretera Panamericana Norte,"LINESTRING (-86.5867636 13.480739, -86.5862843 13.4813271)",,
27623441,trunk,False,True,56.669,2,NIC-1,Carretera Panamericana Norte,"LINESTRING (-86.5867636 13.480739, -86.5870945 13.4803438)",,
570560203,trunk,False,False,48.63,2,NIC-1,Carretera Panamericana Norte,"LINESTRING (-86.5849481 13.4831811, -86.5847542 13.4835757)",,
570560204,residential,False,False,7.009,,,Calle Central,"LINESTRING (-86.5849481 13.4831811, -86.5848833 13.4831828)",,
27623441,trunk,False,True,66.292,2,NIC-1,Carretera Panamericana Norte,"LINESTRING (-86.5849481 13.4831811, -86.5850183 13.4830652, -86.5852601 13.4826679)",,
570561515,residential,True,False,88.977,,,Avenida 4 Oeste,"LINESTRING (-86.5849481 13.4831811, -86.5850289 13.4827131, -86.5850528 13.4823883)",,
42142614,residential,False,True,102.178,,,Avenida 3 Oeste,"LINESTRING (-86.584486 13.4841088, -86.5843827 13.4831954)",,
570560203,trunk,False,True,65.992,2,NIC-1,Carretera Panamericana Norte,"LINESTRING (-86.584486 13.4841088, -86.5847542 13.4835757)",,
570560686,trunk,False,False,99.247,2,NIC-1,Carretera Panamericana Norte,"LINESTRING (-86.584486 13.4841088, -86.5841516 13.48494)",,
1112329023,residential,False,False,136.132,,,Calle 1 Norte,"LINESTRING (-86.584486 13.4841088, -86.5832271 13.4841216)",,
400325036,residential,False,False,81.521,,,,"LINESTRING (-86.5782258 13.4842349, -86.5782331 13.484968)",,
400325036,residential,False,True,70.567,,,,"LINESTRING (-86.5782258 13.4842349, -86.5781712 13.4836025)",,
"[570560685, 1112329022, 1112329023]",residential,False,True,144.364,,,Calle 1 Norte,"LINESTRING (-86.5782258 13.4842349, -86.5784459 13.4842256, -86.5786824 13.4842164, -86.5787686 13.4842005, -86.5792011 13.4841907, -86.5795588 13.4841853)",cantilever,
570560204,residential,False,True,97.675,,,Calle Central,"LINESTRING (-86.5795429 13.4833176, -86.5804459 13.4832948)",,
570561518,residential,False,False,96.499,,,Avenida 3 Este,"LINESTRING (-86.5795429 13.4833176, -86.5795588 13.4841853)",,
