osmid,name,highway,oneway,reversed,length,maxspeed,geometry,ref,bridge
51189450,25,residential,False,True,77.676,,"LINESTRING (-81.7434738 22.7905628, -81.7439861 22.7910775)",,
51189464,18,residential,False,True,80.873,,"LINESTRING (-81.7434738 22.7905628, -81.7429375 22.7910962)",,
51189442,24,residential,False,False,85.86,,"LINESTRING (-81.744996 22.7920983, -81.7444447 22.7926796)",,
51189442,24,residential,False,True,62.158,,"LINESTRING (-81.744996 22.7920983, -81.745397 22.791679)",,
51189450,25,residential,False,False,77.304,,"LINESTRING (-81.744996 22.7920983, -81.7444898 22.791583)",,
51189450,25,residential,False,True,82.965,,"LINESTRING (-81.744996 22.7920983, -81.7455572 22.7926359)",,
51189450,25,residential,False,False,76.326,,"LINESTRING (-81.7444898 22.791583, -81.7439861 22.7910775)",,
51189450,25,residential,False,True,77.304,,"LINESTRING (-81.7444898 22.791583, -81.744996 22.7920983)",,
51189466,22,residential,False,False,82.772,,"LINESTRING (-81.7444898 22.791583, -81.7439276 22.7921173)",,
51189466,22,residential,False,True,58.792,,"LINESTRING (-81.7444898 22.791583, -81.7448871 22.7912017)",,
51189449,20,residential,False,False,55.966,,"LINESTRING (-81.7439861 22.7910775, -81.7443597 22.7907105)",,
51189449,20,residential,False,True,79.703,,"LINESTRING (-81.7439861 22.7910775, -81.7434442 22.7915915)",,
51189450,25,residential,False,False,77.676,,"LINESTRING (-81.7439861 22.7910775, -81.7434738 22.7905628)",,
51189450,25,residential,False,True,76.326,,"LINESTRING (-81.7439861 22.7910775, -81.7444898 22.791583)",,
51189444,28,residential,False,False,147.031,,"LINESTRING (-81.7472053 22.79228, -81.7461991 22.7932223)",,
1034684242,,residential,False,False,43.71,,"LINESTRING (-81.7472053 22.79228, -81.7469256 22.7919833)",,
1034684242,,residential,False,True,77.446,,"LINESTRING (-81.7472053 22.79228, -81.7477328 22.7927786)",,
51189445,36,residential,False,True,114.081,,"LINESTRING (-81.7461893 22.7961385, -81.7470657 22.7955062)",,
51189448,21,tertiary,False,False,74.965,50,"LINESTRING (-81.7461893 22.7961385, -81.7457569 22.7955948)",,
"[51189448, 51189437]","['46', '21']",tertiary,False,True,63.952,50,"LINESTRING (-81.7461893 22.7961385, -81.746355 22.796324, -81.7462061 22.7966294)",,
51189445,36,residential,False,False,114.081,,"LINESTRING (-81.7470657 22.7955062, -81.7461893 22.7961385)",,
51189446,23,residential,False,True,87.086,,"LINESTRING (-81.7470657 22.7955062, -81.7465038 22.7949188)",,
51189443,32,residential,False,False,107.296,,"LINESTRING (-81.7465038 22.7949188, -81.7457569 22.7955948)",,
51189446,23,residential,False,False,87.086,,"LINESTRING (-81.7465038 22.7949188, -81.7470657 22.7955062)",,
51189446,23,residential,False,True,79.504,,"LINESTRING (-81.7465038 22.7949188, -81.7460023 22.7943734)",,
51189450,25,residential,False,False,88.4,,"LINESTRING (-81.7473369 22.7943097, -81.7467388 22.793737)",,
51189441,17,residential,False,False,79.11,,"LINESTRING (-81.7439063 22.7963277, -81.7433997 22.795791)",,
51189447,30,residential,False,False,101.976,,"LINESTRING (-81.7439063 22.7963277, -81.7445887 22.7956604)",,
"[51189441, 51189443]","['32', '17']",residential,False,True,175.91199999999998,,"LINESTRING (-81.7439063 22.7963277, -81.7444486 22.7968014, -81.7451374 22.7961731)",,
51189447,30,residential,False,False,106.271,,"LINESTRING (-81.7452572 22.7950379, -81.7460023 22.7943734)",,
51189447,30,residential,False,True,97.403,,"LINESTRING (-81.7452572 22.7950379, -81.7445887 22.7956604)",,
51189448,21,tertiary,False,False,76.226,50,"LINESTRING (-81.7452572 22.7950379, -81.744795 22.7945009)",,
51189448,21,tertiary,False,True,80.365,50,"LINESTRING (-81.7452572 22.7950379, -81.7457569 22.7955948)",,
51189464,18,residential,False,False,61.663,,"LINESTRING (-81.7409222 22.7930407, -81.7413546 22.7926552)",,
51189465,17A,residential,False,True,78.377,,"LINESTRING (-81.7409222 22.7930407, -81.7415042 22.7934978)",,
51189464,18,residential,False,True,131.867,,"LINESTRING (-81.7409222 22.7930407, -81.7400533 22.7939064, -81.7400485 22.7939111)",,
"[51189465, 51189462]","['16', '17A']",residential,False,"[False, True]",135.244,,"LINESTRING (-81.7409222 22.7930407, -81.7404131 22.7925852, -81.740836 22.7921801)",,
51189461,14,residential,False,False,78.658,,"LINESTRING (-81.7403061 22.7916945, -81.7397587 22.7921902)",,
51189461,14,residential,False,True,148.369,,"LINESTRING (-81.7403061 22.7916945, -81.7412997 22.7907243)",,
116737751,19,residential,False,False,76.097,,"LINESTRING (-81.7403061 22.7916945, -81.7397521 22.791239)",,
116737751,19,residential,False,True,76.593,,"LINESTRING (-81.7403061 22.7916945, -81.740836 22.7921801)",,
51189460,12,residential,False,False,46.973,,"LINESTRING (-81.7397521 22.791239, -81.7394433 22.7915511)",,
116737751,19,residential,False,True,76.097,,"LINESTRING (-81.7397521 22.791239, -81.7403061 22.7916945)",,
51189439,26,secondary,False,False,16.473,50,"LINESTRING (-81.7428237 22.795269, -81.7429393 22.7951661)",CS,
