osmid,oneway,lanes,ref,name,highway,maxspeed,access,reversed,length,geometry
56233866,False,2,4-133,Céspedes,secondary,50,yes,False,78.538,"LINESTRING (-79.1674412 21.9458101, -79.1678407 21.9452088)"
56233866,False,2,4-133,Céspedes,secondary,50,yes,True,76.716,"LINESTRING (-79.1674412 21.9458101, -79.1670634 21.9464044)"
"[127697492, 958540309]",False,,,"['2da', 'Prolongación Juan Blas Hernández']",residential,50,yes,False,368.2,"LINESTRING (-79.1674412 21.9458101, -79.1686192 21.9464746, -79.1697742 21.9447474)"
56233868,True,,,Juan Blas Hernández,tertiary,50,yes,False,10.846,"LINESTRING (-79.1697771 21.9446499, -79.1697742 21.9447474)"
97279498,False,,,Agramonte,tertiary,50,yes,False,132.909,"LINESTRING (-79.1697771 21.9446499, -79.1686867 21.9440129)"
97279498,False,,,Agramonte,tertiary,50,yes,True,11.672,"LINESTRING (-79.1697771 21.9446499, -79.1698784 21.9446967)"
97279490,False,,,Hermanos Agüero,residential,50,yes,False,82.453,"LINESTRING (-79.16718 21.9413862, -79.1667631 21.9420189)"
97279490,False,,,Hermanos Agüero,residential,50,yes,True,81.409,"LINESTRING (-79.16718 21.9413862, -79.1675916 21.9407615)"
97279508,False,,,Juan Manuel Feijóo,residential,50,yes,False,138.703,"LINESTRING (-79.16718 21.9413862, -79.1683308 21.9420316)"
97279373,True,,,Cisneros,tertiary,50,yes,False,139.451,"LINESTRING (-79.1684244 21.9394974, -79.1695785 21.9401507)"
97279490,False,,,Hermanos Agüero,residential,50,yes,False,78.708,"LINESTRING (-79.1684244 21.9394974, -79.1680265 21.9401014)"
97279490,False,,,Hermanos Agüero,residential,50,yes,True,10.871,"LINESTRING (-79.1684244 21.9394974, -79.1684794 21.939414)"
97279374,True,,,Cisneros,tertiary,50,yes,False,135.797,"LINESTRING (-79.1684794 21.939414, -79.1673536 21.9387808)"
97279490,False,,,Hermanos Agüero,residential,50,yes,False,10.871,"LINESTRING (-79.1684794 21.939414, -79.1684244 21.9394974)"
97279490,False,,,Hermanos Agüero,residential,50,yes,True,46.38,"LINESTRING (-79.1684794 21.939414, -79.1687139 21.9390581)"
56233868,True,,,Juan Blas Hernández,tertiary,50,yes,False,83.858,"LINESTRING (-79.171053 21.9427124, -79.170625 21.9433536)"
97279536,False,,,Villuendas,residential,50,,False,10.689,"LINESTRING (-79.171053 21.9427124, -79.1711377 21.9427678)"
97279536,False,,,Villuendas,residential,50,,True,133.175,"LINESTRING (-79.171053 21.9427124, -79.169955 21.9420822)"
480124828,False,,,Avenida de los Mártires,tertiary,,,False,49.513,"LINESTRING (-79.1754073 21.9435159, -79.1751503 21.943892)"
480124828,False,,,Avenida de los Mártires,tertiary,,,True,9.814,"LINESTRING (-79.1754073 21.9435159, -79.1754564 21.9434403)"
557391837,True,,,Cisneros,tertiary,50,yes,False,9.818,"LINESTRING (-79.1754073 21.9435159, -79.1754983 21.9435418)"
97279374,True,,,Cisneros,tertiary,50,yes,False,14.382,"LINESTRING (-79.1673536 21.9387808, -79.1672154 21.9387636)"
960606567,False,,,Luz Caballero,tertiary,50,yes,False,11.372,"LINESTRING (-79.1673536 21.9387808, -79.1672946 21.9388672)"
960606567,False,,,Luz Caballero,tertiary,50,yes,True,44.916,"LINESTRING (-79.1673536 21.9387808, -79.1675728 21.9384732, -79.1675874 21.9384407)"
97279374,True,,,Cisneros,tertiary,50,yes,False,31.749,"LINESTRING (-79.1730835 21.9420482, -79.1728247 21.9418936)"
435899005,True,,,Paseo Martí,tertiary,50,yes,False,9.311,"LINESTRING (-79.1730835 21.9420482, -79.1730367 21.9421198)"
308259204,False,,,Calle 1ra,residential,,,False,33.476,"LINESTRING (-79.1762322 21.9445672, -79.1760583 21.9448214)"
97279613,False,,,Pasaje,residential,,,False,135.299,"LINESTRING (-79.1762322 21.9445672, -79.1758459 21.9442839, -79.175636 21.9441278, -79.1753443 21.9440111, -79.1751503 21.943892)"
97279534,False,,,Máximo Gómez,residential,50,,False,133.317,"LINESTRING (-79.1691107 21.9433659, -79.1702104 21.943996)"
97279534,False,,,Máximo Gómez,residential,50,,True,10.156,"LINESTRING (-79.1691107 21.9433659, -79.1690293 21.9433145)"
308259132,True,,,Céspedes,secondary,50,yes,False,85.499,"LINESTRING (-79.1691107 21.9433659, -79.1695403 21.9427083)"
97279374,True,,,Cisneros,tertiary,50,yes,False,137.998,"LINESTRING (-79.1754564 21.9434403, -79.1743312 21.9427688)"
480124828,False,,,Avenida de los Mártires,tertiary,,,False,9.814,"LINESTRING (-79.1754564 21.9434403, -79.1754073 21.9435159)"
480124828,False,,,Avenida de los Mártires,tertiary,,,True,52.001,"LINESTRING (-79.1754564 21.9434403, -79.175748 21.9430588)"
56233869,True,,,Paseo Martí,tertiary,50,yes,False,81.442,"LINESTRING (-79.1717715 21.9440222, -79.171353 21.9446433)"
97279508,False,,,Juan Manuel Feijóo,residential,50,yes,False,14.952,"LINESTRING (-79.1717715 21.9440222, -79.1718975 21.9440887)"
97279508,False,,,Juan Manuel Feijóo,residential,50,yes,True,128.041,"LINESTRING (-79.1717715 21.9440222, -79.1707229 21.9434058)"
56233868,True,,,Juan Blas Hernández,tertiary,50,yes,False,83.253,"LINESTRING (-79.170625 21.9433536, -79.1702104 21.943996)"
97279508,False,,,Juan Manuel Feijóo,residential,50,yes,False,11.647,"LINESTRING (-79.170625 21.9433536, -79.1707229 21.9434058)"
97279508,False,,,Juan Manuel Feijóo,residential,50,yes,True,132.909,"LINESTRING (-79.170625 21.9433536, -79.1695403 21.9427083)"
97279499,False,,,Simón Reyes,residential,50,yes,False,85.594,"LINESTRING (-79.1683308 21.9420316, -79.1678959 21.9426872)"
97279499,False,,,Simón Reyes,residential,50,yes,True,82.242,"LINESTRING (-79.1683308 21.9420316, -79.1687487 21.9414017)"
97279508,False,,,Juan Manuel Feijóo,residential,50,yes,False,137.122,"LINESTRING (-79.1683308 21.9420316, -79.1694678 21.9426707)"
97279508,False,,,Juan Manuel Feijóo,residential,50,yes,True,138.703,"LINESTRING (-79.1683308 21.9420316, -79.16718 21.9413862)"
134677895,False,,,José Miguel Gómez,residential,,,False,103.748,"LINESTRING (-79.1745788 21.942402, -79.1737214 21.9419141)"
134677895,False,,,José Miguel Gómez,residential,,,True,140.982,"LINESTRING (-79.1745788 21.942402, -79.175748 21.9430588)"
557386036,False,,,Avellaneda,residential,50,yes,False,48.122,"LINESTRING (-79.1745788 21.942402, -79.1743312 21.9427688)"
1037437426,False,,,,residential,,,True,65.002,"LINESTRING (-79.1753498 21.9405704, -79.1757969 21.9409824)"
97279374,True,,,Cisneros,tertiary,50,yes,False,139.493,"LINESTRING (-79.1696251 21.9400806, -79.1684794 21.939414)"
97279499,False,,,Simón Reyes,residential,50,yes,False,9.158,"LINESTRING (-79.1696251 21.9400806, -79.1695785 21.9401507)"
97279499,False,,,Simón Reyes,residential,50,yes,True,47.363,"LINESTRING (-79.1696251 21.9400806, -79.1698657 21.9397178)"
97279498,False,,,Agramonte,tertiary,50,yes,True,135.692,"LINESTRING (-79.1674855 21.9433458, -79.1686136 21.9439737)"
97279499,False,,,Simón Reyes,residential,50,yes,True,84.586,"LINESTRING (-79.1674855 21.9433458, -79.1678959 21.9426872)"
97279563,False,,,Prolongación Simón Reyes,residential,50,yes,True,71.477,"LINESTRING (-79.1674855 21.9433458, -79.1671322 21.9438988)"
97279508,False,,,Juan Manuel Feijóo,residential,50,yes,False,132.909,"LINESTRING (-79.1695403 21.9427083, -79.170625 21.9433536)"
97279508,False,,,Juan Manuel Feijóo,residential,50,yes,True,8.567,"LINESTRING (-79.1695403 21.9427083, -79.1694678 21.9426707)"
308259132,True,,,Céspedes,secondary,50,yes,False,81.709,"LINESTRING (-79.1695403 21.9427083, -79.169955 21.9420822)"
97279376,False,,,Avellaneda,residential,50,yes,False,81.247,"LINESTRING (-79.1730286 21.9447355, -79.1726163 21.9453581)"
97279376,False,,,Avellaneda,residential,50,yes,True,81.056,"LINESTRING (-79.1730286 21.9447355, -79.17344 21.9441144)"
97279508,False,,,Juan Manuel Feijóo,residential,50,yes,True,137.048,"LINESTRING (-79.1730286 21.9447355, -79.1718975 21.9440887)"
"[97279508, 480124831]",False,,,"['Avenida de los Mártires', 'Juan Manuel Feijóo']",residential,50,yes,"[False, True]",211.45300000000003,"LINESTRING (-79.1730286 21.9447355, -79.1741519 21.94534, -79.1745509 21.9447493)"
97279373,True,,,Cisneros,tertiary,50,yes,False,138.066,"LINESTRING (-79.1742763 21.9428517, -79.1754073 21.9435159)"
97279376,False,,,Avellaneda,residential,50,yes,False,77.258,"LINESTRING (-79.1742763 21.9428517, -79.1738842 21.9434437)"
97279376,False,,,Avellaneda,residential,50,yes,True,10.818,"LINESTRING (-79.1742763 21.9428517, -79.1743312 21.9427688)"
377723943,True,,,Céspedes,tertiary,50,yes,False,78.676,"LINESTRING (-79.1703971 21.9414389, -79.1707896 21.9408322)"
436646583,False,2,,Maceo,trunk,50,,False,10.147,"LINESTRING (-79.1703971 21.9414389, -79.1703131 21.9413914)"
436646583,False,2,,Maceo,trunk,50,,True,131.021,"LINESTRING (-79.1703971 21.9414389, -79.1714646 21.9420776)"
97279498,False,,,Agramonte,tertiary,50,yes,False,127.53,"LINESTRING (-79.170929 21.9453015, -79.1698784 21.9446967)"
97279646,False,,,Prolongación de Martí,residential,,,True,80.224,"LINESTRING (-79.170929 21.9453015, -79.1704161 21.9458439)"
97279547,True,,,Paseo Martí,tertiary,50,yes,False,92.811,"LINESTRING (-79.170929 21.9453015, -79.1710295 21.9453079, -79.1711153 21.9452693, -79.1714807 21.9447114)"
436646583,False,2,,Maceo,trunk,50,,False,136.43,"LINESTRING (-79.1750067 21.9440928, -79.1738842 21.9434437)"
480124831,False,,,Avenida de los Mártires,residential,,,False,77.352,"LINESTRING (-79.1750067 21.9440928, -79.1745997 21.9446771)"
436646583,False,2,,Maceo,trunk,50,,True,185.05700000000002,"LINESTRING (-79.1750067 21.9440928, -79.1752921 21.9442753, -79.1755413 21.9444781, -79.1757566 21.9446991, -79.1759415 21.9449341, -79.1760429 21.9451169, -79.1761454 21.9453382)"
480124828,False,,,Avenida de los Mártires,tertiary,,,True,26.794000000000004,"LINESTRING (-79.1750067 21.9440928, -79.1750507 21.9440312, -79.1751503 21.943892)"
134677895,False,,,José Miguel Gómez,residential,,,True,134.957,"LINESTRING (-79.1675874 21.9384407, -79.1687139 21.9390581)"
960606567,False,,,Luz Caballero,tertiary,50,yes,False,44.916,"LINESTRING (-79.1675874 21.9384407, -79.1675728 21.9384732, -79.1673536 21.9387808)"
97279499,False,,,Simón Reyes,residential,50,yes,False,47.363,"LINESTRING (-79.1698657 21.9397178, -79.1696251 21.9400806)"
134677895,False,,,José Miguel Gómez,residential,,,False,139.622,"LINESTRING (-79.1698657 21.9397178, -79.1687139 21.9390581)"
134677895,False,,,José Miguel Gómez,residential,,,True,135.724,"LINESTRING (-79.1698657 21.9397178, -79.1709826 21.9403632)"
97279373,True,,,Cisneros,tertiary,50,yes,False,14.994,"LINESTRING (-79.1730367 21.9421198, -79.1731578 21.9421944)"
435899005,True,,,Paseo Martí,tertiary,50,yes,False,80.214,"LINESTRING (-79.1730367 21.9421198, -79.1726646 21.9426951, -79.1726366 21.9427384)"
97279490,False,,,Hermanos Agüero,residential,50,yes,True,82.453,"LINESTRING (-79.1667631 21.9420189, -79.16718 21.9413862)"
97279534,False,,,Máximo Gómez,residential,50,,False,138.467,"LINESTRING (-79.1667631 21.9420189, -79.1678959 21.9426872)"
56233869,True,,,Paseo Martí,tertiary,50,yes,False,10.475,"LINESTRING (-79.1722277 21.9433452, -79.1721739 21.9434251)"
557391838,True,,,Villuendas,residential,50,,False,12.317,"LINESTRING (-79.1722277 21.9433452, -79.1721107 21.943323)"
97279490,False,,,Hermanos Agüero,residential,50,yes,False,46.38,"LINESTRING (-79.1687139 21.9390581, -79.1684794 21.939414)"
134677895,False,,,José Miguel Gómez,residential,,,False,134.957,"LINESTRING (-79.1687139 21.9390581, -79.1675874 21.9384407)"
134677895,False,,,José Miguel Gómez,residential,,,True,139.622,"LINESTRING (-79.1687139 21.9390581, -79.1698657 21.9397178)"
480124831,False,,,Avenida de los Mártires,residential,,,True,77.352,"LINESTRING (-79.1745997 21.9446771, -79.1750067 21.9440928)"
557386043,True,,,Villuendas,residential,50,,False,134.674,"LINESTRING (-79.1745997 21.9446771, -79.1734896 21.9440394)"
480124831,False,,,Avenida de los Mártires,residential,,,False,9.475999999999999,"LINESTRING (-79.1745997 21.9446771, -79.1745741 21.9447149, -79.1745509 21.9447493)"
97279460,False,,,,residential,,,True,78.957,"LINESTRING (-79.1752307 21.9414603, -79.1757969 21.9409824)"
830010563,False,,,3ra,residential,,,True,37.705,"LINESTRING (-79.1752307 21.9414603, -79.1754785 21.9417096)"
"[97279460, 969443223]",False,,,Linea,residential,,,False,97.66999999999999,"LINESTRING (-79.1752307 21.9414603, -79.1748283 21.9418379, -79.1751074 21.9420696)"
830010563,False,,,3ra,residential,,,False,92.809,"LINESTRING (-79.1752307 21.9414603, -79.1746303 21.9409113, -79.1745942 21.9408707)"
557391838,True,,,Villuendas,residential,50,,False,15.727,"LINESTRING (-79.1723614 21.9434132, -79.1722277 21.9433452)"
97279547,True,,,Paseo Martí,tertiary,50,yes,False,79.03099999999999,"LINESTRING (-79.1723614 21.9434132, -79.1727301 21.9428389, -79.1727534 21.9428025)"
97279499,False,,,Simón Reyes,residential,50,yes,False,83.138,"LINESTRING (-79.1691711 21.9407649, -79.1687487 21.9414017)"
97279499,False,,,Simón Reyes,residential,50,yes,True,80.187,"LINESTRING (-79.1691711 21.9407649, -79.1695785 21.9401507)"
162247918,False,2,,Maceo,trunk,50,,False,139.213,"LINESTRING (-79.1691711 21.9407649, -79.1680265 21.9401014)"
162247918,False,2,,Maceo,trunk,50,,True,136.846,"LINESTRING (-79.1691711 21.9407649, -79.1703131 21.9413914)"
