osmid,highway,oneway,reversed,length,ref,maxspeed,geometry
115887495,tertiary,False,False,124.608,,,"LINESTRING (-81.2424266 22.5891678, -81.2425803 22.5902794)"
141654936,secondary,False,True,42.131,CS,50,"LINESTRING (-81.2424266 22.5891678, -81.2428333 22.5892184)"
141654936,secondary,False,False,88.43799999999999,CS,50,"LINESTRING (-81.2424266 22.5891678, -81.2423422 22.5891573, -81.2416694 22.5887998)"
116564223,residential,False,True,48.353,,,"LINESTRING (-81.2425808 22.5874843, -81.2430491 22.5875306)"
116564247,residential,False,True,87.999,,,"LINESTRING (-81.2425808 22.5874843, -81.2427 22.5867006)"
"[116564207, 116564247]",residential,False,False,154.898,,,"LINESTRING (-81.2425808 22.5874843, -81.2424582 22.5883546, -81.2429148 22.5886511)"
116564268,residential,False,False,47.72,,,"LINESTRING (-81.2418765 22.5913162, -81.2418345 22.5908888)"
116564074,residential,False,False,44.826,,,"LINESTRING (-81.2427 22.5867006, -81.2431343 22.5867421)"
116564247,residential,False,False,87.999,,,"LINESTRING (-81.2427 22.5867006, -81.2425808 22.5874843)"
"[116564074, 772959366]",residential,False,True,177.33499999999998,,,"LINESTRING (-81.2427 22.5867006, -81.2423379 22.5866979, -81.2419895 22.5866177, -81.2418176 22.5871545, -81.2415469 22.5874262)"
116564243,residential,False,True,76.063,,,"LINESTRING (-81.2444296 22.588337, -81.2445149 22.5876575)"
116564187,residential,False,False,89.595,,,"LINESTRING (-81.2438212 22.5928138, -81.2429548 22.5929106)"
116564221,residential,False,False,62.933,,,"LINESTRING (-81.2438212 22.5928138, -81.2438115 22.5922479)"
"[116564187, 722583838]",residential,False,"[False, True]",330.13500000000005,,,"LINESTRING (-81.2438212 22.5928138, -81.244344 22.5927451, -81.2449041 22.5929048, -81.2454726 22.5928409, -81.2463964 22.592737, -81.2462991 22.5921921)"
116564068,residential,False,False,56.068,,,"LINESTRING (-81.2400987 22.5888122, -81.2401676 22.5893124)"
116564068,residential,False,True,103.489,,,"LINESTRING (-81.2400987 22.5888122, -81.2399685 22.5878893)"
116564083,residential,False,True,45.059,,,"LINESTRING (-81.2400987 22.5888122, -81.2404916 22.5889928)"
116564068,residential,False,False,103.489,,,"LINESTRING (-81.2399685 22.5878893, -81.2400987 22.5888122)"
116564155,residential,False,True,70.087,,,"LINESTRING (-81.2399685 22.5878893, -81.2392985 22.5880102)"
141654936,secondary,False,False,88.679,CS,50,"LINESTRING (-81.2399685 22.5878893, -81.2392208 22.58749)"
141654936,secondary,False,True,98.002,CS,50,"LINESTRING (-81.2399685 22.5878893, -81.2407948 22.5883306)"
115887495,tertiary,False,False,85.213,,,"LINESTRING (-81.2427648 22.5916132, -81.2428688 22.5923735)"
115887495,tertiary,False,True,149.517,,,"LINESTRING (-81.2427648 22.5916132, -81.2425803 22.5902794)"
116564164,residential,False,True,120.034,,,"LINESTRING (-81.2427648 22.5916132, -81.2439201 22.5914472)"
116564199,residential,False,False,162.642,,,"LINESTRING (-81.2427648 22.5916132, -81.241199 22.5918357)"
116564186,residential,False,False,47.967,,,"LINESTRING (-81.239143 22.5932955, -81.2386797 22.5933514)"
116564267,residential,False,True,49.726,,,"LINESTRING (-81.239143 22.5932955, -81.2390861 22.5928514)"
116564121,residential,False,False,63.633,,,"LINESTRING (-81.2428333 22.5892184, -81.2429148 22.5886511)"
141654936,secondary,False,False,42.131,CS,50,"LINESTRING (-81.2428333 22.5892184, -81.2424266 22.5891678)"
141654936,secondary,False,True,141.156,CS,50,"LINESTRING (-81.2428333 22.5892184, -81.2441959 22.589388)"
116564083,residential,False,False,97.255,,,"LINESTRING (-81.2413098 22.5894336, -81.2404916 22.5889928)"
116564294,residential,False,False,15.189,,,"LINESTRING (-81.2413098 22.5894336, -81.2413757 22.5893113)"
116564294,residential,False,True,113.416,,,"LINESTRING (-81.2413098 22.5894336, -81.2410374 22.5899389, -81.2410307 22.5903944)"
116564098,residential,False,False,58.391,,,"LINESTRING (-81.2392208 22.58749, -81.2392985 22.5880102)"
141654936,secondary,False,True,88.679,CS,50,"LINESTRING (-81.2392208 22.58749, -81.2399685 22.5878893)"
116564074,residential,False,False,48.844,,,"LINESTRING (-81.2441372 22.5868604, -81.2446083 22.5869217)"
116564074,residential,False,True,50.967,,,"LINESTRING (-81.2441372 22.5868604, -81.2436481 22.5867819)"
116564157,residential,False,False,84.153,,,"LINESTRING (-81.2441372 22.5868604, -81.2440403 22.5876119)"
116564217,residential,False,False,76.227,,,"LINESTRING (-81.2418345 22.5908888, -81.2410949 22.5909493)"
116564268,residential,False,False,61.409,,,"LINESTRING (-81.2418345 22.5908888, -81.2417804 22.5903388)"
116564268,residential,False,True,47.72,,,"LINESTRING (-81.2418345 22.5908888, -81.2418765 22.5913162)"
116564074,residential,False,False,52.935,,,"LINESTRING (-81.2431343 22.5867421, -81.2436481 22.5867819)"
116564074,residential,False,True,44.826,,,"LINESTRING (-81.2431343 22.5867421, -81.2427 22.5867006)"
116564121,residential,False,True,88.113,,,"LINESTRING (-81.2431343 22.5867421, -81.2430491 22.5875306)"
116564164,residential,False,False,46.274,,,"LINESTRING (-81.2468874 22.5915451, -81.2464376 22.5915183)"
116564164,residential,False,True,16.816,,,"LINESTRING (-81.2468874 22.5915451, -81.2470498 22.5915254)"
398955202,residential,False,False,61.546,,,"LINESTRING (-81.2468874 22.5915451, -81.2467774 22.5920892)"
116564068,residential,False,True,163.39,,,"LINESTRING (-81.240537 22.5919135, -81.2403307 22.5904565)"
116564199,residential,False,False,66.335,,,"LINESTRING (-81.240537 22.5919135, -81.2398976 22.5919995)"
116564199,residential,False,True,68.511,,,"LINESTRING (-81.240537 22.5919135, -81.241199 22.5918357)"
116564186,residential,False,False,43.656,,,"LINESTRING (-81.2381879 22.5934108, -81.2377662 22.5934614)"
116564186,residential,False,True,50.919,,,"LINESTRING (-81.2381879 22.5934108, -81.2386797 22.5933514)"
116564222,residential,False,True,51.652,,,"LINESTRING (-81.2381879 22.5934108, -81.2381219 22.5929503)"
116564221,residential,False,True,120.42,,,"LINESTRING (-81.2441959 22.589388, -81.2440566 22.5904633)"
141654936,secondary,False,False,141.156,CS,50,"LINESTRING (-81.2441959 22.589388, -81.2428333 22.5892184)"
141654936,secondary,False,True,145.464,CS,50,"LINESTRING (-81.2441959 22.589388, -81.2456001 22.5895627)"
116564199,residential,False,False,51.779,,,"LINESTRING (-81.2389814 22.592106, -81.2384804 22.5921597)"
116564267,residential,False,False,83.579,,,"LINESTRING (-81.2389814 22.592106, -81.2390861 22.5928514)"
116564199,residential,False,True,55.266,,,"LINESTRING (-81.2389814 22.592106, -81.2393259 22.5920728, -81.2395154 22.5920445)"
116564267,residential,False,True,76.668,,,"LINESTRING (-81.2389814 22.592106, -81.2389119 22.5916612, -81.2388777 22.5914232)"
116564157,residential,False,True,60.788,,,"LINESTRING (-81.2439717 22.5881549, -81.2440403 22.5876119)"
116564294,residential,False,True,64.375,,,"LINESTRING (-81.2416694 22.5887998, -81.2413757 22.5893113)"
141654936,secondary,False,False,92.726,CS,50,"LINESTRING (-81.2416694 22.5887998, -81.2408885 22.5883808)"
141654936,secondary,False,True,88.43799999999999,CS,50,"LINESTRING (-81.2416694 22.5887998, -81.2423422 22.5891573, -81.2424266 22.5891678)"
116564217,residential,False,True,76.227,,,"LINESTRING (-81.2410949 22.5909493, -81.2418345 22.5908888)"
116564294,residential,False,False,62.053,,,"LINESTRING (-81.2410949 22.5909493, -81.2410307 22.5903944)"
116564294,residential,False,True,99.141,,,"LINESTRING (-81.2410949 22.5909493, -81.241199 22.5918357)"
116564121,residential,False,False,88.113,,,"LINESTRING (-81.2430491 22.5875306, -81.2431343 22.5867421)"
116564121,residential,False,True,125.355,,,"LINESTRING (-81.2430491 22.5875306, -81.2429148 22.5886511)"
116564223,residential,False,False,48.353,,,"LINESTRING (-81.2430491 22.5875306, -81.2425808 22.5874843)"
116564223,residential,False,True,52.428,,,"LINESTRING (-81.2430491 22.5875306, -81.2435577 22.587573)"
116564221,residential,False,False,89.729,,,"LINESTRING (-81.2438115 22.5922479, -81.2439201 22.5914472)"
116564221,residential,False,True,62.933,,,"LINESTRING (-81.2438115 22.5922479, -81.2438212 22.5928138)"
116564290,residential,False,False,97.782,,,"LINESTRING (-81.2438115 22.5922479, -81.2428688 22.5923735)"
116564290,residential,False,True,173.606,,,"LINESTRING (-81.2438115 22.5922479, -81.244609 22.5921571, -81.2454965 22.5921571)"
116564267,residential,False,False,76.668,,,"LINESTRING (-81.2388777 22.5914232, -81.2389119 22.5916612, -81.2389814 22.592106)"
116564118,residential,False,False,80.17,,,"LINESTRING (-81.2435577 22.587573, -81.2434757 22.58829)"
116564118,residential,False,True,88.455,,,"LINESTRING (-81.2435577 22.587573, -81.2436481 22.5867819)"
116564223,residential,False,False,52.428,,,"LINESTRING (-81.2435577 22.587573, -81.2430491 22.5875306)"
116564223,residential,False,True,49.735,,,"LINESTRING (-81.2435577 22.587573, -81.2440403 22.5876119)"
116564132,residential,False,True,48.283,,,"LINESTRING (-81.2381219 22.5929503, -81.2385895 22.5929037)"
116564222,residential,False,False,51.652,,,"LINESTRING (-81.2381219 22.5929503, -81.2381879 22.5934108)"
116564222,residential,False,True,85.811,,,"LINESTRING (-81.2381219 22.5929503, -81.238001 22.5921867)"
116564121,residential,False,False,125.355,,,"LINESTRING (-81.2429148 22.5886511, -81.2430491 22.5875306)"
116564121,residential,False,True,63.633,,,"LINESTRING (-81.2429148 22.5886511, -81.2428333 22.5892184)"
116564207,residential,False,False,274.765,,,"LINESTRING (-81.2429148 22.5886511, -81.243463 22.5889241, -81.2439823 22.5890655, -81.2451736 22.5891883, -81.2454852 22.5892189)"
"[116564247, 116564207]",residential,False,True,154.898,,,"LINESTRING (-81.2429148 22.5886511, -81.2424582 22.5883546, -81.2425808 22.5874843)"
116564171,residential,False,True,123.53,,,"LINESTRING (-81.2456001 22.5895627, -81.2455596 22.590673)"
141654936,secondary,False,False,145.464,CS,50,"LINESTRING (-81.2456001 22.5895627, -81.2441959 22.589388)"
141654936,secondary,False,True,106.355,CS,50,"LINESTRING (-81.2456001 22.5895627, -81.2466262 22.5896943)"
116564186,residential,False,True,43.656,,,"LINESTRING (-81.2377662 22.5934614, -81.2381879 22.5934108)"
116564098,residential,False,False,156.219,,,"LINESTRING (-81.2392985 22.5880102, -81.2395043 22.5894022)"
116564098,residential,False,True,58.391,,,"LINESTRING (-81.2392985 22.5880102, -81.2392208 22.58749)"
116564155,residential,False,False,70.087,,,"LINESTRING (-81.2392985 22.5880102, -81.2399685 22.5878893)"
116564199,residential,False,True,66.335,,,"LINESTRING (-81.2398976 22.5919995, -81.240537 22.5919135)"
116564098,residential,False,True,89.92500000000001,,,"LINESTRING (-81.2398976 22.5919995, -81.2398501 22.5916902, -81.2398047 22.5913947, -81.2397746 22.5911988)"
116564199,residential,False,False,39.556,,,"LINESTRING (-81.2398976 22.5919995, -81.2396113 22.5920333, -81.2395154 22.5920445)"
116564199,residential,False,True,49.308,,,"LINESTRING (-81.238001 22.5921867, -81.2384804 22.5921597)"
116564222,residential,False,False,85.811,,,"LINESTRING (-81.238001 22.5921867, -81.2381219 22.5929503)"
116564222,residential,False,True,64.125,,,"LINESTRING (-81.238001 22.5921867, -81.2379135 22.5916157)"
116564142,residential,False,False,55.154,,,"LINESTRING (-81.2468431 22.5889071, -81.2466642 22.5893748)"
"[116564065, 398955190]",residential,False,"[False, True]",187.999,,,"LINESTRING (-81.2468431 22.5889071, -81.2455457 22.5887408, -81.2454852 22.5892189)"
115887495,tertiary,False,False,60.372,,,"LINESTRING (-81.2428688 22.5923735, -81.2429548 22.5929106)"
115887495,tertiary,False,True,85.213,,,"LINESTRING (-81.2428688 22.5923735, -81.2427648 22.5916132)"
116564132,residential,False,False,264.861,,,"LINESTRING (-81.2428688 22.5923735, -81.2403127 22.5926965)"
116564290,residential,False,True,97.782,,,"LINESTRING (-81.2428688 22.5923735, -81.2438115 22.5922479)"
116564223,residential,False,False,48.988,,,"LINESTRING (-81.2445149 22.5876575, -81.2440403 22.5876119)"
116564243,residential,False,False,76.063,,,"LINESTRING (-81.2445149 22.5876575, -81.2444296 22.588337)"
