osmid,highway,oneway,reversed,length,maxspeed,geometry
38876833,residential,False,False,116.037,,"LINESTRING (-76.3830314 20.7466955, -76.3841463 20.7467398)"
337232841,tertiary,False,False,15.469,50,"LINESTRING (-76.3830314 20.7466955, -76.3830484 20.7465573)"
949576065,residential,False,True,96.006,,"LINESTRING (-76.3830314 20.7466955, -76.3821094 20.7466502)"
337232841,tertiary,False,True,47.32600000000001,50,"LINESTRING (-76.3830314 20.7466955, -76.3829987 20.7468762, -76.3829836 20.7470033, -76.3829772 20.7471176)"
38877350,tertiary,False,True,109.268,50,"LINESTRING (-76.3824437 20.7541328, -76.3825885 20.7539819, -76.3832682 20.7535299)"
282113134,residential,False,False,425.588,,"LINESTRING (-76.3824437 20.7541328, -76.3825632 20.7535073, -76.3827482 20.75032)"
38877211,residential,False,False,200.271,,"LINESTRING (-76.3850442 20.7457874, -76.3831237 20.7456519)"
38876833,residential,False,True,159.611,,"LINESTRING (-76.3850442 20.7457874, -76.3846484 20.7466137, -76.3845385 20.7467402, -76.3843781 20.7467467, -76.3841463 20.7467398)"
38877208,residential,False,False,40.776,,"LINESTRING (-76.3821441 20.7456007, -76.3821346 20.7459673)"
38877211,residential,False,True,102.023,,"LINESTRING (-76.3821441 20.7456007, -76.3831237 20.7456519)"
38877208,residential,False,True,59.285,,"LINESTRING (-76.3821205 20.7465003, -76.3821346 20.7459673)"
38877249,residential,False,False,105.602,,"LINESTRING (-76.3821205 20.7465003, -76.3811054 20.7464719)"
38877249,residential,False,True,96.695,,"LINESTRING (-76.3821205 20.7465003, -76.3830484 20.7465573)"
641736957,residential,False,True,16.708,,"LINESTRING (-76.3821205 20.7465003, -76.3821094 20.7466502)"
38877211,residential,False,False,102.023,,"LINESTRING (-76.3831237 20.7456519, -76.3821441 20.7456007)"
38877211,residential,False,True,200.271,,"LINESTRING (-76.3831237 20.7456519, -76.3850442 20.7457874)"
337232841,tertiary,False,True,41.434,50,"LINESTRING (-76.3831237 20.7456519, -76.3830928 20.7460234)"
38877249,residential,False,False,114.625,,"LINESTRING (-76.3841495 20.7466059, -76.3830484 20.7465573)"
1088222972,residential,False,False,39.199,,"LINESTRING (-76.3841495 20.7466059, -76.3841736 20.7462541)"
1088222972,residential,False,True,14.893,,"LINESTRING (-76.3841495 20.7466059, -76.3841463 20.7467398)"
38877249,residential,False,False,96.695,,"LINESTRING (-76.3830484 20.7465573, -76.3821205 20.7465003)"
38877249,residential,False,True,114.625,,"LINESTRING (-76.3830484 20.7465573, -76.3841495 20.7466059)"
337232841,tertiary,False,False,59.546,50,"LINESTRING (-76.3830484 20.7465573, -76.3830928 20.7460234)"
337232841,tertiary,False,True,15.469,50,"LINESTRING (-76.3830484 20.7465573, -76.3830314 20.7466955)"
38877249,residential,False,False,75.243,,"LINESTRING (-76.3811054 20.7464719, -76.3803822 20.7464495)"
38877249,residential,False,True,105.602,,"LINESTRING (-76.3811054 20.7464719, -76.3821205 20.7465003)"
"[949576065, 38877293]",residential,False,False,120.36,,"LINESTRING (-76.3811054 20.7464719, -76.3811 20.7466094, -76.3821094 20.7466502)"
38877249,residential,False,True,75.243,,"LINESTRING (-76.3803822 20.7464495, -76.3811054 20.7464719)"
38877296,residential,False,True,99.214,,"LINESTRING (-76.3803822 20.7464495, -76.3803612 20.7459394, -76.3801949 20.7458231, -76.3799948 20.7458101)"
38876833,residential,False,True,116.037,,"LINESTRING (-76.3841463 20.7467398, -76.3830314 20.7466955)"
1088222972,residential,False,False,14.893,,"LINESTRING (-76.3841463 20.7467398, -76.3841495 20.7466059)"
38876833,residential,False,False,159.611,,"LINESTRING (-76.3841463 20.7467398, -76.3843781 20.7467467, -76.3845385 20.7467402, -76.3846484 20.7466137, -76.3850442 20.7457874)"
641736957,residential,False,False,16.708,,"LINESTRING (-76.3821094 20.7466502, -76.3821205 20.7465003)"
949576065,residential,False,False,96.006,,"LINESTRING (-76.3821094 20.7466502, -76.3830314 20.7466955)"
"[949576065, 38877293]",residential,False,True,120.36,,"LINESTRING (-76.3821094 20.7466502, -76.3811 20.7466094, -76.3811054 20.7464719)"
38877313,residential,False,False,179.647,,"LINESTRING (-76.3828531 20.7489688, -76.3844589 20.7490236, -76.3845735 20.7490593)"
337232841,tertiary,False,False,147.809,50,"LINESTRING (-76.3828531 20.7489688, -76.3829218 20.747842, -76.3829301 20.7476415)"
337232841,tertiary,False,True,61.687,50,"LINESTRING (-76.3828531 20.7489688, -76.3828248 20.7493592, -76.382813 20.7495223)"
38877327,residential,False,False,63.044,,"LINESTRING (-76.3845735 20.7490593, -76.3845095 20.7496231)"
38877313,residential,False,True,179.647,,"LINESTRING (-76.3845735 20.7490593, -76.3844589 20.7490236, -76.3828531 20.7489688)"
38877321,residential,False,False,58.8,,"LINESTRING (-76.3845735 20.7490593, -76.3847429 20.7489895, -76.3849574 20.7489414, -76.385117 20.7489484)"
38877327,residential,False,False,72.925,,"LINESTRING (-76.3844367 20.7503327, -76.3843139 20.7509784)"
38877327,residential,False,True,57.394,,"LINESTRING (-76.3844367 20.7503327, -76.3844894 20.7498189)"
38877348,residential,False,True,39.741,,"LINESTRING (-76.3844367 20.7503327, -76.384816 20.7503766)"
38877326,residential,False,False,80.458,,"LINESTRING (-76.3843139 20.7509784, -76.3835961 20.7507082)"
38877326,residential,False,True,103.182,,"LINESTRING (-76.3843139 20.7509784, -76.3852385 20.7513153)"
38877327,residential,False,False,75.619,,"LINESTRING (-76.3843139 20.7509784, -76.3841737 20.7516457)"
38877327,residential,False,True,72.925,,"LINESTRING (-76.3843139 20.7509784, -76.3844367 20.7503327)"
38877327,residential,False,False,149.656,,"LINESTRING (-76.3841737 20.7516457, -76.3839978 20.7529815)"
38877327,residential,False,True,75.619,,"LINESTRING (-76.3841737 20.7516457, -76.3843139 20.7509784)"
282113132,residential,False,False,137.73,,"LINESTRING (-76.3841737 20.7516457, -76.385463 20.7519296)"
38877321,residential,False,True,157.197,,"LINESTRING (-76.3870479 20.7491651, -76.3860593 20.7490346, -76.385551 20.7489674)"
337232820,tertiary,False,True,51.471,50,"LINESTRING (-76.3827482 20.75032, -76.3831928 20.7505235)"
282113133,tertiary,False,False,88.964,50,"LINESTRING (-76.3827482 20.75032, -76.3827876 20.7497687, -76.382813 20.7495223)"
282113134,residential,False,True,425.588,,"LINESTRING (-76.3827482 20.75032, -76.3825632 20.7535073, -76.3824437 20.7541328)"
38877331,residential,False,False,22.873,,"LINESTRING (-76.386723 20.7500789, -76.3865125 20.7500192)"
38877331,residential,False,False,49.913,,"LINESTRING (-76.3854286 20.7496817, -76.3849497 20.7496511)"
38877331,residential,False,True,60.373,,"LINESTRING (-76.3854286 20.7496817, -76.3859745 20.7498666)"
38877346,residential,False,False,87.12,,"LINESTRING (-76.3854286 20.7496817, -76.3853555 20.7504622)"
38877346,residential,False,True,80.44,,"LINESTRING (-76.3854286 20.7496817, -76.385551 20.7489674)"
38877327,residential,False,False,21.872,,"LINESTRING (-76.3845095 20.7496231, -76.3844894 20.7498189)"
38877327,residential,False,True,63.044,,"LINESTRING (-76.3845095 20.7496231, -76.3845735 20.7490593)"
38877331,residential,False,True,45.879,,"LINESTRING (-76.3845095 20.7496231, -76.3849497 20.7496511)"
38877321,residential,False,True,45.178,,"LINESTRING (-76.385551 20.7489674, -76.385117 20.7489484)"
38877346,residential,False,False,80.44,,"LINESTRING (-76.385551 20.7489674, -76.3854286 20.7496817)"
38877321,residential,False,False,157.197,,"LINESTRING (-76.385551 20.7489674, -76.3860593 20.7490346, -76.3870479 20.7491651)"
38877326,residential,False,False,103.182,,"LINESTRING (-76.3852385 20.7513153, -76.3843139 20.7509784)"
38877346,residential,False,True,95.637,,"LINESTRING (-76.3852385 20.7513153, -76.3853555 20.7504622)"
"[282113137, 38877326]",residential,False,True,162.575,,"LINESTRING (-76.3852385 20.7513153, -76.3857156 20.7514853, -76.3859156 20.7505186)"
38877348,residential,False,False,30.288,,"LINESTRING (-76.3862052 20.7505478, -76.3859156 20.7505186)"
38877346,residential,False,False,95.637,,"LINESTRING (-76.3853555 20.7504622, -76.3852385 20.7513153)"
38877346,residential,False,True,87.12,,"LINESTRING (-76.3853555 20.7504622, -76.3854286 20.7496817)"
38877348,residential,False,False,56.9,,"LINESTRING (-76.3853555 20.7504622, -76.384816 20.7503766)"
38877348,residential,False,True,58.577,,"LINESTRING (-76.3853555 20.7504622, -76.3859156 20.7505186)"
38877326,residential,False,True,80.458,,"LINESTRING (-76.3835961 20.7507082, -76.3843139 20.7509784)"
38877350,tertiary,False,False,247.929,50,"LINESTRING (-76.3835961 20.7507082, -76.383465 20.7529345)"
337232820,tertiary,False,False,46.695,50,"LINESTRING (-76.3835961 20.7507082, -76.3831928 20.7505235)"
38877350,tertiary,False,True,247.929,50,"LINESTRING (-76.383465 20.7529345, -76.3835961 20.7507082)"
39375383,residential,False,False,52.188,,"LINESTRING (-76.383465 20.7529345, -76.3829644 20.7529007)"
39375383,residential,False,True,55.647,,"LINESTRING (-76.383465 20.7529345, -76.3839978 20.7529815)"
38877350,tertiary,False,False,70.469,50,"LINESTRING (-76.383465 20.7529345, -76.3834118 20.7532887, -76.3832682 20.7535299)"
38877350,tertiary,False,False,109.268,50,"LINESTRING (-76.3832682 20.7535299, -76.3825885 20.7539819, -76.3824437 20.7541328)"
38877350,tertiary,False,True,70.469,50,"LINESTRING (-76.3832682 20.7535299, -76.3834118 20.7532887, -76.383465 20.7529345)"
"[282113128, 38877327]",residential,False,"[False, True]",141.999,,"LINESTRING (-76.3832682 20.7535299, -76.3839392 20.753622, -76.3839978 20.7529815)"
282113133,tertiary,False,True,88.964,50,"LINESTRING (-76.382813 20.7495223, -76.3827876 20.7497687, -76.3827482 20.75032)"
337232841,tertiary,False,False,61.687,50,"LINESTRING (-76.382813 20.7495223, -76.3828248 20.7493592, -76.3828531 20.7489688)"
751211231,tertiary,False,False,99.811,50,"LINESTRING (-76.382813 20.7495223, -76.3827244 20.7495586, -76.3826791 20.7495738, -76.382299 20.7497134, -76.3819291 20.7498714)"
39375360,residential,False,False,188.525,,"LINESTRING (-76.3797104 20.7524543, -76.3815206 20.7525498)"
337232892,residential,False,False,37.516,,"LINESTRING (-76.3797104 20.7524543, -76.3796703 20.752119)"
337232892,residential,False,True,55.664,,"LINESTRING (-76.3797104 20.7524543, -76.3797098 20.7529549)"
39375360,residential,False,False,36.096,,"LINESTRING (-76.3815206 20.7525498, -76.3818669 20.7525724)"
39375360,residential,False,True,188.525,,"LINESTRING (-76.3815206 20.7525498, -76.3797104 20.7524543)"
39375361,residential,False,False,52.364,,"LINESTRING (-76.3815206 20.7525498, -76.3815164 20.7530207)"
39375361,residential,False,True,58.008,,"LINESTRING (-76.3815206 20.7525498, -76.3815108 20.7520282)"
39375361,residential,False,False,71.634,,"LINESTRING (-76.3815712 20.7500243, -76.381541 20.7506679)"
751211231,tertiary,False,False,34.53,50,"LINESTRING (-76.3815712 20.7500243, -76.3812661 20.7501469)"
751211231,tertiary,False,True,40.915,50,"LINESTRING (-76.3815712 20.7500243, -76.3819291 20.7498714)"
39375361,residential,False,False,52.918,,"LINESTRING (-76.3815083 20.7511684, -76.3815097 20.7516443)"
39375361,residential,False,True,55.757,,"LINESTRING (-76.3815083 20.7511684, -76.381541 20.7506679)"
39375371,residential,False,False,42.738,,"LINESTRING (-76.3815083 20.7511684, -76.3811051 20.7510938)"
949576066,residential,False,False,69.079,,"LINESTRING (-76.3815083 20.7511684, -76.382171 20.751212)"
949576066,residential,False,True,69.079,,"LINESTRING (-76.382171 20.751212, -76.3815083 20.7511684)"
39375362,residential,False,False,59.815,,"LINESTRING (-76.382171 20.751212, -76.3822446 20.7511014, -76.3822712 20.7506945)"
1051432240,residential,False,True,59.548,,"LINESTRING (-76.382171 20.751212, -76.3820145 20.7514507, -76.3818938 20.7515836, -76.3818804 20.7516638)"
282113131,residential,False,False,187.993,,"LINESTRING (-76.3797098 20.7529549, -76.3815164 20.7530207)"
"[39375361, 337232892, 39375364]",residential,False,True,286.279,,"LINESTRING (-76.3797098 20.7529549, -76.3796906 20.7534102, -76.3814875 20.7534578, -76.3815164 20.7530207)"
337232892,residential,False,False,55.664,,"LINESTRING (-76.3797098 20.7529549, -76.3797104 20.7524543)"
337232892,residential,False,False,56.702,,"LINESTRING (-76.3796703 20.752119, -76.3794967 20.7516356)"
337232892,residential,False,True,37.516,,"LINESTRING (-76.3796703 20.752119, -76.3797104 20.7524543)"
39375365,residential,False,True,138.721,,"LINESTRING (-76.3796703 20.752119, -76.3803446 20.7519675, -76.3801472 20.7513976)"
39375371,residential,False,True,72.633,,"LINESTRING (-76.3794967 20.7516356, -76.3801472 20.7513976)"
