osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,bridge,ref
336861420,True,2,Avenida Lenin,secondary,50,False,12.534,"LINESTRING (-74.9427822 20.6555881, -74.9428893 20.6556397)",,,
38804693,True,,Mariana Grajales,secondary,50,False,85.69300000000001,"LINESTRING (-74.9427822 20.6555881, -74.942753 20.6556792, -74.9426102 20.6563414)",,,
38804606,False,,Antonio Bolzán,residential,,True,116.929,"LINESTRING (-74.9402249 20.6542546, -74.9400222 20.6541561, -74.9392276 20.6537699)",,,
318024042,True,,Antonio Bolzán,residential,,False,85.653,"LINESTRING (-74.9402249 20.6542546, -74.9404615 20.6544232, -74.940916 20.6546706)",,,
38804697,True,,Mariana Grajales,secondary,,False,20.983000000000004,"LINESTRING (-74.9426102 20.6563414, -74.9425566 20.6563552, -74.9425238 20.656381, -74.9425109 20.6563993, -74.9424989 20.6564349, -74.9425007 20.6564722)",roundabout,,
38804697,True,,Mariana Grajales,secondary,,False,13.61,"LINESTRING (-74.9427163 20.656402, -74.9427029 20.6563821, -74.9426731 20.6563573, -74.9426496 20.656347, -74.9426102 20.6563414)",roundabout,,
336861535,True,,Mariana Grajales,secondary,50,False,50.227000000000004,"LINESTRING (-74.9427163 20.656402, -74.9427633 20.6560275, -74.9427813 20.6559548)",,,
336861477,True,,Mariana Grajales,secondary,,False,13.751,"LINESTRING (-74.9425986 20.6565556, -74.9427144 20.6566152)",,,
38804697,True,,Mariana Grajales,secondary,,False,15.125,"LINESTRING (-74.9425986 20.6565556, -74.9426506 20.6565505, -74.9426881 20.6565361, -74.9427222 20.6564987)",roundabout,,
38804697,True,,Mariana Grajales,secondary,,False,14.575,"LINESTRING (-74.9425007 20.6564722, -74.9425198 20.656512, -74.9425485 20.656538, -74.9425986 20.6565556)",roundabout,,
336861468,True,,Camilo Cienfuegos,tertiary,50,False,45.372,"LINESTRING (-74.9425007 20.6564722, -74.9425304 20.6567341, -74.9425254 20.6568787)",,,
575154880,False,,Camilo Cienfuegos,tertiary,50,True,56.524,"LINESTRING (-74.9425254 20.6568787, -74.9422539 20.657319)",,,
336861516,True,,Camilo Cienfuegos,tertiary,50,False,35.412,"LINESTRING (-74.9425254 20.6568787, -74.9426823 20.6566799, -74.9427144 20.6566152)",,,
