osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,access
450135903,2,CC,Avenida 47,primary,50,False,False,111.605,"LINESTRING (-82.1514845 22.9612186, -82.1514231 22.961177, -82.1511985 22.961025, -82.1506504 22.9606501, -82.1506103 22.9606192)",,
700548122,4,CC,Avenida 47,primary,50,False,True,66.09,"LINESTRING (-82.1514845 22.9612186, -82.1515282 22.96125, -82.1519064 22.9614892, -82.1519778 22.9615343, -82.1520146 22.9615576)",13,
787020911,2,2-700,Calle 54 (Maceo),secondary,50,True,False,93.901,"LINESTRING (-82.1514845 22.9612186, -82.1515436 22.9611668, -82.151798 22.9609192, -82.1521498 22.9606387)",,
51063643,,,Calle 42,residential,,False,True,78.53,"LINESTRING (-82.1495328 22.9599037, -82.1499983 22.9593424)",,
313601897,,,Calle 42,residential,,False,True,84.242,"LINESTRING (-82.1495328 22.9599037, -82.1490615 22.9605247)",,
1161522224,2,CC,Avenida 47,primary,50,False,False,77.279,"LINESTRING (-82.1495328 22.9599037, -82.1489584 22.9595132, -82.1489256 22.9594909)",,
"[1161522224, 802071450]",2,CC,Avenida 47,primary,50,False,True,136.034,"LINESTRING (-82.1495328 22.9599037, -82.1502554 22.960395, -82.1506103 22.9606192)",,
51063662,,,Avenida 35,residential,,False,True,77.524,"LINESTRING (-82.1470223 22.9651167, -82.1476553 22.9654993)",,
1160034369,2,2-411,Calle 54 (Maceo),primary,50,True,False,113.455,"LINESTRING (-82.1470223 22.9651167, -82.1478241 22.9644124)",,
262792297,2,,Calle 40,secondary,50,False,False,86.097,"LINESTRING (-82.1489256 22.9594909, -82.1494114 22.9588589)",8,
23968746,2,CC,Avenida 47,primary,50,False,False,79.301,"LINESTRING (-82.1489256 22.9594909, -82.1488856 22.9594634, -82.1483025 22.9590673)",,
38526744,2,2,Calle 40,secondary,50,False,False,83.886,"LINESTRING (-82.1489256 22.9594909, -82.1488986 22.9595243, -82.1484366 22.9600962)",8,
1161522224,2,CC,Avenida 47,primary,50,False,True,77.279,"LINESTRING (-82.1489256 22.9594909, -82.1489584 22.9595132, -82.1495328 22.9599037)",,
38528393,,,Avenida 61,residential,,False,False,81.534,"LINESTRING (-82.150385 22.9576598, -82.1510122 22.9581116)",,
262792297,2,,Calle 40,secondary,50,False,False,3.751,"LINESTRING (-82.150385 22.9576598, -82.1504078 22.9576334)",8,
262792297,2,,Calle 40,secondary,50,False,True,136.439,"LINESTRING (-82.150385 22.9576598, -82.1495911 22.9586453)",8,
787020912,2,CC,Avenida 47,primary,50,False,True,89.563,"LINESTRING (-82.1529071 22.9621346, -82.1536168 22.9626055)",7,
"[1072888872, 388428149]",,,"['Calle 68', 'Avenida 49']",tertiary,50,True,False,152.265,"LINESTRING (-82.1529071 22.9621346, -82.1529383 22.9620878, -82.1531533 22.9617933, -82.1532528 22.9616802, -82.1534128 22.9614899, -82.1534155 22.9614521, -82.1533927 22.9614223, -82.1529531 22.9611304)","['5', '6']",
809374066,4,CC,Avenida 47,primary,50,False,False,111.65299999999999,"LINESTRING (-82.1529071 22.9621346, -82.1528607 22.9621046, -82.1522386 22.9617014, -82.1520779 22.9615983, -82.1520146 22.9615576)",13,
390350824,,,Calle 74,residential,,True,False,111.629,"LINESTRING (-82.1521162 22.964637, -82.1515203 22.9654777)",,
1161117381,,,Avenida 41,residential,,False,True,70.467,"LINESTRING (-82.1521162 22.964637, -82.1515353 22.9642971)",,
