osmid,oneway,name,highway,maxspeed,reversed,length,geometry,bridge
206031969,True,Avenida Principal,primary,50,False,33.206,"LINESTRING (-77.0296521 21.540476, -77.0297509 21.5405599, -77.0298747 21.5406906)",
"[234065664, 1236892790]",False,,residential,,False,141.722,"LINESTRING (-77.0296521 21.540476, -77.0295786 21.5404299, -77.0293685 21.5403599, -77.0291347 21.5403373, -77.0289762 21.5403789, -77.0288542 21.5404091, -77.0287831 21.5404091, -77.0287078 21.5403713, -77.0285676 21.5401028, -77.0285428 21.5400573)",
206031968,True,Avenida Principal,primary,50,False,204.945,"LINESTRING (-77.0298747 21.5406906, -77.029796 21.54053, -77.0297732 21.5404368, -77.0291221 21.5389872)",
"[1067106456, 1067106455]",False,"['Puente Amigos del Mar', 'Avenida Principal']",primary,50,True,32.562,"LINESTRING (-77.0298747 21.5406906, -77.0299352 21.540777, -77.0299781 21.5408459, -77.0300374 21.5409412)",yes
201769749,False,N1,residential,,False,442.452,"LINESTRING (-77.0300374 21.5409412, -77.0302562 21.5413879, -77.030347 21.5415982, -77.0304081 21.5417584, -77.0304839 21.5419852, -77.0306414 21.542485, -77.0308211 21.5430157, -77.0308544 21.5431174, -77.0308933 21.5432535, -77.0309359 21.5434034, -77.0309748 21.5435154, -77.0310249 21.543624, -77.0310786 21.5437377, -77.0311471 21.5438618, -77.0312009 21.5439583, -77.0312472 21.5440393, -77.0313046 21.5441444, -77.0313861 21.544296, -77.0315566 21.5446493)",
206031966,False,Avenida Principal,primary,50,True,198.253,"LINESTRING (-77.0300374 21.5409412, -77.030113 21.5410299, -77.030195 21.5410898, -77.0303007 21.5411864, -77.0306622 21.5414943, -77.0314384 21.5421555)",
"[1067106456, 1067106455]",False,"['Puente Amigos del Mar', 'Avenida Principal']",primary,50,False,32.562,"LINESTRING (-77.0300374 21.5409412, -77.0299781 21.5408459, -77.0299352 21.540777, -77.0298747 21.5406906)",yes
201769739,False,Martinez,tertiary,50,True,262.662,"LINESTRING (-77.0314384 21.5421555, -77.0318521 21.5431879, -77.0320158 21.5435656, -77.0321208 21.5437842, -77.0323577 21.544357)",
206031966,False,Avenida Principal,primary,50,False,198.25300000000001,"LINESTRING (-77.0314384 21.5421555, -77.0306622 21.5414943, -77.0303007 21.5411864, -77.030195 21.5410898, -77.030113 21.5410299, -77.0300374 21.5409412)",
316890458,False,,residential,,False,89.002,"LINESTRING (-77.0323577 21.544357, -77.0315566 21.5446493)",
201769739,False,Martinez,tertiary,50,False,262.66200000000003,"LINESTRING (-77.0323577 21.544357, -77.0321208 21.5437842, -77.0320158 21.5435656, -77.0318521 21.5431879, -77.0314384 21.5421555)",
201769739,False,Martinez,tertiary,50,True,239.97000000000003,"LINESTRING (-77.0323577 21.544357, -77.0326247 21.5450151, -77.0327016 21.5451805, -77.0327599 21.5452891, -77.0328415 21.5454097, -77.0329156 21.5455002, -77.0329739 21.5455596, -77.0330388 21.5456165, -77.0331064 21.5456691, -77.0336395 21.5460917)",
316890458,False,,residential,,True,89.002,"LINESTRING (-77.0315566 21.5446493, -77.0323577 21.544357)",
201769749,False,N1,residential,,True,442.452,"LINESTRING (-77.0315566 21.5446493, -77.0313861 21.544296, -77.0313046 21.5441444, -77.0312472 21.5440393, -77.0312009 21.5439583, -77.0311471 21.5438618, -77.0310786 21.5437377, -77.0310249 21.543624, -77.0309748 21.5435154, -77.0309359 21.5434034, -77.0308933 21.5432535, -77.0308544 21.5431174, -77.0308211 21.5430157, -77.0306414 21.542485, -77.0304839 21.5419852, -77.0304081 21.5417584, -77.030347 21.5415982, -77.0302562 21.5413879, -77.0300374 21.5409412)",
201769739,False,Martinez,tertiary,50,False,239.97,"LINESTRING (-77.0336395 21.5460917, -77.0331064 21.5456691, -77.0330388 21.5456165, -77.0329739 21.5455596, -77.0329156 21.5455002, -77.0328415 21.5454097, -77.0327599 21.5452891, -77.0327016 21.5451805, -77.0326247 21.5450151, -77.0323577 21.544357)",
1236892790,False,,residential,,True,16.027,"LINESTRING (-77.0280452 21.5393559, -77.0281418 21.5394686)",
234065665,False,,residential,,False,11.363,"LINESTRING (-77.0291221 21.5389872, -77.0290231 21.5390315)",
206031969,True,Avenida Principal,primary,50,False,81.872,"LINESTRING (-77.0290231 21.5390315, -77.02933 21.5397102)",
234065665,False,,residential,,True,11.363,"LINESTRING (-77.0290231 21.5390315, -77.0291221 21.5389872)",
234065665,False,,residential,,False,103.47299999999998,"LINESTRING (-77.0290231 21.5390315, -77.0287485 21.5391725, -77.0285474 21.5392622, -77.0284517 21.5393049, -77.0282932 21.539373, -77.0281418 21.5394686)",
1236892790,False,,residential,,False,16.027,"LINESTRING (-77.0281418 21.5394686, -77.0280452 21.5393559)",
