osmid,name,highway,oneway,reversed,length,ref,maxspeed,lanes,geometry
125515663,Antonio Maceo,residential,False,True,121.243,,,,"LINESTRING (-80.3906476 22.877852, -80.3917531 22.8782412)"
125515666,Martí,residential,False,True,86.865,,,,"LINESTRING (-80.3906476 22.877852, -80.3909666 22.8771282)"
125515707,Martí,primary,False,False,57.866,CN,50,,"LINESTRING (-80.3906476 22.877852, -80.3907481 22.8783641)"
802071602,Antonio Maceo,primary,False,True,77.58300000000001,CN,50,2,"LINESTRING (-80.3906476 22.877852, -80.3906133 22.8778193, -80.3905716 22.87779, -80.3902881 22.8776897, -80.3901945 22.8776459, -80.3901225 22.8775954, -80.3900656 22.8775366, -80.3900231 22.8774844)"
405160436,,residential,False,True,11.9,,,,"LINESTRING (-80.3900231 22.8774844, -80.3899146 22.8775226)"
125515553,Méndez Peñate,residential,False,True,174.387,,,,"LINESTRING (-80.3900231 22.8774844, -80.3903742 22.8766751, -80.3906287 22.876019)"
802071602,Antonio Maceo,primary,False,False,77.583,CN,50,2,"LINESTRING (-80.3900231 22.8774844, -80.3900656 22.8775366, -80.3901225 22.8775954, -80.3901945 22.8776459, -80.3902881 22.8776897, -80.3905716 22.87779, -80.3906133 22.8778193, -80.3906476 22.877852)"
125515551,Libertad,residential,False,False,82.238,,,,"LINESTRING (-80.3914409 22.8832996, -80.3906409 22.8833609)"
125515551,Libertad,residential,False,True,76.182,,,,"LINESTRING (-80.3914409 22.8832996, -80.3921792 22.8832176)"
125515707,Martí,primary,False,True,100.676,CN,50,,"LINESTRING (-80.3914409 22.8832996, -80.3913122 22.882402)"
802071603,Martí,primary,False,False,130.216,CN,50,2,"LINESTRING (-80.3914409 22.8832996, -80.3915943 22.8844621)"
125515561,Robaut,residential,False,False,81.869,,,,"LINESTRING (-80.3910631 22.8805242, -80.3902687 22.8806043)"
125515561,Robaut,residential,False,True,83.585,,,,"LINESTRING (-80.3910631 22.8805242, -80.3918729 22.8804325)"
125515707,Martí,primary,False,False,106.063,CN,50,,"LINESTRING (-80.3910631 22.8805242, -80.3911922 22.8814706)"
125515707,Martí,primary,False,True,106.346,CN,50,,"LINESTRING (-80.3910631 22.8805242, -80.390949 22.8795736)"
125515621,Rafael Trejo,residential,False,True,78.221,,,,"LINESTRING (-80.3906287 22.876019, -80.3913537 22.8762396)"
125515553,Méndez Peñate,residential,False,False,174.387,,,,"LINESTRING (-80.3906287 22.876019, -80.3903742 22.8766751, -80.3900231 22.8774844)"
125515621,Rafael Trejo,residential,False,False,78.221,,,,"LINESTRING (-80.3913537 22.8762396, -80.3906287 22.876019)"
125515621,Rafael Trejo,residential,False,True,81.47,,,,"LINESTRING (-80.3913537 22.8762396, -80.3921041 22.8764821)"
125515666,Martí,residential,False,False,68.763,,,,"LINESTRING (-80.3913537 22.8762396, -80.3911037 22.8768135)"
125515621,Rafael Trejo,residential,False,False,81.47,,,,"LINESTRING (-80.3921041 22.8764821, -80.3913537 22.8762396)"
125515733,Pepito Tey,residential,False,False,70.288,,,,"LINESTRING (-80.3921041 22.8764821, -80.3920308 22.8771106)"
125515669,Adolfo Bonilla,residential,False,False,64.235,,,,"LINESTRING (-80.387471 22.8765807, -80.3880576 22.8767847)"
125515669,Adolfo Bonilla,residential,False,False,124.59,,,,"LINESTRING (-80.3880576 22.8767847, -80.3891992 22.8771709)"
125515669,Adolfo Bonilla,residential,False,True,64.235,,,,"LINESTRING (-80.3880576 22.8767847, -80.387471 22.8765807)"
"[125515579, 125515677]",Juan Bruno Zayas,residential,False,"[False, True]",205.529,,,,"LINESTRING (-80.3880576 22.8767847, -80.3879024 22.8774199, -80.3891351 22.8777988)"
125515571,,residential,False,False,100.561,,,,"LINESTRING (-80.3911037 22.8768135, -80.3920308 22.8771106)"
125515666,Martí,residential,False,False,37.707,,,,"LINESTRING (-80.3911037 22.8768135, -80.3909666 22.8771282)"
125515666,Martí,residential,False,True,68.763,,,,"LINESTRING (-80.3911037 22.8768135, -80.3913537 22.8762396)"
125515571,,residential,False,True,100.561,,,,"LINESTRING (-80.3920308 22.8771106, -80.3911037 22.8768135)"
125515733,Pepito Tey,residential,False,True,70.288,,,,"LINESTRING (-80.3920308 22.8771106, -80.3921041 22.8764821)"
125515733,Pepito Tey,residential,False,False,43.479,,,,"LINESTRING (-80.3920308 22.8771106, -80.3920018 22.8772942, -80.3919621 22.8774964)"
125515669,Adolfo Bonilla,residential,False,True,124.59,,,,"LINESTRING (-80.3891992 22.8771709, -80.3880576 22.8767847)"
125515700,Rafael Ledón,residential,False,False,70.128,,,,"LINESTRING (-80.3891992 22.8771709, -80.3891351 22.8777988)"
