osmid,name,highway,oneway,reversed,length,maxspeed,lanes,ref,geometry
51188995,28,residential,False,False,33.946,,,,"LINESTRING (-81.981737 22.9228018, -81.9815821 22.9225319)"
51188995,28,residential,False,True,79.534,,,,"LINESTRING (-81.981737 22.9228018, -81.9821377 22.9234145)"
422973304,33,residential,False,False,128.114,,,,"LINESTRING (-81.981737 22.9228018, -81.9827966 22.9221894)"
51188984,31,tertiary,False,False,129.624,50,,,"LINESTRING (-81.9832138 22.9228008, -81.9821377 22.9234145)"
51188984,31,tertiary,False,True,144.572,50,,,"LINESTRING (-81.9832138 22.9228008, -81.9844199 22.9221252)"
400232800,30,residential,False,False,104.541,,,,"LINESTRING (-81.9832138 22.9228008, -81.9837542 22.9235984)"
400232800,30,residential,False,True,80.297,,,,"LINESTRING (-81.9832138 22.9228008, -81.9827966 22.9221894)"
51188984,31,tertiary,False,False,144.572,50,,,"LINESTRING (-81.9844199 22.9221252, -81.9832138 22.9228008)"
51188997,26,residential,False,True,88.269,,,,"LINESTRING (-81.9809901 22.9231349, -81.9813898 22.9238382)"
400232800,30,residential,False,False,80.297,,,,"LINESTRING (-81.9827966 22.9221894, -81.9832138 22.9228008)"
422973304,33,residential,False,True,128.114,,,,"LINESTRING (-81.9827966 22.9221894, -81.981737 22.9228018)"
51188997,26,residential,False,False,88.901,,,,"LINESTRING (-81.9822374 22.925347, -81.9818284 22.9246418)"
111708560,Carretera Central (27),primary,False,True,93.978,50,2,CC,"LINESTRING (-81.9822374 22.925347, -81.9830838 22.9250205)"
111708560,Carretera Central (27),primary,False,False,107.382,50,2,CC,"LINESTRING (-81.9822374 22.925347, -81.9818849 22.9254198, -81.9812143 22.9255584)"
51188984,31,tertiary,False,True,13.634,50,,,"LINESTRING (-81.9806685 22.9242031, -81.9807846 22.9241431)"
531676415,24,residential,False,False,102.967,,,,"LINESTRING (-81.9806685 22.9242031, -81.9810155 22.9250722)"
531676416,31,tertiary,False,False,117.305,50,,,"LINESTRING (-81.9806685 22.9242031, -81.9796851 22.924744)"
51188995,28,residential,False,False,100.797,,,,"LINESTRING (-81.9830838 22.9250205, -81.9826141 22.9242239)"
111708560,Carretera Central (27),primary,False,False,93.978,50,2,CC,"LINESTRING (-81.9830838 22.9250205, -81.9822374 22.925347)"
