osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,bridge
141112755,False,4-474,Juan Bruno Zayas,secondary,50,False,90.09899999999999,"LINESTRING (-79.9758843 22.1504111, -79.9760518 22.1507938, -79.9761911 22.1511696)",
350968091,False,4-206,Ignacio Agramonte,secondary,50,True,73.586,"LINESTRING (-79.9758843 22.1504111, -79.9759714 22.150374, -79.976036 22.150357, -79.97629 22.1503378, -79.9765865 22.1503292)",
480124807,False,4-474,Juan Bruno Zayas,secondary,50,True,13.162,"LINESTRING (-79.9758843 22.1504111, -79.9758464 22.1503915, -79.9757857 22.1503372)",
119992367,False,,Quintín Banderas,residential,,False,80.96,"LINESTRING (-79.9761398 22.1481218, -79.9754518 22.148474)",
119992367,False,,Quintín Banderas,residential,,True,72.394,"LINESTRING (-79.9761398 22.1481218, -79.9767701 22.1478336)",
124250580,False,,José Martí,residential,,True,96.135,"LINESTRING (-79.9761398 22.1481218, -79.9757374 22.1473417)",
124250580,False,,José Martí,residential,,False,86.605,"LINESTRING (-79.9761398 22.1481218, -79.9762832 22.1485345, -79.9763043 22.1486224, -79.9763147 22.1487288, -79.9763376 22.1488757)",
119992367,False,,Quintín Banderas,residential,,False,32.895,"LINESTRING (-79.9770812 22.1477666, -79.9767701 22.1478336)",
119992367,False,,Quintín Banderas,residential,,True,28.281,"LINESTRING (-79.9770812 22.1477666, -79.9773494 22.1478212)",
124250738,False,,Chichi Padrón,residential,,True,98.171,"LINESTRING (-79.9770812 22.1477666, -79.9771644 22.1468871)",
119992367,False,,Quintín Banderas,residential,,False,87.287,"LINESTRING (-79.9754518 22.148474, -79.9746833 22.148805)",
119992367,False,,Quintín Banderas,residential,,True,80.96,"LINESTRING (-79.9754518 22.148474, -79.9761398 22.1481218)",
124250727,False,,Obdulio Morales,residential,,False,81.839,"LINESTRING (-79.9754518 22.148474, -79.9758541 22.1491087)",
124250727,False,,Obdulio Morales,residential,,True,100.239,"LINESTRING (-79.9754518 22.148474, -79.9749676 22.147692)",
119992367,False,,Quintín Banderas,residential,,False,72.394,"LINESTRING (-79.9767701 22.1478336, -79.9761398 22.1481218)",
119992367,False,,Quintín Banderas,residential,,True,32.895,"LINESTRING (-79.9767701 22.1478336, -79.9770812 22.1477666)",
124250582,False,,Reinaldo Urquiza,residential,,True,94.539,"LINESTRING (-79.9767701 22.1478336, -79.9764241 22.1470461)",
119992367,False,,Quintín Banderas,residential,,True,87.287,"LINESTRING (-79.9746833 22.148805, -79.9754518 22.148474)",
124250581,False,,Quintín Banderas Este,residential,,True,54.525,"LINESTRING (-79.9746833 22.148805, -79.9742005 22.1490062)",
124250762,False,4-474,Juan Bruno Zayas,secondary,50,True,98.086,"LINESTRING (-79.9746833 22.148805, -79.9742542 22.1480175)",
124250762,False,4-474,Juan Bruno Zayas,secondary,50,False,89.38,"LINESTRING (-79.9746833 22.148805, -79.9747766 22.1489994, -79.9749588 22.1492962, -79.9751098 22.149503)",
124250659,False,,1ra,residential,,True,62.825,"LINESTRING (-79.9812793 22.1458703, -79.9813097 22.1464346)",
124250710,False,,J,residential,,False,40.519,"LINESTRING (-79.9812793 22.1458703, -79.9808859 22.1458735)",
124250710,False,,J,residential,,True,40.519,"LINESTRING (-79.9808859 22.1458735, -79.9812793 22.1458703)",
1149649580,False,,Comunidad,residential,,True,25.184,"LINESTRING (-79.9808859 22.1458735, -79.9808737 22.1460997)",
124250718,False,,Nicolás Fleites,residential,,False,84.096,"LINESTRING (-79.9768452 22.1460101, -79.9760995 22.1463182)",
124250738,False,,Chichi Padrón,residential,,False,91.592,"LINESTRING (-79.9768452 22.1460101, -79.9770437 22.146671, -79.9771268 22.1467852)",
124250724,False,,Victor Martínez,residential,,False,87.624,"LINESTRING (-79.9740798 22.1460623, -79.9734159 22.1465551)",
124250727,False,,Obdulio Morales,residential,,False,121.203,"LINESTRING (-79.9740798 22.1460623, -79.9746029 22.1470387)",
124250762,False,4-474,Juan Bruno Zayas,secondary,50,False,45.349,"LINESTRING (-79.9732413 22.1461807, -79.9734159 22.1465551)",
616602198,False,,K,residential,,True,47.387,"LINESTRING (-79.98085 22.1464524, -79.9813097 22.1464346)",
1149649580,False,,Comunidad,residential,,False,39.294,"LINESTRING (-79.98085 22.1464524, -79.9808737 22.1460997)",
1149649580,False,,Comunidad,residential,,True,47.942,"LINESTRING (-79.98085 22.1464524, -79.9809575 22.1468719)",
124250582,False,,Reinaldo Urquiza,residential,,False,87.571,"LINESTRING (-79.9760995 22.1463182, -79.9764241 22.1470461)",
124250718,False,,Nicolás Fleites,residential,,False,82.902,"LINESTRING (-79.9760995 22.1463182, -79.9753861 22.1466635)",
