osmid,name,highway,oneway,reversed,length,maxspeed,geometry,bridge
23969310,Pastor Benítez,residential,False,False,82.961,,"LINESTRING (-75.1440409 20.1901056, -75.1446897 20.1905367)",
692883690,Pastor Benítez,secondary,False,False,110.145,50,"LINESTRING (-75.1440409 20.1901056, -75.1432388 20.1894618)",
41567296,Bartolomé Massó,secondary,False,False,241.649,50,"LINESTRING (-75.1440409 20.1901056, -75.1442298 20.1898048, -75.1445364 20.1894837, -75.145619 20.188531)",
41567296,Bartolomé Massó,secondary,False,True,241.15699999999998,50,"LINESTRING (-75.1440409 20.1901056, -75.1437619 20.1907299, -75.1435698 20.1914783, -75.1435597 20.191506, -75.1435475 20.1915541, -75.1433889 20.1921799)",
41567296,Bartolomé Massó,secondary,False,False,97.284,50,"LINESTRING (-75.145619 20.188531, -75.1462951 20.1879287)",
41567296,Bartolomé Massó,secondary,False,True,241.649,50,"LINESTRING (-75.145619 20.188531, -75.1445364 20.1894837, -75.1442298 20.1898048, -75.1440409 20.1901056)",
"[692883692, 49190486]",Flor Crombet,residential,False,False,275.49,,"LINESTRING (-75.145619 20.188531, -75.1459291 20.1889455, -75.1446897 20.1905367)",
692883690,Pastor Benítez,secondary,False,True,110.145,50,"LINESTRING (-75.1432388 20.1894618, -75.1440409 20.1901056)",
49190514,Los Maceo,residential,False,True,290.99,,"LINESTRING (-75.1432388 20.1894618, -75.142742 20.1912854, -75.1427276 20.1913382, -75.142718 20.1913732, -75.142547 20.1919969)",
23969457,Bartolomé Massó,secondary,False,False,97.018,50,"LINESTRING (-75.1433889 20.1921799, -75.1431737 20.1930287)",
227451396,Américo Desliz,tertiary,False,True,91.384,50,"LINESTRING (-75.1433889 20.1921799, -75.144243 20.1923611)",
355513806,Américo Desliz,residential,False,False,90.187,,"LINESTRING (-75.1433889 20.1921799, -75.142547 20.1919969)",
41567296,Bartolomé Massó,secondary,False,False,241.15700000000004,50,"LINESTRING (-75.1433889 20.1921799, -75.1435475 20.1915541, -75.1435597 20.191506, -75.1435698 20.1914783, -75.1437619 20.1907299, -75.1440409 20.1901056)",
23969310,Pastor Benítez,residential,False,True,152.265,,"LINESTRING (-75.1458205 20.191402, -75.1446897 20.1905367)",
392650584,Martí,tertiary,False,False,83.004,50,"LINESTRING (-75.1458205 20.191402, -75.1454072 20.1919736, -75.1453901 20.191996, -75.1453738 20.1920196)",
"[392638218, 692883684, 392650583]",Martí,residential,False,True,257.42600000000004,,"LINESTRING (-75.1458205 20.191402, -75.1460941 20.1911009, -75.1462619 20.1909019, -75.1479298 20.190333)",yes
49190534,Martí,tertiary,False,True,83.926,50,"LINESTRING (-75.1449361 20.1926539, -75.1447125 20.1933789)",
49190678,Américo Desliz,residential,False,False,97.597,,"LINESTRING (-75.1449361 20.1926539, -75.1457464 20.1930921)",
227451396,Américo Desliz,tertiary,False,False,80.051,50,"LINESTRING (-75.1449361 20.1926539, -75.1445547 20.1924403, -75.144243 20.1923611)",
392650584,Martí,tertiary,False,True,84.03099999999999,50,"LINESTRING (-75.1449361 20.1926539, -75.1453645 20.1920331, -75.1453738 20.1920196)",
49190486,Flor Crombet,residential,False,False,98.044,,"LINESTRING (-75.144243 20.1923611, -75.144008 20.1932148)",
227451396,Américo Desliz,tertiary,False,False,91.384,50,"LINESTRING (-75.144243 20.1923611, -75.1433889 20.1921799)",
49190486,Flor Crombet,residential,False,True,208.152,,"LINESTRING (-75.144243 20.1923611, -75.1443898 20.1917582, -75.1443995 20.1917184, -75.1444064 20.1916905, -75.1446897 20.1905367)",
227451396,Américo Desliz,tertiary,False,True,80.051,50,"LINESTRING (-75.144243 20.1923611, -75.1445547 20.1924403, -75.1449361 20.1926539)",
23969310,Pastor Benítez,residential,False,False,152.265,,"LINESTRING (-75.1446897 20.1905367, -75.1458205 20.191402)",
23969310,Pastor Benítez,residential,False,True,82.961,,"LINESTRING (-75.1446897 20.1905367, -75.1440409 20.1901056)",
49190486,Flor Crombet,residential,False,False,208.152,,"LINESTRING (-75.1446897 20.1905367, -75.1444064 20.1916905, -75.1443995 20.1917184, -75.1443898 20.1917582, -75.144243 20.1923611)",
"[692883692, 49190486]",Flor Crombet,residential,False,True,275.49,,"LINESTRING (-75.1446897 20.1905367, -75.1459291 20.1889455, -75.145619 20.188531)",
49190514,Los Maceo,residential,False,False,101.392,,"LINESTRING (-75.1420812 20.1937325, -75.1423139 20.1928472)",
49190514,Los Maceo,residential,False,True,118.688,,"LINESTRING (-75.1420812 20.1937325, -75.141828 20.1947731)",
692883685,Angel Bouza,residential,False,True,92.837,,"LINESTRING (-75.1420812 20.1937325, -75.1429458 20.193929)",
49190534,Martí,tertiary,False,False,102.409,50,"LINESTRING (-75.1444806 20.1942738, -75.1447125 20.1933789)",
49190534,Martí,tertiary,False,True,108.286,50,"LINESTRING (-75.1444806 20.1942738, -75.144251 20.1952235)",
273579186,Angel Bouza,tertiary,False,False,77.246,50,"LINESTRING (-75.1444806 20.1942738, -75.1437571 20.1941271)",
273579186,Angel Bouza,tertiary,False,True,84.984,50,"LINESTRING (-75.1444806 20.1942738, -75.1452768 20.1944342)",
49190615,M. González,residential,False,False,57.999,,"LINESTRING (-75.1455649 20.1935851, -75.1457464 20.1930921)",
49190615,M. González,residential,False,True,99.087,,"LINESTRING (-75.1455649 20.1935851, -75.1452768 20.1944342)",
49190675,Rigoberto García,residential,False,False,91.864,,"LINESTRING (-75.1455649 20.1935851, -75.1447125 20.1933789)",
49190675,Rigoberto García,residential,False,True,105.554,,"LINESTRING (-75.1455649 20.1935851, -75.1465466 20.1938136)",
49190615,M. González,residential,False,False,108.393,,"LINESTRING (-75.1457464 20.1930921, -75.1461143 20.1921805)",
49190615,M. González,residential,False,True,57.999,,"LINESTRING (-75.1457464 20.1930921, -75.1455649 20.1935851)",
49190678,Américo Desliz,residential,False,True,97.597,,"LINESTRING (-75.1457464 20.1930921, -75.1449361 20.1926539)",
49190615,M. González,residential,False,True,108.393,,"LINESTRING (-75.1461143 20.1921805, -75.1457464 20.1930921)",
692883683,Reinaldo Góngora,residential,False,False,79.323,,"LINESTRING (-75.1461143 20.1921805, -75.1453738 20.1920196)",
221226851,Reinaldo Góngora,residential,False,False,87.53299999999999,,"LINESTRING (-75.1461143 20.1921805, -75.1463128 20.1921774, -75.1465889 20.1922729, -75.1468724 20.192459)",
