osmid,oneway,highway,reversed,length,geometry,ref,name,maxspeed,bridge
999720875,True,primary_link,False,271.179,"LINESTRING (-79.8325403 9.362523, -79.8325469 9.3625063, -79.8325489 9.3624951, -79.8325476 9.3624825, -79.8325443 9.3624719, -79.8325369 9.3624614, -79.8325262 9.3624534, -79.832508 9.3624468, -79.8324939 9.3624428, -79.8323679 9.3624203, -79.8322546 9.3623965, -79.8321446 9.3623694, -79.8320655 9.3623502, -79.8319776 9.3623244, -79.8318093 9.3622701, -79.831645 9.3622112, -79.8314707 9.3621365, -79.8313621 9.3620855, -79.8312776 9.3620419, -79.8310912 9.361936, -79.8309276 9.3618315, -79.8308089 9.3617487, -79.83066 9.3616324, -79.8306097 9.3615867, -79.830558 9.3615383, -79.8305031 9.3614795, -79.8304379 9.3614001)",,,,
"[1259098473, 1259098474, 1259098475, 855006127]",True,primary,False,392.68100000000004,"LINESTRING (-79.8325403 9.362523, -79.8329375 9.3625495, -79.8333406 9.3625437, -79.8337303 9.3625044, -79.8341718 9.3624068, -79.8345902 9.3622646, -79.8352225 9.3619983, -79.8354058 9.3619228, -79.8357795 9.3617785, -79.8359107 9.3617278, -79.8359698 9.3617067)",3,Carretera Transístmica,40,yes
30842116,False,tertiary,False,80.069,"LINESTRING (-79.8389145 9.3621603, -79.8391801 9.362831)",,Vía Cativá,,
622846836,False,tertiary,True,152.442,"LINESTRING (-79.8389145 9.3621603, -79.8387455 9.3620703, -79.8378906 9.3618702, -79.8375741 9.3618326)",,Vía Villa del Carmen,,
857610095,False,tertiary,False,20.869,"LINESTRING (-79.832335 9.3630079, -79.8324085 9.3628348)",36,Vía Bahía Las Minas,,
857610095,False,tertiary,True,271.588,"LINESTRING (-79.832335 9.3630079, -79.831941 9.3638688, -79.8318212 9.3641242, -79.8317671 9.3644477, -79.8318591 9.3653316)",36,Vía Bahía Las Minas,,
1163710768,False,tertiary,False,87.678,"LINESTRING (-79.832335 9.3630079, -79.8326326 9.3633207, -79.832933 9.3635241)",,Avenida Triunfante,,
857610098,False,residential,False,107.338,"LINESTRING (-79.8336032 9.3636216, -79.8339212 9.3645345)",,,,
1163710768,False,tertiary,False,277.624,"LINESTRING (-79.8336032 9.3636216, -79.8350789 9.3631039, -79.8353246 9.3629768, -79.8355676 9.3628384, -79.8359123 9.3626263)",,Avenida Triunfante,,
1163710768,False,tertiary,True,74.773,"LINESTRING (-79.8336032 9.3636216, -79.8332503 9.3636074, -79.832933 9.3635241)",,Avenida Triunfante,,
622846832,False,residential,False,79.978,"LINESTRING (-79.8375741 9.3618326, -79.8374701 9.3611207)",,,,
622846832,False,residential,True,73.941,"LINESTRING (-79.8375741 9.3618326, -79.8375397 9.3624967)",,,,
622846836,False,tertiary,False,152.442,"LINESTRING (-79.8375741 9.3618326, -79.8378906 9.3618702, -79.8387455 9.3620703, -79.8389145 9.3621603)",,Vía Villa del Carmen,,
622846836,False,tertiary,True,136.852,"LINESTRING (-79.8375741 9.3618326, -79.8372756 9.3618191, -79.8370779 9.3618498, -79.8367824 9.3619471, -79.8364115 9.3621749)",,Vía Villa del Carmen,,
622846832,False,residential,False,14.254,"LINESTRING (-79.8374701 9.3611207, -79.8374191 9.3610028)",,,,
622846832,False,residential,True,79.978,"LINESTRING (-79.8374701 9.3611207, -79.8375741 9.3618326)",,,,
622483310,True,primary,False,113.411,"LINESTRING (-79.8374701 9.3611207, -79.8375464 9.3610873, -79.8384149 9.3607069)",3,Carretera Transístmica,40,
30842519,False,residential,False,34.84,"LINESTRING (-79.8375802 9.3631975, -79.8372797 9.3632988)",,,,
622846832,False,residential,False,78.052,"LINESTRING (-79.8375802 9.3631975, -79.8375397 9.3624967)",,,,
30842519,False,residential,True,66.269,"LINESTRING (-79.8375802 9.3631975, -79.837769 9.3631975, -79.838181 9.3632484)",,,,
30842519,False,residential,False,66.269,"LINESTRING (-79.838181 9.3632484, -79.837769 9.3631975, -79.8375802 9.3631975)",,,,
30842519,False,residential,True,96.14500000000001,"LINESTRING (-79.835031 9.3662632, -79.8351769 9.3654502, -79.83519 9.3654134)",,,,
624420035,False,residential,False,262.517,"LINESTRING (-79.835031 9.3662632, -79.8336933 9.3660604, -79.8336415 9.3660884, -79.8336045 9.3661606, -79.8333638 9.3667508, -79.8332718 9.3668067, -79.8331267 9.3668171)",,,,
30842519,False,residential,True,34.84,"LINESTRING (-79.8372797 9.3632988, -79.8375802 9.3631975)",,,,
30842519,False,residential,False,150.319,"LINESTRING (-79.8372797 9.3632988, -79.8361726 9.3636718, -79.8360073 9.3637833)",,,,
30842530,False,residential,False,155.808,"LINESTRING (-79.8372797 9.3632988, -79.8375373 9.3644255, -79.8375765 9.3645029, -79.8376489 9.3646457)",,,,
30842530,False,residential,True,155.808,"LINESTRING (-79.8376489 9.3646457, -79.8375765 9.3645029, -79.8375373 9.3644255, -79.8372797 9.3632988)",,,,
622846829,False,residential,True,65.387,"LINESTRING (-79.8361866 9.3643441, -79.8360073 9.3637833)",,,,
622846829,False,residential,False,65.387,"LINESTRING (-79.8360073 9.3637833, -79.8361866 9.3643441)",,,,
30842519,False,residential,False,228.534,"LINESTRING (-79.8360073 9.3637833, -79.8354945 9.3641291, -79.8352444 9.36444, -79.8352336 9.3644867, -79.8352493 9.364547, -79.835373 9.3647721, -79.8353928 9.3648121, -79.835388 9.3648549, -79.83519 9.3654134)",,,,
30842519,False,residential,True,150.319,"LINESTRING (-79.8360073 9.3637833, -79.8361726 9.3636718, -79.8372797 9.3632988)",,,,
622846829,False,residential,True,135.97400000000002,"LINESTRING (-79.8360073 9.3637833, -79.8358979 9.3634855, -79.8360353 9.3628334, -79.8359123 9.3626263)",,,,
622846829,False,residential,False,135.97400000000002,"LINESTRING (-79.8359123 9.3626263, -79.8360353 9.3628334, -79.8358979 9.3634855, -79.8360073 9.3637833)",,,,
