osmid,oneway,name,highway,reversed,length,lanes,ref,geometry,tunnel
298596603,True,Calle 16,tertiary,False,46.814,,,"LINESTRING (-79.899862 9.3510169, -79.900267 9.3508844)",
280665324,True,Paseo Centenario,primary,False,109.82,2,3,"LINESTRING (-79.8996175 9.3510859, -79.8998919 9.3520357)",
380637470,True,Calle 16,tertiary,False,27.902,,,"LINESTRING (-79.8996175 9.3510859, -79.899862 9.3510169)",
622848618,False,Calle 16,residential,True,110.3,,,"LINESTRING (-79.8996175 9.3510859, -79.8986509 9.3513585)",
622817164,True,Paseo Centenario,primary,False,112.572,2,3,"LINESTRING (-79.9006947 9.3538887, -79.900417 9.3529141)",
622844978,False,Calle 13,secondary,True,55.741,2,,"LINESTRING (-79.9006947 9.3538887, -79.9011832 9.353751)",
280665324,True,Paseo Centenario,primary,False,107.464,2,3,"LINESTRING (-79.9004475 9.3539584, -79.9007161 9.3548878)",
622817163,True,Calle 13,secondary,False,28.208,2,,"LINESTRING (-79.9004475 9.3539584, -79.9006947 9.3538887)",
623506291,False,Calle 13,secondary,False,110.584,2,,"LINESTRING (-79.9004475 9.3539584, -79.8999757 9.3540914, -79.8994784 9.3542317)",
623457557,False,Calle 9,residential,True,131.775,,,"LINESTRING (-79.8975759 9.3588826, -79.8964234 9.3592162)",
623570723,False,Avenida Santa Isabel,residential,True,109.60300000000001,,,"LINESTRING (-79.8975759 9.3588826, -79.8974403 9.3584127, -79.8973023 9.3579346)",
"[623455088, 623570724]",False,Calle 9,residential,False,235.24,,,"LINESTRING (-79.8975759 9.3588826, -79.8991378 9.3584377, -79.8996359 9.3582959)",
299142297,False,Calle 17,unclassified,False,134.927,,,"LINESTRING (-79.8952477 9.3508157, -79.8940669 9.3511547)",
624092072,False,Avenida Santa Isabel,unclassified,True,146.589,,,"LINESTRING (-79.8952477 9.3508157, -79.8956136 9.3520836)",
380628886,True,Avenida Amador Guerrero,secondary,False,115.652,3,,"LINESTRING (-79.9013777 9.3526387, -79.9006511 9.3518852)",
622483319,False,Calle 14,residential,True,54.087,,,"LINESTRING (-79.9013777 9.3526387, -79.9009043 9.3527744)",
622817176,False,Calle 14,residential,False,54.96,,,"LINESTRING (-79.9013777 9.3526387, -79.9018582 9.352499)",
380628886,True,Avenida Amador Guerrero,secondary,False,113.052,3,,"LINESTRING (-79.90166 9.3536165, -79.9013777 9.3526387)",
622483321,False,Calle 13,secondary,False,54.409,2,,"LINESTRING (-79.90166 9.3536165, -79.9011832 9.353751)",
557096419,False,Avenida Meléndez,residential,False,110.329,2,,"LINESTRING (-79.8985449 9.354495, -79.898271 9.3535403)",
623506291,False,Calle 13,secondary,False,62.305,2,,"LINESTRING (-79.8985449 9.354495, -79.8979989 9.354649)",
623506291,False,Calle 13,secondary,True,53.363,2,,"LINESTRING (-79.8985449 9.354495, -79.8990119 9.3543609)",
623558238,False,Avenida Meléndez,tertiary,True,108.208,2,,"LINESTRING (-79.8985449 9.354495, -79.8988137 9.3554313)",
30685596,False,Calle 16,residential,True,59.326,,,"LINESTRING (-79.8977201 9.351621, -79.8972002 9.3517676)",
623453044,False,Calle 16,residential,False,53.324,,,"LINESTRING (-79.8977201 9.351621, -79.8981874 9.3514892)",
623453045,False,Avenida Meléndez,residential,True,110.241,2,,"LINESTRING (-79.8977201 9.351621, -79.8979939 9.3525749)",
30686649,False,Calle 15,residential,True,28.007,,,"LINESTRING (-79.8998919 9.3520357, -79.9001372 9.351966)",
280665324,True,Paseo Centenario,primary,False,111.57,2,3,"LINESTRING (-79.8998919 9.3520357, -79.9001708 9.3530006)",
622743022,False,Calle 15,residential,False,110.388,,,"LINESTRING (-79.8998919 9.3520357, -79.8989251 9.3523105)",
557096419,False,Avenida Meléndez,residential,True,111.57,2,,"LINESTRING (-79.8979939 9.3525749, -79.898271 9.3535403)",
623453045,False,Avenida Meléndez,residential,False,110.241,2,,"LINESTRING (-79.8979939 9.3525749, -79.8977201 9.351621)",
623453047,False,Calle 15,residential,False,60.322,,,"LINESTRING (-79.8979939 9.3525749, -79.8974656 9.3527251)",
623453047,False,Calle 15,residential,True,53.181,,,"LINESTRING (-79.8979939 9.3525749, -79.8984597 9.3524426)",
235351713,False,Calle 15,unclassified,True,118.884,,,"LINESTRING (-79.8959251 9.3531627, -79.8969672 9.3528698)",
624072128,False,Avenida Santa Isabel,unclassified,False,111.555,,,"LINESTRING (-79.8959251 9.3531627, -79.8962035 9.3541276)",
624072128,False,Avenida Santa Isabel,unclassified,True,62.515,,,"LINESTRING (-79.8959251 9.3531627, -79.895769 9.352622)",
1257906434,True,Calle 15,unclassified,False,179.983,,,"LINESTRING (-79.8959251 9.3531627, -79.8943509 9.353618)",
624089238,True,Avenida Roosevelt,unclassified,False,63.282,,,"LINESTRING (-79.8943509 9.353618, -79.8941848 9.353073)",
624089242,False,Calle 15,unclassified,False,24.262,,,"LINESTRING (-79.8943509 9.353618, -79.894135 9.3536652)",
624092066,True,Calle C,unclassified,False,125.562,,,"LINESTRING (-79.8933904 9.3538851, -79.8930808 9.352798)",
299142297,False,Calle 17,unclassified,False,70.891,,,"LINESTRING (-79.8936449 9.3512759, -79.8930245 9.351454)",
299142297,False,Calle 17,unclassified,True,48.222,,,"LINESTRING (-79.8936449 9.3512759, -79.8940669 9.3511547)",
299142297,False,Calle 17,unclassified,False,48.222,,,"LINESTRING (-79.8940669 9.3511547, -79.8936449 9.3512759)",
299142297,False,Calle 17,unclassified,True,134.927,,,"LINESTRING (-79.8940669 9.3511547, -79.8952477 9.3508157)",
299142297,False,Calle 17,unclassified,True,70.891,,,"LINESTRING (-79.8930245 9.351454, -79.8936449 9.3512759)",
624089247,True,Calle 16,unclassified,False,82.915,,,"LINESTRING (-79.8930808 9.352798, -79.8938074 9.352593)",
624089244,False,Calle 16,unclassified,True,24.278,,,"LINESTRING (-79.8940201 9.3525328, -79.8938074 9.352593)",
1257906430,True,Calle 16,unclassified,False,181.829,,,"LINESTRING (-79.8940201 9.3525328, -79.8956136 9.3520836)",
624072128,False,Avenida Santa Isabel,unclassified,False,62.248,,,"LINESTRING (-79.8956136 9.3520836, -79.895769 9.352622)",
624092072,False,Avenida Santa Isabel,unclassified,False,146.589,,,"LINESTRING (-79.8956136 9.3520836, -79.8952477 9.3508157)",
1257906432,False,Calle 16,unclassified,False,118.724,,,"LINESTRING (-79.8956136 9.3520836, -79.8966549 9.3517932)",
30686705,True,Avenida Roosevelt,unclassified,False,111.574,,,"LINESTRING (-79.894135 9.3536652, -79.8944126 9.3546305)",
624089241,True,Calle 15,unclassified,False,85.276,,,"LINESTRING (-79.894135 9.3536652, -79.8933904 9.3538851)",
624089242,False,Calle 15,unclassified,True,24.262,,,"LINESTRING (-79.894135 9.3536652, -79.8943509 9.353618)",
30686705,True,Avenida Roosevelt,unclassified,False,124.524,,,"LINESTRING (-79.8938074 9.352593, -79.894135 9.3536652)",
624089244,False,Calle 16,unclassified,False,24.278,,,"LINESTRING (-79.8938074 9.352593, -79.8940201 9.3525328)",
623570723,False,Avenida Santa Isabel,residential,True,110.992,,,"LINESTRING (-79.8970271 9.3569808, -79.89675 9.3560208)",
622817170,False,Calle 11,residential,True,130.27100000000002,,,"LINESTRING (-79.8970271 9.3569808, -79.8969418 9.3570052, -79.8960363 9.3572642, -79.8958867 9.357307)",
623570723,False,Avenida Santa Isabel,residential,False,110.272,,,"LINESTRING (-79.8970271 9.3569808, -79.8971726 9.3574853, -79.8973023 9.3579346)",
624072130,False,Calle 11,residential,False,88.599,,,"LINESTRING (-79.8970271 9.3569808, -79.8975467 9.3568347, -79.8978037 9.3567624)",
623562590,False,Paseo Gorgas,tertiary,True,109.172,2,,"LINESTRING (-79.8931117 9.3580989, -79.8933717 9.3590466)",
337491827,False,Calle 11,residential,False,115.17699999999999,,,"LINESTRING (-79.8931117 9.3580989, -79.8935584 9.3579561, -79.8941164 9.3577992)",
622817170,False,Calle 11,residential,False,23.087,,,"LINESTRING (-79.8952159 9.35749, -79.8954183 9.3574332)",
623562592,True,Avenida Roosevelt,secondary,False,110.607,2,,"LINESTRING (-79.8952159 9.35749, -79.8954912 9.3584469)",
"[622817170, 622861190]",False,Calle 11,residential,True,125.43599999999999,,,"LINESTRING (-79.8952159 9.35749, -79.8947696 9.3576156, -79.8941164 9.3577992)",
