osmid,lanes,highway,oneway,reversed,length,geometry,ref,name,maxspeed
382328318,2,tertiary,False,True,132.928,"LINESTRING (-81.0127567 8.1120242, -81.0129268 8.1119614, -81.0137559 8.1119741, -81.0139469 8.1119272)",,,
1056014758,2,primary,False,False,163.72899999999998,"LINESTRING (-81.0127567 8.1120242, -81.0132812 8.1121677, -81.013681 8.1123037, -81.0141651 8.1124928)",5,Vía Santiago - Soná,60
1056014757,2,primary,False,False,55.076,"LINESTRING (-81.0176415 8.1144693, -81.0180266 8.1147855)",5,Vía Santiago - Soná,40
396476247,,residential,False,False,78.82700000000001,"LINESTRING (-81.0176415 8.1144693, -81.0175507 8.1146501, -81.0174953 8.1149451, -81.0174989 8.115152)",,,
1056014757,2,primary,False,True,158.243,"LINESTRING (-81.0176415 8.1144693, -81.0171039 8.1140265, -81.0164896 8.1136213)",5,Vía Santiago - Soná,40
396476248,,unclassified,False,True,11.211,"LINESTRING (-81.015209 8.1176191, -81.0153083 8.1176415)",,,
396476247,,residential,False,True,78.827,"LINESTRING (-81.0174989 8.115152, -81.0174953 8.1149451, -81.0175507 8.1146501, -81.0176415 8.1144693)",,,
396476250,,residential,False,False,180.95800000000003,"LINESTRING (-81.0174989 8.115152, -81.0172016 8.1152377, -81.0167295 8.1154182, -81.0165686 8.1154767, -81.0161341 8.1154395, -81.0159141 8.1154235)",,,
396476250,,residential,False,False,29.559,"LINESTRING (-81.0159141 8.1154235, -81.0158766 8.1152536, -81.0158508 8.1151653)",,,
396476250,,residential,False,True,180.95800000000003,"LINESTRING (-81.0159141 8.1154235, -81.0161341 8.1154395, -81.0165686 8.1154767, -81.0167295 8.1154182, -81.0172016 8.1152377, -81.0174989 8.115152)",,,
396476251,,unclassified,False,True,262.827,"LINESTRING (-81.0159141 8.1154235, -81.0158202 8.115511, -81.015582 8.115944, -81.0153246 8.1166477, -81.0152978 8.1172318, -81.0153083 8.1176415)",,,
396476250,,residential,False,True,17.443,"LINESTRING (-81.0158068 8.1150146, -81.0158508 8.1151653)",,,
