osmid,ref,highway,junction,oneway,reversed,length,geometry
689871368,RN 3,trunk,roundabout,True,False,5.365,"LINESTRING (29.6026143 -4.3406468, 29.602607 -4.3406698, 29.6026061 -4.3406939)"
151330804,,residential,,False,False,109.797,"LINESTRING (29.6008609 -4.341432, 29.6012254 -4.3423501)"
151330764,,residential,,False,False,61.852999999999994,"LINESTRING (29.6008609 -4.341432, 29.6011592 -4.341263, 29.6013497 -4.3411641)"
151330764,,residential,,False,True,60.751000000000005,"LINESTRING (29.6008609 -4.341432, 29.6006598 -4.3415367, 29.6003758 -4.341686)"
692911401,,residential,,False,True,59.534,"LINESTRING (29.6024453 -4.3423326, 29.60199 -4.3420488)"
151330766,,residential,,False,False,131.59199999999998,"LINESTRING (29.6024453 -4.3423326, 29.6025206 -4.34222, 29.6026206 -4.3419903, 29.6027245 -4.3417466, 29.6027822 -4.3416226, 29.6028077 -4.3415504, 29.6028275 -4.3414879, 29.6028482 -4.3414284, 29.6028744 -4.3413494, 29.6028757 -4.3412415)"
692911401,,residential,,False,False,4.627,"LINESTRING (29.6016199 -4.3418111, 29.601655 -4.3418336)"
151330770,,residential,,False,False,78.003,"LINESTRING (29.6016199 -4.3418111, 29.6015208 -4.3415352, 29.6013497 -4.3411641)"
151330770,,residential,,False,True,75.03899999999999,"LINESTRING (29.6016199 -4.3418111, 29.6016073 -4.3418423, 29.6015862 -4.3418687, 29.6015656 -4.3418973, 29.6015252 -4.3419368, 29.6014881 -4.3419833, 29.6014185 -4.3420604, 29.6013375 -4.3421548, 29.6012594 -4.3422515, 29.6012254 -4.3423501)"
151330770,,residential,,False,False,74.123,"LINESTRING (29.6008895 -4.3429224, 29.6011775 -4.3424873, 29.6012254 -4.3423501)"
151330793,,residential,,False,True,148.86599999999999,"LINESTRING (29.6008895 -4.3429224, 29.6007903 -4.3426737, 29.6006951 -4.3424223, 29.6005771 -4.3421388, 29.6004832 -4.3419114, 29.6003758 -4.341686)"
151330764,,residential,,False,False,60.751000000000005,"LINESTRING (29.6003758 -4.341686, 29.6006598 -4.3415367, 29.6008609 -4.341432)"
151330793,,residential,,False,False,148.866,"LINESTRING (29.6003758 -4.341686, 29.6004832 -4.3419114, 29.6005771 -4.3421388, 29.6006951 -4.3424223, 29.6007903 -4.3426737, 29.6008895 -4.3429224)"
151330804,,residential,,False,False,57.051,"LINESTRING (29.6012254 -4.3423501, 29.6015863 -4.3427158)"
151330804,,residential,,False,True,109.797,"LINESTRING (29.6012254 -4.3423501, 29.6008609 -4.341432)"
151330770,,residential,,False,False,75.039,"LINESTRING (29.6012254 -4.3423501, 29.6012594 -4.3422515, 29.6013375 -4.3421548, 29.6014185 -4.3420604, 29.6014881 -4.3419833, 29.6015252 -4.3419368, 29.6015656 -4.3418973, 29.6015862 -4.3418687, 29.6016073 -4.3418423, 29.6016199 -4.3418111)"
151330770,,residential,,False,True,74.123,"LINESTRING (29.6012254 -4.3423501, 29.6011775 -4.3424873, 29.6008895 -4.3429224)"
151330764,,residential,,False,False,69.928,"LINESTRING (29.6013497 -4.3411641, 29.6014778 -4.341085, 29.6016249 -4.3410184, 29.601769 -4.3409668, 29.6019009 -4.3409272, 29.6019267 -4.3409174)"
151330764,,residential,,False,True,61.852999999999994,"LINESTRING (29.6013497 -4.3411641, 29.6011592 -4.341263, 29.6008609 -4.341432)"
151330770,,residential,,False,True,78.003,"LINESTRING (29.6013497 -4.3411641, 29.6015208 -4.3415352, 29.6016199 -4.3418111)"
