osmid,ref,highway,oneway,reversed,length,geometry,lanes
215264076,RP34,secondary,False,False,67.124,"LINESTRING (29.6038883 -3.2238831, 29.604198 -3.2238925, 29.6044927 -3.223899)",
742068214,RN 1,trunk,False,False,171.935,"LINESTRING (29.6038883 -3.2238831, 29.6026893 -3.2239595, 29.6023433 -3.223989)",2
742068214,RN 1,trunk,False,True,69.428,"LINESTRING (29.6038883 -3.2238831, 29.6040693 -3.223835, 29.6042369 -3.223772, 29.6044728 -3.2236653)",2
215264076,RP34,secondary,False,True,24.862,"LINESTRING (29.6047166 -3.2238947, 29.6044927 -3.223899)",
215265700,,tertiary,False,True,55.52700000000001,"LINESTRING (29.6004296 -3.2258783, 29.6004399 -3.2259142, 29.6004349 -3.2259586, 29.6002797 -3.2262411, 29.6002632 -3.2263348)",
742068214,RN 1,trunk,False,False,69.736,"LINESTRING (29.6004296 -3.2258783, 29.6002559 -3.2260195, 29.6001291 -3.2261461, 29.5999845 -3.226318)",2
742068214,RN 1,trunk,False,True,305.76800000000003,"LINESTRING (29.6004296 -3.2258783, 29.6008339 -3.2255482, 29.6009552 -3.2254471, 29.601025 -3.225385, 29.6011142 -3.2252891, 29.6012282 -3.2251499, 29.6016888 -3.2244335, 29.6017975 -3.2242963, 29.6019094 -3.2241844, 29.6020335 -3.2240934, 29.602122 -3.2240485, 29.6021944 -3.2240211, 29.6023433 -3.223989)",2
215265700,,tertiary,False,False,55.527,"LINESTRING (29.6002632 -3.2263348, 29.6002797 -3.2262411, 29.6004349 -3.2259586, 29.6004399 -3.2259142, 29.6004296 -3.2258783)",
742068214,RN 1,trunk,False,True,33.478,"LINESTRING (29.5997988 -3.2265552, 29.5999829 -3.2263198, 29.5999845 -3.226318)",2
689633740,,residential,False,True,427.006,"LINESTRING (29.6023433 -3.223989, 29.601831 -3.2239769, 29.6012637 -3.2240104, 29.6011256 -3.2240412, 29.6010545 -3.22408, 29.6010062 -3.2241429, 29.6008654 -3.2245219, 29.6006186 -3.2251164, 29.6005382 -3.2252771, 29.6004939 -3.2253467, 29.6004416 -3.2254243, 29.6000715 -3.2258234, 29.6000205 -3.2259037, 29.6000004 -3.2259907, 29.5999897 -3.2260764, 29.5999845 -3.226318)",
742068214,RN 1,trunk,False,False,305.768,"LINESTRING (29.6023433 -3.223989, 29.6021944 -3.2240211, 29.602122 -3.2240485, 29.6020335 -3.2240934, 29.6019094 -3.2241844, 29.6017975 -3.2242963, 29.6016888 -3.2244335, 29.6012282 -3.2251499, 29.6011142 -3.2252891, 29.601025 -3.225385, 29.6009552 -3.2254471, 29.6008339 -3.2255482, 29.6004296 -3.2258783)",2
742068214,RN 1,trunk,False,True,171.935,"LINESTRING (29.6023433 -3.223989, 29.6026893 -3.2239595, 29.6038883 -3.2238831)",2
709359676,RP34,secondary,False,True,26.08,"LINESTRING (29.6044728 -3.2236653, 29.6044927 -3.223899)",
742068214,RN 1,trunk,False,False,69.428,"LINESTRING (29.6044728 -3.2236653, 29.6042369 -3.223772, 29.6040693 -3.223835, 29.6038883 -3.2238831)",2
689633740,,residential,False,False,427.006,"LINESTRING (29.5999845 -3.226318, 29.5999897 -3.2260764, 29.6000004 -3.2259907, 29.6000205 -3.2259037, 29.6000715 -3.2258234, 29.6004416 -3.2254243, 29.6004939 -3.2253467, 29.6005382 -3.2252771, 29.6006186 -3.2251164, 29.6008654 -3.2245219, 29.6010062 -3.2241429, 29.6010545 -3.22408, 29.6011256 -3.2240412, 29.6012637 -3.2240104, 29.601831 -3.2239769, 29.6023433 -3.223989)",
742068214,RN 1,trunk,False,False,33.478,"LINESTRING (29.5999845 -3.226318, 29.5999829 -3.2263198, 29.5997988 -3.2265552)",2
742068214,RN 1,trunk,False,True,69.736,"LINESTRING (29.5999845 -3.226318, 29.6001291 -3.2261461, 29.6002559 -3.2260195, 29.6004296 -3.2258783)",2
215264076,RP34,secondary,False,False,24.862,"LINESTRING (29.6044927 -3.223899, 29.6047166 -3.2238947)",
709359676,RP34,secondary,False,False,26.08,"LINESTRING (29.6044927 -3.223899, 29.6044728 -3.2236653)",
215264076,RP34,secondary,False,True,67.124,"LINESTRING (29.6044927 -3.223899, 29.604198 -3.2238925, 29.6038883 -3.2238831)",
