osmid,oneway,highway,reversed,length,geometry,ref
304160024,False,secondary,False,84.804,"LINESTRING (30.2232592 -2.3714724, 30.2230614 -2.3715714, 30.2228791 -2.3716384, 30.2225419 -2.3717237)",
675941302,False,residential,True,63.934,"LINESTRING (30.2232592 -2.3714724, 30.2232182 -2.3717425, 30.2231714 -2.371885, 30.2231045 -2.3720213)",
304160024,False,secondary,False,68.723,"LINESTRING (30.2225419 -2.3717237, 30.2219238 -2.3717478)",
304160024,False,secondary,True,84.804,"LINESTRING (30.2225419 -2.3717237, 30.2228791 -2.3716384, 30.2230614 -2.3715714, 30.2232592 -2.3714724)",
344121670,False,unclassified,False,70.739,"LINESTRING (30.2225419 -2.3717237, 30.2227399 -2.3718354, 30.2231045 -2.3720213)",
304160024,False,secondary,True,68.723,"LINESTRING (30.2219238 -2.3717478, 30.2225419 -2.3717237)",
304160024,False,secondary,False,108.21000000000001,"LINESTRING (30.2219238 -2.3717478, 30.2216735 -2.3718342, 30.2210471 -2.3721664)",
302378510,False,primary,False,421.904,"LINESTRING (30.2210471 -2.3721664, 30.2212375 -2.3730943, 30.2215825 -2.3746366, 30.2218347 -2.375878)",RN 14
304160024,False,secondary,True,108.21000000000001,"LINESTRING (30.2210471 -2.3721664, 30.2216735 -2.3718342, 30.2219238 -2.3717478)",
302378510,False,primary,True,421.90400000000005,"LINESTRING (30.2218347 -2.375878, 30.2215825 -2.3746366, 30.2212375 -2.3730943, 30.2210471 -2.3721664)",RN 14
345540898,False,residential,False,466.725,"LINESTRING (30.2218347 -2.375878, 30.2219336 -2.3758399, 30.2219852 -2.3758157, 30.2220275 -2.3757836, 30.222061 -2.3757273, 30.2220905 -2.3756, 30.2221166 -2.3754251, 30.2221414 -2.3752195, 30.2221555 -2.3751685, 30.2221649 -2.3751424, 30.2221844 -2.375117, 30.2222112 -2.3750828, 30.2222709 -2.3750218, 30.2222849 -2.374999, 30.2222963 -2.3749709, 30.2223077 -2.3748878, 30.2223144 -2.3747719, 30.2223218 -2.3746975, 30.2223359 -2.3746272, 30.2223547 -2.3745515, 30.2223802 -2.3744892, 30.2224123 -2.3744115, 30.2224305 -2.3743552, 30.2224419 -2.3742996, 30.2224653 -2.3741039, 30.2224707 -2.3739968, 30.222476 -2.3739432, 30.2224908 -2.3738922, 30.2225183 -2.3738286, 30.2225337 -2.3737703, 30.2225438 -2.3737093, 30.2225498 -2.3736316, 30.2225548 -2.3733388, 30.2225585 -2.3732618, 30.2225699 -2.3732089, 30.2225927 -2.3731472, 30.2228187 -2.3727225, 30.2228723 -2.3726273, 30.2229086 -2.372555, 30.2230064 -2.3723392, 30.2231045 -2.3720213)",
344121670,False,unclassified,True,70.739,"LINESTRING (30.2231045 -2.3720213, 30.2227399 -2.3718354, 30.2225419 -2.3717237)",
345540898,False,residential,True,466.72499999999997,"LINESTRING (30.2231045 -2.3720213, 30.2230064 -2.3723392, 30.2229086 -2.372555, 30.2228723 -2.3726273, 30.2228187 -2.3727225, 30.2225927 -2.3731472, 30.2225699 -2.3732089, 30.2225585 -2.3732618, 30.2225548 -2.3733388, 30.2225498 -2.3736316, 30.2225438 -2.3737093, 30.2225337 -2.3737703, 30.2225183 -2.3738286, 30.2224908 -2.3738922, 30.222476 -2.3739432, 30.2224707 -2.3739968, 30.2224653 -2.3741039, 30.2224419 -2.3742996, 30.2224305 -2.3743552, 30.2224123 -2.3744115, 30.2223802 -2.3744892, 30.2223547 -2.3745515, 30.2223359 -2.3746272, 30.2223218 -2.3746975, 30.2223144 -2.3747719, 30.2223077 -2.3748878, 30.2222963 -2.3749709, 30.2222849 -2.374999, 30.2222709 -2.3750218, 30.2222112 -2.3750828, 30.2221844 -2.375117, 30.2221649 -2.3751424, 30.2221555 -2.3751685, 30.2221414 -2.3752195, 30.2221166 -2.3754251, 30.2220905 -2.3756, 30.222061 -2.3757273, 30.2220275 -2.3757836, 30.2219852 -2.3758157, 30.2219336 -2.3758399, 30.2218347 -2.375878)",
675941302,False,residential,False,63.934,"LINESTRING (30.2231045 -2.3720213, 30.2231714 -2.371885, 30.2232182 -2.3717425, 30.2232592 -2.3714724)",
