osmid,oneway,highway,maxspeed,reversed,length,geometry,name,ref,junction,lanes
16586345,True,residential,30,False,78.952,"LINESTRING (21.6958764 46.0907208, 21.6964585 46.0913049)",,,,
16586345,True,residential,30,False,138.223,"LINESTRING (21.6964585 46.0913049, 21.6968137 46.0915818, 21.6972275 46.0918073, 21.6974506 46.0919318, 21.6978317 46.0920917)",,,,
220262462,True,residential,RO:urban,False,145.463,"LINESTRING (21.6964585 46.0913049, 21.6956002 46.091835, 21.6950516 46.0921763)",Strada Gheorghe Doja,,,
16586356,False,residential,RO:urban,False,70.27,"LINESTRING (21.6984702 46.0922944, 21.6980294 46.0928475)",,,,
220262463,False,residential,30,True,167.08800000000002,"LINESTRING (21.6984702 46.0922944, 21.6986056 46.0921279, 21.6987088 46.091954, 21.6987625 46.0917848, 21.6987732 46.0915448, 21.6987544 46.0913049, 21.6987016 46.0911111, 21.6985681 46.0908547)",Strada Eftimie Murgu,,,
39442497,True,residential,50,False,223.252,"LINESTRING (21.6929179 46.0898748, 21.6929869 46.0899716, 21.6930879 46.0900816, 21.6938268 46.0906939, 21.6943179 46.0911471, 21.6945554 46.091516)",Strada Nicolae Bălcescu,DJ682,,
1133141651,True,tertiary,30,False,16.582,"LINESTRING (21.6929179 46.0898748, 21.6928482 46.0898864, 21.6927812 46.0898687, 21.6927401 46.089828)",Piața Nicolae Iorga,DJ572;DJ682,roundabout,
23963714,False,tertiary,30,False,96.924,"LINESTRING (21.6913543 46.0894258, 21.69134 46.0893508, 21.6911075 46.0885713)",,,,
682971422,True,secondary,,False,15.217000000000002,"LINESTRING (21.6913543 46.0894258, 21.6914028 46.0894319, 21.6914425 46.0894523, 21.6914651 46.0894827, 21.6914659 46.0895169)",,DJ572;DJ682,roundabout,
1073293464,False,secondary,50,True,22.224,"LINESTRING (21.690402 46.0892968, 21.6901278 46.0892353)",Strada Nicolae Bălcescu,DJ682,,
1077732086,False,secondary,50,False,9.519,"LINESTRING (21.690402 46.0892968, 21.6905187 46.0893247)",Strada Nicolae Bălcescu,DJ572;DJ682,,
