osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,access
26198316,Strada Șoimilor,residential,RO:urban,False,False,3.452,,,"LINESTRING (25.8582066 46.1480569, 25.8582514 46.1480577)",
26198316,Strada Șoimilor,residential,RO:urban,False,True,52.867,,,"LINESTRING (25.8589376 46.1480642, 25.8582514 46.1480577)",
761208752,Strada Oltului,trunk,50,False,True,62.882999999999996,2,DN12,"LINESTRING (25.8589376 46.1480642, 25.8589518 46.1478432, 25.8589813 46.1474995)",
118245182,Strada Jókai Mór,residential,50,False,True,398.46900000000005,2,,"LINESTRING (25.8587578 46.1450814, 25.8584025 46.1446818, 25.8581186 46.1444, 25.8580593 46.1443438, 25.8575308 46.1438367, 25.8574199 46.1437303, 25.8572394 46.1435572, 25.8567783 46.1432045, 25.8559251 46.1425518, 25.8555518 46.1422815)",
"[699820776, 26198380]",Aleea Sfânta Ana,living_street,20,False,False,73.225,2,,"LINESTRING (25.8590881 46.1427824, 25.859169 46.1429432, 25.8592605 46.1430928, 25.8594396 46.143394)",yes
26198380,Aleea Sfânta Ana,living_street,20,False,True,51.541,2,,"LINESTRING (25.8590881 46.1427824, 25.8589875 46.1425862, 25.8589259 46.1424699, 25.8588927 46.1423405)",yes
1090448888,,residential,,False,False,79.325,,,"LINESTRING (25.8590881 46.1427824, 25.8591841 46.1427514, 25.859253 46.1427346, 25.8594363 46.1427563, 25.8595343 46.142855, 25.8596557 46.1430459, 25.8597258 46.1431688)",
209771962,Aleea Sfânta Ana,living_street,20,False,True,66.37899999999999,2,,"LINESTRING (25.8594396 46.143394, 25.8587523 46.143527, 25.8586072 46.1435472)",yes
"[699820776, 1239424035]",Aleea Sfânta Ana,living_street,20,False,False,263.659,2,,"LINESTRING (25.8594396 46.143394, 25.859849 46.1441807, 25.8599117 46.1445701, 25.8599189 46.1446109, 25.8599535 46.1449089, 25.8600442 46.1456921, 25.8600462 46.1457093)",yes
"[699820776, 26198380]",Aleea Sfânta Ana,living_street,20,False,True,73.225,2,,"LINESTRING (25.8594396 46.143394, 25.8592605 46.1430928, 25.859169 46.1429432, 25.8590881 46.1427824)",yes
26198381,Aleea Sfânta Ana,living_street,20,False,True,38.753,2,,"LINESTRING (25.8600673 46.1458911, 25.8605697 46.1459086)",yes
