osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction
1146964341,2,DN17,Strada Ștefan cel Mare,primary,30,False,False,22.617,"LINESTRING (25.88491 47.5529511, 25.8846451 47.5528541)",,
12101923,2,,,tertiary,RO:urban,False,True,85.741,"LINESTRING (25.88491 47.5529511, 25.8848706 47.5530004, 25.8843672 47.5536296)",,
1146964341,2,DN17,Strada Ștefan cel Mare,primary,30,False,True,93.8,"LINESTRING (25.88491 47.5529511, 25.8857058 47.5532372, 25.8860113 47.55335)",,
12101923,2,,,tertiary,RO:urban,False,False,85.741,"LINESTRING (25.8843672 47.5536296, 25.8848706 47.5530004, 25.88491 47.5529511)",,
"[12101923, 32778694]",2,,Strada Obor,tertiary,RO:urban,False,True,53.788000000000004,"LINESTRING (25.8843672 47.5536296, 25.8842698 47.5537684, 25.8841924 47.5538989, 25.8841522 47.553983, 25.8841455 47.5540107, 25.8841494 47.5540838)",,
"[32779640, 41535124]",,,,residential,RO:urban,False,"[False, True]",318.495,"LINESTRING (25.8843672 47.5536296, 25.8848807 47.5539744, 25.8854032 47.5543313, 25.8854864 47.5543878, 25.8854699 47.5544321, 25.8852662 47.5546871, 25.8846098 47.5555214, 25.8842854 47.5559865)",,
148940717,2,DN17,Bulevardul Bucovina,primary,RO:urban,True,False,149.897,"LINESTRING (25.8905254 47.5546394, 25.8911102 47.5544248, 25.8915393 47.5542644, 25.8917128 47.5542009, 25.8921275 47.5540541, 25.892285 47.5540017)",,
"[385564184, 385564182]",,,,residential,RO:urban,False,"[False, True]",58.01,"LINESTRING (25.8905254 47.5546394, 25.8904995 47.5546059, 25.8904442 47.5545299, 25.8903678 47.5544236, 25.8902735 47.5542642, 25.8902243 47.5541599)",,
32901126,,,Strada Sfântul Gavril,tertiary,RO:urban,True,False,33.35,"LINESTRING (25.8885531 47.5566165, 25.8882185 47.5568139)",,
26472624,,,Strada Avram Iancu,residential,RO:urban,True,False,123.37700000000001,"LINESTRING (25.8884162 47.555584, 25.8882522 47.5557327, 25.8882153 47.555792, 25.888207 47.5558484, 25.888219 47.5558926, 25.8883171 47.556119, 25.8885531 47.5566165)",,
"[32778651, 26472639]",,,"['Strada Simion Cobilanschi', 'Strada Uzinei']",residential,RO:urban,False,True,238.15400000000002,"LINESTRING (25.8884162 47.555584, 25.888043 47.5553838, 25.8880113 47.5553664, 25.8873236 47.5549898, 25.8871889 47.5549199, 25.8871547 47.5549079, 25.8871132 47.5549068, 25.8870557 47.5549214, 25.8867721 47.5551352, 25.8862762 47.5555103, 25.886116 47.5556725)",,
29175323,2,DN17,Strada Ștefan cel Mare,primary,RO:urban,False,True,6.601,"LINESTRING (25.8894512 47.5545932, 25.8895286 47.5546214)",,
32870534,,,Strada Avram Iancu,residential,RO:urban,True,False,59.225,"LINESTRING (25.8894512 47.5545932, 25.8890262 47.555042)",,
"[1148049110, 718878991]",4,DN17,Piața Republicii,primary,RO:urban,False,False,177.96900000000002,"LINESTRING (25.8894512 47.5545932, 25.8890878 47.5544605, 25.8890177 47.5544349, 25.8888865 47.554387, 25.8886976 47.554318, 25.8885165 47.5542519, 25.8877179 47.553952, 25.8875062 47.5538733, 25.8873703 47.5538256)",,
32778651,,,Strada Simion Cobilanschi,residential,RO:urban,False,False,122.28900000000002,"LINESTRING (25.8853674 47.557902, 25.8853595 47.5578298, 25.885294 47.5575876, 25.885243 47.5573962, 25.8852217 47.5573171, 25.8852161 47.5572711, 25.8852492 47.5572091, 25.8853952 47.5570236, 25.8855628 47.5568782)",,
385564192,2,,Strada Sfântul Gavril,tertiary,RO:urban,False,False,88.27699999999999,"LINESTRING (25.8853674 47.557902, 25.8852633 47.5578378, 25.8843786 47.5574748)",,
385564192,2,,Strada Sfântul Gavril,tertiary,RO:urban,False,True,38.351,"LINESTRING (25.8853674 47.557902, 25.8855421 47.5580231, 25.8856023 47.5580403, 25.8856698 47.5580422, 25.8857939 47.5580219)",,
32777930,,,Strada Unirii,residential,RO:urban,False,True,141.48399999999998,"LINESTRING (25.8855628 47.5568782, 25.8857566 47.5568376, 25.8858973 47.5568276, 25.8859928 47.5568401, 25.8861401 47.5569131, 25.8871231 47.5574461)",,
32778651,,,Strada Simion Cobilanschi,residential,RO:urban,False,False,93.233,"LINESTRING (25.8855628 47.5568782, 25.8855939 47.5567536, 25.8856435 47.5564663, 25.8856885 47.5562119, 25.8857471 47.55605)",,
32778651,,,Strada Simion Cobilanschi,residential,RO:urban,False,True,122.289,"LINESTRING (25.8855628 47.5568782, 25.8853952 47.5570236, 25.8852492 47.5572091, 25.8852161 47.5572711, 25.8852217 47.5573171, 25.885243 47.5573962, 25.885294 47.5575876, 25.8853595 47.5578298, 25.8853674 47.557902)",,
32778651,,,Strada Simion Cobilanschi,residential,RO:urban,False,False,50.283,"LINESTRING (25.8857471 47.55605, 25.886116 47.5556725)",,
32778651,,,Strada Simion Cobilanschi,residential,RO:urban,False,True,93.23299999999999,"LINESTRING (25.8857471 47.55605, 25.8856885 47.5562119, 25.8856435 47.5564663, 25.8855939 47.5567536, 25.8855628 47.5568782)",,
32779622,,,,residential,RO:urban,False,False,188.856,"LINESTRING (25.8857471 47.55605, 25.8854965 47.5562831, 25.8843786 47.5574748)",,
27021693,2,,Strada Mihail Kogălniceanu,tertiary,RO:urban,False,False,205.918,"LINESTRING (25.8873703 47.5538256, 25.8874639 47.5537234, 25.8875893 47.5535882, 25.8876542 47.5535211, 25.8877203 47.5534551, 25.8877962 47.5533871, 25.8879206 47.5532979, 25.8880067 47.5532513, 25.8880785 47.5532258, 25.888223 47.5531786, 25.8883319 47.5531577, 25.8884406 47.5531494, 25.8885442 47.5531482, 25.8886975 47.5531535, 25.888813 47.5531649, 25.8891457 47.5531906, 25.8892417 47.5531927, 25.8893211 47.5531858, 25.8894002 47.5531732, 25.8894636 47.5531588, 25.8896258 47.5531102)",,
"[32872112, 32896042, 1146964341]",2,DN17,Strada Ștefan cel Mare,primary,"['30', 'RO:urban']",False,False,114.88600000000001,"LINESTRING (25.8873703 47.5538256, 25.8871415 47.5537453, 25.8862141 47.553424, 25.8860113 47.55335)",yes,
"[1148049110, 718878991]",4,DN17,Piața Republicii,primary,RO:urban,False,True,177.969,"LINESTRING (25.8873703 47.5538256, 25.8875062 47.5538733, 25.8877179 47.553952, 25.8885165 47.5542519, 25.8886976 47.554318, 25.8888865 47.554387, 25.8890177 47.5544349, 25.8890878 47.5544605, 25.8894512 47.5545932)",,
32782342,2,DJ177,Strada Mănăstirea Humorului,secondary,50,False,False,79.88499999999999,"LINESTRING (25.8906952 47.5563455, 25.8907129 47.5562221, 25.8907147 47.5561053, 25.890697 47.5560047, 25.8906676 47.5558643, 25.8906075 47.5556333)",,
32782342,2,DJ177,Strada Mănăstirea Humorului,secondary,50,False,True,113.964,"LINESTRING (25.8906952 47.5563455, 25.8906618 47.5564263, 25.8906177 47.556507, 25.8905685 47.5565878, 25.8904984 47.5566895, 25.8903777 47.5568639, 25.8900858 47.5572829)",,
293072867,,,,living_street,,False,False,128.784,"LINESTRING (25.8906952 47.5563455, 25.8910734 47.5564741, 25.891242 47.5565296, 25.8913626 47.5565702, 25.8914146 47.556595, 25.8914563 47.556621, 25.8915043 47.5566653, 25.8917984 47.5569108, 25.8919689 47.557078)",,
32901126,,,Strada Sfântul Gavril,tertiary,RO:urban,True,False,155.303,"LINESTRING (25.890109 47.5556978, 25.8900594 47.5557191, 25.8899468 47.555769, 25.8893819 47.5561168, 25.8885531 47.5566165)",,
32778621,,,Strada Sfântul Mihail,tertiary,RO:urban,False,True,50.621,"LINESTRING (25.8906075 47.5556333, 25.8908219 47.555638, 25.8912817 47.5556482)",,
32782322,2,DJ177,Piața Republicii,secondary,50,False,False,78.115,"LINESTRING (25.8906075 47.5556333, 25.8904989 47.5552941, 25.8904258 47.5550523, 25.8904049 47.5549958, 25.8903823 47.5549477)",,
32782342,2,DJ177,Strada Mănăstirea Humorului,secondary,50,False,True,79.885,"LINESTRING (25.8906075 47.5556333, 25.8906676 47.5558643, 25.890697 47.5560047, 25.8907147 47.5561053, 25.8907129 47.5562221, 25.8906952 47.5563455)",,
32901126,,,Strada Sfântul Gavril,tertiary,RO:urban,True,False,38.542,"LINESTRING (25.8906075 47.5556333, 25.8904882 47.5556343, 25.8903763 47.5556383, 25.8902683 47.5556551, 25.890109 47.5556978)",,
27021693,2,,Strada Mihail Kogălniceanu,tertiary,RO:urban,False,False,161.834,"LINESTRING (25.8896258 47.5531102, 25.890412 47.5528551, 25.8915725 47.5524841)",,
27021693,2,,Strada Mihail Kogălniceanu,tertiary,RO:urban,False,True,205.918,"LINESTRING (25.8896258 47.5531102, 25.8894636 47.5531588, 25.8894002 47.5531732, 25.8893211 47.5531858, 25.8892417 47.5531927, 25.8891457 47.5531906, 25.888813 47.5531649, 25.8886975 47.5531535, 25.8885442 47.5531482, 25.8884406 47.5531494, 25.8883319 47.5531577, 25.888223 47.5531786, 25.8880785 47.5532258, 25.8880067 47.5532513, 25.8879206 47.5532979, 25.8877962 47.5533871, 25.8877203 47.5534551, 25.8876542 47.5535211, 25.8875893 47.5535882, 25.8874639 47.5537234, 25.8873703 47.5538256)",,
29103569,,,,residential,RO:urban,False,False,157.059,"LINESTRING (25.8896258 47.5531102, 25.8896546 47.5529623, 25.8896793 47.552893, 25.8897658 47.5527315, 25.8899135 47.5524446, 25.8899277 47.5524273, 25.8899449 47.5524126, 25.890602 47.5518997)",,
29175524,,,Strada Marly,living_street,RO:urban,False,False,76.578,"LINESTRING (25.8896258 47.5531102, 25.8897123 47.5532367, 25.8900355 47.5537409)",,
29103569,,,,residential,RO:urban,False,True,157.05899999999997,"LINESTRING (25.890602 47.5518997, 25.8899449 47.5524126, 25.8899277 47.5524273, 25.8899135 47.5524446, 25.8897658 47.5527315, 25.8896793 47.552893, 25.8896546 47.5529623, 25.8896258 47.5531102)",,
29103584,,,Strada Mihai Eminescu,residential,30,False,False,211.503,"LINESTRING (25.890602 47.5518997, 25.8907722 47.5516711, 25.8911109 47.5511052, 25.8911672 47.5510058, 25.8912265 47.5509234, 25.8913192 47.5508255, 25.891408 47.5507562, 25.8915084 47.550704, 25.8916341 47.550672, 25.8917878 47.5506493, 25.8920011 47.5506427, 25.8923027 47.5506393)",,
32781874,,,,residential,RO:urban,False,False,105.419,"LINESTRING (25.8923027 47.5506393, 25.8921667 47.5496957)",,
"[29103584, 29103601]",,,Strada Mihai Eminescu,residential,"['30', 'RO:urban']",False,False,106.909,"LINESTRING (25.8923027 47.5506393, 25.892525 47.5506445, 25.8937262 47.5506137)",,
29103584,,,Strada Mihai Eminescu,residential,30,False,True,211.50300000000001,"LINESTRING (25.8923027 47.5506393, 25.8920011 47.5506427, 25.8917878 47.5506493, 25.8916341 47.550672, 25.8915084 47.550704, 25.891408 47.5507562, 25.8913192 47.5508255, 25.8912265 47.5509234, 25.8911672 47.5510058, 25.8911109 47.5511052, 25.8907722 47.5516711, 25.890602 47.5518997)",,
29103599,,,Strada Nicolae Bălcescu,residential,RO:urban,True,False,122.01699999999998,"LINESTRING (25.8923027 47.5506393, 25.8921525 47.5508034, 25.8920931 47.5508856, 25.8919953 47.5510225, 25.8919336 47.5510954, 25.8918287 47.5512085, 25.8917548 47.5512696, 25.8917002 47.5513126, 25.8915912 47.5513761, 25.8913502 47.5515104)",,
27021693,2,,Strada Mihail Kogălniceanu,tertiary,RO:urban,False,False,107.338,"LINESTRING (25.8915725 47.5524841, 25.892307 47.5522403, 25.8923486 47.552227, 25.8928601 47.5520639)",,
27021693,2,,Strada Mihail Kogălniceanu,tertiary,RO:urban,False,True,161.834,"LINESTRING (25.8915725 47.5524841, 25.890412 47.5528551, 25.8896258 47.5531102)",,
29103699,,,Strada 1 Mai,residential,RO:urban,True,False,38.422,"LINESTRING (25.8927607 47.5538345, 25.8925212 47.5535291)",,
1150545591,,,,residential,,False,True,7.67,"LINESTRING (25.8927607 47.5538345, 25.8928087 47.5538954)",,
148940717,2,DN17,Bulevardul Bucovina,primary,RO:urban,True,False,231.188,"LINESTRING (25.8927607 47.5538345, 25.8935503 47.5535486, 25.8942788 47.5532895, 25.8945199 47.5532041, 25.8952959 47.5529255, 25.8954821 47.5528602)",,
29103601,,,Strada Mihai Eminescu,residential,RO:urban,False,False,16.091,"LINESTRING (25.8937262 47.5506137, 25.8939406 47.5506137)",,
29103726,,,,residential,RO:urban,False,False,41.957,"LINESTRING (25.8937262 47.5506137, 25.8935384 47.5502583)",,
