osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,junction,access
176159992,False,,,Strada Câmpul Alb,residential,50,True,216.75799999999998,"LINESTRING (25.4469747 45.6937955, 25.4469328 45.6937571, 25.4460727 45.6929515, 25.4459144 45.6928227, 25.4451645 45.6923195)",,,
176160004,False,2,,Strada Nuferilor,residential,30,True,149.956,"LINESTRING (25.4524684 45.691768, 25.4525875 45.6919243, 25.4533738 45.6929591)",,,
179178432,False,,,Strada Plutelor,residential,50,False,123.28799999999998,"LINESTRING (25.4524684 45.691768, 25.4525425 45.6917394, 25.4537797 45.6912627, 25.4538582 45.6912324)",,,
179178432,False,,,Strada Plutelor,residential,50,True,145.08700000000002,"LINESTRING (25.4524684 45.691768, 25.452394 45.6917966, 25.4509192 45.692365, 25.4508326 45.692398)",,,
328747454,False,,,Strada Gării,residential,RO:urban,False,41.811,"LINESTRING (25.4531704 45.6953095, 25.4530938 45.6953391, 25.4526994 45.6954916)",,,
176160000,False,,,Strada Gării,residential,RO:urban,True,107.045,"LINESTRING (25.4511144 45.6961296, 25.4509895 45.6961869, 25.4505748 45.6963894, 25.4504728 45.6964365, 25.4502968 45.6965293, 25.4499929 45.6966887)",,,
"[179178441, 179178444, 328747454]",False,,,Strada Gării,residential,RO:urban,True,100.27699999999999,"LINESTRING (25.4511144 45.6961296, 25.4512619 45.6960668, 25.4519323 45.6957903, 25.4520535 45.6957426, 25.4522283 45.6956737)",yes,,
333900801,False,2,,Strada Nouă,secondary,50,True,287.948,"LINESTRING (25.4511144 45.6961296, 25.4509879 45.6959984, 25.450816 45.6958407, 25.448864 45.6941538, 25.448806 45.694104)",,,
328747454,False,,,Strada Gării,residential,RO:urban,True,41.818,"LINESTRING (25.4522283 45.6956737, 25.4526994 45.6954916)",,,
176708110,False,2,,Strada Fabricii,residential,50,True,302.72799999999995,"LINESTRING (25.4522283 45.6956737, 25.4521664 45.6956204, 25.4513859 45.6949257, 25.4512941 45.6948434, 25.4512199 45.6947587, 25.4511679 45.6946896, 25.4510014 45.6944547, 25.4509651 45.694389, 25.4509668 45.6943414, 25.4510164 45.6942907, 25.4518847 45.6938556, 25.4519152 45.6938226, 25.4519193 45.6937939, 25.4519078 45.693764, 25.451779 45.6935831)",,,
"[179178441, 179178444, 328747454]",False,,,Strada Gării,residential,RO:urban,False,100.27699999999999,"LINESTRING (25.4522283 45.6956737, 25.4520535 45.6957426, 25.4519323 45.6957903, 25.4512619 45.6960668, 25.4511144 45.6961296)",yes,,
1192895691,False,2,DN1,Strada Lungă,trunk,50,False,31.046,"LINESTRING (25.4466926 45.6954901, 25.4465129 45.6957395)",,,
176160006,True,,,Strada Laterală,residential,RO:urban,False,91.93299999999999,"LINESTRING (25.4466926 45.6954901, 25.4467511 45.6955237, 25.4468261 45.695566, 25.4469486 45.695638, 25.447083 45.6957207, 25.4471768 45.6957862, 25.4475418 45.6960639)",,,
"[1192895691, 1192895692]",False,2,DN1,Strada Lungă,trunk,50,True,181.92999999999998,"LINESTRING (25.4466926 45.6954901, 25.4467613 45.6954005, 25.4468217 45.6953285, 25.4468788 45.6952686, 25.4469511 45.6952004, 25.4472413 45.6949538, 25.4480342 45.694308, 25.4481473 45.6942121)",,,
333900768,False,4,DN1,Strada Bârsei,trunk,50,False,63.126,"LINESTRING (25.4521077 45.689086, 25.452803 45.6887921)",,,
176159989,False,2,,Strada Grădinarilor,residential,30,True,274.683,"LINESTRING (25.4521077 45.689086, 25.4521581 45.6891481, 25.4538582 45.6912324)",,,
179175884,False,,,,residential,RO:urban,False,71.327,"LINESTRING (25.4521077 45.689086, 25.4519867 45.6889363, 25.4518529 45.6887672, 25.4518322 45.6887211, 25.4518689 45.6886821, 25.4520942 45.688592)",,,
333900768,False,4,DN1,Strada Bârsei,trunk,50,True,87.471,"LINESTRING (25.4521077 45.689086, 25.4520434 45.6891126, 25.4511389 45.689487)",,,
333900768,False,4,DN1,Strada Bârsei,trunk,50,False,31.471,"LINESTRING (25.4507955 45.6896372, 25.4511389 45.689487)",,,
"[333900768, 547431438]",False,"['4', '3']",DN1,Strada Bârsei,trunk,50,True,132.62699999999998,"LINESTRING (25.4507955 45.6896372, 25.4500175 45.6899925, 25.4498251 45.6900815, 25.4493713 45.6902951)",,,
1017985510,True,,,Strada Nuferilor,residential,30,False,270.23699999999997,"LINESTRING (25.4507955 45.6896372, 25.4508462 45.6896995, 25.4517069 45.6908168, 25.4524684 45.691768)",,,
179129601,False,,,Strada Florilor,residential,RO:urban,True,87.324,"LINESTRING (25.4451645 45.6923195, 25.4460386 45.6918256)",,,
176159992,False,,,Strada Câmpul Alb,residential,50,False,216.758,"LINESTRING (25.4451645 45.6923195, 25.4459144 45.6928227, 25.4460727 45.6929515, 25.4469328 45.6937571, 25.4469747 45.6937955)",,,
176159992,False,,,Strada Câmpul Alb,residential,50,True,189.519,"LINESTRING (25.4451645 45.6923195, 25.4442568 45.6917473, 25.4433596 45.6911726)",,,
176708099,False,,,Strada Florilor,residential,RO:urban,False,186.50900000000001,"LINESTRING (25.4451645 45.6923195, 25.4443836 45.6927659, 25.4433134 45.6933879)",,,
176708110,False,2,,Strada Fabricii,residential,50,False,150.892,"LINESTRING (25.4508326 45.692398, 25.451779 45.6935831)",,,
176708110,False,2,,Strada Fabricii,residential,50,True,255.45199999999997,"LINESTRING (25.4508326 45.692398, 25.4496477 45.6908649, 25.4494114 45.6905658, 25.4493238 45.6904602, 25.4492859 45.6904201, 25.4492465 45.6903866)",,,
179178432,False,,,Strada Plutelor,residential,50,False,145.08700000000002,"LINESTRING (25.4508326 45.692398, 25.4509192 45.692365, 25.452394 45.6917966, 25.4524684 45.691768)",,,
176708112,False,2,,Strada Serelor,residential,50,True,141.977,"LINESTRING (25.4533738 45.6929591, 25.451779 45.6935831)",,,
176160004,False,2,,Strada Nuferilor,residential,30,False,149.956,"LINESTRING (25.4533738 45.6929591, 25.4525875 45.6919243, 25.4524684 45.691768)",,,
176708112,False,2,,Strada Serelor,residential,50,False,126.775,"LINESTRING (25.4533738 45.6929591, 25.4534706 45.6929212, 25.4547188 45.6924328, 25.4547978 45.6924019)",,,
176708099,False,,,Strada Florilor,residential,RO:urban,True,186.50900000000001,"LINESTRING (25.4433134 45.6933879, 25.4443836 45.6927659, 25.4451645 45.6923195)",,,
176159989,False,2,,Strada Grădinarilor,residential,30,True,149.121,"LINESTRING (25.4538582 45.6912324, 25.4547978 45.6924019)",,,
176159989,False,2,,Strada Grădinarilor,residential,30,False,274.683,"LINESTRING (25.4538582 45.6912324, 25.4521581 45.6891481, 25.4521077 45.689086)",,,
179178432,False,,,Strada Plutelor,residential,50,True,123.28799999999998,"LINESTRING (25.4538582 45.6912324, 25.4537797 45.6912627, 25.4525425 45.6917394, 25.4524684 45.691768)",,,
176708110,False,2,,Strada Fabricii,residential,50,True,150.892,"LINESTRING (25.451779 45.6935831, 25.4508326 45.692398)",,,
176708112,False,2,,Strada Serelor,residential,50,False,141.977,"LINESTRING (25.451779 45.6935831, 25.4533738 45.6929591)",,,
176708110,False,2,,Strada Fabricii,residential,50,False,302.72799999999995,"LINESTRING (25.451779 45.6935831, 25.4519078 45.693764, 25.4519193 45.6937939, 25.4519152 45.6938226, 25.4518847 45.6938556, 25.4510164 45.6942907, 25.4509668 45.6943414, 25.4509651 45.694389, 25.4510014 45.6944547, 25.4511679 45.6946896, 25.4512199 45.6947587, 25.4512941 45.6948434, 25.4513859 45.6949257, 25.4521664 45.6956204, 25.4522283 45.6956737)",,,
176159992,False,,,Strada Câmpul Alb,residential,50,False,189.519,"LINESTRING (25.4433596 45.6911726, 25.4442568 45.6917473, 25.4451645 45.6923195)",,,
176708106,False,,,Strada Izvor,residential,RO:urban,True,186.908,"LINESTRING (25.4433596 45.6911726, 25.4434424 45.6911219, 25.4448402 45.6902647, 25.4450144 45.6901547, 25.4451671 45.690063)",,,
179129604,False,,,Strada Muntișor,residential,RO:urban,True,85.321,"LINESTRING (25.4454407 45.6911735, 25.4462454 45.6906512)",,,
179129603,True,,,Strada Muntișor,residential,RO:urban,False,114.422,"LINESTRING (25.4454407 45.6911735, 25.4462617 45.6918662, 25.4463802 45.6919661)",,,
179129603,True,,,Strada Muntișor,residential,RO:urban,False,11.502,"LINESTRING (25.4463802 45.6919661, 25.4464746 45.6920458)",,,
386317578,True,,,Strada Muntișor,residential,RO:urban,False,83.97200000000001,"LINESTRING (25.4463802 45.6919661, 25.4467228 45.6917732, 25.4472217 45.691492)",,,
179129602,True,,,Strada Muntișor,residential,RO:urban,False,11.652,"LINESTRING (25.4463692 45.6921058, 25.4462742 45.6920247)",,,
333900766,True,,,Strada Muntișor,residential,RO:urban,False,10.561,"LINESTRING (25.4464746 45.6920458, 25.4463692 45.6921058)",,,
179129603,True,,,Strada Muntișor,residential,RO:urban,False,172.98399999999998,"LINESTRING (25.4464746 45.6920458, 25.4466008 45.6921523, 25.4471025 45.6925755, 25.4478335 45.6931924, 25.4478949 45.6932441)",,,
102360449,False,2,,Strada Constituției,residential,50,True,10.26,"LINESTRING (25.4478949 45.6932441, 25.4477943 45.6933039)",,,
102360449,False,2,,Strada Constituției,residential,50,False,37.111000000000004,"LINESTRING (25.4478949 45.6932441, 25.4481883 45.6930708, 25.4482595 45.6930284)",,,
"[333900776, 179130123]",True,1,,Strada Muntișor,residential,"['50', '30']",False,74.064,"LINESTRING (25.4478949 45.6932441, 25.4483169 45.693609, 25.4484237 45.6937007, 25.4484563 45.6937292, 25.448494 45.6937623)",,,
333900809,False,2,DN1;DJ112A,Strada Lungă,trunk,50,False,16.776,"LINESTRING (25.4487993 45.6909164, 25.4487104 45.6910539)",,,
693104049,True,1,DN1;DJ112A,,trunk,30,False,29.256999999999998,"LINESTRING (25.4487993 45.6909164, 25.4488265 45.6908075, 25.448836 45.6907594, 25.4488419 45.6907137, 25.4488448 45.6906556)",,,
179129601,False,,,Strada Florilor,residential,RO:urban,False,87.324,"LINESTRING (25.4460386 45.6918256, 25.4451645 45.6923195)",,,
179129602,True,,,Strada Muntișor,residential,RO:urban,False,91.989,"LINESTRING (25.4460386 45.6918256, 25.445432 45.6913115, 25.4454052 45.6912855, 25.4453873 45.6912617, 25.4453846 45.6912287, 25.4454033 45.6911984, 25.4454407 45.6911735)",,,
179129609,False,,,,residential,RO:urban,False,11.316,"LINESTRING (25.4472217 45.691492, 25.4473097 45.6915731)",,,
224660789,False,,,Strada Muntișor,residential,30,True,120.404,"LINESTRING (25.4472217 45.691492, 25.4471605 45.6914373, 25.4467261 45.6910491, 25.4464781 45.69084, 25.4462454 45.6906512)",,,
"[693104048, 386317578]",True,2,,Strada Muntișor,residential,"['30', 'RO:urban']",False,164.50599999999997,"LINESTRING (25.4472217 45.691492, 25.4473293 45.6914307, 25.4478076 45.691158, 25.4480371 45.6910272, 25.4481159 45.6909792, 25.4482041 45.6909336, 25.4482758 45.6909064, 25.448373 45.6908578, 25.4484634 45.6908073, 25.4485405 45.6907591, 25.4486007 45.6907091, 25.4486466 45.6906571, 25.4486748 45.6906181, 25.4487078 45.6905779, 25.4487766 45.6905084)",,,
386317578,True,,,Strada Muntișor,residential,RO:urban,False,10.5,"LINESTRING (25.4462742 45.6920247, 25.4463802 45.6919661)",,,
179129602,True,,,Strada Muntișor,residential,RO:urban,False,28.723,"LINESTRING (25.4462742 45.6920247, 25.4461573 45.6919267, 25.4460386 45.6918256)",,,
179129609,False,,,,residential,RO:urban,True,11.316,"LINESTRING (25.4473097 45.6915731, 25.4472217 45.691492)",,,
333900766,True,,,Strada Muntișor,residential,RO:urban,False,83.487,"LINESTRING (25.4473097 45.6915731, 25.4468237 45.6918494, 25.4464746 45.6920458)",,,
176708106,False,,,Strada Izvor,residential,RO:urban,False,186.908,"LINESTRING (25.4451671 45.690063, 25.4450144 45.6901547, 25.4448402 45.6902647, 25.4434424 45.6911219, 25.4433596 45.6911726)",,,
224660789,False,,,Strada Muntișor,residential,30,False,107.47,"LINESTRING (25.4451671 45.690063, 25.4456952 45.6902717, 25.4458323 45.6903378, 25.4459318 45.6904038, 25.4462454 45.6906512)",,,
224660789,False,,,Strada Muntișor,residential,30,True,97.33099999999999,"LINESTRING (25.4451671 45.690063, 25.4441662 45.6897077, 25.4440487 45.6896683)",,,
179129604,False,,,Strada Muntișor,residential,RO:urban,False,85.321,"LINESTRING (25.4462454 45.6906512, 25.4454407 45.6911735)",,,
224660789,False,,,Strada Muntișor,residential,30,False,120.404,"LINESTRING (25.4462454 45.6906512, 25.4464781 45.69084, 25.4467261 45.6910491, 25.4471605 45.6914373, 25.4472217 45.691492)",,,
224660789,False,,,Strada Muntișor,residential,30,True,107.47,"LINESTRING (25.4462454 45.6906512, 25.4459318 45.6904038, 25.4458323 45.6903378, 25.4456952 45.6902717, 25.4451671 45.690063)",,,
333900766,True,,,Strada Muntișor,residential,RO:urban,False,108.85000000000001,"LINESTRING (25.4483659 45.6909302, 25.4481269 45.6910897, 25.4474869 45.6914694, 25.447417 45.6915101, 25.4473097 45.6915731)",,,
1192895691,False,2,DN1,Strada Lungă,trunk,50,True,31.046,"LINESTRING (25.4465129 45.6957395, 25.4466926 45.6954901)",,,
328747453,False,2,,,residential,50,True,15.194,"LINESTRING (25.4474094 45.6961645, 25.4475418 45.6960639)",,,
179137955,True,,,Strada Laterală,residential,RO:urban,False,84.17899999999999,"LINESTRING (25.4474094 45.6961645, 25.447016 45.6959665, 25.4466877 45.6958179, 25.4465788 45.695768, 25.4465129 45.6957395)",,,
176159989,False,2,,Strada Grădinarilor,residential,30,False,149.121,"LINESTRING (25.4547978 45.6924019, 25.4538582 45.6912324)",,,
176708112,False,2,,Strada Serelor,residential,50,True,126.775,"LINESTRING (25.4547978 45.6924019, 25.4547188 45.6924328, 25.4534706 45.6929212, 25.4533738 45.6929591)",,,
333900768,False,4,DN1,Strada Bârsei,trunk,50,True,96.022,"LINESTRING (25.4543679 45.6881646, 25.4532944 45.6885928)",,,
179178445,False,,,Strada Trandafirilor,residential,RO:urban,True,107.321,"LINESTRING (25.4543679 45.6881646, 25.454432 45.688245, 25.4550531 45.6890027)",,,
333900768,False,4,DN1,Strada Bârsei,trunk,50,True,31.471,"LINESTRING (25.4511389 45.689487, 25.4507955 45.6896372)",,,
179175887,False,2,,Strada George Coșbuc,residential,RO:urban,True,143.66800000000003,"LINESTRING (25.4511389 45.689487, 25.4510862 45.6894217, 25.4502752 45.6884172, 25.4502303 45.6883616)",,,
333900768,False,4,DN1,Strada Bârsei,trunk,50,False,87.471,"LINESTRING (25.4511389 45.689487, 25.4520434 45.6891126, 25.4521077 45.689086)",,,
179175886,False,,,Strada Dacia,residential,RO:urban,False,90.816,"LINESTRING (25.4502303 45.6883616, 25.4491877 45.6887312)",,,
179175886,False,,,Strada Dacia,residential,RO:urban,True,8.034,"LINESTRING (25.4502303 45.6883616, 25.4502898 45.6883393, 25.4503214 45.6883274)",,,
179175887,False,2,,Strada George Coșbuc,residential,RO:urban,False,143.66800000000003,"LINESTRING (25.4502303 45.6883616, 25.4502752 45.6884172, 25.4510862 45.6894217, 25.4511389 45.689487)",,,
179175884,False,,,,residential,RO:urban,False,37.185,"LINESTRING (25.4520942 45.688592, 25.4525118 45.6884285)",,,
179175884,False,,,,residential,RO:urban,True,71.327,"LINESTRING (25.4520942 45.688592, 25.4518689 45.6886821, 25.4518322 45.6887211, 25.4518529 45.6887672, 25.4519867 45.6889363, 25.4521077 45.689086)",,,
333900768,False,4,DN1,Strada Bârsei,trunk,50,False,96.022,"LINESTRING (25.4532944 45.6885928, 25.4543679 45.6881646)",,,
179178430,False,,,Strada Ion Luca Caragiale,residential,RO:urban,True,105.318,"LINESTRING (25.4532944 45.6885928, 25.4533645 45.6886762, 25.4539727 45.6894129)",,,
333900768,False,4,DN1,Strada Bârsei,trunk,50,True,44.138,"LINESTRING (25.4532944 45.6885928, 25.4530908 45.688674, 25.4530281 45.6886998, 25.452803 45.6887921)",,,
333900768,False,4,DN1,Strada Bârsei,trunk,50,True,63.126,"LINESTRING (25.452803 45.6887921, 25.4521077 45.689086)",,,
179178431,False,,,Strada Chimiștilor,residential,RO:urban,True,46.328,"LINESTRING (25.452803 45.6887921, 25.4526847 45.6886461, 25.4525118 45.6884285)",,,
333900768,False,4,DN1,Strada Bârsei,trunk,50,False,44.138,"LINESTRING (25.452803 45.6887921, 25.4530281 45.6886998, 25.4530908 45.688674, 25.4532944 45.6885928)",,,
179175886,False,,,Strada Dacia,residential,RO:urban,True,90.816,"LINESTRING (25.4491877 45.6887312, 25.4502303 45.6883616)",,,
"[333900813, 117161111]",False,2,DJ112A,Strada Vulcanului,secondary,"['50', '30']",False,174.916,"LINESTRING (25.4491877 45.6887312, 25.4491253 45.6890947, 25.4489746 45.6899733, 25.4489503 45.6901328, 25.4489352 45.6902372, 25.4489265 45.6902936)",,,
179175884,False,,,,residential,RO:urban,True,37.185,"LINESTRING (25.4525118 45.6884285, 25.4520942 45.688592)",,,
179178431,False,,,Strada Chimiștilor,residential,RO:urban,False,46.328,"LINESTRING (25.4525118 45.6884285, 25.4526847 45.6886461, 25.452803 45.6887921)",,,
179178430,False,,,Strada Ion Luca Caragiale,residential,RO:urban,False,105.318,"LINESTRING (25.4539727 45.6894129, 25.4533645 45.6886762, 25.4532944 45.6885928)",,,
179178445,False,,,Strada Trandafirilor,residential,RO:urban,False,107.321,"LINESTRING (25.4550531 45.6890027, 25.454432 45.688245, 25.4543679 45.6881646)",,,
247862260,True,,DN1;DJ112A,,trunk,30,False,2.68,"LINESTRING (25.4486145 45.6938077, 25.4486215 45.6938313)",,roundabout,
333900807,True,1,DN1;DJ112A,Strada Lungă,trunk,30,False,35.949,"LINESTRING (25.4484901 45.6934993, 25.4485478 45.6935869, 25.4485722 45.6936312, 25.4485892 45.6936719, 25.4486033 45.6937308, 25.4486145 45.6938077)",,,
547461077,False,2,DN1;DJ112A,Strada Lungă,trunk,50,True,55.342,"LINESTRING (25.4484901 45.6934993, 25.4484646 45.6934438, 25.4483369 45.6931852, 25.4482595 45.6930284)",,,
1156001306,True,,DN1;DJ112A,,trunk,30,False,1.325,"LINESTRING (25.448494 45.6937623, 25.4485109 45.6937607)",,roundabout,
25385525,True,2,,Strada Nouă,secondary,30,False,30.809,"LINESTRING (25.448806 45.694104, 25.4485803 45.6939455, 25.4485262 45.6939076)",,,
333900801,False,2,,Strada Nouă,secondary,50,False,287.948,"LINESTRING (25.448806 45.694104, 25.448864 45.6941538, 25.450816 45.6958407, 25.4509879 45.6959984, 25.4511144 45.6961296)",,,
"[333900813, 117161111]",False,2,DJ112A,Strada Vulcanului,secondary,"['30', '50']",True,174.916,"LINESTRING (25.4489265 45.6902936, 25.4489352 45.6902372, 25.4489503 45.6901328, 25.4489746 45.6899733, 25.4491253 45.6890947, 25.4491877 45.6887312)",,,
693104047,True,1,DJ112A,Strada Vulcanului,secondary,30,False,16.293,"LINESTRING (25.4489265 45.6902936, 25.4489398 45.690394, 25.4489458 45.6904395)",,,
693104053,True,1,,Strada Nouă,secondary,30,False,33.538,"LINESTRING (25.4486215 45.6938313, 25.448806 45.694104)",,,
247862260,True,,DN1;DJ112A,,trunk,30,False,12.372,"LINESTRING (25.4486215 45.6938313, 25.448618 45.6938535, 25.4486052 45.6938738, 25.4485842 45.6938906, 25.4485571 45.6939022, 25.4485262 45.6939076)",,roundabout,
"[179130124, 333900806]",True,1,,Strada Muntișor,residential,"['30', '50']",False,75.29599999999999,"LINESTRING (25.4484113 45.6938262, 25.4483257 45.6937546, 25.4482192 45.6936658, 25.4477943 45.6933039)",,,
1156001306,True,,DN1;DJ112A,,trunk,30,False,10.19,"LINESTRING (25.4484113 45.6938262, 25.44842 45.6938041, 25.4484379 45.6937849, 25.4484634 45.6937705, 25.448494 45.6937623)",,roundabout,
247862260,True,,DN1;DJ112A,,trunk,30,False,1.429,"LINESTRING (25.4485262 45.6939076, 25.4485078 45.6939077)",,roundabout,
1156001306,True,,DN1;DJ112A,,trunk,30,False,5.29,"LINESTRING (25.4484256 45.6938721, 25.4484129 45.6938491, 25.4484113 45.6938262)",,roundabout,
179137955,True,,,Strada Laterală,residential,RO:urban,False,38.702,"LINESTRING (25.4477442 45.6964223, 25.4474094 45.6961645)",,,
328747452,False,2,,,residential,50,True,15.395,"LINESTRING (25.4477442 45.6964223, 25.4478964 45.6963336)",,,
176160006,True,,,Strada Laterală,residential,RO:urban,False,40.716,"LINESTRING (25.4475418 45.6960639, 25.4478964 45.6963336)",,,
328747453,False,2,,,residential,50,False,15.194,"LINESTRING (25.4475418 45.6960639, 25.4474094 45.6961645)",,,
328747452,False,2,,,residential,50,False,15.395,"LINESTRING (25.4478964 45.6963336, 25.4477442 45.6964223)",,,
328747451,False,,,,living_street,30,False,104.93,"LINESTRING (25.4495523 45.6959467, 25.4494021 45.6960779, 25.449386 45.6961228, 25.4493914 45.6961659, 25.4494933 45.6962858, 25.4496062 45.6964116, 25.4496301 45.6964301, 25.4496802 45.6964502, 25.4497652 45.6964753, 25.4498017 45.6964919, 25.4498311 45.6965158, 25.4499929 45.6966887)",,,destination
176160000,False,,,Strada Gării,residential,RO:urban,False,107.04499999999999,"LINESTRING (25.4499929 45.6966887, 25.4502968 45.6965293, 25.4504728 45.6964365, 25.4505748 45.6963894, 25.4509895 45.6961869, 25.4511144 45.6961296)",,,
328747451,False,,,,living_street,30,True,104.93000000000002,"LINESTRING (25.4499929 45.6966887, 25.4498311 45.6965158, 25.4498017 45.6964919, 25.4497652 45.6964753, 25.4496802 45.6964502, 25.4496301 45.6964301, 25.4496062 45.6964116, 25.4494933 45.6962858, 25.4493914 45.6961659, 25.449386 45.6961228, 25.4494021 45.6960779, 25.4495523 45.6959467)",,,destination
333900797,True,1,DN1;DJ112A,,trunk,30,False,31.528,"LINESTRING (25.4489859 45.6906646, 25.4487993 45.6909164)",,,
1156001304,True,2,DN1;DJ112A,,trunk,30,False,11.326,"LINESTRING (25.4489859 45.6906646, 25.4489383 45.6906714, 25.4488899 45.6906683, 25.4488448 45.6906556)",,roundabout,
693104046,True,1,DJ112A,Strada Vulcanului,secondary,30,False,17.048,"LINESTRING (25.4488811 45.6904436, 25.4489265 45.6902936)",,,
333900815,True,2,DN1;DJ112A,,trunk,30,False,5.072,"LINESTRING (25.4488811 45.6904436, 25.4488987 45.6904409, 25.4489222 45.690439, 25.4489458 45.6904395)",,roundabout,
333900815,True,2,DN1;DJ112A,,trunk,30,False,2.318,"LINESTRING (25.4488448 45.6906556, 25.4488205 45.6906435)",,roundabout,
179129606,True,2,,Strada Muntișor,residential,30,False,47.572,"LINESTRING (25.4488205 45.6906435, 25.4483659 45.6909302)",,,
333900815,True,2,DN1;DJ112A,,trunk,30,False,16.453,"LINESTRING (25.4488205 45.6906435, 25.4487907 45.69062, 25.448771 45.6905919, 25.4487627 45.6905611, 25.4487653 45.6905342, 25.4487766 45.6905084)",,roundabout,
1156001303,True,2,DN1;DJ112A,,trunk,30,False,14.868,"LINESTRING (25.4490952 45.6905633, 25.4490851 45.690596, 25.449062 45.6906253, 25.4490281 45.6906488, 25.4489859 45.6906646)",,roundabout,
693104050,True,1,DN1,Strada Bârsei,trunk,30,False,35.016,"LINESTRING (25.4489745 45.6904433, 25.4491072 45.6904031, 25.4491961 45.6903699, 25.4492799 45.6903355, 25.4493713 45.6902951)",,,
1156001305,True,2,DN1;DJ112A,,trunk,30,False,17.554,"LINESTRING (25.4489745 45.6904433, 25.4490254 45.6904604, 25.4490653 45.6904884, 25.4490895 45.690524, 25.4490952 45.6905633)",,roundabout,
422278419,True,,,,residential,30,False,3.911,"LINESTRING (25.4434585 45.6960328, 25.443461 45.6960503, 25.4434558 45.6960675)",,roundabout,
102360449,False,2,,Strada Constituției,residential,50,False,348.694,"LINESTRING (25.4436117 45.695873, 25.4438165 45.6957465, 25.4469747 45.6937955)",,,
693108030,True,,,Strada Constituției,residential,50,False,21.385,"LINESTRING (25.4436117 45.695873, 25.4434961 45.6959924, 25.4434585 45.6960328)",,,
693108029,True,,,Strada Constituției,residential,50,False,23.415,"LINESTRING (25.443362 45.695991, 25.4436117 45.695873)",,,
422278419,True,,,,residential,30,False,9.693,"LINESTRING (25.443362 45.695991, 25.4433869 45.69599, 25.4434111 45.6959944, 25.4434323 45.6960036, 25.4434486 45.6960168, 25.4434585 45.6960328)",,roundabout,
422278419,True,,,,residential,30,False,6.055,"LINESTRING (25.4433356 45.6960962, 25.4433159 45.6960843, 25.4433025 45.6960688, 25.4432967 45.6960511)",,roundabout,
