osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,access,tunnel,width
19422138,False,,,Strada Nicolae Bălcescu,residential,30,True,105.19900000000001,"LINESTRING (24.7938586 46.2160915, 24.7934657 46.2163188, 24.7932357 46.2164673, 24.7929615 46.2166545, 24.7928509 46.21673)",,,,
44065310,False,,,,residential,30,False,119.79599999999999,"LINESTRING (24.7938586 46.2160915, 24.7939912 46.2161677, 24.7941204 46.216237, 24.7943249 46.2163242, 24.7944241 46.2163891, 24.794465 46.2164234, 24.794962 46.2168395)",,,,
"[1118742360, 819090001, 19369181]",False,"['4', '5']",DN13,Strada Consiliul Europei,trunk,50,False,268.811,"LINESTRING (24.7944397 46.2212814, 24.7946407 46.2212161, 24.7954044 46.2209716, 24.7955735 46.2209237, 24.7957089 46.2208887, 24.7959052 46.2208442, 24.7961271 46.2208015, 24.7963626 46.2207659, 24.796562 46.2207422, 24.7966891 46.22073, 24.7968605 46.220721, 24.7970222 46.2207168, 24.7971542 46.2207212, 24.7972984 46.220733, 24.7974306 46.2207483, 24.7975994 46.2207765, 24.7977681 46.220811)",,,,
19369181,False,4,DN13,Strada Consiliul Europei,trunk,50,True,90.62,"LINESTRING (24.7944397 46.2212814, 24.7940641 46.2214084, 24.7933859 46.2216455)",,,,
19424484,False,2,,Strada Morii,tertiary,RO:urban,True,46.39,"LINESTRING (24.7944397 46.2212814, 24.7944015 46.2212034, 24.7942461 46.2208863)",,,,
19424648,False,,,Strada Andrei Șaguna,residential,50,False,65.674,"LINESTRING (24.7940564 46.2229764, 24.7946193 46.222766, 24.794812 46.2227018)",,,,
19426866,False,2,,Strada Andrei Șaguna,tertiary,50,False,256.01,"LINESTRING (24.7951806 46.2225483, 24.7956584 46.2223864, 24.7958316 46.2223444, 24.7963891 46.2222093, 24.7967577 46.2221293, 24.7971426 46.2220557, 24.7981124 46.2218735, 24.7983369 46.2218361)",,,,
19426866,False,2,,Strada Andrei Șaguna,tertiary,50,True,33.099000000000004,"LINESTRING (24.7951806 46.2225483, 24.7950058 46.2226196, 24.794812 46.2227018)",,,,
19424713,False,,,Strada Andrei Șaguna,residential,50,True,117.30199999999999,"LINESTRING (24.7915874 46.2244029, 24.7921565 46.224061, 24.7927378 46.2237105)",,,,
24026167,False,2,,Strada Libertății,tertiary,50,False,40.95099999999999,"LINESTRING (24.7915874 46.2244029, 24.7913907 46.2243078, 24.7911504 46.2241926)",,,,
19426863,False,2,,Strada Gării,tertiary,50,False,13.429,"LINESTRING (24.7948046 46.2240978, 24.7948105 46.2239771)",,,,
19535350,True,,,Strada Gării,residential,50,False,69.381,"LINESTRING (24.7948046 46.2240978, 24.7939028 46.2241059)",,,,
19424648,False,,,Strada Andrei Șaguna,residential,50,True,65.674,"LINESTRING (24.794812 46.2227018, 24.7946193 46.222766, 24.7940564 46.2229764)",,,,
19426863,False,2,,Strada Gării,tertiary,50,True,106.78200000000001,"LINESTRING (24.794812 46.2227018, 24.7948105 46.223105, 24.7948102 46.2231926, 24.7948072 46.2236621)",,,,
19426866,False,2,,Strada Andrei Șaguna,tertiary,50,False,33.099000000000004,"LINESTRING (24.794812 46.2227018, 24.7950058 46.2226196, 24.7951806 46.2225483)",,,,
19516065,False,,,Strada Târnavei,residential,RO:urban,False,106.85,"LINESTRING (24.7907042 46.2228637, 24.7903076 46.2235442, 24.7902199 46.223659, 24.7901367 46.2237375)",,,,
"[19579378, 19516404]",False,,,Strada Târnavei,residential,50,False,162.261,"LINESTRING (24.7907042 46.2228637, 24.7900587 46.222701, 24.7898587 46.2226555, 24.7897813 46.2226266, 24.789724 46.2225978, 24.7896627 46.2225508, 24.7896117 46.2224803, 24.7895876 46.2224283, 24.7895657 46.2223242, 24.7895791 46.2221924, 24.7895875 46.2218981)",,,,
"[19579378, 19516404]",False,,,Strada Târnavei,residential,50,True,162.26100000000002,"LINESTRING (24.7895875 46.2218981, 24.7895791 46.2221924, 24.7895657 46.2223242, 24.7895876 46.2224283, 24.7896117 46.2224803, 24.7896627 46.2225508, 24.789724 46.2225978, 24.7897813 46.2226266, 24.7898587 46.2226555, 24.7900587 46.222701, 24.7907042 46.2228637)",,,,
19533463,False,2,DN13,Strada Zaharia Boiu,trunk,50,False,127.23700000000001,"LINESTRING (24.7896635 46.221227, 24.7907637 46.2212854, 24.7908829 46.2212981, 24.7910315 46.221326, 24.7911195 46.2213539, 24.7912754 46.2214148)",,,,
19533463,False,2,DN13,Strada Zaharia Boiu,trunk,50,True,87.73,"LINESTRING (24.7896635 46.221227, 24.789546 46.2212209, 24.788527 46.2211623)",,,,
"[22662954, 19414853]",False,2,,Strada Gheorghe Lazăr,tertiary,50,False,67.752,"LINESTRING (24.7983369 46.2218361, 24.798324 46.2217346, 24.798315 46.2216332, 24.7983059 46.2215281, 24.7982977 46.2214105, 24.7982855 46.2212279)",yes,,,
19414853,False,2,,Strada Gheorghe Lazăr,tertiary,50,True,181.318,"LINESTRING (24.7983369 46.2218361, 24.7984491 46.2220752, 24.7987501 46.2226987, 24.7989525 46.223118, 24.7989729 46.2231602, 24.7990594 46.2233393, 24.7990807 46.2233834)",,,,
19426866,False,2,,Strada Andrei Șaguna,tertiary,50,True,256.01,"LINESTRING (24.7983369 46.2218361, 24.7981124 46.2218735, 24.7971426 46.2220557, 24.7967577 46.2221293, 24.7963891 46.2222093, 24.7958316 46.2223444, 24.7956584 46.2223864, 24.7951806 46.2225483)",,,,
19414892,False,,,Strada Târnavei,tertiary,RO:urban,True,92.676,"LINESTRING (24.7879756 46.2217, 24.7879325 46.2219925, 24.7878816 46.2223303, 24.7878573 46.2225294)",,,,
19533897,False,,,Strada Târnavei,tertiary,RO:urban,False,65.798,"LINESTRING (24.7879756 46.2217, 24.7882424 46.221233, 24.78829 46.2211497)",,,,
19534671,True,,,Strada Simion Bărnuțiu,residential,RO:urban,False,19.215,"LINESTRING (24.7906023 46.2203775, 24.790371 46.2204427)",,,,
19534283,True,,,Strada Anton Pann,tertiary,30,False,218.72599999999997,"LINESTRING (24.7906023 46.2203775, 24.7903621 46.2200088, 24.7899948 46.2196626, 24.7895616 46.2193634, 24.789445 46.2192868, 24.7893313 46.2192311, 24.7887241 46.2189563)",,,,
19534671,True,,,Strada Simion Bărnuțiu,residential,RO:urban,False,103.799,"LINESTRING (24.790371 46.2204427, 24.7897051 46.2211021, 24.7896716 46.2211688, 24.7896635 46.221227)",,,,
19535093,True,,,Strada Mărășești,residential,RO:urban,False,197.147,"LINESTRING (24.7881201 46.2196652, 24.7893023 46.2198905, 24.789523 46.2199779, 24.7901567 46.2203182, 24.790371 46.2204427)",,,,
969594455,False,,,Strada Ecaterina Teodoroiu,residential,RO:urban,True,91.51,"LINESTRING (24.7881201 46.2196652, 24.7884316 46.2192916, 24.7886086 46.2190856, 24.7887241 46.2189563)",,,,
969594457,False,,,Strada Ecaterina Teodoroiu,residential,RO:urban,False,38.026,"LINESTRING (24.7881201 46.2196652, 24.7879787 46.2198139, 24.7878181 46.2199345)",,,,
969594457,False,,,Strada Ecaterina Teodoroiu,residential,RO:urban,True,38.026,"LINESTRING (24.7878181 46.2199345, 24.7879787 46.2198139, 24.7881201 46.2196652)",,,,
19533463,False,2,DN13,Strada Zaharia Boiu,trunk,50,False,87.73,"LINESTRING (24.788527 46.2211623, 24.789546 46.2212209, 24.7896635 46.221227)",,,,
19533463,False,2,DN13,Strada Zaharia Boiu,trunk,50,True,18.287,"LINESTRING (24.788527 46.2211623, 24.7884132 46.2211562, 24.78829 46.2211497)",,,,
19535008,True,,,Strada Crinului,residential,RO:urban,False,153.372,"LINESTRING (24.788527 46.2211623, 24.7885341 46.2211062, 24.7885496 46.2209827, 24.7885549 46.2208825, 24.7885358 46.2207785, 24.7884902 46.2206504, 24.7884262 46.220528, 24.7883591 46.220426, 24.7882679 46.2203146, 24.7881415 46.220192, 24.7878181 46.2199345)",,,,
"[19535539, 19535565]",False,,,Strada Gării,residential,50,False,77.066,"LINESTRING (24.7930229 46.224587, 24.7927619 46.224375, 24.7927494 46.2243491, 24.7927806 46.2243203, 24.7931708 46.2240955)",,,,
19535463,False,,,Strada Gării,residential,50,False,27.054,"LINESTRING (24.7939028 46.2241059, 24.793901 46.2238626)",,,,
19535350,True,,,Strada Gării,residential,50,False,70.827,"LINESTRING (24.7939028 46.2241059, 24.7937721 46.2241599, 24.793174 46.2244937)",,,,
19535463,False,,,Strada Gării,residential,50,True,114.38699999999999,"LINESTRING (24.7939028 46.2241059, 24.7939657 46.224152, 24.7939761 46.2241923, 24.7939761 46.224385, 24.7939678 46.2244109, 24.793947 46.2244397, 24.7935312 46.2246554, 24.7934792 46.2246655, 24.7934459 46.2246626, 24.7932201 46.2245221, 24.793174 46.2244937)",,,,
19535463,False,,,Strada Gării,residential,50,True,27.054,"LINESTRING (24.793901 46.2238626, 24.7939028 46.2241059)",,,,
19535505,False,,,,residential,,False,36.107,"LINESTRING (24.793901 46.2238626, 24.794029 46.2237988, 24.794271 46.223663)",,,,
19535539,False,,,Strada Gării,residential,50,True,66.934,"LINESTRING (24.793901 46.2238626, 24.7937266 46.2238298, 24.793683 46.2238255, 24.7936372 46.2238399, 24.7931708 46.2240955)",,,,
792133588,True,,,,residential,,False,41.25,"LINESTRING (24.794271 46.223663, 24.7948072 46.2236621)",,,,
19535505,False,,,,residential,,True,36.107,"LINESTRING (24.794271 46.223663, 24.794029 46.2237988, 24.793901 46.2238626)",,,,
"[222687409, 19424713]",False,,,Strada Andrei Șaguna,residential,50,"[False, True]",156.759,"LINESTRING (24.794271 46.223663, 24.7936261 46.223224, 24.7932416 46.2234374, 24.7927378 46.2237105)",,,,
19426863,False,2,,Strada Gării,tertiary,50,False,106.78200000000001,"LINESTRING (24.7948072 46.2236621, 24.7948102 46.2231926, 24.7948105 46.223105, 24.794812 46.2227018)",,,,
19426863,False,2,,Strada Gării,tertiary,50,True,35.028000000000006,"LINESTRING (24.7948072 46.2236621, 24.794809 46.2238347, 24.7948105 46.2239771)",,,,
19535620,False,,,Strada Andrei Șaguna,residential,50,False,54.243,"LINESTRING (24.7931708 46.2240955, 24.7927378 46.2237105)",,,,
19535539,False,,,Strada Gării,residential,50,False,66.934,"LINESTRING (24.7931708 46.2240955, 24.7936372 46.2238399, 24.793683 46.2238255, 24.7937266 46.2238298, 24.793901 46.2238626)",,,,
"[19535539, 19535565]",False,,,Strada Gării,residential,50,True,77.066,"LINESTRING (24.7931708 46.2240955, 24.7927806 46.2243203, 24.7927494 46.2243491, 24.7927619 46.224375, 24.7930229 46.224587)",,,,
19535620,False,,,Strada Andrei Șaguna,residential,50,True,54.243,"LINESTRING (24.7927378 46.2237105, 24.7931708 46.2240955)",,,,
19424713,False,,,Strada Andrei Șaguna,residential,50,False,117.30199999999999,"LINESTRING (24.7927378 46.2237105, 24.7921565 46.224061, 24.7915874 46.2244029)",,,,
"[19424713, 222687409]",False,,,Strada Andrei Șaguna,residential,50,"[False, True]",156.75900000000001,"LINESTRING (24.7927378 46.2237105, 24.7932416 46.2234374, 24.7936261 46.223224, 24.794271 46.223663)",,,,
19537051,False,,,Strada Octavian Goga,residential,30,False,83.637,"LINESTRING (24.7948161 46.2198741, 24.7947556 46.2197589, 24.7946844 46.2196548, 24.7943249 46.2192045)",,destination,,
"[692732361, 175220386, 24026183]",False,2,,"['Strada Morii', 'Strada Octavian Goga']",tertiary,RO:urban,False,159.26000000000002,"LINESTRING (24.7948161 46.2198741, 24.7948331 46.2197691, 24.7948425 46.2197106, 24.7948512 46.2196564, 24.7948681 46.2195087, 24.7948981 46.2191789, 24.7949233 46.2191169, 24.7949797 46.2190557, 24.7952789 46.2188567, 24.7955276 46.2186916, 24.7956031 46.2186421)",,,,
24026183,False,2,,Strada Morii,tertiary,RO:urban,True,122.70599999999999,"LINESTRING (24.7948161 46.2198741, 24.7947757 46.2200792, 24.7947354 46.2202131, 24.794671 46.2203571, 24.7945865 46.2205132, 24.7945299 46.2205917, 24.7944846 46.2206487, 24.7944392 46.2207009, 24.7943621 46.2207809, 24.7942461 46.2208863)",,,,
"[29278628, 452322359]",False,2,,Strada Octavian Goga,residential,30,True,88.64900000000002,"LINESTRING (24.7943564 46.2177989, 24.7942819 46.2178555, 24.7941656 46.2179382, 24.7940678 46.2180031, 24.7939841 46.2180674, 24.7939476 46.2181055, 24.7939207 46.2181668, 24.7939013 46.2182499, 24.7938915 46.218333, 24.7938898 46.2183922, 24.7938922 46.2184365, 24.7938942 46.2184554, 24.7938969 46.2184805)",,destination,,
"[29278600, 972664489, 972664491]",False,2,DJ106,Piața Hermann Oberth,secondary,"['30', 'RO:urban']",False,166.25700000000003,"LINESTRING (24.7943564 46.2177989, 24.7941551 46.2176771, 24.7939666 46.2175641, 24.7938405 46.2174865, 24.7937144 46.2174019, 24.7934833 46.2172323, 24.7933511 46.2171306, 24.7929774 46.2168304, 24.7928509 46.21673)",,,,
972664491,False,2,DJ106,Piața Hermann Oberth,secondary,30,True,80.56,"LINESTRING (24.7943564 46.2177989, 24.7948682 46.2181253, 24.7949364 46.2181711, 24.7951175 46.2182963)",,,,
19534283,True,,,Strada Anton Pann,tertiary,30,False,84.27199999999999,"LINESTRING (24.7885281 46.2188586, 24.7883614 46.218779, 24.7876141 46.218441)",,,,
"[30278880, 19539489, 30278878]",False,,,Strada Zidul Cetății,tertiary,"['30', 'RO:urban']",False,272.69300000000004,"LINESTRING (24.7885281 46.2188586, 24.7885566 46.2188346, 24.788599 46.2188197, 24.7886394 46.2188159, 24.7886963 46.2188194, 24.7888711 46.2188855, 24.7889144 46.2189019, 24.7893113 46.2190782, 24.7896412 46.2192471, 24.7899121 46.219403, 24.7901777 46.2195459, 24.7903922 46.2196739, 24.790572 46.2197871, 24.7907678 46.2199356, 24.7908885 46.2200358, 24.7909636 46.22011, 24.7910172 46.220162, 24.7910434 46.2201837, 24.7910704 46.2201978, 24.791106 46.2202059, 24.7911282 46.2202109, 24.7912454 46.2202211, 24.7912972 46.2202264)",,,yes,
"[223840500, 341457126, 30278878]",False,2,,Strada Zidul Cetății,tertiary,"['30', 'RO:urban']",False,49.126000000000005,"LINESTRING (24.791789 46.2201311, 24.7920497 46.2200436, 24.7922724 46.219967, 24.7923523 46.2199253)",,,building_passage,
30278878,False,,,Strada Zidul Cetății,tertiary,30,True,39.456,"LINESTRING (24.791789 46.2201311, 24.7915289 46.2201974, 24.7914153 46.220215, 24.7912972 46.2202264)",,,,
19540446,True,,,Strada Tâmplarilor,residential,30,False,52.34,"LINESTRING (24.7915222 46.2196981, 24.791789 46.2201311)",,,,
