osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,width,access
"[7932712, 372299409]",True,"['2', '3']",Strada Avram Iancu,secondary,RO:urban,False,51.851,"LINESTRING (23.5893187 46.7663455, 23.5898245 46.7663125, 23.5899538 46.7663, 23.5899953 46.7662952)",,,
7933944,True,3,Strada Republicii,secondary,50,False,7.885,"LINESTRING (23.5866962 46.7674185, 23.5867085 46.7673942, 23.5867288 46.7673512)",,,
"[10508024, 1169904286]",True,2,Strada Napoca,primary,50,False,41.256,"LINESTRING (23.5866962 46.7674185, 23.586758 46.7674437, 23.5871686 46.7676)",DN1,,
"[846325553, 264129023]",False,4,Calea Moților,primary,50,True,85.612,"LINESTRING (23.5849932 46.7687594, 23.5849284 46.768726, 23.584854 46.7686876, 23.58478 46.7686498, 23.5847637 46.7686414, 23.5846933 46.7686051, 23.5840951 46.7682964)",DN1,,
"[377851570, 108489923, 1169904279]",False,4,Strada Petru Maior,primary,50,False,187.72099999999998,"LINESTRING (23.5849932 46.7687594, 23.5850154 46.7687251, 23.5850644 46.7686437, 23.5851041 46.7685827, 23.5853875 46.7681472, 23.5857836 46.7675385, 23.5858032 46.7675081, 23.5858384 46.7674538, 23.5858647 46.7674053, 23.5858725 46.7673945, 23.585954 46.7672484, 23.5859747 46.7672112)",DN1,,
23582606,True,3,Bulevardul 21 Decembrie 1989,primary,60,False,39.271,"LINESTRING (23.5954291 46.7725476, 23.5952704 46.7724955, 23.595167 46.7724648, 23.5949876 46.772417, 23.5949545 46.7724104)",DN1,,
44356591,True,3,Piața Avram Iancu,primary,50,False,119.307,"LINESTRING (23.5954291 46.7725476, 23.5954417 46.7725306, 23.5954606 46.7725004, 23.5955115 46.7724193, 23.5960518 46.7715631)",DN1,,
"[896663304, 7976448]",False,4,Strada Cuza Vodă,secondary,RO:urban,False,109.179,"LINESTRING (23.5954291 46.7725476, 23.5954118 46.7725708, 23.5953528 46.7726496, 23.5953068 46.7726867, 23.5951436 46.7728184, 23.594899 46.7729962, 23.5947135 46.7731023, 23.5945618 46.7731626, 23.5944071 46.7732096)",,,
27173012,True,1,Strada Frédéric Joliot-Curie,residential,RO:urban,False,51.226,"LINESTRING (23.5925472 46.7736765, 23.5924967 46.7736408, 23.5924619 46.7735947, 23.5924526 46.7732955, 23.5924508 46.7732357)",,,
56725337,False,4,Strada Cuza Vodă,secondary,RO:urban,False,14.137,"LINESTRING (23.5925472 46.7736765, 23.5925244 46.7737206, 23.5925063 46.7737576, 23.5924895 46.7737973)",,,
58064599,False,4,Strada Cuza Vodă,secondary,RO:urban,True,153.65999999999997,"LINESTRING (23.5925472 46.7736765, 23.59257 46.7736453, 23.5926021 46.7736147, 23.5926411 46.7735902, 23.5926853 46.7735684, 23.5927346 46.7735491, 23.5927868 46.773532, 23.592857 46.7735153, 23.5929284 46.7735009, 23.593078 46.7734763, 23.5935134 46.773408, 23.5939382 46.7733258, 23.593952 46.7733227, 23.5942327 46.7732594, 23.5944071 46.7732096)",,,
23893975,False,4,Strada Regele Ferdinand,primary,RO:urban,True,15.911,"LINESTRING (23.5880362 46.7738005, 23.5881287 46.7736722)",DN1F,,
7976593,True,2,Strada George Barițiu,secondary,RO:urban,False,111.32000000000001,"LINESTRING (23.5880362 46.7738005, 23.5879872 46.7737654, 23.5879238 46.7737201, 23.5878895 46.7736955, 23.5878626 46.7736763, 23.5874756 46.7734041, 23.5871138 46.7731496, 23.5870785 46.7731083, 23.5870463 46.7730677)",,,
338025195,False,4,Strada George Barițiu,secondary,RO:urban,True,248.97600000000003,"LINESTRING (23.5844422 46.7717194, 23.5845228 46.7717659, 23.584583 46.7717996, 23.5846006 46.7718095, 23.5846279 46.7718211, 23.5848604 46.7719196, 23.5852339 46.7720911, 23.5853083 46.7721253, 23.5855524 46.7722355, 23.5857884 46.772355, 23.5860084 46.7724744, 23.5862836 46.7726308, 23.5865395 46.772772, 23.5865664 46.7727877, 23.5865758 46.7727932, 23.5870207 46.7730527, 23.5870463 46.7730677)",,,
"[1169901912, 38215485]",False,2,Strada Emil Isac,residential,RO:urban,True,80.924,"LINESTRING (23.5844422 46.7717194, 23.5845057 46.7716363, 23.5845131 46.7716292, 23.5845224 46.7716202, 23.5845439 46.7715985, 23.584566 46.7715717, 23.5845795 46.7715476, 23.5846511 46.7713754, 23.5848206 46.7710427)",,,
24283666,True,2,Piața Unirii,primary,50,False,84.156,"LINESTRING (23.5897814 46.7687226, 23.589872 46.7687651, 23.5899489 46.7687977, 23.590034 46.7688301, 23.5901511 46.7688693, 23.5907694 46.7690582)",DN1,,
"[846325553, 264129023]",False,4,Calea Moților,primary,50,False,85.612,"LINESTRING (23.5840951 46.7682964, 23.5846933 46.7686051, 23.5847637 46.7686414, 23.58478 46.7686498, 23.584854 46.7686876, 23.5849284 46.768726, 23.5849932 46.7687594)",DN1,,
309482435,True,4,Strada Memorandumului,primary,RO:urban,False,41.598,"LINESTRING (23.5854428 46.7689718, 23.5849932 46.7687594)",DN1,,
"[7934003, 892659837]",True,"['2', '3']",Strada Gheorghe Șincai,residential,RO:urban,False,198.83299999999997,"LINESTRING (23.5854428 46.7689718, 23.5854795 46.7689409, 23.5855529 46.7688759, 23.5855773 46.7688533, 23.5859539 46.7685128, 23.5863302 46.7680742, 23.5865905 46.7676175, 23.5866114 46.7675788, 23.5866254 46.7675582, 23.5866797 46.7674511, 23.5866962 46.7674185)",,,
"[411913364, 359428795, 302299788]",True,3,Bulevardul 21 Decembrie 1989,primary,60,False,253.00099999999998,"LINESTRING (23.593064 46.77191, 23.5925991 46.7717792, 23.5916212 46.7715039, 23.5914128 46.7714436, 23.591336 46.7714216, 23.5912325 46.7713918, 23.5902312 46.7710916, 23.5901633 46.7710622, 23.5900903 46.7710325, 23.5900197 46.7710038)",DN1,,
23893687,True,2,Strada Emil Isac,residential,RO:urban,False,93.71,"LINESTRING (23.5850845 46.7700913, 23.5851419 46.7698897, 23.5852128 46.7695818, 23.585292 46.7692607)",,,
"[466395275, 177921038]",True,1,Strada Virgil Fulicea,residential,RO:urban,False,80.1,"LINESTRING (23.5850845 46.7700913, 23.5851465 46.7700961, 23.5855116 46.7701243, 23.5856219 46.7701425, 23.5856831 46.7701575, 23.5857442 46.7701763, 23.5860691 46.7703066)",,3,
23893687,True,2,Strada Emil Isac,residential,RO:urban,False,107.693,"LINESTRING (23.5848206 46.7710427, 23.5850296 46.7702622, 23.5850845 46.7700913)",,,
