osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,bridge,geometry,access
178782474,Strada Avram Iancu,tertiary,RO:urban,False,True,57.402,,,,"LINESTRING (23.0506615 46.3621094, 23.0504029 46.3625938)",
"[1099792481, 1106615274, 1106615275]",Strada Mărășești,primary,50,False,True,203.943,2,DN75,yes,"LINESTRING (23.0506615 46.3621094, 23.0514944 46.3622892, 23.0519128 46.3623799, 23.0523405 46.3624828, 23.0527 46.3625798, 23.0528908 46.3626408, 23.0531629 46.3627234)",
1106609870,Calea Turzii,tertiary,RO:urban,False,False,45.288,,,,"LINESTRING (23.0520016 46.3640201, 23.0525238 46.3642099)",
178782825,Strada Revoluției 1848,tertiary,RO:urban,False,True,119.67600000000002,,DC96,,"LINESTRING (23.0520016 46.3640201, 23.0520536 46.3639208, 23.0522 46.3634713, 23.0522545 46.3633278, 23.0523247 46.3631294, 23.0523587 46.3630622, 23.0524193 46.3629868)",
1106615265,Strada Transilvaniei,residential,RO:urban,False,False,145.055,,DC96,,"LINESTRING (23.0520016 46.3640201, 23.051894 46.3641309, 23.0518055 46.3642328, 23.051607 46.3644511, 23.0515493 46.3645344, 23.0515072 46.3646081, 23.0514796 46.3646853, 23.0514756 46.364763, 23.0514904 46.3649351, 23.0515226 46.3650758, 23.0515628 46.3651461, 23.0516084 46.3652146)",
"[458351634, 1106615268, 1106615269]",Strada Horea,tertiary,RO:urban,False,True,17.219,,,yes,"LINESTRING (23.0520016 46.3640201, 23.051911 46.3640035, 23.0518389 46.3639903, 23.0517847 46.3639804)",
177840630,Strada Horea,tertiary,RO:urban,False,True,186.873,,,,"LINESTRING (23.0494682 46.3639634, 23.0470926 46.3635934)",
178782474,Strada Avram Iancu,tertiary,RO:urban,False,False,93.539,,,,"LINESTRING (23.0494682 46.3639634, 23.0499815 46.3632004)",
178782824,Strada Cloșca,residential,50,False,False,320.60699999999997,1,,,"LINESTRING (23.0494682 46.3639634, 23.0490134 46.3637443, 23.0486292 46.3635599, 23.0484518 46.3634673, 23.0481657 46.3633091, 23.0476506 46.3630067, 23.0475759 46.3629718, 23.0474818 46.3629315, 23.0471708 46.3628185, 23.0471002 46.3627925, 23.0470549 46.3627653, 23.0470077 46.3627288, 23.0466514 46.3624281, 23.0466099 46.3623915, 23.0465995 46.3623442, 23.0466147 46.3623066, 23.0467816 46.3620782)",
177840630,Strada Horea,tertiary,RO:urban,False,False,109.331,,,,"LINESTRING (23.0457012 46.3633817, 23.0470926 46.3635934)",
177840630,Strada Horea,tertiary,RO:urban,False,True,58.414,,,,"LINESTRING (23.0457012 46.3633817, 23.0449599 46.3632622)",
199420799,Strada Trandafirilor,living_street,50,False,True,101.65,1,,,"LINESTRING (23.0457012 46.3633817, 23.0458084 46.3631315, 23.0459156 46.3629406, 23.0462161 46.3625429)",
352967382,Strada Trandafirilor,living_street,50,False,False,116.056,1,,,"LINESTRING (23.0457012 46.3633817, 23.0455347 46.3637534, 23.0454604 46.3638101, 23.0451914 46.3639512, 23.0450297 46.3640285, 23.0449432 46.3641093, 23.0448702 46.3642058)",
177840630,Strada Horea,tertiary,RO:urban,False,False,186.873,,,,"LINESTRING (23.0470926 46.3635934, 23.0494682 46.3639634)",
177840630,Strada Horea,tertiary,RO:urban,False,True,109.331,,,,"LINESTRING (23.0470926 46.3635934, 23.0457012 46.3633817)",
199420804,Strada Crișan,residential,RO:urban,False,False,45.602000000000004,,,,"LINESTRING (23.0470926 46.3635934, 23.0468836 46.3638366, 23.0467944 46.3639481)",
177840630,Strada Horea,tertiary,RO:urban,False,False,25.343,,,,"LINESTRING (23.0446383 46.3632103, 23.0449599 46.3632622)",
177840630,Strada Horea,tertiary,RO:urban,False,True,11.085,,,,"LINESTRING (23.0446383 46.3632103, 23.0444974 46.3631883)",
"[199420793, 1106609869, 1106609870]",Calea Turzii,tertiary,RO:urban,False,True,184.688,,,yes,"LINESTRING (23.0547637 46.3640293, 23.0545884 46.364113, 23.0544795 46.3641649, 23.0540676 46.3643616, 23.0538426 46.3643539, 23.0525238 46.3642099)",
199420795,Strada Cucului,residential,RO:urban,False,False,215.45099999999996,,,,"LINESTRING (23.0547637 46.3640293, 23.0550599 46.3642406, 23.0551961 46.3643251, 23.0555252 46.3644967, 23.0556767 46.3645272, 23.0561377 46.3645282, 23.0564772 46.364563, 23.0566648 46.3645743, 23.0568315 46.3645692, 23.0572989 46.3645953)",
"[1106609872, 1106609881, 1106609871]",Strada Tudor Vladimirescu,residential,RO:urban,False,True,96.556,,,yes,"LINESTRING (23.0547637 46.3640293, 23.0547049 46.3639847, 23.0546754 46.3639541, 23.0546359 46.3639093, 23.0546218 46.3638625, 23.0546757 46.3633296, 23.0546815 46.3631928)",
1106609870,Calea Turzii,tertiary,RO:urban,False,True,45.288,,,,"LINESTRING (23.0525238 46.3642099, 23.0520016 46.3640201)",
199420781,Strada Catedralei,residential,RO:urban,False,False,93.437,,,,"LINESTRING (23.0525238 46.3642099, 23.0525648 46.3646508, 23.0525605 46.3647713, 23.0525552 46.3648454, 23.0524843 46.3650432)",
"[199420793, 1106609869, 1106609870]",Calea Turzii,tertiary,RO:urban,False,False,184.688,,,yes,"LINESTRING (23.0525238 46.3642099, 23.0538426 46.3643539, 23.0540676 46.3643616, 23.0544795 46.3641649, 23.0545884 46.364113, 23.0547637 46.3640293)",
178781738,Strada Libertății,tertiary,RO:urban,True,False,167.881,,,,"LINESTRING (23.048218 46.3617657, 23.0487931 46.3618051, 23.0489208 46.3618154, 23.049048 46.3618395, 23.0491944 46.361894, 23.049594 46.3620961, 23.0498831 46.3622483, 23.0499996 46.3623238, 23.0500634 46.3623944, 23.0500782 46.3624227)",
199420808,Strada Zarandului,living_street,30,False,True,104.77099999999999,,,,"LINESTRING (23.048218 46.3617657, 23.0481854 46.3618346, 23.0481284 46.3618688, 23.0480411 46.361896, 23.0477606 46.3619192, 23.0474123 46.3619095, 23.0469782 46.3618089)",
352967379,Strada Cloșca,residential,50,False,True,43.432,1,,,"LINESTRING (23.0472309 46.3614594, 23.0469782 46.3618089)",
178781738,Strada Libertății,tertiary,RO:urban,True,False,83.055,,,,"LINESTRING (23.0472309 46.3614594, 23.0479614 46.3616897, 23.048218 46.3617657)",
352971079,Strada Oituz,residential,RO:urban,False,False,46.154,,,,"LINESTRING (23.0462484 46.3611044, 23.0465241 46.3607355)",
352971079,Strada Oituz,residential,RO:urban,False,True,77.027,,,,"LINESTRING (23.0462484 46.3611044, 23.045787 46.3617196)",
178781738,Strada Libertății,tertiary,RO:urban,True,False,85.10300000000001,,,,"LINESTRING (23.0462484 46.3611044, 23.0466822 46.3612611, 23.0472309 46.3614594)",
178782474,Strada Avram Iancu,tertiary,RO:urban,False,False,57.402,,,,"LINESTRING (23.0504029 46.3625938, 23.0506615 46.3621094)",
178782474,Strada Avram Iancu,tertiary,RO:urban,False,True,74.801,,,,"LINESTRING (23.0504029 46.3625938, 23.0499815 46.3632004)",
199420780,Strada Libertății,residential,RO:urban,True,False,41.94,,,,"LINESTRING (23.0504029 46.3625938, 23.0509483 46.3626183)",
178781738,Strada Libertății,tertiary,RO:urban,True,False,144.317,,,,"LINESTRING (23.0445658 46.3605252, 23.0451646 46.3607178, 23.0462484 46.3611044)",
352967126,Piața Avram Iancu,residential,,False,False,87.008,1,,,"LINESTRING (23.0509483 46.3626183, 23.0504828 46.3633318)",destination
"[1106615272, 1106615273, 199420780]",Strada Libertății,residential,RO:urban,True,False,121.28800000000001,,,yes,"LINESTRING (23.0509483 46.3626183, 23.0512433 46.3626426, 23.051394 46.3626706, 23.051754 46.3627633, 23.0521569 46.3628723, 23.0523728 46.3629665, 23.0524074 46.3629816, 23.0524193 46.3629868)",
178782825,Strada Revoluției 1848,tertiary,RO:urban,False,False,119.676,,DC96,,"LINESTRING (23.0524193 46.3629868, 23.0523587 46.3630622, 23.0523247 46.3631294, 23.0522545 46.3633278, 23.0522 46.3634713, 23.0520536 46.3639208, 23.0520016 46.3640201)",
178782825,Strada Revoluției 1848,tertiary,RO:urban,False,True,67.408,,DC96,,"LINESTRING (23.0524193 46.3629868, 23.0525149 46.3629079, 23.0526075 46.3628454, 23.052692 46.3627992, 23.0527872 46.362763, 23.0528918 46.3627399, 23.0529865 46.3627263, 23.0530721 46.3627208, 23.0531629 46.3627234)",
178782474,Strada Avram Iancu,tertiary,RO:urban,False,False,74.801,,,,"LINESTRING (23.0499815 46.3632004, 23.0504029 46.3625938)",
178782474,Strada Avram Iancu,tertiary,RO:urban,False,True,93.539,,,,"LINESTRING (23.0499815 46.3632004, 23.0494682 46.3639634)",
178782823,Strada Moților,tertiary,RO:urban,True,False,275.432,,,,"LINESTRING (23.0499815 46.3632004, 23.0467816 46.3620782)",
178782823,Strada Moților,tertiary,RO:urban,True,False,86.11,,,,"LINESTRING (23.0467816 46.3620782, 23.045787 46.3617196)",
352967379,Strada Cloșca,residential,50,False,False,33.53,1,,,"LINESTRING (23.0467816 46.3620782, 23.0469782 46.3618089)",
178782824,Strada Cloșca,residential,50,False,True,320.607,1,,,"LINESTRING (23.0467816 46.3620782, 23.0466147 46.3623066, 23.0465995 46.3623442, 23.0466099 46.3623915, 23.0466514 46.3624281, 23.0470077 46.3627288, 23.0470549 46.3627653, 23.0471002 46.3627925, 23.0471708 46.3628185, 23.0474818 46.3629315, 23.0475759 46.3629718, 23.0476506 46.3630067, 23.0481657 46.3633091, 23.0484518 46.3634673, 23.0486292 46.3635599, 23.0490134 46.3637443, 23.0494682 46.3639634)",
352971079,Strada Oituz,residential,RO:urban,False,False,77.027,,,,"LINESTRING (23.045787 46.3617196, 23.0462484 46.3611044)",
1106615265,Strada Transilvaniei,residential,RO:urban,False,True,9.3,,DC96,,"LINESTRING (23.0516673 46.3652877, 23.0516084 46.3652146)",
654729452,Strada Fȃntȃnele,residential,RO:urban,False,True,68.509,,,,"LINESTRING (23.0516673 46.3652877, 23.0521381 46.365123, 23.0524843 46.3650432)",
"[200202184, 178784198]",Strada Izvoarelor,unclassified,,False,True,51.394000000000005,,,yes,"LINESTRING (23.0537493 46.3623873, 23.0535054 46.3627452, 23.0534626 46.362805)",
655615324,Strada Gării,unclassified,50,False,True,190.737,,,,"LINESTRING (23.0537493 46.3623873, 23.0535933 46.3623609, 23.0531842 46.3622716, 23.0525563 46.3620963, 23.0522655 46.3620024, 23.0519836 46.3618901, 23.0514915 46.3616888)",
"[200202184, 178784198]",Strada Izvoarelor,unclassified,,False,False,51.394000000000005,,,yes,"LINESTRING (23.0534626 46.362805, 23.0535054 46.3627452, 23.0537493 46.3623873)",
1106609875,Strada Revoluției 1848,primary,50,False,False,24.725,2,DN75,,"LINESTRING (23.0534626 46.362805, 23.0533791 46.3627806, 23.0531629 46.3627234)",
