osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,junction,geometry
704483488,True,1,DN79;DN79A,Strada Înfrățirii,primary,50,False,35.737,,"LINESTRING (21.5176632 46.5236193, 21.5173485 46.5233818)"
1106546737,True,1,DN79;DN79A,,primary,,False,15.88,roundabout,"LINESTRING (21.5176632 46.5236193, 21.5176664 46.5235836, 21.5176883 46.5235513, 21.5177259 46.5235267, 21.517774 46.5235133)"
275159522,False,2,DN79;DN79A,Strada Înfrățirii,primary,50,False,54.894,,"LINESTRING (21.5120386 46.520239, 21.5123154 46.5204002, 21.5125854 46.5205586)"
27023914,False,,,Strada Oituz,residential,RO:urban,False,67.146,,"LINESTRING (21.5167898 46.5206411, 21.5162155 46.5201845)"
275159526,False,,,Piața Avram Iancu,residential,RO:urban,False,73.812,,"LINESTRING (21.5167898 46.5206411, 21.5162138 46.5211736)"
27023914,False,,,Strada Oituz,residential,RO:urban,True,101.021,,"LINESTRING (21.5167898 46.5206411, 21.5174371 46.5207702, 21.5180589 46.5208917)"
275159522,False,2,DN79;DN79A,Strada Înfrățirii,primary,50,False,47.975,,"LINESTRING (21.5150889 46.5220538, 21.5155099 46.522302, 21.5155651 46.5223345)"
275159522,False,2,DN79;DN79A,Strada Înfrățirii,primary,50,True,81.24199999999999,,"LINESTRING (21.5150889 46.5220538, 21.5149611 46.5219769, 21.5142719 46.5215872)"
275159526,False,,,Piața Avram Iancu,residential,RO:urban,True,82.75,,"LINESTRING (21.5150889 46.5220538, 21.5152121 46.5219635, 21.5158291 46.5215112)"
27023914,False,,,Strada Oituz,residential,RO:urban,False,24.256,,"LINESTRING (21.5183667 46.5209429, 21.5182887 46.5209345, 21.5180589 46.5208917)"
47419382,False,,,,residential,RO:urban,False,107.33099999999999,,"LINESTRING (21.5183667 46.5209429, 21.5190692 46.5208533, 21.5197416 46.520752)"
967524456,False,,,Strada Oituz,residential,RO:urban,True,261.96299999999997,,"LINESTRING (21.5183667 46.5209429, 21.5184671 46.5209908, 21.5185207 46.5210277, 21.5185743 46.5211273, 21.5186543 46.5213482, 21.5188426 46.5221073, 21.5191192 46.5230788, 21.5191543 46.5232022)"
24227530,False,2,DN79A,Strada Gării,primary,RO:urban,True,81.595,,"LINESTRING (21.5191543 46.5232022, 21.5181649 46.5234761)"
24227530,False,2,DN79A,Strada Gării,primary,RO:urban,False,96.641,,"LINESTRING (21.5191543 46.5232022, 21.5197478 46.5230412, 21.5203246 46.5228753)"
967524456,False,,,Strada Oituz,residential,RO:urban,False,261.96299999999997,,"LINESTRING (21.5191543 46.5232022, 21.5191192 46.5230788, 21.5188426 46.5221073, 21.5186543 46.5213482, 21.5185743 46.5211273, 21.5185207 46.5210277, 21.5184671 46.5209908, 21.5183667 46.5209429)"
49695914,False,2,DN79,Strada Înfrățirii,primary,50,False,26.387,,"LINESTRING (21.5198118 46.5260145, 21.5196287 46.5258134)"
47386139,False,,,,residential,RO:urban,True,183.669,,"LINESTRING (21.5198118 46.5260145, 21.5196667 46.5260687, 21.5177441 46.5268537)"
49695914,False,2,DN79,Strada Înfrățirii,primary,50,True,262.646,,"LINESTRING (21.5198118 46.5260145, 21.5213364 46.5277726, 21.5215647 46.5280454)"
47386139,False,,,,residential,RO:urban,True,171.057,,"LINESTRING (21.5177441 46.5268537, 21.515818 46.527635)"
47386139,False,,,,residential,RO:urban,False,183.669,,"LINESTRING (21.5177441 46.5268537, 21.5196667 46.5260687, 21.5198118 46.5260145)"
47387256,False,,,Strada Mărășești,residential,RO:urban,True,361.38399999999996,,"LINESTRING (21.5177441 46.5268537, 21.5159867 46.5248668, 21.5157499 46.5245674, 21.5156568 46.5244184, 21.5155889 46.5243035, 21.5155468 46.5241932, 21.515516 46.524105, 21.5155122 46.5240943, 21.5154846 46.5240153)"
47386139,False,,,,residential,RO:urban,False,171.057,,"LINESTRING (21.515818 46.527635, 21.5177441 46.5268537)"
47386139,False,,,,residential,RO:urban,True,171.463,,"LINESTRING (21.515818 46.527635, 21.5139254 46.528461)"
47386134,False,,,Strada Ștefan cel Mare,residential,RO:urban,False,356.31499999999994,,"LINESTRING (21.515818 46.527635, 21.5157258 46.527533, 21.5146208 46.526256, 21.5136954 46.5252115, 21.5134039 46.5248948)"
47386139,False,,,,residential,RO:urban,False,171.463,,"LINESTRING (21.5139254 46.528461, 21.515818 46.527635)"
47387253,False,,,,residential,RO:urban,True,358.351,,"LINESTRING (21.5139254 46.528461, 21.5127284 46.5270724, 21.5121159 46.5263672, 21.5115186 46.5256963)"
49695804,False,,,Strada Teilor,residential,RO:urban,False,35.637,,"LINESTRING (21.5150323 46.5240893, 21.5152035 46.5240696, 21.5153623 46.5240433, 21.5154846 46.5240153)"
49695804,False,,,Strada Teilor,residential,RO:urban,True,154.517,,"LINESTRING (21.5150323 46.5240893, 21.5148758 46.5242132, 21.5147429 46.5243133, 21.5146711 46.5243503, 21.5145632 46.524403, 21.5143949 46.524477, 21.5140558 46.5246216, 21.5134039 46.5248948)"
273358527,False,,,,residential,RO:urban,False,128.14,,"LINESTRING (21.5150323 46.5240893, 21.514982 46.5240217, 21.5149284 46.5239504, 21.5146887 46.5236553, 21.5146565 46.5236183, 21.5154275 46.5233072)"
49695804,False,,,Strada Teilor,residential,RO:urban,False,61.887,,"LINESTRING (21.5115186 46.5256963, 21.512196 46.5253921)"
47387253,False,,,,residential,RO:urban,False,358.351,,"LINESTRING (21.5115186 46.5256963, 21.5121159 46.5263672, 21.5127284 46.5270724, 21.5139254 46.528461)"
