osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry
855877279,2,DN1A,primary,50,False,False,70.4,"LINESTRING (26.0367135 45.0977912, 26.0365469 45.0984133)"
33132038,,,residential,RO:urban,False,False,61.919,"LINESTRING (26.0355771 45.1026304, 26.0363638 45.1026721)"
855879105,2,DN1A,primary,50,False,False,96.501,"LINESTRING (26.0355771 45.1026304, 26.0354385 45.1032665, 26.0354105 45.1034899)"
855879107,2,DN1A,primary,50,False,True,475.082,"LINESTRING (26.0355771 45.1026304, 26.0359246 45.1010644, 26.0360219 45.1006277, 26.036219 45.099725, 26.0363802 45.0990597, 26.0365469 45.0984133)"
33132038,,,residential,RO:urban,False,False,75.63,"LINESTRING (26.039376 45.1024979, 26.0403372 45.102546)"
33132038,,,residential,RO:urban,False,True,166.49099999999999,"LINESTRING (26.039376 45.1024979, 26.0378954 45.1025149, 26.0376942 45.1025395, 26.037544 45.1026191, 26.0373402 45.1027194)"
33132062,,,residential,RO:urban,False,False,439.03399999999993,"LINESTRING (26.039376 45.1024979, 26.0392579 45.1012616, 26.0392794 45.1006293, 26.0392633 45.1001389, 26.0391828 45.0995255, 26.039156 45.0991941, 26.0391802 45.0985561)"
33132038,,,residential,RO:urban,False,False,166.49099999999999,"LINESTRING (26.0373402 45.1027194, 26.037544 45.1026191, 26.0376942 45.1025395, 26.0378954 45.1025149, 26.039376 45.1024979)"
33132038,,,residential,RO:urban,False,True,76.955,"LINESTRING (26.0373402 45.1027194, 26.0371631 45.102727, 26.0363638 45.1026721)"
33132498,,,residential,RO:urban,False,False,88.903,"LINESTRING (26.0373402 45.1027194, 26.0372972 45.1030204, 26.0372919 45.1031984, 26.0372865 45.1032968, 26.0373304 45.1035151)"
33132062,,,residential,RO:urban,False,True,439.034,"LINESTRING (26.0391802 45.0985561, 26.039156 45.0991941, 26.0391828 45.0995255, 26.0392633 45.1001389, 26.0392794 45.1006293, 26.0392579 45.1012616, 26.039376 45.1024979)"
