osmid,highway,maxspeed,oneway,reversed,length,lanes,ref,name,geometry,bridge,width,junction
1199479050,residential,RO:urban,True,False,96.331,,,Strada Patrioților,"LINESTRING (24.1518894 45.7135157, 24.1519545 45.7134539, 24.1519832 45.7133879, 24.1519886 45.7131976, 24.1519758 45.7131175, 24.1519804 45.7130643, 24.1520262 45.7130082, 24.1523867 45.712792)",,,
98881455,residential,RO:urban,True,False,165.428,,,Strada Apărării,"LINESTRING (24.1523867 45.712792, 24.1524365 45.7128232, 24.1526475 45.7129777, 24.1529837 45.7132638, 24.1529824 45.713319, 24.1529247 45.7133687, 24.1526873 45.7134136, 24.1520168 45.7135034, 24.1518894 45.7135157)",,,
98868111,residential,RO:urban,False,True,7.269,,,Strada Târgului,"LINESTRING (24.1582502 45.7134951, 24.1581684 45.7135269)",,,
98868128,residential,RO:urban,False,False,110.291,,,Strada Florilor,"LINESTRING (24.1582502 45.7134951, 24.1579971 45.7125191)",,,
98868128,residential,RO:urban,False,True,110.291,,,Strada Florilor,"LINESTRING (24.1579971 45.7125191, 24.1582502 45.7134951)",,,
134983201,secondary,RO:urban,False,False,14.52,2,,Strada Unirii,"LINESTRING (24.1539493 45.7125156, 24.1541223 45.7125652)",,,
98881282,tertiary,RO:urban,False,False,123.714,,,,"LINESTRING (24.1537911 45.7178905, 24.1536506 45.7178455, 24.1535234 45.7177878, 24.1534317 45.7177351, 24.1525653 45.7171877)",,,
98881282,tertiary,RO:urban,False,True,152.225,,,,"LINESTRING (24.1537911 45.7178905, 24.1545528 45.7180515, 24.1555535 45.7183038, 24.1556485 45.7183277)",,,
98881411,residential,RO:urban,False,False,246.791,,,,"LINESTRING (24.1537911 45.7178905, 24.1536221 45.7181676, 24.1535041 45.7182987, 24.1533565 45.7184111, 24.1531205 45.7186115, 24.1530266 45.718765, 24.1529462 45.718986, 24.152922 45.7190394, 24.1528657 45.7190525, 24.1527879 45.7190253, 24.1521844 45.7187866, 24.1517714 45.718662)",,,
88810334,secondary,RO:urban,False,False,361.50100000000003,2,DJ106D,Strada Șelimbărului,"LINESTRING (24.1602939 45.7198438, 24.1594886 45.7194905, 24.1588334 45.7191234, 24.1584801 45.7189418, 24.157362 45.7183675, 24.1567962 45.7180722, 24.156518 45.7179456)",,,
98881339,residential,RO:urban,False,True,235.594,,,,"LINESTRING (24.153864 45.7199287, 24.1538747 45.7196666, 24.1540035 45.7194512, 24.1544139 45.7190598, 24.154674 45.7189175, 24.1548886 45.718734, 24.1551327 45.7185842, 24.1554063 45.7184531, 24.1555538 45.7183913, 24.1556485 45.7183277)",,,
98881246,residential,RO:urban,False,False,80.688,,,Strada Primăverii,"LINESTRING (24.1584367 45.7144353, 24.157919 45.7150645)",,,
98881246,residential,RO:urban,False,True,76.838,,,Strada Primăverii,"LINESTRING (24.1584367 45.7144353, 24.1588846 45.7138191)",,,
98881156,residential,RO:urban,False,False,126.333,,,Strada Mălinului,"LINESTRING (24.1584367 45.7144353, 24.1597134 45.7149053, 24.1598824 45.7149559)",,,
98881231,residential,RO:urban,False,False,145.59199999999998,,,Strada Bujorului,"LINESTRING (24.1599851 45.7146157, 24.1601238 45.7143678, 24.159995 45.7142274, 24.1596115 45.7140963, 24.1588846 45.7138191)",,,
98881377,residential,RO:urban,False,False,78.355,,,Strada Uzinei,"LINESTRING (24.1587853 45.715426, 24.157919 45.7150645)",,,
98881186,unclassified,RO:urban,False,False,195.252,,,Strada Transilvaniei,"LINESTRING (24.1587853 45.715426, 24.1586995 45.7155926, 24.158721 45.7157855, 24.1589503 45.7158923, 24.1589718 45.7159428, 24.1589637 45.7160271, 24.159008 45.7160711, 24.1602197 45.716608)",,,
134983200,secondary,RO:urban,False,True,13.721,2,DJ106D;DJ106C,,"LINESTRING (24.1557459 45.716931, 24.1556915 45.7168136)",,,
"[98881315, 98881459, 98881461]",residential,RO:urban,False,True,206.04,,,,"LINESTRING (24.1557459 45.716931, 24.1554757 45.7168918, 24.1553994 45.7168878, 24.1553124 45.7169137, 24.1552453 45.7170448, 24.1551649 45.717174, 24.1550871 45.7172958, 24.1549396 45.7175935, 24.1549422 45.7176319, 24.1549905 45.7176647, 24.1558542 45.7179493, 24.1559305 45.717977)",yes,,
"[134983200, 98881307, 98881445]",secondary,RO:urban,False,False,68.215,2,DJ106D;DJ106C,,"LINESTRING (24.1557459 45.716931, 24.1558362 45.7171352, 24.1559617 45.7173976, 24.1559952 45.7174763, 24.1560166 45.7175145)",yes,,
98881245,residential,RO:urban,False,False,106.392,,,,"LINESTRING (24.1525653 45.7171877, 24.1521441 45.7177073, 24.1520396 45.7178493, 24.1519488 45.7180391)",,,
98881282,tertiary,RO:urban,False,False,221.26999999999998,,,,"LINESTRING (24.1525653 45.7171877, 24.1521093 45.7168998, 24.1518572 45.7167388, 24.1513368 45.7164756, 24.1508679 45.7162863, 24.150492 45.7161648, 24.1502171 45.7160898)",,,
98881282,tertiary,RO:urban,False,True,123.714,,,,"LINESTRING (24.1525653 45.7171877, 24.1534317 45.7177351, 24.1535234 45.7177878, 24.1536506 45.7178455, 24.1537911 45.7178905)",,,
98881231,residential,RO:urban,False,False,64.403,,,Strada Bujorului,"LINESTRING (24.1588846 45.7138191, 24.1581684 45.7135269)",,,
98881246,residential,RO:urban,False,False,76.838,,,Strada Primăverii,"LINESTRING (24.1588846 45.7138191, 24.1584367 45.7144353)",,,
98881231,residential,RO:urban,False,True,145.59199999999998,,,Strada Bujorului,"LINESTRING (24.1588846 45.7138191, 24.1596115 45.7140963, 24.159995 45.7142274, 24.1601238 45.7143678, 24.1599851 45.7146157)",,,
134983201,secondary,RO:urban,False,True,14.52,2,,Strada Unirii,"LINESTRING (24.1541223 45.7125652, 24.1539493 45.7125156)",,,
134983201,secondary,RO:urban,False,False,279.061,2,,Strada Unirii,"LINESTRING (24.1541223 45.7125652, 24.1542632 45.7126355, 24.1543946 45.7127253, 24.1546226 45.7129089, 24.1548666 45.7131524, 24.155269 45.7135962, 24.1556217 45.7139155, 24.1558912 45.7141422, 24.1560964 45.7142882, 24.156252 45.7143899, 24.1564237 45.714469)",,,
16153595,secondary,RO:urban,False,False,202.73999999999998,2,DJ106C,Strada Sibiului,"LINESTRING (24.1558244 45.7188103, 24.1559482 45.7192863, 24.1559842 45.7193476, 24.1560434 45.7193865, 24.156126 45.7194064, 24.1574227 45.7196371, 24.1575111 45.7196761, 24.1575498 45.7197385, 24.1575366 45.7198182)",,,
16153595,secondary,RO:urban,False,True,52.775,2,DJ106C,Strada Sibiului,"LINESTRING (24.1558244 45.7188103, 24.155778 45.7185687, 24.1557534 45.7184172, 24.1557611 45.718339)",,,
98881467,residential,RO:urban,False,False,201.245,,,Strada Grădinilor,"LINESTRING (24.1558244 45.7188103, 24.1556424 45.7188303, 24.1555338 45.7188697, 24.1554426 45.7189493, 24.1553326 45.719099, 24.1544423 45.7202698)",,,
98881245,residential,RO:urban,False,False,70.619,,,,"LINESTRING (24.1519488 45.7180391, 24.1517714 45.718662)",,,
98881245,residential,RO:urban,False,True,106.392,,,,"LINESTRING (24.1519488 45.7180391, 24.1520396 45.7178493, 24.1521441 45.7177073, 24.1525653 45.7171877)",,,
134983204,unclassified,RO:urban,False,False,379.82,2,,Strada Transilvaniei,"LINESTRING (24.1559677 45.7165187, 24.1563923 45.7166935, 24.1571643 45.7168707, 24.1591769 45.7173305, 24.1592855 45.7172552, 24.1602197 45.716608)",,,
684036680,unclassified,RO:urban,True,False,17.567,1,,Strada Transilvaniei,"LINESTRING (24.1559677 45.7165187, 24.1558798 45.7165154, 24.1558 45.7165182, 24.1557433 45.7165278)",,,
98868111,residential,RO:urban,False,False,7.269,,,Strada Târgului,"LINESTRING (24.1581684 45.7135269, 24.1582502 45.7134951)",,,
98881231,residential,RO:urban,False,True,64.403,,,Strada Bujorului,"LINESTRING (24.1581684 45.7135269, 24.1588846 45.7138191)",,,
98868111,residential,RO:urban,False,True,173.761,,,Strada Târgului,"LINESTRING (24.1581684 45.7135269, 24.1574737 45.713761, 24.1571358 45.7139277, 24.1568246 45.7141525, 24.1564237 45.714469)",,,
98881246,residential,RO:urban,False,True,80.688,,,Strada Primăverii,"LINESTRING (24.157919 45.7150645, 24.1584367 45.7144353)",,,
98881377,residential,RO:urban,False,False,133.651,,,Strada Uzinei,"LINESTRING (24.157919 45.7150645, 24.1564237 45.714469)",,,
98881377,residential,RO:urban,False,True,78.355,,,Strada Uzinei,"LINESTRING (24.157919 45.7150645, 24.1587853 45.715426)",,,
98881186,unclassified,RO:urban,False,True,195.252,,,Strada Transilvaniei,"LINESTRING (24.1602197 45.716608, 24.159008 45.7160711, 24.1589637 45.7160271, 24.1589718 45.7159428, 24.1589503 45.7158923, 24.158721 45.7157855, 24.1586995 45.7155926, 24.1587853 45.715426)",,,
134983204,unclassified,RO:urban,False,True,379.81999999999994,2,,Strada Transilvaniei,"LINESTRING (24.1602197 45.716608, 24.1592855 45.7172552, 24.1591769 45.7173305, 24.1571643 45.7168707, 24.1563923 45.7166935, 24.1559677 45.7165187)",,,
98881282,tertiary,RO:urban,False,True,8.832,,,,"LINESTRING (24.1556485 45.7183277, 24.1557611 45.718339)",,,
98881282,tertiary,RO:urban,False,False,152.225,,,,"LINESTRING (24.1556485 45.7183277, 24.1555535 45.7183038, 24.1545528 45.7180515, 24.1537911 45.7178905)",,,
98881339,residential,RO:urban,False,False,235.594,,,,"LINESTRING (24.1556485 45.7183277, 24.1555538 45.7183913, 24.1554063 45.7184531, 24.1551327 45.7185842, 24.1548886 45.718734, 24.154674 45.7189175, 24.1544139 45.7190598, 24.1540035 45.7194512, 24.1538747 45.7196666, 24.153864 45.7199287)",,,
98881245,residential,RO:urban,False,True,70.619,,,,"LINESTRING (24.1517714 45.718662, 24.1519488 45.7180391)",,,
98881411,residential,RO:urban,False,True,246.79099999999997,,,,"LINESTRING (24.1517714 45.718662, 24.1521844 45.7187866, 24.1527879 45.7190253, 24.1528657 45.7190525, 24.152922 45.7190394, 24.1529462 45.718986, 24.1530266 45.718765, 24.1531205 45.7186115, 24.1533565 45.7184111, 24.1535041 45.7182987, 24.1536221 45.7181676, 24.1537911 45.7178905)",,,
98881282,tertiary,RO:urban,False,True,221.27,,,,"LINESTRING (24.1502171 45.7160898, 24.150492 45.7161648, 24.1508679 45.7162863, 24.1513368 45.7164756, 24.1518572 45.7167388, 24.1521093 45.7168998, 24.1525653 45.7171877)",,,
"[98881372, 134983198, 98881247]",residential,RO:urban,True,False,243.839,,,Strada Podului,"LINESTRING (24.1502171 45.7160898, 24.1504686 45.7155074, 24.1505376 45.7153675, 24.1505993 45.7152504, 24.1507615 45.7149999, 24.1510968 45.7143997, 24.1513148 45.7140377)",yes,,
684036671,secondary,RO:urban,True,False,9.195,1,DJ106C,Strada Sibiului,"LINESTRING (24.1558946 45.7180558, 24.1559305 45.717977)",,,
16153595,secondary,RO:urban,False,False,33.254000000000005,2,DJ106C,Strada Sibiului,"LINESTRING (24.1558946 45.7180558, 24.1558666 45.7181013, 24.1558216 45.7181814, 24.1557856 45.7182551, 24.1557611 45.718339)",,,
98881156,residential,RO:urban,False,True,126.333,,,Strada Mălinului,"LINESTRING (24.1598824 45.7149559, 24.1597134 45.7149053, 24.1584367 45.7144353)",,,
98881364,residential,RO:urban,False,True,195.63099999999997,,,,"LINESTRING (24.1598849 45.7204468, 24.1594487 45.7202993, 24.1590206 45.720163, 24.1587544 45.7200889, 24.158171 45.7199667, 24.1575366 45.7198182)",,,
98881467,residential,RO:urban,False,True,201.245,,,Strada Grădinilor,"LINESTRING (24.1544423 45.7202698, 24.1553326 45.719099, 24.1554426 45.7189493, 24.1555338 45.7188697, 24.1556424 45.7188303, 24.1558244 45.7188103)",,,
500803185,secondary,,True,False,9.627,1,DJ106C;DJ106D,,"LINESTRING (24.1562562 45.7178048, 24.1562529 45.7178336, 24.156236 45.7178599, 24.1562075 45.7178808)",,,roundabout
684036674,secondary,RO:urban,True,False,25.657000000000004,1,DJ106D,Strada Șelimbărului,"LINESTRING (24.1562562 45.7178048, 24.156313 45.7178348, 24.1564324 45.717898, 24.156518 45.7179456)",,,
500803185,secondary,,True,False,8.487,1,DJ106C;DJ106D,,"LINESTRING (24.1560717 45.7177399, 24.1561079 45.7177296, 24.1561491 45.7177281, 24.1561769 45.7177338)",,,roundabout
684036673,secondary,RO:urban,True,False,25.531,1,DJ106D;DJ106C,,"LINESTRING (24.1560717 45.7177399, 24.1560327 45.7176419, 24.1560166 45.7175145)",,,
500803185,secondary,,True,False,4.721,1,DJ106C;DJ106D,,"LINESTRING (24.1562075 45.7178808, 24.1561706 45.7178938, 24.1561513 45.7178956)",,,roundabout
684036679,secondary,RO:urban,True,False,27.536,1,DJ106D;DJ106C,,"LINESTRING (24.1557033 45.7165661, 24.1556915 45.7168136)",,,
500804509,secondary,30,True,False,12.346,1,,,"LINESTRING (24.1557033 45.7165661, 24.1556765 45.716578, 24.1556464 45.7165852, 24.1556147 45.7165872, 24.1555832 45.7165839, 24.1555538 45.7165755)",,,roundabout
500804509,secondary,30,True,False,9.249,1,,,"LINESTRING (24.1554847 45.7164902, 24.155492 45.716463, 24.1555104 45.7164384, 24.1555384 45.7164187)",,,roundabout
684036677,tertiary,RO:urban,True,False,47.551,2,DJ106D;DJ106C,Strada Cindrelului,"LINESTRING (24.1554847 45.7164902, 24.1553836 45.7164092, 24.1552877 45.7163343, 24.1550687 45.7161765)",,,
1180144672,living_street,RO:urban,True,False,7.671,2,DJ106D,Strada Măgurii,"LINESTRING (24.1505915 45.7129245, 24.1506008 45.7128936, 24.1506119 45.712857)",,,
"[24564860, 1199479052]",living_street,RO:urban,True,False,104.023,,DJ106D,"['Strada Măgurii', 'Piața Revoluției']","LINESTRING (24.1505915 45.7129245, 24.1506194 45.7130278, 24.1509845 45.7135058, 24.1510094 45.7135294, 24.151037 45.7135479, 24.1512772 45.7137091)",,8,
134983202,tertiary,RO:urban,False,False,353.622,4,DJ106D;DJ106C,Strada Cindrelului,"LINESTRING (24.1516361 45.7141071, 24.15234 45.714631, 24.1526726 45.7148566, 24.1533163 45.7152715, 24.1538018 45.7155599, 24.1542122 45.7158033, 24.1546601 45.7160131, 24.1550687 45.7161765)",,,
682766672,tertiary,RO:urban,True,False,26.131,,,Piața Revoluției,"LINESTRING (24.1516361 45.7141071, 24.1515191 45.7140774, 24.1513148 45.7140377)",,,
16153595,secondary,RO:urban,False,True,378.48800000000006,2,DJ106C,Strada Sibiului,"LINESTRING (24.1584373 45.7212778, 24.1584319 45.7212216, 24.1584105 45.721143, 24.1583729 45.7210662, 24.1583219 45.7209932, 24.1582361 45.7209258, 24.1581369 45.7208715, 24.1576112 45.7206393, 24.1574663 45.7205868, 24.157351 45.7205625, 24.1572035 45.7205606, 24.1570533 45.7205793, 24.1567394 45.7206599, 24.1564699 45.7207395, 24.1563599 45.7207629, 24.1562646 45.7207591, 24.1562084 45.7207329, 24.1561735 45.7206908, 24.1561668 45.7206131, 24.156203 45.7205194, 24.1562513 45.7204426, 24.15638 45.7202928, 24.1564793 45.7202029, 24.1565946 45.7201243, 24.1567394 45.7200625, 24.1569138 45.7200119, 24.1571659 45.7199595, 24.1573697 45.7199286, 24.15748 45.7198831, 24.1575366 45.7198182)",,,
88810334,secondary,RO:urban,False,True,361.501,2,DJ106D,Strada Șelimbărului,"LINESTRING (24.156518 45.7179456, 24.1567962 45.7180722, 24.157362 45.7183675, 24.1584801 45.7189418, 24.1588334 45.7191234, 24.1594886 45.7194905, 24.1602939 45.7198438)",,,
684036675,secondary,RO:urban,True,False,25.314999999999998,1,DJ106D,Strada Șelimbărului,"LINESTRING (24.156518 45.7179456, 24.1563837 45.7179071, 24.1563043 45.7178895, 24.1562075 45.7178808)",,,
500803185,secondary,,True,False,12.18,1,DJ106C;DJ106D,,"LINESTRING (24.1561513 45.7178956, 24.156132 45.7178975, 24.1560937 45.7178925, 24.1560596 45.7178793, 24.1560333 45.7178593, 24.1560249 45.7178462)",,,roundabout
684036670,secondary,RO:urban,True,False,26.786,1,DJ106C,Strada Sibiului,"LINESTRING (24.1561513 45.7178956, 24.1560243 45.7179853, 24.1558946 45.7180558)",,,
500803185,secondary,,True,False,13.530000000000001,1,DJ106C;DJ106D,,"LINESTRING (24.1560249 45.7178462, 24.1560173 45.7178344, 24.1560134 45.7178074, 24.1560193 45.7177892, 24.156022 45.7177808, 24.1560421 45.7177575, 24.1560717 45.7177399)",,,roundabout
500803185,secondary,,True,False,10.578,1,DJ106C;DJ106D,,"LINESTRING (24.1561769 45.7177338, 24.1561887 45.7177362, 24.1562222 45.7177532, 24.1562456 45.717777, 24.1562562 45.7178048)",,,roundabout
"[134983200, 98881307, 98881445]",secondary,RO:urban,False,True,68.215,2,DJ106D;DJ106C,,"LINESTRING (24.1560166 45.7175145, 24.1559952 45.7174763, 24.1559617 45.7173976, 24.1558362 45.7171352, 24.1557459 45.716931)",yes,,
684036672,secondary,RO:urban,True,False,27.417,1,DJ106D;DJ106C,,"LINESTRING (24.1560166 45.7175145, 24.1561098 45.7176274, 24.1561769 45.7177338)",,,
"[98881200, 98881402, 346884308]",secondary,RO:urban,False,True,233.47299999999998,2,DJ106D,Strada Târgului,"LINESTRING (24.155583 45.7164035, 24.1555586 45.7163811, 24.1555372 45.716345, 24.1555271 45.7163053, 24.1555305 45.716249, 24.1555477 45.7161629, 24.1555857 45.7159741, 24.1556074 45.7157992, 24.1556218 45.7156147, 24.1556315 45.7155084, 24.1556707 45.7153262, 24.1557372 45.7152166, 24.1564237 45.714469)",yes,,
500804509,secondary,30,True,False,14.336,1,,,"LINESTRING (24.155583 45.7164035, 24.1556057 45.7164006, 24.1556288 45.7164004, 24.1556516 45.716403, 24.1556733 45.7164083, 24.1556935 45.7164162, 24.1557115 45.7164263, 24.1557266 45.7164384, 24.1557386 45.7164522)",,,roundabout
500804509,secondary,30,True,False,3.8689999999999998,1,,,"LINESTRING (24.1555384 45.7164187, 24.1555597 45.7164097, 24.155583 45.7164035)",,,roundabout
134983202,tertiary,RO:urban,False,True,353.622,4,DJ106D;DJ106C,Strada Cindrelului,"LINESTRING (24.1550687 45.7161765, 24.1546601 45.7160131, 24.1542122 45.7158033, 24.1538018 45.7155599, 24.1533163 45.7152715, 24.1526726 45.7148566, 24.15234 45.714631, 24.1516361 45.7141071)",,,
684036676,tertiary,RO:urban,True,False,45.537,2,DJ106C;DJ106D,Strada Cindrelului,"LINESTRING (24.1550687 45.7161765, 24.1553234 45.7162838, 24.1555384 45.7164187)",,,
500804509,secondary,30,True,False,11.449000000000002,1,,,"LINESTRING (24.1555538 45.7165755, 24.1555297 45.7165637, 24.1555099 45.7165484, 24.1554954 45.7165304, 24.1554868 45.7165107, 24.1554847 45.7164902)",,,roundabout
500804509,secondary,30,True,False,5.321,1,,,"LINESTRING (24.1557433 45.7165278, 24.1557331 45.7165421, 24.1557197 45.716555, 24.1557033 45.7165661)",,,roundabout
500804509,secondary,30,True,False,8.656,1,,,"LINESTRING (24.1557386 45.7164522, 24.1557457 45.7164642, 24.1557503 45.7164768, 24.1557524 45.7164897, 24.1557519 45.7165026, 24.1557488 45.7165154, 24.1557433 45.7165278)",,,roundabout
684036681,unclassified,RO:urban,True,False,19.266,1,,Strada Transilvaniei,"LINESTRING (24.1557386 45.7164522, 24.1558409 45.7164803, 24.1559677 45.7165187)",,,
"[98881315, 98881461, 98881459]",residential,RO:urban,False,False,206.03999999999996,,,,"LINESTRING (24.1559305 45.717977, 24.1558542 45.7179493, 24.1549905 45.7176647, 24.1549422 45.7176319, 24.1549396 45.7175935, 24.1550871 45.7172958, 24.1551649 45.717174, 24.1552453 45.7170448, 24.1553124 45.7169137, 24.1553994 45.7168878, 24.1554757 45.7168918, 24.1557459 45.716931)",yes,,
684036671,secondary,RO:urban,True,False,16.334,1,DJ106C,Strada Sibiului,"LINESTRING (24.1559305 45.717977, 24.1559423 45.717951, 24.1560249 45.7178462)",,,
