osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,tunnel,junction,access,bridge
197180722,True,2,Calea Unirii,secondary,50,False,149.371,"LINESTRING (23.7943946 44.3205324, 23.7944793 44.3198862, 23.794505 44.3197112, 23.794542 44.3194732, 23.7945742 44.3191953)",,,,,
180142467,True,2,Strada Mihai Viteazul,tertiary,50,False,120.81700000000001,"LINESTRING (23.7945742 44.3191953, 23.79446 44.3191978, 23.793185 44.3192648, 23.79306 44.319276)",,,,,
197180722,True,2,Calea Unirii,secondary,50,False,101.146,"LINESTRING (23.7945742 44.3191953, 23.7946608 44.3183979, 23.7946675 44.3183639, 23.7946767 44.3182887)",,,,,
197173692,True,2,Strada Principatele Unite,tertiary,50,False,80.328,"LINESTRING (23.7959397 44.3227817, 23.7959403 44.3227157, 23.795924 44.3222047, 23.7958971 44.3220607)",,,,,
221473164,False,,,living_street,,True,59.23,"LINESTRING (23.7959397 44.3227817, 23.7958571 44.3227791, 23.7958257 44.3227786, 23.7956465 44.3227755, 23.7951985 44.3227371)",,,,,
175639780,True,2,Strada Mihail Kogălniceanu,tertiary,50,False,169.508,"LINESTRING (23.7991209 44.3159721, 23.7990441 44.3159694, 23.7985203 44.3159087, 23.79766 44.3157896, 23.7975463 44.3157755, 23.7970774 44.3156813, 23.7970339 44.3156751)",,,,,
224517092,True,,Strada Frații Buzești,residential,50,False,131.031,"LINESTRING (23.7991209 44.3159721, 23.7991434 44.3158775, 23.7993945 44.3148894, 23.7994146 44.3148126)",,,,,
180145980,True,2,Strada Madona Dudu,residential,RO:urban,False,133.599,"LINESTRING (23.7915971 44.3170502, 23.7917706 44.3170454, 23.7924483 44.3169413, 23.7925811 44.3169209, 23.7930377 44.3168088, 23.7932181 44.3167579)",,,,,
197534872,False,2,Strada Madona Dudu,tertiary,50,False,37.595,"LINESTRING (23.7915971 44.3170502, 23.7912271 44.3170572, 23.7911249 44.3170619)",,,,,
"[700519124, 180141437]",False,2,Strada Ion Maiorescu,tertiary,50,True,176.466,"LINESTRING (23.7915971 44.3170502, 23.7917995 44.3172813, 23.7919964 44.3175014, 23.7920585 44.3175884, 23.7920822 44.3176614, 23.7920935 44.3176997, 23.7921382 44.317923, 23.7921465 44.3179683, 23.7921767 44.3181468, 23.7922466 44.3185066, 23.7922516 44.3185332)",,,,,
