osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,access,junction
43083811,2,Strada Mihai Viteazul,tertiary,RO:urban,False,False,68.025,"LINESTRING (24.9762611 45.8460399, 24.9761422 45.8461293, 24.9760811 45.8461662, 24.9760058 45.8462003, 24.9759286 45.8462247, 24.9755051 45.8463261)",,,
172844098,2,Strada Mihai Viteazul,secondary,50,False,True,64.855,"LINESTRING (24.9762611 45.8460399, 24.9762037 45.846008, 24.9761615 45.845972, 24.9761319 45.8459334, 24.9761048 45.8458578, 24.9759949 45.845502)",DJ104D,yes,
74301875,,Strada Republicii,residential,30,True,False,204.00900000000001,"LINESTRING (24.9693604 45.8445287, 24.9695114 45.8445347, 24.9697797 45.8445312, 24.9703707 45.8445431, 24.9704403 45.8445398, 24.9704943 45.8445328, 24.9705845 45.844515, 24.9706575 45.8444908, 24.9707035 45.8444701, 24.9707351 45.8444571, 24.9707735 45.8444441, 24.9708212 45.8444357, 24.9709529 45.8444248, 24.9712873 45.8444065, 24.9718002 45.8443902, 24.9719587 45.8443836)",,,
126219865,2,Strada Mihai Eminescu,residential,50,False,False,104.928,"LINESTRING (24.9693604 45.8445287, 24.9693685 45.8443325, 24.9694234 45.8437754, 24.9694274 45.8437344, 24.9694538 45.8435877)",,,
126219865,2,Strada Mihai Eminescu,residential,50,False,True,54.205,"LINESTRING (24.9693604 45.8445287, 24.9693406 45.8448663, 24.9693271 45.8450156)",,,
237771727,2,Strada Mihai Eminescu,tertiary,50,False,True,10.503,"LINESTRING (24.9694538 45.8435877, 24.9694697 45.8434939)",,,
31164757,2,Bulevardul Unirii,primary,50,True,False,221.019,"LINESTRING (24.9694538 45.8435877, 24.9692476 45.8436118, 24.9688957 45.8436163, 24.9683287 45.8436182, 24.9674095 45.8436156, 24.9666035 45.8436216)",DN1,,
126219865,2,Strada Mihai Eminescu,residential,50,False,True,104.92800000000001,"LINESTRING (24.9694538 45.8435877, 24.9694274 45.8437344, 24.9694234 45.8437754, 24.9693685 45.8443325, 24.9693604 45.8445287)",,,
61423898,1,Strada Constantin Popp,residential,30,True,False,77.106,"LINESTRING (24.9721244 45.8453743, 24.9711372 45.8454634)",,,
43083811,2,Strada Mihai Viteazul,tertiary,RO:urban,False,True,230.39300000000003,"LINESTRING (24.9721244 45.8453743, 24.9724241 45.845865, 24.9725731 45.8461182, 24.9726515 45.8462444, 24.9726928 45.8463052, 24.9727278 45.8463469, 24.9727599 45.846381, 24.9728096 45.8464213, 24.9728992 45.8464783, 24.9730093 45.8465232, 24.97313 45.8465484, 24.9732592 45.8465617, 24.9739677 45.8465926, 24.9740702 45.8465952)",,,
172844091,2,Strada Mihai Viteazul,tertiary,50,False,False,111.818,"LINESTRING (24.9721244 45.8453743, 24.9720733 45.8452734, 24.9720354 45.8451835, 24.9720046 45.8450932, 24.9719818 45.8450066, 24.9719636 45.8448845, 24.9719509 45.8447587, 24.9719508 45.844632, 24.9719575 45.8445062, 24.9719587 45.8443836)",,,
172844091,2,Strada Mihai Viteazul,tertiary,50,False,True,111.81800000000001,"LINESTRING (24.9719587 45.8443836, 24.9719575 45.8445062, 24.9719508 45.844632, 24.9719509 45.8447587, 24.9719636 45.8448845, 24.9719818 45.8450066, 24.9720046 45.8450932, 24.9720354 45.8451835, 24.9720733 45.8452734, 24.9721244 45.8453743)",,,
398127703,,Strada Mihai Viteazul,tertiary,RO:urban,False,True,47.85,"LINESTRING (24.9719587 45.8443836, 24.9719499 45.8442824, 24.9719163 45.8439543)",,,
762103078,2,Strada Școlii,residential,RO:urban,False,True,127.651,"LINESTRING (24.9653291 45.8419502, 24.9653993 45.8419795, 24.9654734 45.8420034, 24.9655715 45.8420243, 24.9657656 45.8420578, 24.9659313 45.8420814, 24.9669285 45.8422045)",,,
1211353138,2,Strada 13 Decembrie,secondary,50,False,True,118.517,"LINESTRING (24.9653291 45.8419502, 24.9653864 45.8419211, 24.965435 45.8418901, 24.9654723 45.8418613, 24.9655186 45.8418127, 24.9655544 45.8417695, 24.9657871 45.8414551, 24.966069 45.8410283)",DJ104C,,
762103078,2,Strada Școlii,residential,RO:urban,False,False,7.386,"LINESTRING (24.9670227 45.8422148, 24.9669285 45.8422045)",,,
43083813,,Aleea Unirii,residential,RO:urban,False,True,66.377,"LINESTRING (24.9665942 45.8427541, 24.9667745 45.842466, 24.9668631 45.8423172, 24.9669285 45.8422045)",,,
762105876,,Aleea Unirii,residential,RO:urban,True,False,84.855,"LINESTRING (24.9665942 45.8427541, 24.9665994 45.8432982, 24.966601 45.8435172)",,,
59344482,2,Bulevardul Unirii,primary,30,True,False,18.739,"LINESTRING (24.9721854 45.8435044, 24.9721296 45.843553, 24.9720572 45.8435894, 24.9719988 45.8436064)",DN1,,roundabout
59344482,2,Bulevardul Unirii,primary,30,True,False,29.869,"LINESTRING (24.9718543 45.8431558, 24.9719507 45.8431562, 24.9720428 45.8431759, 24.972123 45.8432131, 24.9721845 45.8432649)",DN1,,roundabout
148382208,2,Strada Nicolae Bălcescu,secondary,50,False,False,14.094000000000001,"LINESTRING (24.9718543 45.8431558, 24.9718441 45.8430862, 24.9718358 45.8430297)",DJ104B,,
59344482,2,Bulevardul Unirii,primary,30,True,False,27.282,"LINESTRING (24.9715903 45.8433015, 24.9716327 45.8432477, 24.9716938 45.8432036, 24.9717695 45.8431722, 24.9718543 45.8431558)",DN1,,roundabout
59344482,2,Bulevardul Unirii,primary,30,True,False,27.439,"LINESTRING (24.9716437 45.8435347, 24.9716057 45.8434939, 24.9715812 45.8434502, 24.9715686 45.8434005, 24.9715717 45.8433502, 24.9715903 45.8433015)",DN1,,roundabout
556558715,2,Bulevardul Unirii,primary,50,True,False,23.297,"LINESTRING (24.9716437 45.8435347, 24.9715504 45.8435158, 24.9714827 45.8435033, 24.9714077 45.8434933, 24.9713511 45.8434875)",DN1,,
361650891,2,Strada Ion Codru Drăguşanu,residential,RO:urban,False,True,223.09700000000004,"LINESTRING (24.9711372 45.8454634, 24.9711817 45.8456807, 24.9711956 45.8457611, 24.9712039 45.8458188, 24.9712072 45.8458826, 24.9712111 45.8459878, 24.9712097 45.8466233, 24.9712156 45.8468147, 24.971236 45.8474664)",,,
1128269653,,Strada Republicii,residential,30,False,False,28.739,"LINESTRING (24.9711372 45.8454634, 24.9711004 45.8454596, 24.9710743 45.8454535, 24.9710298 45.8454379, 24.9709924 45.8454181, 24.9709191 45.8453709, 24.9708569 45.8453402, 24.9708265 45.8453305)",,,
237771727,2,Strada Mihai Eminescu,tertiary,50,False,False,10.503,"LINESTRING (24.9694697 45.8434939, 24.9694538 45.8435877)",,,
237771727,2,Strada Mihai Eminescu,tertiary,50,False,True,58.374,"LINESTRING (24.9694697 45.8434939, 24.9694893 45.8433579, 24.9694925 45.8433311, 24.9695411 45.8429713)",,,
642810017,2,Bulevardul Unirii,primary,50,True,False,145.206,"LINESTRING (24.9694697 45.8434939, 24.9696623 45.8434727, 24.9699251 45.8434584, 24.970449 45.8434287, 24.9712404 45.843384, 24.9713356 45.8433737)",DN1,,
129046042,2,Strada Vasile Alecsandri,secondary,50,False,False,44.191,"LINESTRING (24.9751832 45.8409474, 24.9751996 45.8409645, 24.9752092 45.8409892, 24.9752146 45.8411205, 24.9752313 45.8413401)",,,
148382258,2,Strada Sf. Constantin Brâncoveanu,residential,RO:urban,False,False,56.54,"LINESTRING (24.9751832 45.8409474, 24.9752201 45.8408416, 24.9753314 45.8404673, 24.9753457 45.8404531)",,,
361366022,2,Strada Nicolae Bălcescu,secondary,50,False,True,118.754,"LINESTRING (24.9751832 45.8409474, 24.9751566 45.8409313, 24.9750246 45.8408966, 24.9746634 45.8408187, 24.974255 45.8407295, 24.9739137 45.840658, 24.9737279 45.8406187)",,,
172844098,2,Strada Mihai Viteazul,secondary,50,False,False,64.855,"LINESTRING (24.9759949 45.845502, 24.9761048 45.8458578, 24.9761319 45.8459334, 24.9761615 45.845972, 24.9762037 45.846008, 24.9762611 45.8460399)",DJ104D,yes,
148382272,,Strada Păcii,residential,RO:urban,False,False,88.70199999999998,"LINESTRING (24.9715514 45.8415262, 24.9716526 45.8417734, 24.971667 45.8418003, 24.9716799 45.8418189, 24.9716943 45.8418374, 24.971713 45.8418598, 24.9717382 45.8418831, 24.9717822 45.841917, 24.9718229 45.8419417, 24.9718672 45.8419657, 24.9719524 45.8420051, 24.9720263 45.8420387, 24.9722153 45.8421297)",,,
148382254,2,Strada Cerbului,residential,RO:urban,True,False,30.653,"LINESTRING (24.9765755 45.8405145, 24.9765347 45.8407887)",,,
148382258,2,Strada Sf. Constantin Brâncoveanu,residential,RO:urban,False,True,95.742,"LINESTRING (24.9765755 45.8405145, 24.9754101 45.8404451, 24.9753685 45.8404466, 24.9753457 45.8404531)",,,
148382258,2,Strada Sf. Constantin Brâncoveanu,residential,RO:urban,False,False,95.742,"LINESTRING (24.9753457 45.8404531, 24.9753685 45.8404466, 24.9754101 45.8404451, 24.9765755 45.8405145)",,,
148382258,2,Strada Sf. Constantin Brâncoveanu,residential,RO:urban,False,True,56.54,"LINESTRING (24.9753457 45.8404531, 24.9753314 45.8404673, 24.9752201 45.8408416, 24.9751832 45.8409474)",,,
361366022,2,Strada Nicolae Bălcescu,secondary,50,False,False,118.754,"LINESTRING (24.9737279 45.8406187, 24.9739137 45.840658, 24.974255 45.8407295, 24.9746634 45.8408187, 24.9750246 45.8408966, 24.9751566 45.8409313, 24.9751832 45.8409474)",,,
529713970,2,Strada Nicolae Bălcescu,secondary,50,False,True,102.87499999999999,"LINESTRING (24.9737279 45.8406187, 24.9735803 45.840607, 24.9734693 45.8406093, 24.973353 45.8406213, 24.9732346 45.8406394, 24.9730275 45.8406974, 24.9728577 45.8407715, 24.9727569 45.8408259, 24.9726671 45.8408885, 24.9725834 45.8409765)",DJ104B,,
361649009,2,Strada Cerbului,residential,,False,False,15.791,"LINESTRING (24.9764412 45.8414166, 24.9764257 45.8415582)",,,
914478557,1,Strada Cerbului,residential,RO:urban,True,False,94.123,"LINESTRING (24.9764412 45.8414166, 24.9754024 45.8413458, 24.9752313 45.8413401)",,,
129046042,2,Strada Vasile Alecsandri,secondary,50,False,False,23.488,"LINESTRING (24.975494 45.8428696, 24.9755364 45.8429722, 24.9755566 45.8430205, 24.9755783 45.8430725)",,,
129046042,2,Strada Vasile Alecsandri,secondary,50,False,True,171.32899999999998,"LINESTRING (24.975494 45.8428696, 24.9754816 45.8428207, 24.9754414 45.842613, 24.9754235 45.8424994, 24.9753541 45.8420756, 24.9752961 45.8417706, 24.975275 45.8416714, 24.9752582 45.8415795, 24.9752313 45.8413401)",,,
533469630,2,Strada Nicolae Bălcescu,secondary,50,False,True,74.562,"LINESTRING (24.9717627 45.8423611, 24.9717734 45.8424584, 24.9718274 45.8429728, 24.9718358 45.8430297)",DJ104B,,
1116522807,2,Strada Nicolae Bălcescu,secondary,50,True,False,7.395,"LINESTRING (24.9717627 45.8423611, 24.9717322 45.8423596, 24.9716675 45.8423561)",DJ104B,,
129046042,2,Strada Vasile Alecsandri,secondary,50,False,False,171.32899999999998,"LINESTRING (24.9752313 45.8413401, 24.9752582 45.8415795, 24.975275 45.8416714, 24.9752961 45.8417706, 24.9753541 45.8420756, 24.9754235 45.8424994, 24.9754414 45.842613, 24.9754816 45.8428207, 24.975494 45.8428696)",,,
129046042,2,Strada Vasile Alecsandri,secondary,50,False,True,44.190999999999995,"LINESTRING (24.9752313 45.8413401, 24.9752146 45.8411205, 24.9752092 45.8409892, 24.9751996 45.8409645, 24.9751832 45.8409474)",,,
148382272,,Strada Păcii,residential,RO:urban,False,True,88.702,"LINESTRING (24.9722153 45.8421297, 24.9720263 45.8420387, 24.9719524 45.8420051, 24.9718672 45.8419657, 24.9718229 45.8419417, 24.9717822 45.841917, 24.9717382 45.8418831, 24.971713 45.8418598, 24.9716943 45.8418374, 24.9716799 45.8418189, 24.971667 45.8418003, 24.9716526 45.8417734, 24.9715514 45.8415262)",,,
