osmid,oneway,lanes,ref,name,highway,maxspeed,access,reversed,length,geometry,bridge,junction
33771231,False,1,DN14B,Strada Gheorghe Doja,primary,50,yes,False,147.414,"LINESTRING (23.9164317 46.1756714, 23.9164866 46.1757157, 23.9165252 46.1757807, 23.9166301 46.1760528, 23.9167238 46.1762877, 23.9168455 46.1765988, 23.9169465 46.1768325, 23.9169919 46.1769332)",,
57889339,False,,,Strada Iuliu Maniu,tertiary,RO:urban,,True,56.827000000000005,"LINESTRING (23.9164317 46.1756714, 23.9164997 46.1756436, 23.9165632 46.1756254, 23.9166467 46.1756125, 23.9170828 46.1755669, 23.9171338 46.1755404)",,
1136665169,False,2,DN14B,Strada Simion Bărnuțiu,primary,50,,True,7.665,"LINESTRING (23.924177 46.1763695, 23.9240909 46.1763349)",,
199680160,True,,,Strada Mitropolit Andrei Șaguna,residential,RO:urban,,False,71.1,"LINESTRING (23.924177 46.1763695, 23.9243677 46.1763613, 23.9245739 46.1763548, 23.9250992 46.1763367)",,
"[19392520, 1136665169]",False,"['2', '3']",DN14B,Strada Simion Bărnuțiu,primary,50,,False,124.72000000000001,"LINESTRING (23.924177 46.1763695, 23.9244754 46.1764831, 23.9245667 46.1765188, 23.9247298 46.1765827, 23.9252825 46.1768203, 23.925448 46.1768983, 23.9255471 46.1769631)",,
"[19392520, 1136665169]",False,"['2', '3']",DN14B,Strada Simion Bărnuțiu,primary,50,,True,124.72,"LINESTRING (23.9255471 46.1769631, 23.925448 46.1768983, 23.9252825 46.1768203, 23.9247298 46.1765827, 23.9245667 46.1765188, 23.9244754 46.1764831, 23.924177 46.1763695)",,
"[23424360, 23424362, 23427621]",False,4,DJ107,Podul Minciunilor,secondary,50,,False,49.800000000000004,"LINESTRING (23.9255471 46.1769631, 23.9255945 46.1770304, 23.9257205 46.1773146, 23.9257576 46.1773858)",yes,
33770580,False,2,,Strada Avram Iancu,residential,RO:urban,,True,230.78900000000002,"LINESTRING (23.9255471 46.1769631, 23.9253929 46.1770088, 23.9252233 46.177045, 23.9242677 46.1771844, 23.9235612 46.177289, 23.9226278 46.1774229)",,
"[23424360, 23424362, 23427621]",False,4,DJ107,Podul Minciunilor,secondary,50,,True,49.800000000000004,"LINESTRING (23.9257576 46.1773858, 23.9257205 46.1773146, 23.9255945 46.1770304, 23.9255471 46.1769631)",yes,
33732285,False,2,,Strada Doctor Vasile Suciu,residential,50,,False,112.492,"LINESTRING (23.9257576 46.1773858, 23.9256316 46.1773696, 23.9255073 46.1773732, 23.9250359 46.1774366, 23.9243215 46.1775345)",,
"[683505872, 24031883]",False,2,DJ107,Strada Iuliu Maniu,secondary,RO:urban,,False,122.79599999999999,"LINESTRING (23.9221791 46.1703393, 23.9224286 46.1712277, 23.9224541 46.1714262)",yes,
