osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,access
28152971,4,Bulevardul Ștefan cel Mare și Sfânt,tertiary,50,False,True,21.981,"LINESTRING (27.5815386 47.1638554, 27.5813754 47.164019)",,
22900802,2,Strada 14 Decembrie 1989,tertiary,50,True,False,39.949,"LINESTRING (27.5815386 47.1638554, 27.5815134 47.1640063, 27.5814945 47.1642133)",,
"[50436552, 291359929, 23618034, 845361109]",4,"['Strada Ion Constantin Brătianu', 'Bulevardul Ștefan cel Mare și Sfânt']",tertiary,"['50', 'RO:urban']",False,"[False, True]",320.684,"LINESTRING (27.5815386 47.1638554, 27.5815843 47.1638035, 27.5816627 47.1637062, 27.582094 47.1631706, 27.5826155 47.1625818, 27.5826576 47.1625333, 27.5827609 47.1624144, 27.5829021 47.1624876, 27.5830972 47.1625856, 27.5832513 47.162664, 27.5835593 47.1628352, 27.5836562 47.162912, 27.5837805 47.1630033, 27.5840807 47.1632334)",,
22900860,2,Strada Ion Constantin Brătianu,tertiary,RO:urban,False,True,46.783,"LINESTRING (27.5845104 47.1639675, 27.5845687 47.1640797, 27.5847095 47.1643507, 27.5847165 47.1643642)",,
30795105,1,,tertiary_link,RO:urban,True,False,59.076,"LINESTRING (27.5845104 47.1639675, 27.5848505 47.1640875, 27.5851879 47.1642065, 27.585204 47.1642122)",,
175084266,2,Strada Ion Constantin Brătianu,tertiary,RO:urban,False,False,87.861,"LINESTRING (27.5845104 47.1639675, 27.5842205 47.1634841, 27.5840807 47.1632334)",,
22905088,2,Strada Vasile Stroescu,residential,RO:urban,True,False,59.138,"LINESTRING (27.5868359 47.1652962, 27.5871182 47.1657922)",,
23198386,,Strada Vovideniei,residential,RO:urban,False,False,157.18499999999997,"LINESTRING (27.5868359 47.1652962, 27.587128 47.1649804, 27.587458 47.1645609, 27.5876001 47.1644278, 27.5876865 47.1643792, 27.5877959 47.1643448, 27.5881285 47.1642582)",,
22905095,2,Strada George Enescu,tertiary,RO:urban,False,True,192.82299999999998,"LINESTRING (27.5887039 47.1659397, 27.5886652 47.1658626, 27.588632 47.1658007, 27.5884977 47.1655163, 27.5882363 47.1649135, 27.5882091 47.1648035, 27.5881285 47.1642582)",,
29372504,6,Bulevardul Independenței,primary,60,False,True,86.536,"LINESTRING (27.5887039 47.1659397, 27.588856 47.1659025, 27.5893066 47.1657939, 27.589783 47.1656801)",,
22907207,2,Strada Alexandru Vodă Ipsilanti,tertiary,RO:urban,False,False,20.618,"LINESTRING (27.578238 47.15741, 27.5784519 47.157525)",,
22907207,2,Strada Alexandru Vodă Ipsilanti,tertiary,RO:urban,False,True,62.921,"LINESTRING (27.578238 47.15741, 27.5775854 47.1570589)",,
22969797,,Stradela Alexandru Vodă Ipsilanti,residential,RO:urban,False,True,158.037,"LINESTRING (27.578238 47.15741, 27.5784199 47.1572186, 27.5797034 47.1574267, 27.5801291 47.1574892)",6,
22952884,2,Strada Agatha Bârsescu,tertiary,RO:urban,False,True,208.329,"LINESTRING (27.5858485 47.1618187, 27.5857446 47.1618375, 27.5856742 47.1618717, 27.5855568 47.1619813, 27.5854327 47.1620984, 27.5853795 47.1621434, 27.5849982 47.1624938, 27.5849414 47.1625448, 27.5848328 47.1626411, 27.584758 47.1627074, 27.5844539 47.1629482, 27.5841644 47.1631737, 27.5840807 47.1632334)",,
"[24693504, 30818548]",,"['Strada Agatha Bârsescu', 'Strada Maestrul Ion Baciu']",residential,RO:urban,True,False,300.152,"LINESTRING (27.5858485 47.1618187, 27.5858874 47.1616854, 27.5862063 47.1609934, 27.585367 47.1607999, 27.5853376 47.1610353, 27.5852725 47.1615233, 27.5852725 47.1615516, 27.5852774 47.1615702, 27.585296 47.1615863, 27.5858485 47.1618187)",,
44700250,2,Strada Sfântul Sava,tertiary,RO:urban,False,False,22.108,"LINESTRING (27.5858485 47.1618187, 27.5860732 47.1618143, 27.5861403 47.16182)",,
22952951,2,Strada Achim Stoia,tertiary,RO:urban,False,False,118.958,"LINESTRING (27.5867021 47.16038, 27.5867447 47.1603198, 27.5871182 47.1598425, 27.5872412 47.1596853, 27.5873266 47.1595755, 27.5874375 47.1594343)",,
"[303596736, 23074500]",2,Strada Costache Negri,tertiary,RO:urban,False,False,251.56300000000002,"LINESTRING (27.5867021 47.16038, 27.5868489 47.1604276, 27.5874241 47.160613, 27.5875225 47.1606439, 27.5877017 47.1607039, 27.5880155 47.1607993, 27.5885532 47.1609803, 27.5887975 47.1611518, 27.5893212 47.1614887, 27.5894719 47.1615823)",,
"[22952842, 676112596]",,Strada Costache Negri,residential,RO:urban,False,True,132.85,"LINESTRING (27.5867021 47.16038, 27.5865753 47.1603408, 27.5863914 47.1602836, 27.5855995 47.1600658, 27.5850875 47.1599093)",,
22952986,2,Strada Armeană,tertiary,RO:urban,False,False,17.548,"LINESTRING (27.5894719 47.1615823, 27.5894388 47.1617385)",,
843476425,1,Strada Costache Negri,tertiary,RO:urban,False,False,17.048,"LINESTRING (27.5894719 47.1615823, 27.5896071 47.161705)",,
"[303596736, 23074500]",2,Strada Costache Negri,tertiary,RO:urban,False,True,251.56300000000002,"LINESTRING (27.5894719 47.1615823, 27.5893212 47.1614887, 27.5887975 47.1611518, 27.5885532 47.1609803, 27.5880155 47.1607993, 27.5877017 47.1607039, 27.5875225 47.1606439, 27.5874241 47.160613, 27.5868489 47.1604276, 27.5867021 47.16038)",,
22952884,2,Strada Agatha Bârsescu,tertiary,RO:urban,False,False,208.329,"LINESTRING (27.5840807 47.1632334, 27.5841644 47.1631737, 27.5844539 47.1629482, 27.584758 47.1627074, 27.5848328 47.1626411, 27.5849414 47.1625448, 27.5849982 47.1624938, 27.5853795 47.1621434, 27.5854327 47.1620984, 27.5855568 47.1619813, 27.5856742 47.1618717, 27.5857446 47.1618375, 27.5858485 47.1618187)",,
"[50436552, 291359929, 23618034, 845361109]",4,"['Strada Ion Constantin Brătianu', 'Bulevardul Ștefan cel Mare și Sfânt']",tertiary,"['50', 'RO:urban']",False,"[False, True]",320.68399999999997,"LINESTRING (27.5840807 47.1632334, 27.5837805 47.1630033, 27.5836562 47.162912, 27.5835593 47.1628352, 27.5832513 47.162664, 27.5830972 47.1625856, 27.5829021 47.1624876, 27.5827609 47.1624144, 27.5826576 47.1625333, 27.5826155 47.1625818, 27.582094 47.1631706, 27.5816627 47.1637062, 27.5815843 47.1638035, 27.5815386 47.1638554)",,
175084266,2,Strada Ion Constantin Brătianu,tertiary,RO:urban,False,True,87.861,"LINESTRING (27.5840807 47.1632334, 27.5842205 47.1634841, 27.5845104 47.1639675)",,
22952929,2,Strada Mănăstirea Dancu,residential,RO:urban,True,False,242.597,"LINESTRING (27.5861403 47.16182, 27.5861177 47.1620327, 27.5861051 47.1622108, 27.5860842 47.1627068, 27.5860308 47.1635226, 27.586018 47.1636852, 27.5860159 47.163789, 27.5860241 47.1638658, 27.5860374 47.1639211, 27.5860586 47.1639837, 27.586063 47.1639968)",,
44700250,2,Strada Sfântul Sava,tertiary,RO:urban,False,False,252.912,"LINESTRING (27.5861403 47.16182, 27.586357 47.1618421, 27.5866134 47.1619361, 27.5868121 47.1620312, 27.5869888 47.162145, 27.5871937 47.1622943, 27.5873613 47.1624051, 27.5875492 47.1625083, 27.588123 47.1627055, 27.5885723 47.1628843, 27.58889 47.1630597)",,
44700250,2,Strada Sfântul Sava,tertiary,RO:urban,False,True,22.108,"LINESTRING (27.5861403 47.16182, 27.5860732 47.1618143, 27.5858485 47.1618187)",,
22952986,2,Strada Armeană,tertiary,RO:urban,False,False,93.64099999999999,"LINESTRING (27.58889 47.1630597, 27.5887392 47.1632176, 27.5885655 47.1633862, 27.5884951 47.1634911, 27.5883758 47.1636944, 27.5883275 47.1637922, 27.5883225 47.1638023)",,
22952986,2,Strada Armeană,tertiary,RO:urban,False,True,156.484,"LINESTRING (27.58889 47.1630597, 27.5890021 47.1629914, 27.5891098 47.1628907, 27.5891349 47.1628619, 27.5892091 47.1627382, 27.5892693 47.1625396, 27.5893308 47.1621256, 27.5893997 47.1618329, 27.5894388 47.1617385)",,
22954354,1,Stradela Armeană,residential,RO:urban,False,False,87.53399999999999,"LINESTRING (27.58889 47.1630597, 27.5892931 47.1632267, 27.5893306 47.1632481, 27.5893441 47.163275, 27.5893503 47.1633048, 27.5893548 47.1633343, 27.5893749 47.1633662, 27.5894218 47.1633885, 27.5895278 47.1634081, 27.5898099 47.1634508)",,
44700250,2,Strada Sfântul Sava,tertiary,RO:urban,False,True,252.91200000000003,"LINESTRING (27.58889 47.1630597, 27.5885723 47.1628843, 27.588123 47.1627055, 27.5875492 47.1625083, 27.5873613 47.1624051, 27.5871937 47.1622943, 27.5869888 47.162145, 27.5868121 47.1620312, 27.5866134 47.1619361, 27.586357 47.1618421, 27.5861403 47.16182)",,
"[22953180, 1220226830]",2,"['Strada Golia', 'Strada Cuza Vodă']",residential,RO:urban,False,True,169.50900000000001,"LINESTRING (27.5898099 47.1634508, 27.5895177 47.1640751, 27.5895131 47.1640848, 27.5892425 47.1640432, 27.5889911 47.1639838, 27.5886837 47.1638969, 27.5883225 47.1638023)",,
22954354,1,Stradela Armeană,residential,RO:urban,False,True,87.53399999999999,"LINESTRING (27.5898099 47.1634508, 27.5895278 47.1634081, 27.5894218 47.1633885, 27.5893749 47.1633662, 27.5893548 47.1633343, 27.5893503 47.1633048, 27.5893441 47.163275, 27.5893306 47.1632481, 27.5892931 47.1632267, 27.58889 47.1630597)",,
22968993,2,Strada Iancu Bacalu,residential,RO:urban,True,False,216.573,"LINESTRING (27.5830909 47.1577485, 27.5818031 47.1574138, 27.5809967 47.1572042, 27.5804189 47.157047)",,
23139402,,Strada Trei Ierarhi,residential,RO:urban,False,False,239.49,"LINESTRING (27.5846738 47.1601259, 27.5834717 47.1598073, 27.5836069 47.1596294, 27.583712 47.1594822, 27.5837032 47.1594207, 27.5837255 47.1592664, 27.5837537 47.1591748, 27.5837786 47.1590878, 27.5837758 47.1590448, 27.5833919 47.1586533)",7,
22969636,,Strada Colonel Langa,residential,RO:urban,False,False,161.546,"LINESTRING (27.5816285 47.1604547, 27.5832703 47.1608769, 27.5836272 47.1609683)",,permissive
22969917,2,Strada Colonel Langa,tertiary,RO:urban,False,False,83.064,"LINESTRING (27.5816285 47.1604547, 27.5815717 47.1604251, 27.58145 47.1603617, 27.5811582 47.1601419, 27.5810853 47.1600881, 27.5808621 47.1599222)",,
22969213,2,Strada Sfântul Petru Movilă,tertiary,RO:urban,False,True,106.488,"LINESTRING (27.5808621 47.1599222, 27.5807407 47.1600169, 27.579842 47.1605816)",,
22969917,2,Strada Colonel Langa,tertiary,RO:urban,False,True,83.064,"LINESTRING (27.5808621 47.1599222, 27.5810853 47.1600881, 27.5811582 47.1601419, 27.58145 47.1603617, 27.5815717 47.1604251, 27.5816285 47.1604547)",,
39459286,2,Strada Sfântul Andrei,tertiary,RO:urban,False,False,53.614,"LINESTRING (27.5808621 47.1599222, 27.5809112 47.1598674, 27.5810211 47.159751, 27.5811913 47.1594964)",,
22907207,2,Strada Alexandru Vodă Ipsilanti,tertiary,RO:urban,False,True,149.579,"LINESTRING (27.5814203 47.1591221, 27.5798689 47.1582874)",,
39459286,2,Strada Sfântul Andrei,tertiary,RO:urban,False,True,45.078,"LINESTRING (27.5814203 47.1591221, 27.5811913 47.1594964)",,
39458804,2,Strada Sfântul Andrei,tertiary,RO:urban,True,False,34.678,"LINESTRING (27.5814203 47.1591221, 27.5814316 47.1591055, 27.5815637 47.1589436, 27.5816537 47.1588541)",,
22969662,,Trecătoarea Iancu Bacalu,residential,RO:urban,True,False,53.832,"LINESTRING (27.5804189 47.157047, 27.5801291 47.1574892)",5,
22969661,,Strada Trei Ierarhi,residential,RO:urban,True,False,64.069,"LINESTRING (27.5827426 47.1580961, 27.5834941 47.1583623)",6,
39458804,2,Strada Sfântul Andrei,tertiary,RO:urban,True,False,46.77,"LINESTRING (27.5827426 47.1580961, 27.5830909 47.1577485)",,
22969797,,Stradela Alexandru Vodă Ipsilanti,residential,RO:urban,False,False,166.33499999999998,"LINESTRING (27.5827426 47.1580961, 27.5817266 47.1577408, 27.581651 47.1577215, 27.5815415 47.1577043, 27.5806942 47.1575884)",6,
22969797,,Stradela Alexandru Vodă Ipsilanti,residential,RO:urban,False,True,44.129,"LINESTRING (27.5801291 47.1574892, 27.5806942 47.1575884)",6,
22969797,,Stradela Alexandru Vodă Ipsilanti,residential,RO:urban,False,False,158.037,"LINESTRING (27.5801291 47.1574892, 27.5797034 47.1574267, 27.5784199 47.1572186, 27.578238 47.15741)",6,
22969691,,Stradela Colonel Langa,residential,RO:urban,False,True,188.02700000000002,"LINESTRING (27.5816537 47.1588541, 27.5812545 47.1586199, 27.5810138 47.1584627, 27.5808737 47.1583646, 27.5804162 47.1580034, 27.5803706 47.1579433, 27.5803787 47.1578867, 27.580435 47.1578265, 27.5806942 47.1575884)",6,
39458804,2,Strada Sfântul Andrei,tertiary,RO:urban,True,False,60.61,"LINESTRING (27.5816537 47.1588541, 27.5817052 47.1588205, 27.5819667 47.1586719, 27.5822686 47.1585046)",,
22969797,,Stradela Alexandru Vodă Ipsilanti,residential,RO:urban,False,False,44.129,"LINESTRING (27.5806942 47.1575884, 27.5801291 47.1574892)",6,
22969691,,Stradela Colonel Langa,residential,RO:urban,False,False,188.027,"LINESTRING (27.5806942 47.1575884, 27.580435 47.1578265, 27.5803787 47.1578867, 27.5803706 47.1579433, 27.5804162 47.1580034, 27.5808737 47.1583646, 27.5810138 47.1584627, 27.5812545 47.1586199, 27.5816537 47.1588541)",6,
22969797,,Stradela Alexandru Vodă Ipsilanti,residential,RO:urban,False,True,166.33499999999998,"LINESTRING (27.5806942 47.1575884, 27.5815415 47.1577043, 27.581651 47.1577215, 27.5817266 47.1577408, 27.5827426 47.1580961)",6,
1232424893,,,residential,,False,True,16.82,"LINESTRING (27.5834941 47.1583623, 27.5835918 47.1582264)",,
22969661,,Strada Trei Ierarhi,residential,RO:urban,True,False,34.835,"LINESTRING (27.5834941 47.1583623, 27.5835113 47.1584571, 27.5834673 47.1585904, 27.5833919 47.1586533)",6,
39458804,2,Strada Sfântul Andrei,tertiary,RO:urban,True,False,57.875,"LINESTRING (27.5822686 47.1585046, 27.5824142 47.1583878, 27.5827426 47.1580961)",,
22969729,,Stradela Trei Ierarhi,residential,RO:urban,True,False,93.613,"LINESTRING (27.5833919 47.1586533, 27.5829154 47.1587464, 27.5826547 47.1586746, 27.5824553 47.1585996, 27.5822686 47.1585046)",6,
23139402,,Strada Trei Ierarhi,residential,RO:urban,False,True,239.49,"LINESTRING (27.5833919 47.1586533, 27.5837758 47.1590448, 27.5837786 47.1590878, 27.5837537 47.1591748, 27.5837255 47.1592664, 27.5837032 47.1594207, 27.583712 47.1594822, 27.5836069 47.1596294, 27.5834717 47.1598073, 27.5846738 47.1601259)",7,
22907207,2,Strada Alexandru Vodă Ipsilanti,tertiary,RO:urban,False,False,149.579,"LINESTRING (27.5798689 47.1582874, 27.5814203 47.1591221)",,
22907207,2,Strada Alexandru Vodă Ipsilanti,tertiary,RO:urban,False,True,136.623,"LINESTRING (27.5798689 47.1582874, 27.5784519 47.157525)",,
22969975,,Strada Funcționarilor,residential,RO:urban,False,False,63.079,"LINESTRING (27.5798689 47.1582874, 27.57935 47.1587316)",,
22969975,,Strada Funcționarilor,residential,RO:urban,False,False,75.001,"LINESTRING (27.57935 47.1587316, 27.5787307 47.1592585)",,
22969975,,Strada Funcționarilor,residential,RO:urban,False,True,63.079,"LINESTRING (27.57935 47.1587316, 27.5798689 47.1582874)",,
22969945,,Strada Semnului,residential,RO:urban,True,False,90.146,"LINESTRING (27.57935 47.1587316, 27.5791758 47.1586582, 27.5783795 47.1582613)",,
39459286,2,Strada Sfântul Andrei,tertiary,RO:urban,False,False,45.078,"LINESTRING (27.5811913 47.1594964, 27.5814203 47.1591221)",,
22969945,,Strada Semnului,residential,RO:urban,True,False,163.54500000000002,"LINESTRING (27.5811913 47.1594964, 27.5806189 47.1592145, 27.5804499 47.1591324, 27.580284 47.1590643, 27.5801468 47.1590157, 27.5795299 47.1588041, 27.57935 47.1587316)",,
39459286,2,Strada Sfântul Andrei,tertiary,RO:urban,False,True,53.614,"LINESTRING (27.5811913 47.1594964, 27.5810211 47.159751, 27.5809112 47.1598674, 27.5808621 47.1599222)",,
22969991,,Strada Gospodarilor,residential,RO:urban,False,False,148.52100000000002,"LINESTRING (27.5783795 47.1582613, 27.5783551 47.1583463, 27.5780667 47.1590412, 27.5780636 47.159069, 27.5780788 47.1590913, 27.578107 47.159105, 27.5787307 47.1592585)",,
