osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,junction
337156785,False,2,DN64,Strada Tudor Vladimirescu,secondary,50,True,30.698,"LINESTRING (24.2644244 44.6567091, 24.264457 44.6569842)",,
1234617242,True,2,,Strada Decebal,residential,50,False,33.537,"LINESTRING (24.2644244 44.6567091, 24.2647501 44.6569022)",,
1233860879,False,2,DN64,Strada Tudor Vladimirescu,secondary,50,False,52.179,"LINESTRING (24.2644244 44.6567091, 24.2643695 44.6564248, 24.264353 44.6563388, 24.2643347 44.6562442)",,
749089648,False,2,DN64,Strada Tudor Vladimirescu,secondary,50,False,2.758,"LINESTRING (24.264283 44.6555385, 24.2642829 44.6555137)",,
45099190,False,,,Strada Nucilor,residential,RO:urban,False,311.176,"LINESTRING (24.264283 44.6555385, 24.2613718 44.6556105, 24.2612122 44.6555904, 24.2611001 44.6555958, 24.2607562 44.6556114, 24.2606261 44.65562, 24.2603566 44.6556429)",,
1233860879,False,2,DN64,Strada Tudor Vladimirescu,secondary,50,True,78.68,"LINESTRING (24.264283 44.6555385, 24.2642819 44.6558304, 24.2642987 44.6560308, 24.2643347 44.6562442)",,
45166429,False,2,,Strada Traian,primary,50,False,49.572,"LINESTRING (24.2651034 44.6622579, 24.2650454 44.6627018)",,
44831455,True,2,DN67B,Strada Profesor Nicoliță Sanda,primary,50,False,160.12099999999998,"LINESTRING (24.2651034 44.6622579, 24.2650487 44.6622542, 24.263883 44.6621764, 24.2637035 44.6621644, 24.2631294 44.6621261, 24.2630877 44.6621233)",,
"[635192026, 164093804]",False,2,DN67B,Strada Traian,primary,50,True,161.31699999999998,"LINESTRING (24.2651034 44.6622579, 24.2651087 44.6622225, 24.2652007 44.6616145, 24.2652558 44.6612366, 24.2652674 44.6612218, 24.2652842 44.6612158, 24.2655748 44.6611491, 24.265611 44.6611362, 24.2656385 44.6611257, 24.2656647 44.6611114, 24.2656915 44.6610899, 24.2657376 44.6610247)",,
44831450,True,2,,Strada Regele Carol,residential,50,False,290.85,"LINESTRING (24.2630877 44.6621233, 24.263091 44.6620902, 24.2631337 44.6616652, 24.2631586 44.6614171, 24.2631961 44.6609528, 24.2631999 44.6609064, 24.2632041 44.6608755, 24.2632972 44.660194, 24.2633754 44.6595159)",,
263005046,True,2,DN67B,Strada Profesor Nicoliță Sanda,primary,50,False,212.13799999999998,"LINESTRING (24.2630877 44.6621233, 24.2630569 44.6621214, 24.2618373 44.6620472, 24.2618099 44.6620455, 24.2611644 44.6620062, 24.26052 44.661967, 24.2604152 44.6619606)",,
45166427,False,2,,Strada Profesor Nicoliță Sanda,residential,RO:urban,False,155.55200000000002,"LINESTRING (24.2604152 44.6619606, 24.2602988 44.6619649, 24.2599344 44.6619784, 24.2596335 44.6619896, 24.2584506 44.6620264)",,
720345638,False,2,DN64,Strada Tudor Vladimirescu,primary,50,True,154.281,"LINESTRING (24.2604152 44.6619606, 24.2603911 44.6620542, 24.260086 44.663237, 24.2600632 44.6633253)",,
720346195,False,2,DN64,Strada Tudor Vladimirescu,primary,50,False,133.161,"LINESTRING (24.2604152 44.6619606, 24.2604376 44.6618789, 24.2607118 44.6608812, 24.2607382 44.6607853)",,
45099185,True,2,,Strada Doctor Bagdasar,residential,50,False,147.697,"LINESTRING (24.2584506 44.6620264, 24.2583463 44.6633526)",yes,
45166427,False,2,,Strada Profesor Nicoliță Sanda,residential,RO:urban,True,155.552,"LINESTRING (24.2584506 44.6620264, 24.2596335 44.6619896, 24.2599344 44.6619784, 24.2602988 44.6619649, 24.2604152 44.6619606)",,
220608794,False,2,DN64,Strada Tudor Vladimirescu,secondary,50,False,39.874,"LINESTRING (24.2599785 44.6636788, 24.2600632 44.6633253)",,
223648907,True,2,,Strada Nicolae Bălcescu,primary,50,False,161.218,"LINESTRING (24.2629348 44.6632877, 24.264972 44.6632363)",,
44831450,True,2,,Strada Regele Carol,residential,50,False,130.043,"LINESTRING (24.2629348 44.6632877, 24.2629978 44.6627626, 24.2630816 44.6621665, 24.2630877 44.6621233)",,
220608794,False,2,DN64,Strada Tudor Vladimirescu,secondary,50,True,39.874,"LINESTRING (24.2600632 44.6633253, 24.2599785 44.6636788)",,
222774841,True,2,,Strada Nicolae Bălcescu,tertiary,50,False,135.819,"LINESTRING (24.2600632 44.6633253, 24.2583463 44.6633526)",,
223648907,True,2,,Strada Nicolae Bălcescu,primary,50,False,227.14600000000002,"LINESTRING (24.2600632 44.6633253, 24.2612886 44.6633093, 24.2614885 44.6633065, 24.2623832 44.6632949, 24.2629348 44.6632877)",,
720345638,False,2,DN64,Strada Tudor Vladimirescu,primary,50,False,154.281,"LINESTRING (24.2600632 44.6633253, 24.260086 44.663237, 24.2603911 44.6620542, 24.2604152 44.6619606)",,
45166429,False,2,,Strada Traian,primary,50,True,59.717,"LINESTRING (24.264972 44.6632363, 24.2650454 44.6627018)",,
45167646,True,2,,Strada Popa Șapcă,residential,50,False,84.676,"LINESTRING (24.2658343 44.65875, 24.2658059 44.6587485, 24.2647666 44.6586941)",,
1220952579,True,2,,Strada Decebal,residential,50,False,116.673,"LINESTRING (24.2658343 44.65875, 24.2657984 44.6589865, 24.2655882 44.659784)",,
222774841,True,2,,Strada Nicolae Bălcescu,tertiary,50,False,3.82,"LINESTRING (24.2583463 44.6633526, 24.258298 44.6633528)",,
997017826,True,1,,Piața Pandurilor,residential,RO:urban,False,46.162000000000006,"LINESTRING (24.2654635 44.6601961, 24.2654922 44.660201, 24.266031 44.6602931)",,
1210149355,False,,,Piața Pandurilor,residential,RO:urban,True,44.732,"LINESTRING (24.2654635 44.6601961, 24.2652336 44.6603865, 24.2651936 44.6605351)",,
45167647,False,,,Strada Batca,unclassified,RO:urban,False,152.006,"LINESTRING (24.266031 44.6602931, 24.2662647 44.6602926, 24.2668086 44.6603316, 24.2668609 44.6603163, 24.2673113 44.6596142)",,
997017826,True,1,,Piața Pandurilor,residential,RO:urban,False,54.757,"LINESTRING (24.266031 44.6602931, 24.2660237 44.6603139, 24.2659061 44.6606483, 24.2658967 44.6607112, 24.2659045 44.660774)",,
