osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,ref,junction
645338837,Strada General Teleman,residential,RO:urban,False,False,145.556,"LINESTRING (28.0637307 46.6735503, 28.0649049 46.674582)",,,,
368687680,Bulevardul 1 Mai,residential,RO:urban,True,False,98.402,"LINESTRING (28.0637307 46.6735503, 28.0638188 46.673457, 28.0647034 46.6729771)",,,,
368687682,Strada General Teleman,residential,RO:urban,True,False,82.716,"LINESTRING (28.0637307 46.6735503, 28.0632073 46.673019, 28.0631322 46.6729303)",,,,
149829449,Strada Ștefan cel Mare,tertiary,,False,True,21.415,"LINESTRING (28.0666952 46.6737056, 28.0669 46.6735739)",,,,
149829434,Strada Locotenent Octav Hagiu,residential,RO:urban,False,True,84.298,"LINESTRING (28.0666952 46.6737056, 28.0669812 46.6739025, 28.0671371 46.6739519, 28.067254 46.6739651, 28.0674569 46.6739657, 28.0676604 46.6739411)",,,,
149829449,Strada Ștefan cel Mare,tertiary,,False,False,168.391,"LINESTRING (28.0666952 46.6737056, 28.0661058 46.6740614, 28.0658516 46.674188, 28.0655738 46.6743161, 28.0651904 46.6744748, 28.0649049 46.674582)",,,,
149829449,Strada Ștefan cel Mare,tertiary,,False,True,59.673,"LINESTRING (28.0678672 46.6729111, 28.0683687 46.6724993)",,,,
149829449,Strada Ștefan cel Mare,tertiary,,False,False,104.294,"LINESTRING (28.0678672 46.6729111, 28.0674069 46.6732265, 28.0669 46.6735739)",,,,
292180032,,residential,RO:urban,False,False,41.321,"LINESTRING (28.0674236 46.6715284, 28.0671515 46.6712071)",,,,
368687673,Bulevardul 1 Mai,residential,RO:urban,False,True,11.098,"LINESTRING (28.0674236 46.6715284, 28.0673036 46.6715848)",,,,
220266430,Strada Melchisedec,residential,RO:urban,False,False,45.278,"LINESTRING (28.0617136 46.6754086, 28.0615382 46.6757976)",,,,
149829449,Strada Ștefan cel Mare,tertiary,,False,False,132.835,"LINESTRING (28.0617136 46.6754086, 28.0613873 46.6754192, 28.0611942 46.6754319, 28.0609962 46.6754702, 28.0605707 46.6755974, 28.0600802 46.675769)",,,,
149829449,Strada Ștefan cel Mare,tertiary,,False,True,43.348,"LINESTRING (28.0617136 46.6754086, 28.0618831 46.6753985, 28.0620138 46.6753821, 28.0622666 46.6753272)",,,,
368687677,Strada Alexandru Giugaru,residential,RO:urban,False,True,110.651,"LINESTRING (28.0617136 46.6754086, 28.0617158 46.6753161, 28.0617134 46.6752804, 28.0616891 46.6752314, 28.0613222 46.6749227, 28.0609092 46.6746171)",,,,
240125682,Strada Eroilor,residential,RO:urban,True,False,81.681,"LINESTRING (28.0623062 46.6743729, 28.0616259 46.6738057)",,,,
149829461,Bulevardul 1 Mai,residential,RO:urban,True,False,142.06,"LINESTRING (28.0623062 46.6743729, 28.0630034 46.6739613, 28.0637307 46.6735503)",,,,
149829449,Strada Ștefan cel Mare,tertiary,,False,False,21.415,"LINESTRING (28.0669 46.6735739, 28.0666952 46.6737056)",,,,
240126108,,residential,RO:urban,False,True,81.836,"LINESTRING (28.0669 46.6735739, 28.0662132 46.6730086)",,,,
149829449,Strada Ștefan cel Mare,tertiary,,False,True,104.294,"LINESTRING (28.0669 46.6735739, 28.0674069 46.6732265, 28.0678672 46.6729111)",,,,
149829434,Strada Locotenent Octav Hagiu,residential,RO:urban,False,False,84.298,"LINESTRING (28.0676604 46.6739411, 28.0674569 46.6739657, 28.067254 46.6739651, 28.0671371 46.6739519, 28.0669812 46.6739025, 28.0666952 46.6737056)",,,,
220264846,Strada Mihail Eminescu,residential,RO:urban,False,False,54.08800000000001,"LINESTRING (28.0676604 46.6739411, 28.0676829 46.6740227, 28.0676844 46.6741033, 28.0676424 46.6742617, 28.0676013 46.674421)",,,,
530101411,Strada Paul Barais,residential,50,False,True,59.434,"LINESTRING (28.0636553 46.6755199, 28.0637437 46.6754888, 28.0639533 46.6754382, 28.0642376 46.6753646, 28.0643878 46.6753425)",,,,
646330579,,residential,RO:urban,False,True,55.472,"LINESTRING (28.0636553 46.6755199, 28.0636072 46.6754411, 28.0634995 46.67527, 28.0633726 46.6750603)",,,,
