osmid,oneway,lanes,highway,reversed,length,geometry,name,maxspeed,ref,access,bridge,tunnel
694687243,True,1,secondary_link,False,79.091,"LINESTRING (127.0464222 37.7835744, 127.0465183 37.7836466, 127.0465749 37.7837172, 127.0466404 37.7837605, 127.0467096 37.7837829, 127.0467438 37.7837924, 127.0467767 37.7838028, 127.0468246 37.7838048, 127.0468752 37.7838034, 127.0469556 37.7837874, 127.0470114 37.7837704, 127.0471819 37.7837069)",,,,,,
757832856,True,3,secondary,False,46.996,"LINESTRING (127.0464222 37.7835744, 127.0465654 37.7838686, 127.0466205 37.7839668)",평화로,60,,,,
66662126,True,4,secondary,False,173.651,"LINESTRING (127.0496004 37.7806127, 127.0494837 37.78115, 127.0494387 37.7814711, 127.0494191 37.7816105, 127.0494082 37.7816733, 127.0493855 37.7818042, 127.049327 37.7820263, 127.0492653 37.7821477)",부흥로,,98;360,,,
1180005987,False,,tertiary,False,12.066,"LINESTRING (127.0405233 37.7827766, 127.0405353 37.7828847)",새양주로110번길,,,no,,
455956874,False,,residential,True,347.596,"LINESTRING (127.0512108 37.7843713, 127.0509005 37.784273, 127.0506048 37.7842563, 127.0503139 37.7842373, 127.0501783 37.7841506, 127.050109 37.7840209, 127.0501291 37.7837629, 127.0500987 37.7833907, 127.0500766 37.7831577, 127.0500159 37.7829695, 127.0499318 37.7827812, 127.0498764 37.7827304, 127.0498151 37.7826742, 127.049703 37.7824343, 127.0496143 37.7823236, 127.0495268 37.7822651, 127.0494321 37.7822018, 127.049399 37.7821915, 127.0493327 37.7821709, 127.0492653 37.7821477)",,,,,,
753477271,False,,unclassified,False,274.81899999999996,"LINESTRING (127.0512108 37.7843713, 127.0511955 37.7844334, 127.0511482 37.7848396, 127.0511368 37.7848616, 127.0510419 37.785045, 127.0509946 37.7854511, 127.0509592 37.7859786, 127.0510124 37.7864735, 127.051087 37.7868141)",부흥로1571번길,,,,,
487817663,False,,tertiary,False,124.22800000000001,"LINESTRING (127.0405593 37.7832175, 127.0406178 37.7838463, 127.0406224 37.7842451, 127.0406065 37.7843321)",새양주로110번길,,,no,,
"[487817664, 1180005988]",False,,tertiary,True,37.065999999999995,"LINESTRING (127.0405593 37.7832175, 127.0405388 37.7829255, 127.0405353 37.7828847)",새양주로110번길,,,no,yes,
694661252,False,,unclassified,False,160.517,"LINESTRING (127.0405593 37.7832175, 127.0408202 37.7832582, 127.0408853 37.7832967, 127.040991 37.7835007, 127.0411434 37.7838461, 127.0412496 37.7840852, 127.0413819 37.7842319, 127.0414726 37.784309, 127.0415177 37.7843349)",,,,,,
"[634990770, 587476581, 634990767]",False,2,"['unclassified', 'living_street']",False,97.30100000000002,"LINESTRING (127.0499917 37.7868534, 127.0500425 37.7868641, 127.0500849 37.7868735, 127.0501337 37.7868826, 127.0501734 37.786888, 127.0502276 37.7868922, 127.0502788 37.7868916, 127.0506177 37.7868517, 127.0508919 37.7868247, 127.0509473 37.7868208, 127.051087 37.7868141)",평화로1064번길,,,,,yes
"[974600751, 727846135]",False,,unclassified,False,461.23499999999996,"LINESTRING (127.0499917 37.7868534, 127.0500154 37.7867369, 127.0500608 37.7865442, 127.0500721 37.7863538, 127.0500494 37.7861432, 127.0500324 37.7860222, 127.0499814 37.7858519, 127.0499332 37.7857085, 127.0497007 37.7852357, 127.0493605 37.7846442, 127.0491847 37.7843619, 127.0491563 37.7843238, 127.0489862 37.7841445, 127.0487084 37.7839451, 127.0482633 37.7836404, 127.0481762 37.7835503, 127.0479411 37.783329, 127.0479835 37.7832535)",,,,,,
"[925785952, 601451453]",False,2,unclassified,True,47.826,"LINESTRING (127.0499917 37.7868534, 127.0499489 37.7868444, 127.0494704 37.7867299)",평화로1064번길,,,,yes,
"[925785952, 601451453]",False,2,unclassified,False,47.826,"LINESTRING (127.0494704 37.7867299, 127.0499489 37.7868444, 127.0499917 37.7868534)",평화로1064번길,,,,yes,
"[692518667, 694661253]",False,,unclassified,True,602.488,"LINESTRING (127.0494704 37.7867299, 127.0494702 37.7866342, 127.0494326 37.7863724, 127.0491941 37.785206, 127.0491303 37.7850717, 127.0489366 37.784732, 127.0488292 37.784588, 127.0483249 37.7841544, 127.0475577 37.7836239, 127.0475374 37.7836146, 127.04744 37.78357, 127.047422 37.7834785, 127.0474138 37.7834369, 127.0474231 37.783208, 127.0474164 37.7829582, 127.0473977 37.7828586, 127.0473387 37.7828692, 127.0470946 37.7829752, 127.0467486 37.7831744, 127.0464857 37.7833122, 127.0464071 37.783334, 127.0463404 37.7833546)",부흥로,,,,,
"[634990770, 933062398]",False,2,living_street,False,120.21900000000002,"LINESTRING (127.051087 37.7868141, 127.0510872 37.7869412, 127.0511264 37.7870916, 127.0511856 37.7873187, 127.0512102 37.7873909, 127.0510517 37.7874341, 127.0510919 37.7874571, 127.0512132 37.7875263, 127.0512944 37.7875729, 127.0514509 37.7875578)",평화로1064번길,,,,,
"[634990770, 587476581, 634990767]",False,2,"['living_street', 'unclassified']",True,97.30100000000002,"LINESTRING (127.051087 37.7868141, 127.0509473 37.7868208, 127.0508919 37.7868247, 127.0506177 37.7868517, 127.0502788 37.7868916, 127.0502276 37.7868922, 127.0501734 37.786888, 127.0501337 37.7868826, 127.0500849 37.7868735, 127.0500425 37.7868641, 127.0499917 37.7868534)",평화로1064번길,,,,,yes
753477271,False,,unclassified,True,274.819,"LINESTRING (127.051087 37.7868141, 127.0510124 37.7864735, 127.0509592 37.7859786, 127.0509946 37.7854511, 127.0510419 37.785045, 127.0511368 37.7848616, 127.0511482 37.7848396, 127.0511955 37.7844334, 127.0512108 37.7843713)",부흥로1571번길,,,,,
"[1078980481, 757832857, 66662126]",True,"['2', '4']",secondary,False,69.711,"LINESTRING (127.0479835 37.7832535, 127.0478742 37.7833279, 127.0474334 37.7836034, 127.0473686 37.7836493)",부흥로,60,98;360,,yes,
