osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,tunnel
274244847,False,조마루로,tertiary,True,539.903,"LINESTRING (126.7620565 37.4993082, 126.7620718 37.4993063, 126.7622404 37.4992848, 126.762285 37.4992791, 126.7627712 37.4992173, 126.763707 37.4990984, 126.763813 37.4990842, 126.765937 37.4987988, 126.7660867 37.4987787, 126.7680931 37.4985091)",,,
290325045,False,석천로,tertiary,False,214.942,"LINESTRING (126.7620565 37.4993082, 126.7620354 37.4992081, 126.7620284 37.4991752, 126.7619433 37.4987718, 126.7618025 37.4981041, 126.7617966 37.4980762, 126.7617881 37.4980359, 126.7616543 37.4974017)",,,
290325045,False,석천로,tertiary,True,312.413,"LINESTRING (126.7620565 37.4993082, 126.7620583 37.4993172, 126.7620602 37.4993263, 126.7620809 37.4994269, 126.7620896 37.4994691, 126.7623263 37.5006207, 126.7626254 37.5020813)",,,
273924579,False,소향로,tertiary,False,113.445,"LINESTRING (126.7626254 37.5020813, 126.7613558 37.5022438)",,,
290325045,False,석천로,tertiary,True,60.215,"LINESTRING (126.7626254 37.5020813, 126.7627342 37.5026159)",,,
273924579,False,소향로,tertiary,True,164.158,"LINESTRING (126.7626254 37.5020813, 126.7628096 37.5020571, 126.7642989 37.5018619, 126.7644614 37.5018406)",,,
290325045,False,석천로,tertiary,False,312.41299999999995,"LINESTRING (126.7626254 37.5020813, 126.7623263 37.5006207, 126.7620896 37.4994691, 126.7620809 37.4994269, 126.7620602 37.4993263, 126.7620583 37.4993172, 126.7620565 37.4993082)",,,
219855846,False,,residential,True,81.565,"LINESTRING (126.7674234 37.5041957, 126.767581 37.5049185)",,,
222080669,False,길주로,tertiary,False,160.628,"LINESTRING (126.7674234 37.5041957, 126.7692203 37.5039618)",4,60,
222080669,False,길주로,tertiary,True,219.152,"LINESTRING (126.7674234 37.5041957, 126.7660651 37.504375, 126.764974 37.5045252)",4,60,
780145880,False,시청동로,residential,False,168.75799999999998,"LINESTRING (126.7674234 37.5041957, 126.7673044 37.5036189, 126.7672357 37.5032858, 126.7671751 37.5029921, 126.7671149 37.5026979)",,,
222080669,False,길주로,tertiary,True,160.628,"LINESTRING (126.7692203 37.5039618, 126.7674234 37.5041957)",4,60,
227311702,False,중동로,tertiary,True,101.856,"LINESTRING (126.7692203 37.5039618, 126.7690467 37.5030562)",,,
