osmid,highway,oneway,reversed,length,name,ref,geometry,tunnel
264896635,residential,False,False,44.286,,,"LINESTRING (126.7791796 37.7575621, 126.7796164 37.7577605)",
469417500,residential,False,False,63.316,금정4길,,"LINESTRING (126.7791796 37.7575621, 126.7785424 37.7572967)",
1233612214,secondary,False,False,126.797,중앙로,363,"LINESTRING (126.7791796 37.7575621, 126.7785355 37.7585331, 126.7785084 37.7585714)",
"[524380684, 1233612214]",secondary,False,True,90.698,중앙로,363,"LINESTRING (126.7791796 37.7575621, 126.7796316 37.7569178, 126.77968 37.7568488)",
267000398,residential,False,False,138.1,,,"LINESTRING (126.77452 37.75743, 126.775903 37.758019)",
"[264563928, 604796773]",residential,False,False,50.168,,,"LINESTRING (126.77452 37.75743, 126.774518 37.7573502, 126.7745099 37.7569789)",
604304419,secondary,False,False,10.915,중앙로,363,"LINESTRING (126.7770729 37.760638, 126.7770135 37.7607242)",
722639352,residential,False,True,19.607,금정14길,,"LINESTRING (126.7770729 37.760638, 126.776872 37.7605614)",
"[604304419, 1233612214]",secondary,False,True,134.901,중앙로,363,"LINESTRING (126.7770729 37.760638, 126.7777851 37.7596052, 126.7778083 37.7595732)",
31294599,tertiary,False,False,72.318,시청로,,"LINESTRING (126.7778083 37.7595732, 126.7785299 37.7598855)",
31473674,tertiary,False,False,115.42,시청로,,"LINESTRING (126.7778083 37.7595732, 126.7766553 37.7590767)",
1233612214,secondary,False,True,127.267,중앙로,363,"LINESTRING (126.7778083 37.7595732, 126.7785084 37.7585714)",
"[604304419, 1233612214]",secondary,False,False,134.901,중앙로,363,"LINESTRING (126.7778083 37.7595732, 126.7777851 37.7596052, 126.7770729 37.760638)",
31294599,tertiary,False,True,72.318,시청로,,"LINESTRING (126.7785299 37.7598855, 126.7778083 37.7595732)",
469421800,residential,False,False,128.796,시민회관길,,"LINESTRING (126.7785299 37.7598855, 126.7792213 37.7588643)",
31294599,tertiary,False,False,73.83399999999999,시청로,,"LINESTRING (126.7785299 37.7598855, 126.7792168 37.7601828, 126.7792666 37.7602044)",
470186261,residential,False,True,67.71600000000001,마무리길,,"LINESTRING (126.7785299 37.7598855, 126.7782885 37.7602316, 126.778158 37.7604188)",
266078899,residential,False,False,22.792,아동로,,"LINESTRING (126.7755963 37.7640933, 126.7753772 37.7639837)",
266078899,residential,False,True,55.781,아동로,,"LINESTRING (126.7755963 37.7640933, 126.776123 37.7643731)",
470186261,residential,False,False,112.924,마무리길,,"LINESTRING (126.7755963 37.7640933, 126.7758495 37.7637302, 126.7758678 37.7637039, 126.7758809 37.7636851, 126.7759872 37.7635326, 126.7759948 37.7635217, 126.7762164 37.7632039)",
604304411,residential,False,False,34.527,,,"LINESTRING (126.7749165 37.7637424, 126.7745792 37.7635833)",
604304412,secondary,False,False,67.463,중앙로,363,"LINESTRING (126.7749165 37.7637424, 126.7745369 37.7642697)",
266078899,residential,False,True,48.579,아동로,,"LINESTRING (126.7749165 37.7637424, 126.7750857 37.763831, 126.7753772 37.7639837)",
604304418,secondary,False,True,107.67500000000001,중앙로,363,"LINESTRING (126.7749165 37.7637424, 126.7750524 37.7635469, 126.7751994 37.7633355, 126.7752354 37.7632851, 126.7754066 37.7630397, 126.7755079 37.7628944)",
266127424,residential,False,False,5.548,금정2길,,"LINESTRING (126.7780768 37.7558542, 126.7780137 37.7558538)",
722639353,residential,False,True,50.214,금정2길,,"LINESTRING (126.7780768 37.7558542, 126.7785611 37.7560936)",
266080852,residential,False,False,119.145,문화로,,"LINESTRING (126.7785611 37.7560936, 126.7779513 37.7570505)",
469418697,residential,False,False,126.951,금정2길,,"LINESTRING (126.7785611 37.7560936, 126.7797824 37.7567028)",
722639353,residential,False,False,50.214,금정2길,,"LINESTRING (126.7785611 37.7560936, 126.7780768 37.7558542)",
264896631,residential,False,False,96.649,,,"LINESTRING (126.7812614 37.7559181, 126.7822545 37.7555453)",
264573528,residential,False,False,69.364,,,"LINESTRING (126.7812614 37.7559181, 126.7815564 37.7561244, 126.7818299 37.7563499)",
264896631,residential,False,True,83.536,,,"LINESTRING (126.7812614 37.7559181, 126.7811034 37.7561203, 126.7808168 37.7565812)",
264573528,residential,False,True,21.199,,,"LINESTRING (126.7820102 37.7564765, 126.7818299 37.7563499)",
606942728,residential,False,True,63.309,,,"LINESTRING (126.7820102 37.7564765, 126.782668 37.7562448)",
264573528,residential,False,False,82.848,,,"LINESTRING (126.7820102 37.7564765, 126.7820548 37.7566078, 126.7823649 37.7571654)",
264573528,residential,False,True,82.848,,,"LINESTRING (126.7823649 37.7571654, 126.7820548 37.7566078, 126.7820102 37.7564765)",
31294599,tertiary,False,False,80.404,시청로,,"LINESTRING (126.7792666 37.7602044, 126.7800689 37.7605516)",
31294599,tertiary,False,True,73.83399999999999,시청로,,"LINESTRING (126.7792666 37.7602044, 126.7792168 37.7601828, 126.7785299 37.7598855)",
264896630,residential,False,False,151.623,,,"LINESTRING (126.7792666 37.7602044, 126.7794976 37.7598727, 126.7795029 37.7598652, 126.7795144 37.7598491, 126.7796791 37.7596171, 126.7798331 37.7594005, 126.7803218 37.7596179)",
604304411,residential,False,True,34.527,,,"LINESTRING (126.7745792 37.7635833, 126.7749165 37.7637424)",
266078194,residential,False,False,123.80499999999999,문화로,,"LINESTRING (126.7745792 37.7635833, 126.7747241 37.7631282, 126.774733 37.7631009, 126.7748057 37.7628473, 126.7748688 37.7626484, 126.7749104 37.7625012)",
604304417,residential,False,False,66.884,문화로,,"LINESTRING (126.7745792 37.7635833, 126.774492 37.7639182, 126.7744632 37.7641136, 126.7744716 37.7641761)",
264896631,residential,False,False,73.528,,,"LINESTRING (126.7800826 37.7562645, 126.7808168 37.7565812)",
524380684,secondary,False,False,55.424,중앙로,363,"LINESTRING (126.7800826 37.7562645, 126.7797824 37.7567028)",
264573528,residential,False,False,21.199,,,"LINESTRING (126.7818299 37.7563499, 126.7820102 37.7564765)",
264896635,residential,False,True,68.072,,,"LINESTRING (126.7818299 37.7563499, 126.7814437 37.7568805)",
264573528,residential,False,True,69.364,,,"LINESTRING (126.7818299 37.7563499, 126.7815564 37.7561244, 126.7812614 37.7559181)",
264896627,residential,False,False,64.382,,,"LINESTRING (126.7808168 37.7565812, 126.7814437 37.7568805)",
264896631,residential,False,True,73.528,,,"LINESTRING (126.7808168 37.7565812, 126.7800826 37.7562645)",
264896631,residential,False,False,83.536,,,"LINESTRING (126.7808168 37.7565812, 126.7811034 37.7561203, 126.7812614 37.7559181)",
264896628,residential,False,False,64.06,,,"LINESTRING (126.77968 37.7568488, 126.7803065 37.757143)",
524380684,secondary,False,True,18.563,중앙로,363,"LINESTRING (126.77968 37.7568488, 126.7797824 37.7567028)",
"[524380684, 1233612214]",secondary,False,False,90.698,중앙로,363,"LINESTRING (126.77968 37.7568488, 126.7796316 37.7569178, 126.7791796 37.7575621)",
264896627,residential,False,True,64.382,,,"LINESTRING (126.7814437 37.7568805, 126.7808168 37.7565812)",
264896635,residential,False,False,68.072,,,"LINESTRING (126.7814437 37.7568805, 126.7818299 37.7563499)",
264896635,residential,False,True,164.931,,,"LINESTRING (126.7814437 37.7568805, 126.7810629 37.7574568, 126.7807567 37.7578885, 126.7805475 37.7581834)",
264896628,residential,False,True,64.06,,,"LINESTRING (126.7803065 37.757143, 126.77968 37.7568488)",
264896635,residential,False,False,64.714,,,"LINESTRING (126.7799092 37.7578935, 126.7805475 37.7581834)",
264896635,residential,False,True,29.686,,,"LINESTRING (126.7799092 37.7578935, 126.7796164 37.7577605)",
604433387,residential,False,True,123.733,,,"LINESTRING (126.7799092 37.7578935, 126.7792213 37.7588643)",
264896635,residential,False,True,64.714,,,"LINESTRING (126.7805475 37.7581834, 126.7799092 37.7578935)",
604433386,residential,False,True,77.98,,,"LINESTRING (126.7805475 37.7581834, 126.7801164 37.7587963)",
264896635,residential,False,False,164.931,,,"LINESTRING (126.7805475 37.7581834, 126.7807567 37.7578885, 126.7810629 37.7574568, 126.7814437 37.7568805)",
264896629,residential,False,True,31.793,,,"LINESTRING (126.779805 37.7586509, 126.7801164 37.7587963)",
264896629,residential,False,False,31.793,,,"LINESTRING (126.7801164 37.7587963, 126.779805 37.7586509)",
604433386,residential,False,False,77.98,,,"LINESTRING (126.7801164 37.7587963, 126.7805475 37.7581834)",
604433386,residential,False,True,43.247,,,"LINESTRING (126.7801164 37.7587963, 126.7798773 37.7591362)",
264896632,residential,False,True,70.629,,,"LINESTRING (126.7792213 37.7588643, 126.7785084 37.7585714)",
264896633,residential,False,False,65.114,,,"LINESTRING (126.7792213 37.7588643, 126.7798773 37.7591362)",
469421800,residential,False,True,128.796,시민회관길,,"LINESTRING (126.7792213 37.7588643, 126.7785299 37.7598855)",
604433387,residential,False,False,123.733,,,"LINESTRING (126.7792213 37.7588643, 126.7799092 37.7578935)",
264896636,residential,False,True,25.183,,,"LINESTRING (126.78034 37.758948, 126.7802556 37.7590669, 126.7801987 37.759145)",
264896633,residential,False,True,65.114,,,"LINESTRING (126.7798773 37.7591362, 126.7792213 37.7588643)",
